,tradeDate,Name,F1_OI,F2_OI,F3_OI,AGG_OI
3612,2024-04-19,CL,23454.0,401736.0,214121.0,1771873.0
3613,2024-04-22,CL,2610.0,393205.0,219366.0,1752767.0
3614,2024-04-23,CL,390272.0,229744.0,113397.0,1762704.0
3615,2024-04-24,CL,394758.0,233153.0,117399.0,1777586.0
3616,2024-04-25,CL,391933.0,234743.0,118244.0,1776521.0
3617,2024-04-26,CL,398856.0,243094.0,121468.0,1806621.0
3618,2024-04-29,CL,382587.0,236005.0,124743.0,1791254.0
3619,2024-04-30,CL,374052.0,242279.0,130741.0,1794542.0
3620,2024-05-01,CL,378634.0,246070.0,140516.0,1828853.0
3621,2024-05-02,CL,361263.0,247695.0,153835.0,1834325.0
3622,2024-05-03,CL,347488.0,245594.0,166683.0,1838422.0
3623,2024-05-06,CL,332805.0,265336.0,172211.0,1853619.0
3624,2024-05-07,CL,308755.0,279895.0,168273.0,1836765.0
3625,2024-05-08,CL,278140.0,295053.0,167881.0,1814439.0
3626,2024-05-09,CL,259315.0,317273.0,171511.0,1820825.0
3627,2024-05-10,CL,239274.0,325852.0,181212.0,1823881.0
3628,2024-05-13,CL,205002.0,329046.0,181674.0,1796313.0
3629,2024-05-14,CL,174161.0,331685.0,194399.0,1787763.0
3630,2024-05-15,CL,132482.0,361737.0,198816.0,1786691.0
3631,2024-05-16,CL,87602.0,371334.0,198789.0,1767870.0
3632,2024-05-17,CL,64368.0,382266.0,195498.0,1769119.0
3633,2024-05-20,CL,22678.0,403934.0,207682.0,1773292.0
3634,2024-05-21,CL,4346.0,405848.0,223884.0,1784152.0
3635,2024-05-22,CL,414530.0,227620.0,170569.0,1797085.0
3636,2024-05-23,CL,410911.0,230169.0,180475.0,1808902.0
3637,2024-05-24,CL,403143.0,233521.0,192961.0,1823864.0
3638,2024-05-28,CL,399183.0,236329.0,199840.0,1833461.0
3639,2024-05-29,CL,383835.0,236686.0,192919.0,1810148.0
3640,2024-05-30,CL,385511.0,238123.0,197728.0,1816170.0
3641,2024-05-31,CL,361691.0,241489.0,198673.0,1799542.0
3642,2024-06-03,CL,347494.0,259476.0,203584.0,1824241.0
3643,2024-06-04,CL,331032.0,258809.0,205136.0,1814253.0
3644,2024-06-05,CL,313555.0,266117.0,212229.0,1816641.0
3645,2024-06-06,CL,295892.0,281943.0,218816.0,1822701.0
3646,2024-06-07,CL,269326.0,288974.0,220177.0,1807183.0
3647,2024-06-10,CL,240326.0,289483.0,224949.0,1785234.0
3648,2024-06-11,CL,208528.0,294287.0,224333.0,1755642.0
3649,2024-06-12,CL,177666.0,308841.0,225568.0,1765064.0
3650,2024-06-13,CL,131772.0,328173.0,238311.0,1767236.0
3651,2024-06-14,CL,95233.0,339116.0,232837.0,1727520.0
3652,2024-06-17,CL,71092.0,337385.0,236756.0,1705408.0
3653,2024-06-18,CL,23329.0,351776.0,234832.0,1678608.0
3654,2024-06-20,CL,6433.0,352314.0,237826.0,1688099.0
3655,2024-06-21,CL,340335.0,231745.0,142950.0,1673601.0
3656,2024-06-24,CL,345351.0,234515.0,139828.0,1690972.0
3657,2024-06-25,CL,344582.0,229115.0,133236.0,1680601.0
3658,2024-06-26,CL,338926.0,227138.0,135196.0,1683783.0
3659,2024-06-27,CL,336012.0,223648.0,139032.0,1701415.0
3660,2024-06-28,CL,324086.0,231784.0,142220.0,1707775.0
3661,2024-07-01,CL,320798.0,243108.0,148554.0,1734370.0
3662,2024-07-02,CL,291548.0,242665.0,149885.0,1721585.0
3663,2024-07-03,CL,277505.0,249353.0,146158.0,1714897.0
3664,2024-07-05,CL,266354.0,265842.0,149265.0,1730089.0
3665,2024-07-08,CL,259927.0,283971.0,150439.0,1753330.0
3666,2024-07-09,CL,250246.0,291340.0,156881.0,1767729.0
3667,2024-07-10,CL,241305.0,303202.0,161364.0,1789876.0
3668,2024-07-11,CL,225563.0,307308.0,166580.0,1797320.0
3669,2024-07-12,CL,185720.0,317171.0,177562.0,1792528.0
3670,2024-07-15,CL,156251.0,343311.0,184058.0,1800145.0
3671,2024-07-16,CL,117205.0,388189.0,197635.0,1831212.0
3672,2024-07-17,CL,76788.0,400604.0,208838.0,1835794.0
3673,2024-07-18,CL,51200.0,417880.0,212047.0,1846193.0
3674,2024-07-19,CL,21402.0,422740.0,215562.0,1837768.0
3675,2024-07-22,CL,1111.0,409832.0,216049.0,1805250.0
3676,2024-07-23,CL,405218.0,211604.0,118329.0,1808365.0
3677,2024-07-24,CL,393388.0,216211.0,139380.0,1843077.0
3678,2024-07-25,CL,395137.0,228511.0,139177.0,1854492.0
3679,2024-07-26,CL,378947.0,236413.0,138681.0,1839418.0
3680,2024-07-29,CL,363651.0,239152.0,135459.0,1828368.0
3681,2024-07-30,CL,335749.0,232569.0,132039.0,1787630.0
3682,2024-07-31,CL,331682.0,241437.0,145699.0,1810095.0
3683,2024-08-01,CL,328559.0,244605.0,146119.0,1820851.0
3684,2024-08-02,CL,326391.0,249138.0,156208.0,1848077.0
3685,2024-08-05,CL,302128.0,251875.0,155288.0,1824633.0
3686,2024-08-06,CL,287732.0,262485.0,158791.0,1828846.0
3687,2024-08-07,CL,259796.0,268489.0,154588.0,1798494.0
3688,2024-08-08,CL,228544.0,269682.0,161945.0,1785307.0
3689,2024-08-09,CL,210263.0,282757.0,163203.0,1786775.0
3690,2024-08-12,CL,185959.0,293265.0,178724.0,1808706.0
3691,2024-08-13,CL,157672.0,313993.0,178245.0,1790876.0
3692,2024-08-14,CL,115524.0,339886.0,182207.0,1791932.0
3693,2024-08-15,CL,82533.0,351199.0,190107.0,1784062.0
3694,2024-08-16,CL,65315.0,354756.0,185699.0,1778936.0
3695,2024-08-19,CL,20730.0,351996.0,186641.0,1739798.0
3696,2024-08-20,CL,1398.0,356607.0,199026.0,1742632.0
3697,2024-08-21,CL,357897.0,193322.0,251784.0,1745030.0
3698,2024-08-22,CL,353754.0,199861.0,244039.0,1740103.0
3699,2024-08-23,CL,345594.0,203189.0,246315.0,1750351.0
3700,2024-08-26,CL,328534.0,206463.0,240725.0,1740068.0
3701,2024-08-27,CL,313117.0,206736.0,251968.0,1742613.0
3702,2024-08-28,CL,304553.0,207990.0,249413.0,1739337.0
3703,2024-08-29,CL,297127.0,219492.0,243582.0,1753063.0
3704,2024-08-30,CL,271991.0,197950.0,244122.0,1716966.0
3705,2024-09-03,CL,270539.0,202617.0,242642.0,1727524.0
3706,2024-09-04,CL,259532.0,201157.0,225232.0,1711054.0
3707,2024-09-05,CL,251340.0,215275.0,227348.0,1740504.0
3708,2024-09-06,CL,249665.0,225499.0,228453.0,1760245.0
3709,2024-09-09,CL,242556.0,241916.0,229872.0,1786050.0
3710,2024-09-10,CL,233215.0,254331.0,228803.0,1802465.0
3711,2024-09-11,CL,219822.0,268418.0,228828.0,1810589.0
3712,2024-09-12,CL,201028.0,281802.0,230907.0,1822497.0
3713,2024-09-13,CL,168202.0,307947.0,239936.0,1835183.0
3714,2024-09-16,CL,132538.0,323438.0,241350.0,1822135.0
3715,2024-09-17,CL,84184.0,346083.0,246365.0,1812275.0
3716,2024-09-18,CL,57428.0,353667.0,249890.0,1797892.0
3717,2024-09-19,CL,19413.0,343032.0,245714.0,1750927.0
3718,2024-09-20,CL,786.0,355622.0,249717.0,1758651.0
3719,2024-09-23,CL,355290.0,248197.0,184112.0,1768023.0
3720,2024-09-24,CL,350623.0,253774.0,189245.0,1780393.0
3721,2024-09-25,CL,337946.0,248971.0,185078.0,1764869.0
3722,2024-09-26,CL,333560.0,255755.0,178457.0,1780801.0
3723,2024-09-27,CL,329816.0,257426.0,178437.0,1786479.0
3724,2024-09-30,CL,318997.0,256570.0,174042.0,1779029.0
3725,2024-10-01,CL,305581.0,252323.0,165942.0,1771336.0
3726,2024-10-02,CL,308702.0,257917.0,161828.0,1772841.0
3727,2024-10-03,CL,290973.0,260070.0,161727.0,1770829.0
3728,2024-10-04,CL,265679.0,253524.0,158525.0,1742843.0
3729,2024-10-07,CL,242047.0,261700.0,153821.0,1736066.0
3730,2024-10-08,CL,221249.0,255424.0,144758.0,1707072.0
3731,2024-10-09,CL,197403.0,256017.0,141403.0,1678033.0
3732,2024-10-10,CL,189085.0,261684.0,146086.0,1686516.0
3733,2024-10-11,CL,169437.0,278689.0,147051.0,1690872.0
3734,2024-10-14,CL,158279.0,285211.0,150598.0,1699858.0
3735,2024-10-15,CL,137889.0,288989.0,150142.0,1689760.0
3736,2024-10-16,CL,123204.0,299573.0,152710.0,1696620.0
3737,2024-10-17,CL,83042.0,315639.0,159349.0,1685374.0
3738,2024-10-18,CL,60833.0,338184.0,163680.0,1691480.0
3739,2024-10-21,CL,22842.0,339683.0,168840.0,1664989.0
3740,2024-10-22,CL,4474.0,338032.0,171537.0,1648928.0
3741,2024-10-23,CL,339104.0,175484.0,104986.0,1659220.0
3742,2024-10-24,CL,344297.0,175413.0,107837.0,1669952.0
3743,2024-10-25,CL,336548.0,179867.0,107085.0,1671185.0
3744,2024-10-28,CL,349385.0,187134.0,111657.0,1727383.0
3745,2024-10-29,CL,354114.0,193635.0,116947.0,1751736.0
3746,2024-10-30,CL,345864.0,197056.0,121536.0,1755752.0
3747,2024-10-31,CL,339370.0,194416.0,121234.0,1758538.0
3748,2024-11-01,CL,320598.0,194685.0,126178.0,1756258.0
3749,2024-11-04,CL,303362.0,195912.0,127107.0,1741275.0
3750,2024-11-05,CL,287694.0,204870.0,131559.0,1746717.0
3751,2024-11-06,CL,279129.0,224501.0,134187.0,1775178.0
3752,2024-11-07,CL,254863.0,246425.0,138668.0,1798040.0
3753,2024-11-08,CL,221179.0,258290.0,140890.0,1789050.0
3754,2024-11-11,CL,197298.0,277347.0,144434.0,1788579.0
3755,2024-11-12,CL,169247.0,298144.0,145830.0,1792299.0
3756,2024-11-13,CL,140693.0,312236.0,146593.0,1788406.0
3757,2024-11-14,CL,116040.0,330611.0,154195.0,1806064.0
3758,2024-11-15,CL,79472.0,348664.0,159415.0,1799473.0
3759,2024-11-18,CL,52304.0,354934.0,162905.0,1790622.0
3760,2024-11-19,CL,21833.0,366848.0,157371.0,1768651.0
3761,2024-11-20,CL,8082.0,371014.0,156573.0,1765206.0
3762,2024-11-21,CL,368534.0,154660.0,159075.0,1754456.0
3763,2024-11-22,CL,346924.0,157421.0,156650.0,1737939.0
3764,2024-11-25,CL,335805.0,159762.0,168217.0,1746120.0
3765,2024-11-26,CL,329053.0,160295.0,166373.0,1740661.0
3766,2024-11-27,CL,327399.0,160692.0,166966.0,1739305.0
3767,2024-11-29,CL,331100.0,166356.0,166739.0,1760130.0
3768,2024-12-02,CL,328618.0,168315.0,173096.0,1777078.0
3769,2024-12-03,CL,314667.0,180577.0,173166.0,1780843.0
3770,2024-12-04,CL,298906.0,192102.0,181183.0,1796156.0
3771,2024-12-05,CL,288029.0,212661.0,183912.0,1821462.0
3772,2024-12-06,CL,268503.0,219922.0,186760.0,1830097.0
3773,2024-12-09,CL,232519.0,230364.0,189641.0,1821113.0
3774,2024-12-10,CL,207468.0,244276.0,189212.0,1808227.0
3775,2024-12-11,CL,172620.0,262100.0,197342.0,1805959.0
3776,2024-12-12,CL,138987.0,286616.0,200968.0,1811211.0
3777,2024-12-13,CL,115776.0,313766.0,199937.0,1826384.0
3778,2024-12-16,CL,80837.0,321009.0,205154.0,1820854.0
3779,2024-12-17,CL,53003.0,332289.0,208895.0,1827905.0
3780,2024-12-18,CL,18610.0,341667.0,220122.0,1823282.0
3781,2024-12-19,CL,2374.0,350640.0,225725.0,1827007.0
3782,2024-12-20,CL,345037.0,232572.0,118398.0,1831269.0
3783,2024-12-23,CL,338778.0,229502.0,117434.0,1818075.0
3784,2024-12-24,CL,342490.0,231158.0,119049.0,1829959.0
3785,2024-12-26,CL,340519.0,231196.0,124868.0,1840804.0
3786,2024-12-27,CL,340806.0,232176.0,125533.0,1848861.0
3787,2024-12-30,CL,338865.0,234181.0,122664.0,1857445.0
3788,2024-12-31,CL,340630.0,240814.0,122070.0,1873202.0
3789,2025-01-02,CL,325952.0,252091.0,127408.0,1903694.0
3790,2025-01-03,CL,310913.0,274226.0,143919.0,1932705.0
3791,2025-01-06,CL,281898.0,284270.0,148187.0,1941162.0
3792,2025-01-07,CL,270820.0,299765.0,146727.0,1958411.0
3793,2025-01-08,CL,244353.0,321799.0,155455.0,1981063.0
3794,2025-01-09,CL,231639.0,324100.0,161420.0,1980419.0
3795,2025-01-10,CL,203045.0,348624.0,169305.0,2005880.0
3796,2025-01-13,CL,148350.0,346108.0,155114.0,1909675.0
3797,2025-01-14,CL,115393.0,360370.0,148838.0,1896350.0
3798,2025-01-15,CL,79676.0,381885.0,162323.0,1911918.0
3799,2025-01-16,CL,50656.0,369800.0,161682.0,1867670.0
3800,2025-01-17,CL,19154.0,373491.0,167894.0,1858269.0
3801,2025-01-21,CL,8138.0,367417.0,168330.0,1867000.0
3802,2025-01-22,CL,361898.0,169829.0,131965.0,1855124.0
3803,2025-01-23,CL,345849.0,162473.0,123691.0,1812772.0
3804,2025-01-24,CL,334681.0,172313.0,134740.0,1815164.0
3805,2025-01-27,CL,330550.0,169962.0,128766.0,1798745.0
3806,2025-01-28,CL,328606.0,163950.0,120402.0,1782462.0
3807,2025-01-29,CL,319397.0,153924.0,132170.0,1791119.0
3808,2025-01-30,CL,311871.0,158982.0,139278.0,1806645.0
3809,2025-01-31,CL,306594.0,166299.0,139746.0,1814653.0
3810,2025-02-03,CL,292177.0,163209.0,132016.0,1780557.0
3811,2025-02-04,CL,276301.0,169388.0,128304.0,1765342.0
3812,2025-02-05,CL,269321.0,176511.0,131461.0,1774857.0
3813,2025-02-06,CL,266938.0,185592.0,135830.0,1799598.0
3814,2025-02-07,CL,239438.0,200025.0,134469.0,1796270.0
3815,2025-02-10,CL,211466.0,218170.0,136807.0,1795687.0
3816,2025-02-11,CL,179600.0,239574.0,132148.0,1788275.0
3817,2025-02-12,CL,148333.0,257011.0,135489.0,1769667.0
3818,2025-02-13,CL,110925.0,274207.0,139911.0,1757930.0
3819,2025-02-14,CL,82745.0,289460.0,149310.0,1766086.0
3820,2025-02-18,CL,49746.0,298408.0,153042.0,1752594.0
3821,2025-02-19,CL,21482.0,302278.0,158837.0,1743595.0
3822,2025-02-20,CL,5338.0,312935.0,170120.0,1752909.0
3823,2025-02-21,CL,317229.0,173117.0,182359.0,1763278.0
3824,2025-02-24,CL,310148.0,175370.0,184952.0,1764695.0
3825,2025-02-25,CL,306313.0,179183.0,185904.0,1768799.0
3826,2025-02-26,CL,305639.0,182420.0,190184.0,1778009.0
3827,2025-02-27,CL,290865.0,188311.0,188684.0,1774570.0
3828,2025-02-28,CL,273690.0,196795.0,190098.0,1778969.0
3829,2025-03-03,CL,270859.0,205587.0,193888.0,1805025.0
3830,2025-03-04,CL,272096.0,204663.0,194974.0,1816244.0
3831,2025-03-05,CL,253923.0,212057.0,200832.0,1820808.0
3832,2025-03-06,CL,239110.0,227280.0,202704.0,1828016.0
3833,2025-03-07,CL,219284.0,226454.0,198489.0,1803404.0
3834,2025-03-10,CL,207952.0,235015.0,201925.0,1813726.0
3835,2025-03-11,CL,185132.0,238154.0,198543.0,1793310.0
3836,2025-03-12,CL,158727.0,254764.0,195163.0,1780299.0
3837,2025-03-13,CL,134406.0,283001.0,194873.0,1787746.0
3838,2025-03-14,CL,116049.0,295741.0,201191.0,1797692.0
3839,2025-03-17,CL,76831.0,312421.0,197273.0,1778742.0
3840,2025-03-18,CL,44813.0,314463.0,203504.0,1768386.0
3841,2025-03-19,CL,19121.0,321089.0,206875.0,1759402.0
3842,2025-03-20,CL,3158.0,337202.0,196610.0,1751834.0
3843,2025-03-21,CL,329553.0,199290.0,128054.0,1755056.0
3844,2025-03-24,CL,331185.0,202307.0,132672.0,1777770.0
3845,2025-03-25,CL,327631.0,202068.0,138347.0,1783978.0
3846,2025-03-26,CL,331359.0,207680.0,137036.0,1798213.0
3847,2025-03-27,CL,330240.0,213407.0,138250.0,1818356.0
3848,2025-03-28,CL,330750.0,219393.0,144190.0,1843209.0
3849,2025-03-31,CL,321832.0,230529.0,138752.0,1839643.0
3850,2025-04-01,CL,307027.0,231706.0,133644.0,1836468.0
3851,2025-04-02,CL,297842.0,238515.0,138288.0,1844026.0
3852,2025-04-03,CL,292649.0,240715.0,140133.0,1854637.0
3853,2025-04-04,CL,283488.0,250676.0,141139.0,1903877.0
3854,2025-04-07,CL,258227.0,269274.0,142739.0,1948250.0
3855,2025-04-08,CL,241915.0,282634.0,154936.0,1991545.0
3856,2025-04-09,CL,210572.0,280727.0,161377.0,1948846.0
3857,2025-04-10,CL,187095.0,284664.0,155636.0,1933758.0
3858,2025-04-11,CL,169955.0,290785.0,154531.0,1924162.0
3859,2025-04-14,CL,145670.0,298731.0,160032.0,1919458.0
3860,2025-04-15,CL,115950.0,306044.0,168965.0,1918217.0
3861,2025-04-16,CL,72700.0,317061.0,177357.0,1901560.0
3862,2025-04-17,CL,46858.0,323773.0,177734.0,1895015.0
3863,2025-04-18,CL,46858.0,323773.0,177734.0,1895015.0
3864,2025-04-21,CL,19751.0,315151.0,185342.0,1878706.0
3865,2025-04-22,CL,5161.0,307810.0,191344.0,1860519.0
3866,2025-04-23,CL,300434.0,198812.0,121959.0,1881106.0
3867,2025-04-24,CL,298517.0,210830.0,123331.0,1901291.0
3868,2025-04-25,CL,295096.0,207836.0,124899.0,1898036.0
3869,2025-04-28,CL,291495.0,202316.0,130188.0,1891853.0
3870,2025-04-29,CL,290180.0,206529.0,126741.0,1896516.0
3871,2025-04-30,CL,303286.0,222573.0,129485.0,1947779.0
3872,2025-05-01,CL,297188.0,226780.0,121329.0,1947599.0
3873,2025-05-02,CL,283490.0,224859.0,123462.0,1943007.0
3874,2025-05-05,CL,268635.0,240610.0,130829.0,1959065.0
3875,2025-05-06,CL,257388.0,255962.0,134756.0,1982266.0
3876,2025-05-07,CL,229074.0,264121.0,134363.0,1964154.0
3877,2025-05-08,CL,219419.0,270660.0,138785.0,1974991.0
3878,2025-05-09,CL,200444.0,280659.0,139130.0,1976012.0
3879,2025-05-12,CL,181688.0,284991.0,144713.0,1969692.0
3880,2025-05-13,CL,153704.0,291015.0,139876.0,1948099.0
3881,2025-05-14,CL,135999.0,290301.0,140944.0,1922481.0
3882,2025-05-15,CL,78735.0,293805.0,146830.0,1883765.0
3883,2025-05-16,CL,48420.0,306370.0,162010.0,1888614.0
3884,2025-05-19,CL,20695.0,314879.0,169394.0,1891990.0
3885,2025-05-20,CL,4392.0,310129.0,169913.0,1873273.0
3886,2025-05-21,CL,316559.0,178307.0,178039.0,1898627.0
3887,2025-05-22,CL,310641.0,180994.0,180744.0,1908614.0
3888,2025-05-23,CL,309601.0,184218.0,183253.0,1920693.0
3889,2025-05-27,CL,302566.0,187629.0,182738.0,1943708.0
3890,2025-05-28,CL,291381.0,192603.0,188807.0,1952226.0
3891,2025-05-29,CL,297661.0,191687.0,194699.0,1969423.0
3892,2025-05-30,CL,287364.0,198217.0,199282.0,1999276.0
3893,2025-06-02,CL,271790.0,203620.0,197121.0,1993655.0
3894,2025-06-03,CL,264838.0,213804.0,197769.0,2010313.0
3895,2025-06-04,CL,261436.0,232561.0,209427.0,2027404.0
3896,2025-06-05,CL,246886.0,237715.0,218978.0,2027326.0
3897,2025-06-06,CL,236365.0,248705.0,218564.0,2034979.0
3898,2025-06-09,CL,212381.0,253917.0,215294.0,2023988.0
3899,2025-06-10,CL,186839.0,268303.0,213971.0,2017212.0
3900,2025-06-11,CL,165589.0,273519.0,213599.0,1995016.0
3901,2025-06-12,CL,144493.0,284508.0,226934.0,1993465.0
3902,2025-06-13,CL,126497.0,267855.0,224067.0,1958032.0
3903,2025-06-16,CL,81660.0,278315.0,221868.0,1924443.0
3904,2025-06-17,CL,54506.0,293869.0,223327.0,1938664.0
3905,2025-06-18,CL,21948.0,303810.0,223308.0,1933112.0
3906,2025-06-19,CL,17782.0,303517.0,224047.0,1929757.0
3907,2025-06-20,CL,2972.0,316486.0,237466.0,1958208.0
3908,2025-06-23,CL,307025.0,240899.0,141000.0,1980166.0
3909,2025-06-24,CL,292144.0,235886.0,136369.0,1961998.0
3910,2025-06-25,CL,302024.0,245234.0,142300.0,1982634.0
3911,2025-06-26,CL,297964.0,248337.0,141788.0,1990706.0
3912,2025-06-27,CL,291322.0,253935.0,145738.0,1993679.0
3913,2025-06-30,CL,275137.0,247112.0,145290.0,1965322.0
3914,2025-07-01,CL,275807.0,258241.0,150321.0,1989440.0
3915,2025-07-02,CL,269455.0,266111.0,154201.0,2003475.0
3916,2025-07-03,CL,257738.0,265675.0,155574.0,1993630.0
3917,2025-07-04,CL,257763.0,265651.0,155916.0,1993973.0
3918,2025-07-07,CL,242188.0,265058.0,161644.0,1987833.0
3919,2025-07-08,CL,225137.0,270624.0,171034.0,1991225.0
3920,2025-07-09,CL,214784.0,286181.0,182884.0,2028153.0
3921,2025-07-10,CL,195348.0,297320.0,192768.0,2038669.0
3922,2025-07-11,CL,192238.0,311492.0,195876.0,2070603.0
3923,2025-07-14,CL,175029.0,326743.0,198008.0,2081665.0
3924,2025-07-15,CL,144029.0,337407.0,205148.0,2069099.0
3925,2025-07-16,CL,124202.0,352772.0,223436.0,2082863.0
3926,2025-07-17,CL,84761.0,354611.0,234140.0,2053905.0
3927,2025-07-18,CL,55742.0,373257.0,242336.0,2053184.0
3928,2025-07-21,CL,16794.0,380321.0,238748.0,2018549.0
3929,2025-07-22,CL,5388.0,373251.0,235065.0,2013304.0
3930,2025-07-23,CL,367536.0,237962.0,139783.0,2008199.0
3931,2025-07-24,CL,356783.0,244812.0,141520.0,2012858.0
3932,2025-07-25,CL,359171.0,241129.0,147243.0,2020849.0
3933,2025-07-28,CL,351819.0,243122.0,150090.0,2029116.0
3934,2025-07-29,CL,353278.0,234230.0,152263.0,2028953.0
3935,,XB,OPEN_INT,OPEN_INT,OPEN_INT,FUT_AGGTE_OPEN_INT
3936,2010-01-04,XB,91980.0,43443.0,31893.0,239903.0
3937,2010-01-05,XB,92315.0,45420.0,33135.0,246666.0
3938,2010-01-06,XB,91652.0,47686.0,34263.0,251785.0
3939,2010-01-07,XB,91481.0,49860.0,35664.0,256842.0
3940,2010-01-08,XB,87383.0,81188.0,45890.0,260238.0
3941,2010-01-11,XB,80936.0,60178.0,36845.0,263011.0
3942,2010-01-12,XB,75450.0,64782.0,37525.0,265579.0
3943,2010-01-13,XB,68844.0,67775.0,39088.0,269430.0
3944,2010-01-14,XB,62619.0,75725.0,40614.0,273407.0
3945,2010-01-15,XB,55279.0,78008.0,40459.0,269944.0
3946,2010-01-19,XB,50400.0,83980.0,40681.0,273395.0
3947,2010-01-20,XB,45707.0,89658.0,40458.0,279147.0
3948,2010-01-21,XB,37623.0,91442.0,39888.0,275628.0
3949,2010-01-22,XB,31729.0,91524.0,40271.0,272036.0
3950,2010-01-25,XB,24765.0,94878.0,41163.0,270327.0
3951,2010-01-26,XB,17777.0,92982.0,40346.0,261580.0
3952,2010-01-27,XB,13211.0,92620.0,40352.0,258693.0
3953,2010-01-28,XB,6773.0,88917.0,39759.0,250006.0
3954,2010-01-29,XB,2427.0,89131.0,40111.0,247507.0
3955,2010-02-01,XB,87572.0,42123.0,27165.0,251344.0
3956,2010-02-02,XB,87987.0,45172.0,28572.0,257790.0
3957,2010-02-03,XB,88642.0,45731.0,28362.0,259632.0
3958,2010-02-04,XB,84029.0,44825.0,29688.0,256143.0
3959,2010-02-05,XB,79089.0,45082.0,31351.0,255331.0
3960,2010-02-08,XB,73379.0,46829.0,33345.0,255574.0
3961,2010-02-09,XB,68516.0,49397.0,35589.0,258438.0
3962,2010-02-10,XB,61516.0,53253.0,37802.0,260846.0
3963,2010-02-11,XB,51260.0,57075.0,39939.0,257016.0
3964,2010-02-12,XB,48225.0,59969.0,40699.0,258198.0
3965,2010-02-16,XB,43910.0,61799.0,40648.0,255823.0
3966,2010-02-17,XB,40560.0,62154.0,41432.0,253807.0
3967,2010-02-18,XB,38414.0,64743.0,41259.0,254501.0
3968,2010-02-19,XB,35001.0,70575.0,42107.0,258415.0
3969,2010-02-22,XB,30805.0,76619.0,43665.0,264307.0
3970,2010-02-23,XB,19075.0,84877.0,45169.0,264553.0
3971,2010-02-24,XB,13959.0,89298.0,46625.0,265111.0
3972,2010-02-25,XB,6553.0,90420.0,48525.0,261583.0
3973,2010-02-26,XB,,94463.0,49577.0,262348.0
3974,2010-03-01,XB,92945.0,52333.0,36108.0,263761.0
3975,2010-03-02,XB,93600.0,54012.0,37039.0,268321.0
3976,2010-03-03,XB,95401.0,59921.0,38526.0,278577.0
3977,2010-03-04,XB,94824.0,64168.0,39958.0,286791.0
3978,2010-03-05,XB,95185.0,67114.0,40734.0,291322.0
3979,2010-03-08,XB,88921.0,67872.0,42081.0,290650.0
3980,2010-03-09,XB,82015.0,73223.0,42729.0,292916.0
3981,2010-03-10,XB,75389.0,78558.0,43963.0,294622.0
3982,2010-03-11,XB,67791.0,86233.0,45569.0,299378.0
3983,2010-03-12,XB,65930.0,86283.0,47682.0,302078.0
3984,2010-03-15,XB,60889.0,89747.0,49021.0,302640.0
3985,2010-03-16,XB,63456.0,93561.0,49842.0,313010.0
3986,2010-03-17,XB,59677.0,98457.0,51187.0,317981.0
3987,2010-03-18,XB,55941.0,103846.0,52766.0,322935.0
3988,2010-03-19,XB,47921.0,108055.0,53931.0,321964.0
3989,2010-03-22,XB,42867.0,110502.0,54144.0,320710.0
3990,2010-03-23,XB,37341.0,116685.0,55333.0,324322.0
3991,2010-03-24,XB,30575.0,118567.0,57014.0,323219.0
3992,2010-03-25,XB,25071.0,120691.0,58279.0,324188.0
3993,2010-03-26,XB,16888.0,119868.0,57094.0,316165.0
3994,2010-03-29,XB,12457.0,122871.0,57668.0,316128.0
3995,2010-03-30,XB,6307.0,124392.0,58220.0,313127.0
3996,2010-03-31,XB,579.0,129341.0,61767.0,318414.0
3997,2010-04-01,XB,129482.0,63366.0,34470.0,320024.0
3998,2010-04-05,XB,129235.0,62788.0,34510.0,320039.0
3999,2010-04-06,XB,128908.0,64696.0,36475.0,321990.0
4000,2010-04-07,XB,124175.0,63086.0,39778.0,323347.0
4001,2010-04-08,XB,116212.0,67860.0,40988.0,324424.0
4002,2010-04-09,XB,105069.0,70787.0,42374.0,318831.0
4003,2010-04-12,XB,96094.0,79479.0,44584.0,321828.0
4004,2010-04-13,XB,86860.0,86922.0,46480.0,323469.0
4005,2010-04-14,XB,79004.0,89918.0,50018.0,326066.0
4006,2010-04-15,XB,74964.0,94541.0,51127.0,332977.0
4007,2010-04-16,XB,62058.0,99010.0,52860.0,329380.0
4008,2010-04-19,XB,50982.0,100908.0,54184.0,323451.0
4009,2010-04-20,XB,45164.0,103742.0,55987.0,322769.0
4010,2010-04-21,XB,38208.0,107281.0,57246.0,323026.0
4011,2010-04-22,XB,36315.0,106309.0,57363.0,325366.0
4012,2010-04-23,XB,33015.0,106917.0,56529.0,322076.0
4013,2010-04-26,XB,29393.0,108427.0,53618.0,317596.0
4014,2010-04-27,XB,22426.0,105947.0,54176.0,309407.0
4015,2010-04-28,XB,13436.0,109604.0,55447.0,307652.0
4016,2010-04-29,XB,5488.0,114632.0,55508.0,307267.0
4017,2010-04-30,XB,,117584.0,58310.0,310280.0
4018,2010-05-03,XB,116569.0,57645.0,30794.0,309371.0
4019,2010-05-04,XB,105751.0,57461.0,31398.0,301227.0
4020,2010-05-05,XB,96365.0,61195.0,33951.0,301656.0
4021,2010-05-06,XB,92115.0,61086.0,34462.0,298363.0
4022,2010-05-07,XB,87462.0,62057.0,34166.0,293678.0
4023,2010-05-10,XB,78243.0,64363.0,33761.0,287310.0
4024,2010-05-11,XB,73539.0,66811.0,34049.0,282428.0
