tradeDate,Name,Commercial_NetPosition,CommercialLongPosition,CommercialShortPosition,ManagedMoney_NetPosition,ManagedMoney_LongPosition,ManagedMoney_ShortPosition,Commercial_NetPosition_change,prior_report_Commercial_NetPosition_change,forward_report_Commercial_NetPosition_change,CommercialLongPosition_change,prior_report_CommercialLongPosition_change,forward_report_CommercialLongPosition_change,CommercialShortPosition_change,prior_report_CommercialShortPosition_change,forward_report_CommercialShortPosition_change,ManagedMoney_NetPosition_change,prior_report_ManagedMoney_NetPosition_change,forward_report_ManagedMoney_NetPosition_change,ManagedMoney_LongPosition_change,prior_report_ManagedMoney_LongPosition_change,forward_report_ManagedMoney_LongPosition_change,ManagedMoney_ShortPosition_change,prior_report_ManagedMoney_ShortPosition_change,forward_report_ManagedMoney_ShortPosition_change
2020-06-16,XB,-108207.0,132734.0,240941.0,50602.0,78732.0,28130.0,252.0,4760.0,2673.0,-117.0,-1574.0,-7182.0,-369.0,-6334.0,-9855.0,2556.0,-6237.0,603.0,1654.0,-3791.0,548.0,-902.0,2446.0,-55.0
2020-06-23,XB,-105534.0,125552.0,231086.0,51205.0,79280.0,28075.0,2673.0,252.0,5994.0,-7182.0,-117.0,-249.0,-9855.0,-369.0,-6243.0,603.0,2556.0,-3273.0,548.0,1654.0,5.0,-55.0,-902.0,3278.0
2020-06-30,XB,-99540.0,125303.0,224843.0,47932.0,79285.0,31353.0,5994.0,2673.0,4541.0,-249.0,-7182.0,-5021.0,-6243.0,-9855.0,-9562.0,-3273.0,603.0,-5758.0,5.0,548.0,-3382.0,3278.0,-55.0,2376.0
2020-07-07,XB,-94999.0,120282.0,215281.0,42174.0,75903.0,33729.0,4541.0,5994.0,-1071.0,-5021.0,-249.0,6138.0,-9562.0,-6243.0,7209.0,-5758.0,-3273.0,4238.0,-3382.0,5.0,1995.0,2376.0,3278.0,-2243.0
2020-07-14,XB,-96070.0,126420.0,222490.0,46412.0,77898.0,31486.0,-1071.0,4541.0,-3432.0,6138.0,-5021.0,-5584.0,7209.0,-9562.0,-2152.0,4238.0,-5758.0,6374.0,1995.0,-3382.0,5877.0,-2243.0,2376.0,-497.0
2020-07-21,XB,-99502.0,120836.0,220338.0,52786.0,83775.0,30989.0,-3432.0,-1071.0,2095.0,-5584.0,6138.0,-6778.0,-2152.0,7209.0,-8873.0,6374.0,4238.0,-1825.0,5877.0,1995.0,-625.0,-497.0,-2243.0,1200.0
2020-07-28,XB,-97407.0,114058.0,211465.0,50961.0,83150.0,32189.0,2095.0,-3432.0,-4207.0,-6778.0,-5584.0,-10374.0,-8873.0,-2152.0,-6167.0,-1825.0,6374.0,7582.0,-625.0,5877.0,6956.0,1200.0,-497.0,-626.0
2020-08-04,XB,-101614.0,103684.0,205298.0,58543.0,90106.0,31563.0,-4207.0,2095.0,-1824.0,-10374.0,-6778.0,5088.0,-6167.0,-8873.0,6912.0,7582.0,-1825.0,5060.0,6956.0,-625.0,4751.0,-626.0,1200.0,-309.0
2020-08-11,XB,-103438.0,108772.0,212210.0,63603.0,94857.0,31254.0,-1824.0,-4207.0,-6478.0,5088.0,-10374.0,5941.0,6912.0,-6167.0,12419.0,5060.0,7582.0,5275.0,4751.0,6956.0,8127.0,-309.0,-626.0,2852.0
2020-08-18,XB,-109916.0,114713.0,224629.0,68878.0,102984.0,34106.0,-6478.0,-1824.0,-1906.0,5941.0,5088.0,3695.0,12419.0,6912.0,5601.0,5275.0,5060.0,3134.0,8127.0,4751.0,10849.0,2852.0,-309.0,7715.0
2020-08-25,XB,-111822.0,118408.0,230230.0,72012.0,113833.0,41821.0,-1906.0,-6478.0,-2019.0,3695.0,5941.0,-11343.0,5601.0,12419.0,-9324.0,3134.0,5275.0,819.0,10849.0,8127.0,-3763.0,7715.0,2852.0,-4582.0
2020-09-01,XB,-113841.0,107065.0,220906.0,72831.0,110070.0,37239.0,-2019.0,-1906.0,15457.0,-11343.0,3695.0,7045.0,-9324.0,5601.0,-8412.0,819.0,3134.0,-11083.0,-3763.0,10849.0,-6650.0,-4582.0,7715.0,4433.0
2020-09-08,XB,-98384.0,114110.0,212494.0,61748.0,103420.0,41672.0,15457.0,-2019.0,2528.0,7045.0,-11343.0,7299.0,-8412.0,-9324.0,4771.0,-11083.0,819.0,-1932.0,-6650.0,-3763.0,-120.0,4433.0,-4582.0,1812.0
2020-09-15,XB,-95856.0,121409.0,217265.0,59816.0,103300.0,43484.0,2528.0,15457.0,5539.0,7299.0,7045.0,-11458.0,4771.0,-8412.0,-16997.0,-1932.0,-11083.0,-3911.0,-120.0,-6650.0,-4689.0,1812.0,4433.0,-778.0
2020-09-22,XB,-90317.0,109951.0,200268.0,55905.0,98611.0,42706.0,5539.0,2528.0,-4.0,-11458.0,7299.0,4828.0,-16997.0,4771.0,4832.0,-3911.0,-1932.0,948.0,-4689.0,-120.0,1770.0,-778.0,1812.0,822.0
2020-09-29,XB,-90321.0,114779.0,205100.0,56853.0,100381.0,43528.0,-4.0,5539.0,-3772.0,4828.0,-11458.0,-5537.0,4832.0,-16997.0,-1765.0,948.0,-3911.0,-32.0,1770.0,-4689.0,-1697.0,822.0,-778.0,-1665.0
2020-10-06,XB,-94093.0,109242.0,203335.0,56821.0,98684.0,41863.0,-3772.0,-4.0,4625.0,-5537.0,4828.0,21282.0,-1765.0,4832.0,16657.0,-32.0,948.0,-2797.0,-1697.0,1770.0,-2342.0,-1665.0,822.0,455.0
2020-10-13,XB,-89468.0,130524.0,219992.0,54024.0,96342.0,42318.0,4625.0,-3772.0,2391.0,21282.0,-5537.0,-945.0,16657.0,-1765.0,-3336.0,-2797.0,-32.0,-289.0,-2342.0,-1697.0,-926.0,455.0,-1665.0,-637.0
2020-10-20,XB,-87077.0,129579.0,216656.0,53735.0,95416.0,41681.0,2391.0,4625.0,5450.0,-945.0,21282.0,-7777.0,-3336.0,16657.0,-13227.0,-289.0,-2797.0,-4676.0,-926.0,-2342.0,-3947.0,-637.0,455.0,729.0
2020-10-27,XB,-81627.0,121802.0,203429.0,49059.0,91469.0,42410.0,5450.0,2391.0,10313.0,-7777.0,-945.0,15525.0,-13227.0,-3336.0,5212.0,-4676.0,-289.0,-8432.0,-3947.0,-926.0,-1569.0,729.0,-637.0,6863.0
2020-11-03,XB,-71314.0,137327.0,208641.0,40627.0,89900.0,49273.0,10313.0,5450.0,-16629.0,15525.0,-7777.0,1588.0,5212.0,-13227.0,18217.0,-8432.0,-4676.0,12628.0,-1569.0,-3947.0,9151.0,6863.0,729.0,-3477.0
2020-11-10,XB,-87943.0,138915.0,226858.0,53255.0,99051.0,45796.0,-16629.0,10313.0,-5273.0,1588.0,15525.0,9196.0,18217.0,5212.0,14469.0,12628.0,-8432.0,7194.0,9151.0,-1569.0,-224.0,-3477.0,6863.0,-7418.0
2020-11-17,XB,-93216.0,148111.0,241327.0,60449.0,98827.0,38378.0,-5273.0,-16629.0,-8783.0,9196.0,1588.0,-12044.0,14469.0,18217.0,-3261.0,7194.0,12628.0,4371.0,-224.0,9151.0,3243.0,-7418.0,-3477.0,-1128.0
2020-11-24,XB,-101999.0,136067.0,238066.0,64820.0,102070.0,37250.0,-8783.0,-5273.0,-396.0,-12044.0,9196.0,-4485.0,-3261.0,14469.0,-4089.0,4371.0,7194.0,-4549.0,3243.0,-224.0,-4400.0,-1128.0,-7418.0,149.0
2020-12-01,XB,-102395.0,131582.0,233977.0,60271.0,97670.0,37399.0,-396.0,-8783.0,-2408.0,-4485.0,-12044.0,11626.0,-4089.0,-3261.0,14034.0,-4549.0,4371.0,4045.0,-4400.0,3243.0,4098.0,149.0,-1128.0,53.0
2020-12-08,XB,-104803.0,143208.0,248011.0,64316.0,101768.0,37452.0,-2408.0,-396.0,-4593.0,11626.0,-4485.0,5408.0,14034.0,-4089.0,10001.0,4045.0,-4549.0,105.0,4098.0,-4400.0,914.0,53.0,149.0,809.0
2020-12-15,XB,-109396.0,148616.0,258012.0,64421.0,102682.0,38261.0,-4593.0,-2408.0,-6769.0,5408.0,11626.0,5540.0,10001.0,14034.0,12309.0,105.0,4045.0,8509.0,914.0,4098.0,9225.0,809.0,53.0,716.0
2020-12-22,XB,-116165.0,154156.0,270321.0,72930.0,111907.0,38977.0,-6769.0,-4593.0,-4747.0,5540.0,5408.0,-3182.0,12309.0,10001.0,1565.0,8509.0,105.0,5740.0,9225.0,914.0,2551.0,716.0,809.0,-3189.0
2020-12-29,XB,-120912.0,150974.0,271886.0,78670.0,114458.0,35788.0,-4747.0,-6769.0,-5136.0,-3182.0,5540.0,165.0,1565.0,12309.0,5301.0,5740.0,8509.0,4957.0,2551.0,9225.0,1955.0,-3189.0,716.0,-3002.0
2021-01-05,XB,-126048.0,151139.0,277187.0,83627.0,116413.0,32786.0,-5136.0,-4747.0,-4537.0,165.0,-3182.0,-19406.0,5301.0,1565.0,-14869.0,4957.0,5740.0,1349.0,1955.0,2551.0,2613.0,-3002.0,-3189.0,1264.0
2021-01-12,XB,-130585.0,131733.0,262318.0,84976.0,119026.0,34050.0,-4537.0,-5136.0,4108.0,-19406.0,165.0,10248.0,-14869.0,5301.0,6140.0,1349.0,4957.0,-2393.0,2613.0,1955.0,197.0,1264.0,-3002.0,2590.0
2021-01-19,XB,-126477.0,141981.0,268458.0,82583.0,119223.0,36640.0,4108.0,-4537.0,-4481.0,10248.0,-19406.0,-9228.0,6140.0,-14869.0,-4747.0,-2393.0,1349.0,5409.0,197.0,2613.0,10083.0,2590.0,1264.0,4674.0
2021-01-26,XB,-130958.0,132753.0,263711.0,87992.0,129306.0,41314.0,-4481.0,4108.0,17264.0,-9228.0,10248.0,-6683.0,-4747.0,6140.0,-23947.0,5409.0,-2393.0,-18851.0,10083.0,197.0,-18407.0,4674.0,2590.0,444.0
2021-02-02,XB,-113694.0,126070.0,239764.0,69141.0,110899.0,41758.0,17264.0,-4481.0,-2193.0,-6683.0,-9228.0,14069.0,-23947.0,-4747.0,16262.0,-18851.0,5409.0,123.0,-18407.0,10083.0,-838.0,444.0,4674.0,-961.0
2021-02-09,XB,-115887.0,140139.0,256026.0,69264.0,110061.0,40797.0,-2193.0,17264.0,8796.0,14069.0,-6683.0,7324.0,16262.0,-23947.0,-1472.0,123.0,-18851.0,-7943.0,-838.0,-18407.0,1991.0,-961.0,444.0,9934.0
2021-02-16,XB,-107091.0,147463.0,254554.0,61321.0,112052.0,50731.0,8796.0,-2193.0,12299.0,7324.0,14069.0,8919.0,-1472.0,16262.0,-3380.0,-7943.0,123.0,-14110.0,1991.0,-838.0,-11129.0,9934.0,-961.0,2981.0
2021-02-23,XB,-94792.0,156382.0,251174.0,47211.0,100923.0,53712.0,12299.0,8796.0,5248.0,8919.0,7324.0,-10130.0,-3380.0,-1472.0,-15378.0,-14110.0,-7943.0,-4873.0,-11129.0,1991.0,2376.0,2981.0,9934.0,7249.0
2021-03-02,XB,-89544.0,146252.0,235796.0,42338.0,103299.0,60961.0,5248.0,12299.0,-6449.0,-10130.0,8919.0,-6073.0,-15378.0,-3380.0,376.0,-4873.0,-14110.0,4358.0,2376.0,-11129.0,5659.0,7249.0,2981.0,1301.0
2021-03-09,XB,-95993.0,140179.0,236172.0,46696.0,108958.0,62262.0,-6449.0,5248.0,-628.0,-6073.0,-10130.0,-2835.0,376.0,-15378.0,-2207.0,4358.0,-4873.0,1000.0,5659.0,2376.0,5987.0,1301.0,7249.0,4987.0
2021-03-16,XB,-96621.0,137344.0,233965.0,47696.0,114945.0,67249.0,-628.0,-6449.0,491.0,-2835.0,-6073.0,-14544.0,-2207.0,376.0,-15035.0,1000.0,4358.0,-619.0,5987.0,5659.0,-8452.0,4987.0,1301.0,-7833.0
2021-03-23,XB,-96130.0,122800.0,218930.0,47077.0,106493.0,59416.0,491.0,-628.0,381.0,-14544.0,-2835.0,-1784.0,-15035.0,-2207.0,-2165.0,-619.0,1000.0,579.0,-8452.0,5987.0,-6913.0,-7833.0,4987.0,-7492.0
2021-03-30,XB,-95749.0,121016.0,216765.0,47656.0,99580.0,51924.0,381.0,491.0,-1016.0,-1784.0,-14544.0,-6353.0,-2165.0,-15035.0,-5337.0,579.0,-619.0,1451.0,-6913.0,-8452.0,284.0,-7492.0,-7833.0,-1167.0
2021-04-06,XB,-96765.0,114663.0,211428.0,49107.0,99864.0,50757.0,-1016.0,381.0,10541.0,-6353.0,-1784.0,7116.0,-5337.0,-2165.0,-3425.0,1451.0,579.0,-7117.0,284.0,-6913.0,-7022.0,-1167.0,-7492.0,95.0
2021-04-13,XB,-86224.0,121779.0,208003.0,41990.0,92842.0,50852.0,10541.0,-1016.0,-5204.0,7116.0,-6353.0,-3434.0,-3425.0,-5337.0,1770.0,-7117.0,1451.0,6159.0,-7022.0,284.0,1159.0,95.0,-1167.0,-5000.0
2021-04-20,XB,-91428.0,118345.0,209773.0,48149.0,94001.0,45852.0,-5204.0,10541.0,-4220.0,-3434.0,7116.0,-3559.0,1770.0,-3425.0,661.0,6159.0,-7117.0,3700.0,1159.0,-7022.0,2482.0,-5000.0,95.0,-1218.0
2021-04-27,XB,-95648.0,114786.0,210434.0,51849.0,96483.0,44634.0,-4220.0,-5204.0,-9523.0,-3559.0,-3434.0,-9292.0,661.0,1770.0,231.0,3700.0,6159.0,8487.0,2482.0,1159.0,5753.0,-1218.0,-5000.0,-2734.0
2021-05-04,XB,-105171.0,105494.0,210665.0,60336.0,102236.0,41900.0,-9523.0,-4220.0,-716.0,-9292.0,-3559.0,16231.0,231.0,661.0,16947.0,8487.0,3700.0,-3527.0,5753.0,2482.0,-1848.0,-2734.0,-1218.0,1679.0
2021-05-11,XB,-105887.0,121725.0,227612.0,56809.0,100388.0,43579.0,-716.0,-9523.0,-58.0,16231.0,-9292.0,17128.0,16947.0,231.0,17186.0,-3527.0,8487.0,1009.0,-1848.0,5753.0,-1.0,1679.0,-2734.0,-1010.0
2021-05-18,XB,-105945.0,138853.0,244798.0,57818.0,100387.0,42569.0,-58.0,-716.0,2961.0,17128.0,16231.0,-16226.0,17186.0,16947.0,-19187.0,1009.0,-3527.0,-4224.0,-1.0,-1848.0,-2306.0,-1010.0,1679.0,1918.0
2021-05-25,XB,-102984.0,122627.0,225611.0,53594.0,98081.0,44487.0,2961.0,-58.0,-6581.0,-16226.0,17128.0,15615.0,-19187.0,17186.0,22196.0,-4224.0,1009.0,2508.0,-2306.0,-1.0,1784.0,1918.0,-1010.0,-724.0
2021-06-01,XB,-109565.0,138242.0,247807.0,56102.0,99865.0,43763.0,-6581.0,2961.0,-502.0,15615.0,-16226.0,16368.0,22196.0,-19187.0,16870.0,2508.0,-4224.0,-1728.0,1784.0,-2306.0,-197.0,-724.0,1918.0,1531.0
2021-06-08,XB,-110067.0,154610.0,264677.0,54374.0,99668.0,45294.0,-502.0,-6581.0,6962.0,16368.0,15615.0,17839.0,16870.0,22196.0,10877.0,-1728.0,2508.0,-5331.0,-197.0,1784.0,-5021.0,1531.0,-724.0,310.0
2021-06-15,XB,-103105.0,172449.0,275554.0,49043.0,94647.0,45604.0,6962.0,-502.0,-6073.0,17839.0,16368.0,-22230.0,10877.0,16870.0,-16157.0,-5331.0,-1728.0,8072.0,-5021.0,-197.0,3224.0,310.0,1531.0,-4848.0
2021-06-22,XB,-109178.0,150219.0,259397.0,57115.0,97871.0,40756.0,-6073.0,6962.0,-7217.0,-22230.0,17839.0,-37323.0,-16157.0,10877.0,-30106.0,8072.0,-5331.0,7121.0,3224.0,-5021.0,7274.0,-4848.0,310.0,153.0
2021-06-29,XB,-116395.0,112896.0,229291.0,64236.0,105145.0,40909.0,-7217.0,-6073.0,12402.0,-37323.0,-22230.0,-10178.0,-30106.0,-16157.0,-22580.0,7121.0,8072.0,-13394.0,7274.0,3224.0,-13387.0,153.0,-4848.0,7.0
2021-07-06,XB,-103993.0,102718.0,206711.0,50842.0,91758.0,40916.0,12402.0,-7217.0,-339.0,-10178.0,-37323.0,1475.0,-22580.0,-30106.0,1814.0,-13394.0,7121.0,-1595.0,-13387.0,7274.0,3497.0,7.0,153.0,5092.0
2021-07-13,XB,-104332.0,104193.0,208525.0,49247.0,95255.0,46008.0,-339.0,12402.0,23967.0,1475.0,-10178.0,22653.0,1814.0,-22580.0,-1314.0,-1595.0,-13394.0,-19749.0,3497.0,-13387.0,-17225.0,5092.0,7.0,2524.0
2021-07-20,XB,-80365.0,126846.0,207211.0,29498.0,78030.0,48532.0,23967.0,-339.0,-7617.0,22653.0,1475.0,-23088.0,-1314.0,1814.0,-15471.0,-19749.0,-1595.0,7478.0,-17225.0,3497.0,11051.0,2524.0,5092.0,3573.0
2021-07-27,XB,-87982.0,103758.0,191740.0,36976.0,89081.0,52105.0,-7617.0,23967.0,-5300.0,-23088.0,22653.0,-3535.0,-15471.0,-1314.0,1765.0,7478.0,-19749.0,3816.0,11051.0,-17225.0,4631.0,3573.0,2524.0,815.0
2021-08-03,XB,-93282.0,100223.0,193505.0,40792.0,93712.0,52920.0,-5300.0,-7617.0,-3841.0,-3535.0,-23088.0,-4856.0,1765.0,-15471.0,-1015.0,3816.0,7478.0,273.0,4631.0,11051.0,3485.0,815.0,3573.0,3212.0
2021-08-10,XB,-97123.0,95367.0,192490.0,41065.0,97197.0,56132.0,-3841.0,-5300.0,7329.0,-4856.0,-3535.0,25313.0,-1015.0,1765.0,17984.0,273.0,3816.0,-4740.0,3485.0,4631.0,2317.0,3212.0,815.0,7057.0
2021-08-17,XB,-89794.0,120680.0,210474.0,36325.0,99514.0,63189.0,7329.0,-3841.0,391.0,25313.0,-4856.0,60.0,17984.0,-1015.0,-331.0,-4740.0,273.0,889.0,2317.0,3485.0,-10932.0,7057.0,3212.0,-11821.0
2021-08-24,XB,-89403.0,120740.0,210143.0,37214.0,88582.0,51368.0,391.0,7329.0,-6284.0,60.0,25313.0,-16265.0,-331.0,17984.0,-9981.0,889.0,-4740.0,3982.0,-10932.0,2317.0,5219.0,-11821.0,7057.0,1237.0
2021-08-31,XB,-95687.0,104475.0,200162.0,41196.0,93801.0,52605.0,-6284.0,391.0,1087.0,-16265.0,60.0,-5103.0,-9981.0,-331.0,-6190.0,3982.0,889.0,-2332.0,5219.0,-10932.0,-2040.0,1237.0,-11821.0,292.0
2021-09-07,XB,-94600.0,99372.0,193972.0,38864.0,91761.0,52897.0,1087.0,-6284.0,-1997.0,-5103.0,-16265.0,6781.0,-6190.0,-9981.0,8778.0,-2332.0,3982.0,2151.0,-2040.0,5219.0,4119.0,292.0,1237.0,1968.0
2021-09-14,XB,-96597.0,106153.0,202750.0,41015.0,95880.0,54865.0,-1997.0,1087.0,8580.0,6781.0,-5103.0,-7237.0,8778.0,-6190.0,-15817.0,2151.0,-2332.0,-5390.0,4119.0,-2040.0,-6894.0,1968.0,292.0,-1504.0
2021-09-21,XB,-88017.0,98916.0,186933.0,35625.0,88986.0,53361.0,8580.0,-1997.0,-6242.0,-7237.0,6781.0,-9297.0,-15817.0,8778.0,-3055.0,-5390.0,2151.0,6408.0,-6894.0,4119.0,-946.0,-1504.0,1968.0,-7354.0
2021-09-28,XB,-94259.0,89619.0,183878.0,42033.0,88040.0,46007.0,-6242.0,8580.0,-3765.0,-9297.0,-7237.0,-14912.0,-3055.0,-15817.0,-11147.0,6408.0,-5390.0,8095.0,-946.0,-6894.0,8297.0,-7354.0,-1504.0,202.0
2021-10-05,XB,-98024.0,74707.0,172731.0,50128.0,96337.0,46209.0,-3765.0,-6242.0,2331.0,-14912.0,-9297.0,17444.0,-11147.0,-3055.0,15113.0,8095.0,6408.0,-3710.0,8297.0,-946.0,-1217.0,202.0,-7354.0,2493.0
2021-10-12,XB,-95693.0,92151.0,187844.0,46418.0,95120.0,48702.0,2331.0,-3765.0,5038.0,17444.0,-14912.0,2258.0,15113.0,-11147.0,-2780.0,-3710.0,8095.0,1433.0,-1217.0,8297.0,7550.0,2493.0,202.0,6117.0
2021-10-19,XB,-90655.0,94409.0,185064.0,47851.0,102670.0,54819.0,5038.0,2331.0,-3262.0,2258.0,17444.0,-18898.0,-2780.0,15113.0,-15636.0,1433.0,-3710.0,2221.0,7550.0,-1217.0,6971.0,6117.0,2493.0,4750.0
2021-10-26,XB,-93917.0,75511.0,169428.0,50072.0,109641.0,59569.0,-3262.0,5038.0,4789.0,-18898.0,2258.0,-2880.0,-15636.0,-2780.0,-7669.0,2221.0,1433.0,-1483.0,6971.0,7550.0,-2001.0,4750.0,6117.0,-518.0
2021-11-02,XB,-89128.0,72631.0,161759.0,48589.0,107640.0,59051.0,4789.0,-3262.0,5963.0,-2880.0,-18898.0,13533.0,-7669.0,-15636.0,7570.0,-1483.0,2221.0,-4678.0,-2001.0,6971.0,-7474.0,-518.0,4750.0,-2796.0
2021-11-09,XB,-83165.0,86164.0,169329.0,43911.0,100166.0,56255.0,5963.0,4789.0,-6458.0,13533.0,-2880.0,9758.0,7570.0,-7669.0,16216.0,-4678.0,-1483.0,9080.0,-7474.0,-2001.0,7879.0,-2796.0,-518.0,-1201.0
2021-11-16,XB,-89623.0,95922.0,185545.0,52991.0,108045.0,55054.0,-6458.0,5963.0,-1572.0,9758.0,13533.0,-3096.0,16216.0,7570.0,-1524.0,9080.0,-4678.0,1684.0,7879.0,-7474.0,398.0,-1201.0,-2796.0,-1286.0
2021-11-23,XB,-91195.0,92826.0,184021.0,54675.0,108443.0,53768.0,-1572.0,-6458.0,6304.0,-3096.0,9758.0,-15658.0,-1524.0,16216.0,-21962.0,1684.0,9080.0,-9401.0,398.0,7879.0,-15635.0,-1286.0,-1201.0,-6234.0
2021-11-30,XB,-84891.0,77168.0,162059.0,45274.0,92808.0,47534.0,6304.0,-1572.0,-5108.0,-15658.0,-3096.0,8536.0,-21962.0,-1524.0,13644.0,-9401.0,1684.0,4359.0,-15635.0,398.0,-3652.0,-6234.0,-1286.0,-8011.0
2021-12-07,XB,-89999.0,85704.0,175703.0,49633.0,89156.0,39523.0,-5108.0,6304.0,-7116.0,8536.0,-15658.0,-8062.0,13644.0,-21962.0,-946.0,4359.0,-9401.0,6476.0,-3652.0,-15635.0,2932.0,-8011.0,-6234.0,-3544.0
2021-12-14,XB,-97115.0,77642.0,174757.0,56109.0,92088.0,35979.0,-7116.0,-5108.0,-502.0,-8062.0,8536.0,-3001.0,-946.0,13644.0,-2499.0,6476.0,4359.0,3720.0,2932.0,-3652.0,7251.0,-3544.0,-8011.0,3531.0
2021-12-21,XB,-97617.0,74641.0,172258.0,59829.0,99339.0,39510.0,-502.0,-7116.0,-759.0,-3001.0,-8062.0,-3573.0,-2499.0,-946.0,-2814.0,3720.0,6476.0,-2510.0,7251.0,2932.0,-3316.0,3531.0,-3544.0,-806.0
2021-12-28,XB,-98376.0,71068.0,169444.0,57319.0,96023.0,38704.0,-759.0,-502.0,-7154.0,-3573.0,-3001.0,13941.0,-2814.0,-2499.0,21095.0,-2510.0,3720.0,7209.0,-3316.0,7251.0,5852.0,-806.0,3531.0,-1357.0
2022-01-04,XB,-105530.0,85009.0,190539.0,64528.0,101875.0,37347.0,-7154.0,-759.0,7108.0,13941.0,-3573.0,23005.0,21095.0,-2814.0,15897.0,7209.0,-2510.0,-4544.0,5852.0,-3316.0,-296.0,-1357.0,-806.0,4248.0
2022-01-11,XB,-98422.0,108014.0,206436.0,59984.0,101579.0,41595.0,7108.0,-7154.0,185.0,23005.0,13941.0,14027.0,15897.0,21095.0,13842.0,-4544.0,7209.0,1391.0,-296.0,5852.0,4358.0,4248.0,-1357.0,2967.0
2022-01-18,XB,-98237.0,122041.0,220278.0,61375.0,105937.0,44562.0,185.0,7108.0,-1036.0,14027.0,23005.0,418.0,13842.0,15897.0,1454.0,1391.0,-4544.0,-1128.0,4358.0,-296.0,358.0,2967.0,4248.0,1486.0
2022-01-25,XB,-99273.0,122459.0,221732.0,60247.0,106295.0,46048.0,-1036.0,185.0,-4479.0,418.0,14027.0,-3333.0,1454.0,13842.0,1146.0,-1128.0,1391.0,5620.0,358.0,4358.0,2427.0,1486.0,2967.0,-3193.0
2022-02-01,XB,-103752.0,119126.0,222878.0,65867.0,108722.0,42855.0,-4479.0,-1036.0,2636.0,-3333.0,418.0,16772.0,1146.0,1454.0,14136.0,5620.0,-1128.0,-2530.0,2427.0,358.0,-553.0,-3193.0,1486.0,1977.0
2022-02-08,XB,-101116.0,135898.0,237014.0,63337.0,108169.0,44832.0,2636.0,-4479.0,-79.0,16772.0,-3333.0,11208.0,14136.0,1146.0,11287.0,-2530.0,5620.0,-49.0,-553.0,2427.0,-198.0,1977.0,-3193.0,-149.0
2022-02-15,XB,-101195.0,147106.0,248301.0,63288.0,107971.0,44683.0,-79.0,2636.0,-3557.0,11208.0,16772.0,-8892.0,11287.0,14136.0,-5335.0,-49.0,-2530.0,1084.0,-198.0,-553.0,-1703.0,-149.0,1977.0,-2787.0
2022-02-22,XB,-104752.0,138214.0,242966.0,64372.0,106268.0,41896.0,-3557.0,-79.0,-452.0,-8892.0,11208.0,-10458.0,-5335.0,11287.0,-10006.0,1084.0,-49.0,-1547.0,-1703.0,-198.0,-9075.0,-2787.0,-149.0,-7528.0
2022-03-01,XB,-105204.0,127756.0,232960.0,62825.0,97193.0,34368.0,-452.0,-3557.0,20455.0,-10458.0,-8892.0,-22954.0,-10006.0,-5335.0,-43409.0,-1547.0,1084.0,-15374.0,-9075.0,-1703.0,-14306.0,-7528.0,-2787.0,1068.0
2022-03-08,XB,-84749.0,104802.0,189551.0,47451.0,82887.0,35436.0,20455.0,-452.0,-1124.0,-22954.0,-10458.0,-12433.0,-43409.0,-10006.0,-11309.0,-15374.0,-1547.0,-3297.0,-14306.0,-9075.0,-6504.0,1068.0,-7528.0,-3207.0
2022-03-15,XB,-85873.0,92369.0,178242.0,44154.0,76383.0,32229.0,-1124.0,20455.0,-4513.0,-12433.0,-22954.0,-800.0,-11309.0,-43409.0,3713.0,-3297.0,-15374.0,4818.0,-6504.0,-14306.0,2257.0,-3207.0,1068.0,-2561.0
2022-03-22,XB,-90386.0,91569.0,181955.0,48972.0,78640.0,29668.0,-4513.0,-1124.0,7586.0,-800.0,-12433.0,2631.0,3713.0,-11309.0,-4955.0,4818.0,-3297.0,-8724.0,2257.0,-6504.0,-4086.0,-2561.0,-3207.0,4638.0
2022-03-29,XB,-82800.0,94200.0,177000.0,40248.0,74554.0,34306.0,7586.0,-4513.0,-2237.0,2631.0,-800.0,6066.0,-4955.0,3713.0,8303.0,-8724.0,4818.0,2673.0,-4086.0,2257.0,518.0,4638.0,-2561.0,-2155.0
2022-04-05,XB,-85037.0,100266.0,185303.0,42921.0,75072.0,32151.0,-2237.0,7586.0,-722.0,6066.0,2631.0,-2836.0,8303.0,-4955.0,-2114.0,2673.0,-8724.0,-1550.0,518.0,-4086.0,909.0,-2155.0,4638.0,2459.0
2022-04-12,XB,-85759.0,97430.0,183189.0,41371.0,75981.0,34610.0,-722.0,-2237.0,131.0,-2836.0,6066.0,3535.0,-2114.0,8303.0,3404.0,-1550.0,2673.0,1166.0,909.0,518.0,4924.0,2459.0,-2155.0,3758.0
2022-04-19,XB,-85628.0,100965.0,186593.0,42537.0,80905.0,38368.0,131.0,-722.0,1357.0,3535.0,-2836.0,1203.0,3404.0,-2114.0,-154.0,1166.0,-1550.0,-3348.0,4924.0,909.0,-2131.0,3758.0,2459.0,1217.0
2022-04-26,XB,-84271.0,102168.0,186439.0,39189.0,78774.0,39585.0,1357.0,131.0,359.0,1203.0,3535.0,4314.0,-154.0,3404.0,3955.0,-3348.0,1166.0,-804.0,-2131.0,4924.0,243.0,1217.0,3758.0,1047.0
2022-05-03,XB,-83912.0,106482.0,190394.0,38385.0,79017.0,40632.0,359.0,1357.0,3372.0,4314.0,1203.0,-11039.0,3955.0,-154.0,-14411.0,-804.0,-3348.0,-7005.0,243.0,-2131.0,-5084.0,1047.0,1217.0,1921.0
