,CO1 Comdty ,CO2 Comdty ,CO3 Comdty,S:COCO 1-2 Comdty
,VOLUME,VOLUME,VOLUME,VOLUME
2017-09-22,208360.0,289046.0,106195.0,88787.0
2017-09-25,224939.0,373286.0,131396.0,86244.0
2017-09-26,214727.0,452774.0,172517.0,92443.0
2017-09-27,142870.0,405232.0,142141.0,92022.0
2017-09-28,117888.0,446370.0,122110.0,76591.0
2017-09-29,24020.0,343513.0,119008.0,21062.0
2017-10-02,352045.0,133099.0,64582.0,74172.0
2017-10-03,275423.0,123987.0,63366.0,69968.0
2017-10-04,330854.0,143947.0,61700.0,77031.0
2017-10-05,379302.0,194956.0,87181.0,104723.0
2017-10-06,395647.0,160079.0,71697.0,77985.0
2017-10-09,301152.0,152957.0,69283.0,86856.0
2017-10-10,290341.0,154333.0,79616.0,65934.0
2017-10-11,310139.0,196801.0,89839.0,89295.0
2017-10-12,339530.0,202072.0,106123.0,100350.0
2017-10-13,332597.0,179395.0,86365.0,86105.0
2017-10-16,341777.0,195062.0,86610.0,101307.0
2017-10-17,405217.0,258785.0,102631.0,143241.0
2017-10-18,329325.0,237261.0,96293.0,119731.0
2017-10-19,430668.0,302497.0,123366.0,173621.0
2017-10-20,369888.0,236609.0,104796.0,114097.0
2017-10-23,353071.0,298759.0,112047.0,145636.0
2017-10-24,334681.0,314674.0,135112.0,120507.0
2017-10-25,260548.0,258536.0,123790.0,75364.0
2017-10-26,232283.0,236037.0,100233.0,74518.0
2017-10-27,209886.0,332438.0,127449.0,92631.0
2017-10-30,168541.0,331677.0,103990.0,102888.0
2017-10-31,29115.0,311141.0,112742.0,24958.0
2017-11-01,337761.0,134851.0,95646.0,61103.0
2017-11-02,289300.0,128375.0,66538.0,72577.0
2017-11-03,272739.0,123393.0,74851.0,54824.0
2017-11-06,356994.0,166971.0,102230.0,82344.0
2017-11-07,389455.0,226396.0,132270.0,119728.0
2017-11-08,418072.0,236850.0,152673.0,123245.0
2017-11-09,319856.0,184383.0,106099.0,105909.0
2017-11-10,307965.0,190659.0,94749.0,120176.0
2017-11-13,335154.0,251290.0,163805.0,125639.0
2017-11-14,418939.0,264860.0,141062.0,140507.0
2017-11-15,279411.0,192378.0,112905.0,91305.0
2017-11-16,314062.0,214034.0,112881.0,108409.0
2017-11-17,356735.0,239756.0,104750.0,133974.0
2017-11-20,283479.0,173699.0,76149.0,95808.0
2017-11-21,338157.0,260460.0,121324.0,143633.0
2017-11-22,322870.0,247809.0,114587.0,127549.0
2017-11-23,113080.0,87730.0,26719.0,48863.0
2017-11-24,152696.0,150534.0,71281.0,55702.0
2017-11-27,249086.0,265922.0,133262.0,92274.0
2017-11-28,186934.0,300440.0,124654.0,106996.0
2017-11-29,178202.0,441956.0,164696.0,119528.0
2017-11-30,26207.0,416613.0,181831.0,21346.0
2017-12-01,308154.0,128798.0,60417.0,59760.0
2017-12-04,250521.0,133942.0,56315.0,66738.0
2017-12-05,219338.0,108402.0,43537.0,51448.0
2017-12-06,314261.0,167502.0,73691.0,89371.0
2017-12-07,238964.0,145905.0,59049.0,75528.0
2017-12-08,362429.0,211235.0,72486.0,133732.0
2017-12-11,488007.0,415478.0,202691.0,228685.0
2017-12-12,508993.0,386695.0,189300.0,206858.0
2017-12-13,354367.0,258138.0,97352.0,145589.0
2017-12-14,277672.0,194032.0,76412.0,96738.0
2017-12-15,212995.0,151530.0,62628.0,83904.0
2017-12-18,234617.0,192336.0,65972.0,96487.0
2017-12-19,213190.0,210345.0,74373.0,105518.0
2017-12-20,222727.0,204160.0,76086.0,87617.0
2017-12-21,155417.0,165044.0,74275.0,57419.0
2017-12-22,110419.0,130895.0,44235.0,45952.0
2017-12-26,74246.0,126506.0,31743.0,38094.0
2017-12-27,122431.0,228212.0,52328.0,84561.0
2017-12-28,35088.0,183704.0,52918.0,28533.0
2017-12-29,157948.0,56185.0,28802.0,28787.0
2018-01-02,211739.0,91765.0,51663.0,50006.0
2018-01-03,260862.0,134074.0,67007.0,73678.0
2018-01-04,246148.0,132396.0,64304.0,62547.0
2018-01-05,183452.0,100437.0,54544.0,45920.0
2018-01-08,210348.0,131209.0,61996.0,71772.0
2018-01-09,319922.0,166967.0,88504.0,94698.0
2018-01-10,290542.0,174752.0,82286.0,101214.0
2018-01-11,341936.0,204452.0,102276.0,107209.0
2018-01-12,302098.0,174507.0,71961.0,106203.0
2018-01-15,173464.0,99486.0,42588.0,63562.0
2018-01-16,322952.0,223924.0,110242.0,118144.0
2018-01-17,280419.0,182822.0,90448.0,88844.0
2018-01-18,270231.0,204245.0,80547.0,106332.0
2018-01-19,278360.0,164215.0,65572.0,81810.0
2018-01-22,250603.0,161595.0,54815.0,88475.0
2018-01-23,343734.0,297329.0,116062.0,159041.0
2018-01-24,308365.0,250177.0,93902.0,110650.0
2018-01-25,301926.0,277003.0,117179.0,115463.0
2018-01-26,227599.0,232715.0,84711.0,88112.0
2018-01-29,202236.0,353738.0,142860.0,114327.0
2018-01-30,135872.0,356664.0,142163.0,88518.0
2018-01-31,20433.0,290975.0,123445.0,17673.0
2018-02-01,336923.0,192438.0,145282.0,106852.0
2018-02-02,307134.0,160132.0,139568.0,74421.0
2018-02-05,335637.0,146127.0,134003.0,67562.0
2018-02-06,328847.0,161684.0,157884.0,77090.0
2018-02-07,567758.0,388911.0,244165.0,234248.0
2018-02-08,346318.0,183008.0,156401.0,92522.0
2018-02-09,399495.0,203639.0,166959.0,89968.0
2018-02-12,349667.0,203036.0,148928.0,110622.0
2018-02-13,367263.0,251801.0,182215.0,138460.0
2018-02-14,349099.0,213340.0,171186.0,95893.0
2018-02-15,292913.0,165650.0,133875.0,60323.0
2018-02-16,239577.0,137708.0,106382.0,63094.0
2018-02-19,125633.0,89540.0,55183.0,50400.0
2018-02-20,289165.0,207573.0,111361.0,124105.0
2018-02-21,245865.0,202207.0,121830.0,101451.0
2018-02-22,253001.0,202288.0,134973.0,78741.0
2018-02-23,201717.0,184365.0,114007.0,69617.0
2018-02-26,188304.0,269161.0,123048.0,108049.0
2018-02-27,106337.0,286282.0,124492.0,78663.0
2018-02-28,27394.0,356644.0,190670.0,24850.0
2018-03-01,340966.0,207369.0,80950.0,69350.0
2018-03-02,266382.0,166799.0,60986.0,65877.0
2018-03-05,261060.0,172368.0,72734.0,77319.0
2018-03-06,199793.0,143489.0,67631.0,47066.0
2018-03-07,332906.0,248587.0,96139.0,115382.0
2018-03-08,294786.0,250514.0,104169.0,103321.0
2018-03-09,286492.0,230870.0,103261.0,94304.0
2018-03-12,240034.0,199698.0,102454.0,82841.0
2018-03-13,320571.0,250348.0,95441.0,105247.0
2018-03-14,267591.0,206818.0,81984.0,84058.0
2018-03-15,208594.0,169144.0,66726.0,68044.0
2018-03-16,264214.0,246997.0,105793.0,98090.0
2018-03-19,272416.0,220342.0,70830.0,110150.0
2018-03-20,326466.0,277840.0,93114.0,122901.0
2018-03-21,401046.0,401317.0,157381.0,163264.0
2018-03-22,286629.0,329960.0,145011.0,113368.0
2018-03-23,283010.0,336585.0,122957.0,111870.0
2018-03-26,183689.0,267754.0,104584.0,73481.0
2018-03-27,131391.0,299889.0,112570.0,66962.0
2018-03-28,141890.0,380310.0,135336.0,99184.0
2018-03-29,25293.0,299617.0,110844.0,18861.0
2018-04-02,190053.0,72007.0,38515.0,31307.0
2018-04-03,232257.0,107083.0,59399.0,55535.0
2018-04-04,361479.0,149589.0,79995.0,76282.0
2018-04-05,270818.0,146302.0,75421.0,79811.0
2018-04-06,296092.0,149776.0,65966.0,81241.0
2018-04-09,257496.0,125142.0,63341.0,66353.0
2018-04-10,452335.0,277339.0,127211.0,164547.0
2018-04-11,495410.0,313398.0,139547.0,170572.0
2018-04-12,330212.0,192006.0,81889.0,100059.0
2018-04-13,328504.0,184848.0,95572.0,102570.0
2018-04-16,297437.0,170389.0,78806.0,88069.0
2018-04-17,315036.0,167134.0,90168.0,86088.0
2018-04-18,352649.0,207122.0,101380.0,99235.0
2018-04-19,393964.0,268902.0,140559.0,136945.0
2018-04-20,371895.0,278873.0,96218.0,166440.0
2018-04-23,317446.0,241580.0,97066.0,111455.0
2018-04-24,330603.0,295175.0,133750.0,119107.0
2018-04-25,275128.0,271357.0,109936.0,104940.0
2018-04-26,179479.0,296999.0,124738.0,92817.0
2018-04-27,156532.0,308157.0,96173.0,119911.0
2018-04-30,24760.0,403899.0,146875.0,21131.0
2018-05-01,360973.0,224013.0,137492.0,114280.0
2018-05-02,347055.0,173808.0,99689.0,90400.0
2018-05-03,382135.0,250561.0,131010.0,142308.0
2018-05-04,289860.0,149681.0,83641.0,81045.0
2018-05-07,230472.0,101818.0,62065.0,50953.0
2018-05-08,519797.0,268249.0,137637.0,135661.0
2018-05-09,364746.0,237165.0,140203.0,110661.0
2018-05-10,314193.0,208356.0,125640.0,95231.0
2018-05-11,261802.0,171660.0,95197.0,80715.0
2018-05-14,290126.0,168410.0,93470.0,83424.0
2018-05-15,390915.0,237456.0,134098.0,108904.0
2018-05-16,336573.0,283646.0,154445.0,117042.0
2018-05-17,330172.0,227161.0,124635.0,87979.0
2018-05-18,277277.0,229615.0,109335.0,88907.0
2018-05-21,245772.0,199148.0,94366.0,98955.0
2018-05-22,305307.0,266405.0,147402.0,103774.0
2018-05-23,292969.0,232239.0,118066.0,93165.0
2018-05-24,228579.0,220784.0,101112.0,73715.0
2018-05-25,275722.0,284118.0,133983.0,74843.0
2018-05-28,65102.0,100317.0,21623.0,24161.0
2018-05-29,114463.0,295903.0,141492.0,57081.0
2018-05-30,125329.0,435257.0,163682.0,93795.0
2018-05-31,21440.0,466495.0,190093.0,18897.0
2018-06-01,296571.0,167842.0,87656.0,67584.0
2018-06-04,324286.0,223685.0,110158.0,111280.0
2018-06-05,400846.0,262882.0,115041.0,120440.0
2018-06-06,365652.0,218526.0,114268.0,103015.0
2018-06-07,327984.0,201471.0,96414.0,99259.0
2018-06-08,251826.0,141700.0,59686.0,79584.0
2018-06-11,231283.0,144464.0,58488.0,77266.0
2018-06-12,260327.0,167043.0,66978.0,92036.0
2018-06-13,292469.0,173377.0,76556.0,91541.0
2018-06-14,279214.0,184446.0,73976.0,100393.0
2018-06-15,285802.0,185404.0,80216.0,74611.0
2018-06-18,316116.0,197440.0,77815.0,91719.0
2018-06-19,290589.0,215296.0,93704.0,108021.0
2018-06-20,368837.0,268380.0,108769.0,132028.0
2018-06-21,411809.0,342854.0,116575.0,172959.0
2018-06-22,377394.0,355462.0,130181.0,140453.0
2018-06-25,274377.0,305342.0,112272.0,111523.0
2018-06-26,289472.0,325471.0,120351.0,79913.0
2018-06-27,166193.0,390197.0,137586.0,82077.0
2018-06-28,144216.0,426008.0,163698.0,108652.0
2018-06-29,17120.0,414942.0,138091.0,14398.0
2018-07-02,265384.0,102998.0,46930.0,60973.0
2018-07-03,273456.0,108404.0,49419.0,57670.0
2018-07-04,97245.0,33511.0,11961.0,19192.0
2018-07-05,254024.0,105056.0,45488.0,59255.0
2018-07-06,315279.0,181246.0,98898.0,97365.0
2018-07-09,212186.0,101591.0,48317.0,54283.0
2018-07-10,261549.0,114210.0,74553.0,52867.0
2018-07-11,560842.0,270945.0,168906.0,135858.0
2018-07-12,416412.0,211453.0,134927.0,103181.0
2018-07-13,302426.0,167076.0,84779.0,82904.0
2018-07-16,330000.0,170081.0,89546.0,77682.0
2018-07-17,286435.0,164778.0,96549.0,78410.0
2018-07-18,287114.0,168598.0,104983.0,69135.0
2018-07-19,313811.0,213619.0,98613.0,107419.0
2018-07-20,231507.0,160071.0,89037.0,74647.0
2018-07-23,316980.0,274512.0,138335.0,143668.0
2018-07-24,215150.0,209130.0,109345.0,86818.0
2018-07-25,210868.0,197213.0,94043.0,68020.0
2018-07-26,183348.0,210326.0,89290.0,63459.0
2018-07-27,119340.0,203340.0,69711.0,65147.0
2018-07-30,81034.0,203108.0,53511.0,57588.0
2018-07-31,21877.0,288571.0,91840.0,19537.0
2018-08-01,284022.0,126156.0,123475.0,68088.0
2018-08-02,226453.0,107108.0,116758.0,54927.0
2018-08-03,175359.0,80649.0,72296.0,43115.0
2018-08-06,200582.0,85936.0,86316.0,46859.0
2018-08-07,228992.0,130390.0,135390.0,65950.0
2018-08-08,269509.0,119586.0,145528.0,53609.0
2018-08-09,197055.0,101719.0,104273.0,54548.0
2018-08-10,228741.0,106349.0,102591.0,53828.0
2018-08-13,220337.0,104641.0,103902.0,50934.0
2018-08-14,242747.0,110137.0,115966.0,52731.0
2018-08-15,298105.0,147626.0,127905.0,75333.0
2018-08-16,227201.0,143351.0,106708.0,81430.0
2018-08-17,217156.0,132198.0,129333.0,62009.0
2018-08-20,249098.0,166005.0,137391.0,82258.0
2018-08-21,201240.0,147689.0,124707.0,58411.0
2018-08-22,300689.0,215445.0,163680.0,108506.0
2018-08-23,199661.0,171750.0,123024.0,75163.0
2018-08-24,235091.0,213773.0,148107.0,78249.0
2018-08-27,101081.0,83002.0,55410.0,30981.0
2018-08-28,179659.0,221288.0,158694.0,72017.0
2018-08-29,130440.0,242175.0,134354.0,71745.0
2018-08-30,90218.0,260166.0,144744.0,68117.0
2018-08-31,25828.0,240820.0,125161.0,24772.0
2018-09-03,110912.0,61347.0,21064.0,27932.0
2018-09-04,320446.0,238343.0,83787.0,98744.0
2018-09-05,277124.0,208532.0,95409.0,92162.0
2018-09-06,274791.0,196239.0,79153.0,68988.0
2018-09-07,208999.0,133703.0,57165.0,50133.0
2018-09-10,244533.0,178472.0,63735.0,76001.0
2018-09-11,280309.0,204212.0,84240.0,72773.0
2018-09-12,315266.0,258562.0,108283.0,82851.0
2018-09-13,298144.0,230527.0,89904.0,91251.0
2018-09-14,261057.0,203642.0,72606.0,92357.0
2018-09-17,207609.0,149658.0,66500.0,53682.0
2018-09-18,259175.0,192553.0,70756.0,64976.0
2018-09-19,275872.0,236968.0,70307.0,117457.0
2018-09-20,300163.0,304599.0,102839.0,142249.0
2018-09-21,297574.0,294022.0,106906.0,111001.0
2018-09-24,243314.0,282713.0,107620.0,78320.0
2018-09-25,240400.0,338882.0,117621.0,99098.0
2018-09-26,130529.0,283100.0,78717.0,76509.0
2018-09-27,123998.0,339933.0,88773.0,96998.0
2018-09-28,19684.0,350243.0,120365.0,16326.0
2018-10-01,347526.0,126366.0,74938.0,59728.0
2018-10-02,268609.0,95431.0,57811.0,52020.0
2018-10-03,345222.0,110478.0,54073.0,54642.0
2018-10-04,361253.0,122212.0,54982.0,66752.0
2018-10-05,300619.0,126220.0,64502.0,62955.0
2018-10-08,290090.0,116458.0,62695.0,60530.0
2018-10-09,351396.0,159010.0,72129.0,86262.0
2018-10-10,319094.0,140212.0,73488.0,66859.0
2018-10-11,482510.0,210436.0,92223.0,108768.0
2018-10-12,373090.0,173266.0,91115.0,87084.0
2018-10-15,284648.0,141902.0,85239.0,61641.0
2018-10-16,329327.0,189701.0,90797.0,101620.0
2018-10-17,336595.0,173312.0,73350.0,86934.0
2018-10-18,359005.0,218662.0,117963.0,93391.0
2018-10-19,291069.0,180655.0,78950.0,93501.0
2018-10-22,269911.0,170190.0,65881.0,91655.0
2018-10-23,513715.0,362643.0,130168.0,172583.0
2018-10-24,366652.0,327669.0,147751.0,112634.0
2018-10-25,215235.0,193711.0,75978.0,60993.0
2018-10-26,229751.0,211478.0,79707.0,61958.0
2018-10-29,117939.0,220627.0,54167.0,61137.0
2018-10-30,115186.0,330020.0,85451.0,72824.0
2018-10-31,34697.0,334197.0,106500.0,22218.0
2018-11-01,360162.0,116019.0,88727.0,55707.0
2018-11-02,312874.0,109618.0,88987.0,47549.0
2018-11-05,231141.0,93747.0,81671.0,41050.0
2018-11-06,290879.0,120669.0,95612.0,61884.0
2018-11-07,361361.0,151873.0,122704.0,70655.0
2018-11-08,350468.0,200685.0,126817.0,102151.0
2018-11-09,292213.0,139574.0,102281.0,56735.0
2018-11-12,319229.0,142788.0,97124.0,67332.0
2018-11-13,445041.0,204769.0,122528.0,88891.0
2018-11-14,379718.0,193737.0,118870.0,80758.0
2018-11-15,316040.0,175860.0,101206.0,87505.0
2018-11-16,327717.0,187432.0,111647.0,82693.0
2018-11-19,262545.0,144925.0,92872.0,58504.0
2018-11-20,417010.0,242464.0,122442.0,108297.0
2018-11-21,334983.0,231477.0,117738.0,101766.0
2018-11-22,164108.0,126236.0,45399.0,75983.0
2018-11-23,279668.0,225744.0,131598.0,82877.0
2018-11-26,267383.0,244619.0,127846.0,99931.0
2018-11-27,271168.0,306895.0,143435.0,106298.0
2018-11-28,150813.0,336180.0,115586.0,76595.0
2018-11-29,94566.0,370876.0,119752.0,67560.0
2018-11-30,27015.0,372803.0,136343.0,21563.0
2018-12-03,294774.0,120171.0,64175.0,49556.0
2018-12-04,277419.0,118814.0,59882.0,44918.0
2018-12-05,256240.0,121133.0,67070.0,53159.0
2018-12-06,399988.0,155421.0,70346.0,69630.0
2018-12-07,423077.0,190130.0,77934.0,74154.0
2018-12-10,264954.0,145893.0,69004.0,65208.0
2018-12-11,235332.0,120720.0,69191.0,54284.0
2018-12-12,246916.0,151030.0,73580.0,66894.0
2018-12-13,252397.0,140696.0,65067.0,53700.0
2018-12-14,206560.0,120009.0,64422.0,44490.0
2018-12-17,246028.0,161267.0,80886.0,72582.0
2018-12-18,398563.0,265774.0,100507.0,127789.0
2018-12-19,319367.0,268586.0,100582.0,115324.0
2018-12-20,299454.0,272368.0,108215.0,95728.0
2018-12-21,226344.0,204384.0,76905.0,60415.0
2018-12-24,76222.0,93668.0,36169.0,23787.0
2018-12-26,77000.0,178268.0,31106.0,33009.0
2018-12-27,102589.0,224693.0,55706.0,63632.0
2018-12-28,17111.0,239069.0,48500.0,13211.0
2018-12-31,109109.0,30079.0,17283.0,11469.0
2019-01-02,300950.0,103716.0,63936.0,50621.0
2019-01-03,278356.0,117929.0,72162.0,55630.0
2019-01-04,321106.0,140844.0,86505.0,59626.0
2019-01-07,296583.0,126680.0,65760.0,63672.0
2019-01-08,288249.0,141973.0,93350.0,74195.0
2019-01-09,329048.0,146784.0,87549.0,71613.0
2019-01-10,300922.0,141481.0,86193.0,69195.0
2019-01-11,292786.0,122596.0,70452.0,58338.0
2019-01-14,263276.0,110954.0,50512.0,59865.0
2019-01-15,234362.0,108183.0,55566.0,41698.0
2019-01-16,315592.0,193973.0,96990.0,99649.0
2019-01-17,278415.0,164799.0,103958.0,63610.0
2019-01-18,288912.0,187291.0,110822.0,79168.0
2019-01-21,138080.0,95280.0,50680.0,42428.0
2019-01-22,283221.0,179900.0,101413.0,80743.0
2019-01-23,308458.0,222753.0,102892.0,104450.0
2019-01-24,274482.0,214034.0,88089.0,97433.0
2019-01-25,218031.0,183542.0,73104.0,79789.0
2019-01-28,214188.0,210980.0,74022.0,62544.0
2019-01-29,142125.0,298432.0,90748.0,75743.0
2019-01-30,90933.0,304571.0,80714.0,62616.0
2019-01-31,20629.0,322619.0,106051.0,17972.0
2019-02-01,267223.0,90900.0,112333.0,
2019-02-04,297433.0,147646.0,159001.0,
2019-02-05,215360.0,102453.0,101947.0,
2019-02-06,225570.0,94002.0,115263.0,
2019-02-07,286173.0,135114.0,134309.0,
2019-02-08,254945.0,147225.0,134091.0,
2019-02-11,280955.0,158402.0,105874.0,
2019-02-12,278798.0,147323.0,133769.0,
2019-02-13,269676.0,154123.0,128441.0,
2019-02-14,287452.0,174264.0,159014.0,
2019-02-15,294492.0,171097.0,140524.0,
2019-02-18,175243.0,120440.0,71871.0,
2019-02-19,246650.0,157847.0,104103.0,
2019-02-20,276479.0,197040.0,122197.0,
2019-02-21,245862.0,209066.0,119125.0,
2019-02-22,177620.0,157989.0,95410.0,
2019-02-25,220939.0,196959.0,121542.0,
2019-02-26,127595.0,220574.0,115159.0,
2019-02-27,102137.0,241211.0,109288.0,
2019-02-28,19669.0,257536.0,147939.0,
2019-03-01,297192.0,188233.0,80358.0,
2019-03-04,233538.0,144158.0,61098.0,
2019-03-05,216385.0,166658.0,63269.0,
2019-03-06,283198.0,199833.0,79890.0,
2019-03-07,276242.0,193233.0,76309.0,
2019-03-08,316389.0,192706.0,71592.0,
2019-03-11,247806.0,165801.0,55926.0,
2019-03-12,252126.0,160449.0,67384.0,
2019-03-13,243201.0,179289.0,64697.0,
2019-03-14,235989.0,168555.0,55985.0,
2019-03-15,254319.0,181042.0,56985.0,
2019-03-18,208526.0,158480.0,58686.0,
2019-03-19,234136.0,187121.0,76855.0,
2019-03-20,235485.0,208215.0,82267.0,
2019-03-21,303229.0,281035.0,83927.0,
2019-03-22,284522.0,264479.0,88670.0,
2019-03-25,216757.0,234244.0,73976.0,
2019-03-26,197540.0,258666.0,105996.0,
2019-03-27,148148.0,351955.0,114161.0,
2019-03-28,131643.0,434893.0,110436.0,
2019-03-29,20624.0,333687.0,117507.0,
2019-04-01,320766.0,132390.0,76004.0,
2019-04-02,299300.0,142261.0,80750.0,
2019-04-03,341499.0,173258.0,86481.0,
2019-04-04,281879.0,121102.0,85243.0,
2019-04-05,263869.0,115872.0,59983.0,
2019-04-08,288128.0,137960.0,83117.0,
2019-04-09,267491.0,119531.0,58577.0,
2019-04-10,288893.0,157955.0,79877.0,
2019-04-11,278088.0,156032.0,76447.0,
2019-04-12,237220.0,121476.0,62364.0,
2019-04-15,219152.0,109438.0,50257.0,
2019-04-16,273904.0,174870.0,92078.0,
2019-04-17,276611.0,181344.0,94455.0,
2019-04-18,259040.0,184027.0,65380.0,
2019-04-22,305172.0,214324.0,103297.0,
2019-04-23,308989.0,259652.0,107990.0,
2019-04-24,276670.0,256995.0,102547.0,
2019-04-25,309211.0,330749.0,140803.0,
2019-04-26,222889.0,480792.0,149707.0,
2019-04-29,147412.0,351734.0,100934.0,
2019-04-30,25336.0,365522.0,115603.0,
2019-05-01,230800.0,116858.0,84407.0,
2019-05-02,346632.0,136125.0,85646.0,
2019-05-03,249814.0,157333.0,98705.0,
2019-05-06,227024.0,89431.0,55566.0,
2019-05-07,332066.0,165229.0,103888.0,
2019-05-08,295443.0,148515.0,103012.0,
2019-05-09,328735.0,192770.0,119766.0,
2019-05-10,300458.0,191737.0,104836.0,
2019-05-13,373469.0,192381.0,124624.0,
2019-05-14,299769.0,182910.0,96135.0,
2019-05-15,272443.0,164124.0,98475.0,
2019-05-16,326435.0,214835.0,120455.0,
2019-05-17,255528.0,169451.0,91316.0,
2019-05-20,301978.0,200547.0,123317.0,
2019-05-21,303740.0,225994.0,127901.0,
2019-05-22,371518.0,274686.0,132085.0,
2019-05-23,434538.0,395580.0,258917.0,
2019-05-24,292087.0,252172.0,128389.0,
2019-05-27,72179.0,69820.0,25708.0,
2019-05-28,238881.0,233556.0,101543.0,
2019-05-29,148475.0,377686.0,161673.0,
2019-05-30,105271.0,407264.0,165327.0,
2019-05-31,21748.0,511742.0,205966.0,
2019-06-03,386555.0,166211.0,86652.0,
2019-06-04,370265.0,188958.0,92808.0,
2019-06-05,428010.0,253967.0,127922.0,
2019-06-06,343637.0,223263.0,105346.0,
2019-06-07,307962.0,167349.0,80860.0,
2019-06-10,278494.0,163434.0,84252.0,
2019-06-11,302739.0,201370.0,97209.0,
2019-06-12,343207.0,194476.0,99446.0,
2019-06-13,435419.0,246936.0,123352.0,
2019-06-14,262307.0,163112.0,67650.0,
2019-06-17,236161.0,152019.0,68258.0,
2019-06-18,327700.0,214964.0,98645.0,
2019-06-19,320057.0,244293.0,102262.0,
2019-06-20,394165.0,280474.0,92708.0,
2019-06-21,257918.0,221019.0,74418.0,
2019-06-24,217443.0,204235.0,77023.0,
2019-06-25,205803.0,249597.0,91825.0,
2019-06-26,141948.0,334760.0,103255.0,
2019-06-27,103162.0,290042.0,84615.0,
2019-06-28,34615.0,328607.0,103445.0,
2019-07-01,361414.0,137431.0,70499.0,
2019-07-02,386941.0,177098.0,86772.0,
2019-07-03,282110.0,126757.0,62066.0,
2019-07-04,114984.0,50328.0,26706.0,
2019-07-05,203540.0,85653.0,47634.0,
2019-07-08,253820.0,124037.0,62766.0,
2019-07-09,263889.0,148492.0,86931.0,
2019-07-10,349513.0,182494.0,97351.0,
2019-07-11,283017.0,146517.0,72676.0,
2019-07-12,244702.0,148080.0,83087.0,
2019-07-15,283089.0,167550.0,95495.0,
2019-07-16,356735.0,235441.0,130421.0,
2019-07-17,274930.0,156075.0,81062.0,
2019-07-18,374891.0,220054.0,115669.0,
2019-07-19,298982.0,189857.0,81310.0,
2019-07-22,267778.0,180628.0,113367.0,
2019-07-23,272729.0,233500.0,100589.0,
2019-07-24,301507.0,293637.0,119296.0,
2019-07-25,169836.0,201755.0,84419.0,
2019-07-26,159856.0,204519.0,79491.0,
2019-07-29,101701.0,237965.0,76783.0,
2019-07-30,86101.0,297357.0,87551.0,
2019-07-31,18763.0,321715.0,108127.0,
2019-08-01,433719.0,161672.0,192396.0,
2019-08-02,364137.0,140487.0,172045.0,
2019-08-05,378858.0,135345.0,163038.0,
2019-08-06,328149.0,139952.0,130620.0,
2019-08-07,485190.0,210356.0,229190.0,
2019-08-08,299685.0,132912.0,143860.0,
2019-08-09,281803.0,109884.0,119370.0,
2019-08-12,221349.0,105237.0,114599.0,
2019-08-13,338076.0,156758.0,168572.0,
2019-08-14,320431.0,158093.0,148326.0,
2019-08-15,298674.0,172089.0,157937.0,
2019-08-16,209433.0,136407.0,111789.0,
2019-08-19,211453.0,143311.0,121215.0,
2019-08-20,245249.0,156500.0,136696.0,
2019-08-21,269681.0,180707.0,151623.0,
2019-08-22,276113.0,224305.0,146075.0,
2019-08-23,321242.0,245355.0,218960.0,
2019-08-26,183297.0,137472.0,98831.0,
2019-08-27,218373.0,223484.0,134456.0,
2019-08-28,134262.0,282151.0,186606.0,
2019-08-29,131090.0,367177.0,204715.0,
2019-08-30,25136.0,344394.0,184733.0,
2019-09-02,121642.0,63855.0,19778.0,
2019-09-03,265120.0,205377.0,68258.0,
2019-09-04,283104.0,183826.0,57356.0,
2019-09-05,292058.0,224095.0,74337.0,
2019-09-06,287357.0,203760.0,101114.0,
2019-09-09,249708.0,194545.0,85329.0,
2019-09-10,267549.0,227292.0,88653.0,
2019-09-11,315118.0,254962.0,92990.0,
2019-09-12,358089.0,306943.0,115206.0,
2019-09-13,195827.0,167513.0,61288.0,
2019-09-16,735539.0,759601.0,279845.0,
2019-09-17,620494.0,609256.0,200937.0,
2019-09-18,295047.0,294979.0,104593.0,
2019-09-19,258848.0,256792.0,90085.0,
2019-09-20,224881.0,209238.0,56026.0,
2019-09-23,204777.0,222153.0,69687.0,
2019-09-24,216276.0,250089.0,74598.0,
2019-09-25,201466.0,295095.0,93341.0,
2019-09-26,115573.0,300139.0,103253.0,
2019-09-27,97328.0,380302.0,90826.0,
2019-09-30,22010.0,272842.0,89029.0,
2019-10-01,291672.0,145041.0,77858.0,
2019-10-02,307905.0,122768.0,63949.0,
2019-10-03,336903.0,125095.0,69284.0,
2019-10-04,299922.0,145912.0,79751.0,
2019-10-07,228407.0,110874.0,55951.0,
2019-10-08,274743.0,146168.0,76787.0,
2019-10-09,266484.0,126512.0,63035.0,
2019-10-10,262531.0,128252.0,71608.0,
2019-10-11,367632.0,203832.0,115667.0,
2019-10-14,283065.0,151996.0,92733.0,
2019-10-15,305682.0,189493.0,90967.0,
2019-10-16,257875.0,163558.0,74855.0,
2019-10-17,269842.0,174575.0,76837.0,
2019-10-18,228144.0,129780.0,52358.0,
2019-10-21,212574.0,131144.0,55829.0,
2019-10-22,260598.0,166043.0,72631.0,
2019-10-23,313229.0,249052.0,89110.0,
2019-10-24,215542.0,207147.0,83048.0,
2019-10-25,204446.0,177674.0,61066.0,
2019-10-28,167855.0,170446.0,51013.0,
2019-10-29,136930.0,266281.0,99467.0,
2019-10-30,105869.0,336903.0,121838.0,
2019-10-31,13898.0,327505.0,116148.0,
