,HO1,HO2,HO3,HO1 R:02_0_D,HO2 R:02_0_D,HO3 R:02_0_D,.HOCOMN,.HOCOML,.HOCOMS,.HOMMN,.HOMML,.HOMMS
2014-05-13,294.4,293.82,293.4,-22.16,121.61,170.33,-49080.0,85726.0,134806.0,-16654.0,53532.0,70186.0
2014-05-14,296.26,295.63,295.19,-20.3,123.42,172.12,,,,,,
2014-05-15,295.06,294.52,294.21,-21.5,122.31,171.14,,,,,,
2014-05-16,295.36,294.86,294.59,-21.2,122.65,171.52,,,,,,
2014-05-19,294.09,293.68,293.49,-22.47,121.47,170.42,,,,,,
2014-05-20,294.92,294.59,294.43,-21.64,122.38,171.36,-53290.0,82001.0,135291.0,-11393.0,55897.0,67290.0
2014-05-21,295.33,295.26,295.23,-21.23,123.05,172.16,,,,,,
2014-05-22,295.07,295.01,294.97,-21.49,122.8,171.9,,,,,,
2014-05-23,295.49,295.49,295.52,-21.07,123.28,172.45,,,,,,
2014-05-27,293.99,293.94,294.02,-22.57,121.73,170.95,-58952.0,77384.0,136336.0,-6600.0,55621.0,62221.0
2014-05-28,293.06,293.04,293.15,-23.5,120.83,170.08,,,,,,
2014-05-29,291.9,291.99,292.33,-24.55,120.01,169.48,,,,,,
2014-05-30,288.46,288.82,289.36,-27.72,117.04,166.72,,,,,,
2014-06-02,287.73,288.39,289.06,-28.81,116.07,165.82,,,,,,
2014-06-03,286.58,287.35,288.06,-29.96,115.03,164.82,-45800.0,77519.0,123319.0,-13961.0,46597.0,60558.0
2014-06-04,284.81,285.68,286.44,-31.73,113.36,163.2,,,,,,
2014-06-05,287.97,288.62,289.19,-28.57,116.3,165.95,,,,,,
2014-06-06,287.12,287.78,288.37,-29.42,115.46,165.13,,,,,,
2014-06-09,289.12,289.81,290.53,-27.42,117.49,167.29,,,,,,
2014-06-10,288.41,289.11,289.8,-28.13,116.79,166.56,-42257.0,87290.0,129547.0,-14502.0,48940.0,63442.0
2014-06-11,290.43,291.1,291.76,-26.11,118.78,168.52,,,,,,
2014-06-12,298.93,299.48,300.01,-17.61,127.16,176.77,,,,,,
2014-06-13,298.76,299.43,300.17,-17.78,127.11,176.93,,,,,,
2014-06-16,299.79,300.54,301.34,-16.75,128.22,178.1,,,,,,
2014-06-17,301.8,302.58,303.38,-14.74,130.26,180.14,-57993.0,82574.0,140567.0,-9413.0,60452.0,69865.0
2014-06-18,304.01,304.73,305.42,-12.53,132.41,182.18,,,,,,
2014-06-19,305.24,305.99,306.69,-11.3,133.67,183.45,,,,,,
2014-06-20,305.12,305.85,306.56,-11.42,133.53,183.32,,,,,,
2014-06-23,303.26,304.05,304.81,-13.28,131.73,181.57,,,,,,
2014-06-24,304.16,304.9,305.63,-12.38,132.58,182.39,-72150.0,91447.0,163597.0,5293.0,66340.0,61047.0
2014-06-25,302.98,303.59,304.27,-13.56,131.27,181.03,,,,,,
2014-06-26,301.38,301.86,302.6,-15.16,129.54,179.36,,,,,,
2014-06-27,299.76,300.35,301.14,-16.78,128.03,177.9,,,,,,
2014-06-30,297.08,297.53,298.55,-19.6,125.44,175.4,,,,,,
2014-07-01,297.82,299.03,299.95,-19.31,125.92,175.87,-71664.0,82447.0,154111.0,8273.0,69385.0,61112.0
2014-07-02,294.61,296.0,297.05,-22.52,122.89,172.97,,,,,,
2014-07-03,292.84,294.36,295.5,-24.29,121.25,171.42,,,,,,
2014-07-07,291.45,292.78,293.81,-25.68,119.67,169.73,,,,,,
2014-07-08,287.36,288.84,290.0,-29.77,115.73,165.92,-54096.0,90381.0,144477.0,-4355.0,56778.0,61133.0
2014-07-09,287.11,288.52,289.69,-30.02,115.41,165.61,,,,,,
2014-07-10,289.33,290.63,291.76,-27.8,117.52,167.68,,,,,,
2014-07-11,286.09,287.34,288.51,-31.04,114.23,164.43,,,,,,
2014-07-14,287.29,288.56,289.8,-29.84,115.45,165.72,,,,,,
2014-07-15,285.55,286.87,288.13,-31.58,113.76,164.05,-54055.0,93592.0,147647.0,-5224.0,55352.0,60576.0
2014-07-16,285.78,287.02,288.27,-31.35,113.91,164.19,,,,,,
2014-07-17,285.92,287.22,288.62,-31.21,114.11,164.54,,,,,,
2014-07-18,284.52,285.74,287.13,-32.61,112.63,163.05,,,,,,
2014-07-21,285.88,287.11,288.46,-31.25,114.0,164.38,,,,,,
2014-07-22,285.42,286.36,287.54,-31.71,113.25,163.46,-46904.0,112015.0,158919.0,-11660.0,49439.0,61099.0
2014-07-23,287.54,288.57,289.7,-29.59,115.46,165.62,,,,,,
2014-07-24,287.09,287.92,289.02,-30.04,114.81,164.94,,,,,,
2014-07-25,291.57,292.35,293.24,-25.56,119.24,169.16,,,,,,
2014-07-28,288.79,289.61,290.51,-28.34,116.5,166.43,,,,,,
2014-07-29,290.67,291.33,292.21,-26.46,118.22,168.13,-53074.0,109362.0,162436.0,-8820.0,50696.0,59516.0
2014-07-30,289.06,289.69,290.64,-28.1,116.65,166.6,,,,,,
2014-07-31,288.66,288.99,289.88,-28.8,115.89,165.79,,,,,,
2014-08-01,286.61,287.51,288.42,-31.18,113.52,163.39,,,,,,
2014-08-04,287.12,288.02,288.83,-30.67,114.03,163.8,,,,,,
2014-08-05,284.69,285.55,286.43,-33.1,111.56,161.4,-51241.0,110930.0,162171.0,-11166.0,47662.0,58828.0
2014-08-06,287.61,288.23,288.9,-30.18,114.24,163.87,,,,,,
2014-08-07,289.57,290.24,290.95,-28.22,116.25,165.92,,,,,,
2014-08-08,287.69,288.38,289.18,-30.1,114.39,164.15,,,,,,
2014-08-11,287.92,288.54,289.37,-29.87,114.55,164.34,,,,,,
2014-08-12,284.5,285.24,286.16,-33.29,111.25,161.13,-64300.0,101380.0,165680.0,-2576.0,53395.0,55971.0
2014-08-13,290.19,290.7,291.41,-27.6,116.71,166.38,,,,,,
2014-08-14,281.95,282.6,283.41,-35.84,108.61,158.38,,,,,,
2014-08-15,284.8,285.42,286.22,-32.99,111.43,161.19,,,,,,
2014-08-18,280.6,281.22,281.97,-37.19,107.23,156.94,,,,,,
2014-08-19,281.71,282.26,282.99,-36.08,108.27,157.96,-64050.0,102653.0,166703.0,1672.0,54051.0,52379.0
2014-08-20,282.58,283.13,283.83,-35.21,109.14,158.8,,,,,,
2014-08-21,283.75,284.11,284.75,-34.04,110.12,159.72,,,,,,
2014-08-22,282.79,283.43,284.13,-35.0,109.44,159.1,,,,,,
2014-08-25,283.69,284.17,284.8,-34.1,110.18,159.77,,,,,,
2014-08-26,284.42,284.9,285.5,-33.37,110.91,160.47,-68045.0,97927.0,165972.0,1523.0,62315.0,60792.0
2014-08-27,286.05,286.46,287.11,-31.74,112.47,162.08,,,,,,
2014-08-28,284.9,285.18,285.86,-33.02,111.22,160.84,,,,,,
2014-08-29,285.69,286.01,286.66,-32.19,112.02,161.65,,,,,,
2014-09-02,279.67,280.49,281.24,-38.53,105.85,155.61,-70219.0,97463.0,167682.0,-680.0,60622.0,61302.0
2014-09-03,286.58,287.16,287.64,-31.62,112.52,162.01,,,,,,
2014-09-04,283.63,284.24,284.79,-34.57,109.6,159.16,,,,,,
2014-09-05,281.92,282.57,283.19,-36.28,107.93,157.56,,,,,,
2014-09-08,280.94,281.6,282.22,-37.26,106.96,156.59,,,,,,
2014-09-09,279.15,279.84,280.51,-39.05,105.2,154.88,-66718.0,104384.0,171102.0,-3404.0,54642.0,58046.0
2014-09-10,275.33,276.22,277.12,-42.87,101.58,151.49,,,,,,
2014-09-11,275.61,276.38,277.21,-42.59,101.74,151.58,,,,,,
2014-09-12,274.05,274.8,275.61,-44.15,100.16,149.98,,,,,,
2014-09-15,273.96,274.6,275.4,-44.24,99.96,149.77,,,,,,
2014-09-16,275.63,276.32,277.17,-42.57,101.68,151.54,-63069.0,109373.0,172442.0,-4384.0,54487.0,58871.0
2014-09-17,274.51,275.24,276.11,-43.69,100.6,150.48,,,,,,
2014-09-18,271.23,271.98,272.79,-46.97,97.34,147.16,,,,,,
2014-09-19,271.66,272.28,273.04,-46.54,97.64,147.41,,,,,,
2014-09-22,268.71,269.29,270.1,-49.49,94.65,144.47,,,,,,
2014-09-23,268.32,268.86,269.62,-49.88,94.22,143.99,-59247.0,116742.0,175989.0,-10201.0,54749.0,64950.0
2014-09-24,268.89,269.3,270.0,-49.31,94.66,144.37,,,,,,
2014-09-25,269.58,269.92,270.56,-48.62,95.28,144.93,,,,,,
2014-09-26,270.05,270.24,270.83,-48.15,95.6,145.2,,,,,,
2014-09-29,270.41,270.82,271.42,-47.57,96.19,145.75,,,,,,
2014-09-30,264.72,265.05,265.66,-53.34,90.43,140.0,-59880.0,111389.0,171269.0,-10284.0,58851.0,69135.0
2014-10-01,265.56,266.01,266.56,-52.83,90.78,140.2,,,,,,
2014-10-02,263.8,264.17,264.55,-54.59,88.94,138.19,,,,,,
2014-10-03,261.63,262.02,262.42,-56.76,86.79,136.06,,,,,,
2014-10-06,262.13,262.5,262.96,-56.26,87.27,136.6,,,,,,
2014-10-07,260.73,261.17,261.63,-57.66,85.94,135.27,-58178.0,115091.0,173269.0,-14171.0,56417.0,70588.0
2014-10-08,257.59,258.03,258.63,-60.8,82.8,132.27,,,,,,
2014-10-09,253.66,254.03,254.62,-64.73,78.8,128.26,,,,,,
2014-10-10,256.02,256.09,256.43,-62.37,80.86,130.07,,,,,,
2014-10-13,255.68,255.6,255.83,-62.71,80.37,129.47,,,,,,
2014-10-14,247.22,246.88,246.93,-71.17,71.65,120.57,-52649.0,125560.0,178209.0,-19834.0,57057.0,76891.0
2014-10-15,245.86,245.32,245.17,-72.53,70.09,118.81,,,,,,
2014-10-16,247.03,246.39,246.4,-71.36,71.16,120.04,,,,,,
2014-10-17,249.76,248.99,248.91,-68.63,73.76,122.55,,,,,,
2014-10-20,248.56,247.29,247.04,-69.83,72.06,120.68,,,,,,
2014-10-21,251.32,249.67,249.32,-67.07,74.44,122.96,-48876.0,134288.0,183164.0,-22850.0,56049.0,78899.0
2014-10-22,247.34,245.92,245.82,-71.05,70.69,119.46,,,,,,
2014-10-23,249.9,248.64,248.87,-68.49,73.41,122.51,,,,,,
2014-10-24,248.19,246.76,246.98,-70.2,71.53,120.62,,,,,,
2014-10-27,247.53,246.29,246.51,-70.86,71.06,120.15,,,,,,
2014-10-28,249.31,248.07,248.33,-69.08,72.84,121.97,-48067.0,137923.0,185990.0,-27776.0,55108.0,82884.0
2014-10-29,253.5,252.35,252.5,-64.89,77.12,126.14,,,,,,
2014-10-30,251.28,250.5,250.38,-66.74,75.0,123.91,,,,,,
2014-10-31,251.45,251.09,250.74,-66.15,75.36,124.04,,,,,,
2014-11-03,248.99,248.47,247.96,-68.25,73.09,121.59,,,,,,
2014-11-04,244.27,243.91,243.43,-72.97,68.53,117.06,-50571.0,139571.0,190142.0,-29622.0,50028.0,79650.0
2014-11-05,243.87,243.56,243.09,-73.37,68.18,116.72,,,,,,
2014-11-06,245.87,245.03,244.26,-71.37,69.65,117.89,,,,,,
2014-11-07,249.95,248.93,247.76,-67.29,73.55,121.39,,,,,,
2014-11-10,246.93,245.73,244.61,-70.31,70.35,118.24,,,,,,
2014-11-11,246.87,245.59,244.4,-70.37,70.21,118.03,-53720.0,130955.0,184675.0,-28700.0,52216.0,80916.0
2014-11-12,244.69,243.14,241.88,-72.55,67.76,115.51,,,,,,
2014-11-13,236.21,234.21,233.21,-81.03,58.83,106.84,,,,,,
2014-11-14,241.61,238.51,237.26,-75.63,63.13,110.89,,,,,,
2014-11-17,240.39,237.88,236.75,-76.85,62.5,110.38,,,,,,
2014-11-18,238.13,236.26,235.16,-79.11,60.88,108.79,-56719.0,115884.0,172603.0,-23350.0,54880.0,78230.0
2014-11-19,235.9,234.12,232.91,-81.34,58.74,106.54,,,,,,
2014-11-20,238.0,236.3,235.13,-79.24,60.92,108.76,,,,,,
2014-11-21,240.45,238.13,237.17,-76.79,62.75,110.8,,,,,,
2014-11-24,239.55,236.68,235.7,-77.69,61.3,109.33,,,,,,
2014-11-25,239.48,234.77,233.4,-77.76,59.39,107.03,-46840.0,115945.0,162785.0,-22440.0,53644.0,76084.0
2014-11-26,239.65,232.91,231.28,-77.59,57.53,104.91,,,,,,
2014-11-28,223.08,216.12,214.51,-94.38,40.76,88.24,,,,,,
2014-12-01,221.24,219.91,218.86,-89.26,46.16,93.82,,,,,,
2014-12-02,215.44,214.77,213.94,-95.06,41.02,88.9,-43422.0,108808.0,152230.0,-29641.0,50044.0,79685.0
2014-12-03,213.34,212.84,211.9,-97.16,39.09,86.86,,,,,,
2014-12-04,211.77,211.21,210.49,-98.73,37.46,85.45,,,,,,
2014-12-05,210.78,209.93,209.08,-99.72,36.18,84.04,,,,,,
2014-12-08,205.49,204.12,202.98,-105.01,30.37,77.94,,,,,,
2014-12-09,208.4,206.31,204.76,-102.1,32.56,79.72,-41371.0,115963.0,157334.0,-29074.0,51862.0,80936.0
2014-12-10,204.64,200.97,199.0,-105.86,27.22,73.96,,,,,,
2014-12-11,206.14,200.88,198.52,-104.36,27.13,73.48,,,,,,
2014-12-12,201.6,196.25,193.78,-108.9,22.5,68.74,,,,,,
2014-12-15,200.17,193.24,190.76,-110.33,19.49,65.72,,,,,,
2014-12-16,196.0,190.33,187.74,-114.5,16.58,62.7,-36833.0,109888.0,146721.0,-32628.0,56296.0,88924.0
2014-12-17,200.85,194.06,190.88,-109.65,20.31,65.84,,,,,,
2014-12-18,193.87,188.73,185.71,-116.63,14.98,60.67,,,,,,
2014-12-19,196.22,192.72,190.2,-114.28,18.97,65.16,,,,,,
2014-12-22,195.14,191.29,188.45,-115.36,17.54,63.41,,,,,,
2014-12-23,199.07,195.17,192.38,-111.43,21.42,67.34,-44761.0,107839.0,152600.0,-29018.0,55713.0,84731.0
2014-12-24,192.36,188.89,186.55,-118.14,15.14,61.51,,,,,,
2014-12-26,190.79,188.42,186.38,-119.71,14.67,61.34,,,,,,
2014-12-29,184.91,182.16,180.63,-125.59,8.41,55.59,,,,,,
2014-12-30,186.88,184.16,182.37,-123.59,10.15,57.01,-46465.0,104689.0,151154.0,-27644.0,55233.0,82877.0
2014-12-31,184.66,183.36,181.72,-124.39,9.5,56.48,,,,,,
2015-01-02,179.57,178.31,177.24,-128.18,6.09,53.43,,,,,,
2015-01-05,174.92,172.94,171.51,-132.83,0.72,47.7,,,,,,
2015-01-06,172.62,169.44,167.45,-135.13,-2.78,43.64,-52381.0,105027.0,157408.0,-22853.0,61102.0,83955.0
2015-01-07,169.99,167.55,165.9,-137.76,-4.67,42.09,,,,,,
2015-01-08,171.1,167.98,166.28,-136.65,-4.24,42.47,,,,,,
2015-01-09,170.3,166.88,165.35,-137.45,-5.34,41.54,,,,,,
2015-01-12,165.41,161.4,159.72,-142.34,-10.82,35.91,,,,,,
2015-01-13,163.3,160.14,158.58,-144.45,-12.08,34.77,-51663.0,100522.0,152185.0,-28441.0,65336.0,93777.0
2015-01-14,165.52,163.2,161.77,-142.23,-9.02,37.96,,,,,,
2015-01-15,162.33,159.36,157.5,-145.42,-12.86,33.69,,,,,,
2015-01-16,166.56,163.65,161.52,-141.19,-8.57,37.71,,,,,,
2015-01-20,162.66,159.05,156.73,-145.09,-13.17,32.92,-55786.0,97750.0,153536.0,-31063.0,67947.0,99010.0
2015-01-21,164.64,161.72,159.59,-143.11,-10.5,35.78,,,,,,
2015-01-22,163.79,161.04,158.69,-143.96,-11.18,34.88,,,,,,
2015-01-23,164.67,162.11,159.53,-143.08,-10.11,35.72,,,,,,
2015-01-26,163.98,161.43,158.7,-143.77,-10.79,34.89,,,,,,
2015-01-27,166.28,164.02,161.52,-141.47,-8.2,37.71,-61072.0,107964.0,169036.0,-31033.0,66500.0,97533.0
2015-01-28,163.18,160.93,158.79,-144.57,-11.29,34.98,,,,,,
2015-01-29,161.84,160.47,158.74,-145.03,-11.34,35.13,,,,,,
2015-01-30,168.63,170.08,168.05,-135.42,-2.03,44.16,,,,,,
2015-02-02,175.75,173.45,173.46,-129.75,3.37,49.43,,,,,,
2015-02-03,184.65,181.99,181.87,-120.85,11.91,57.84,-56915.0,101854.0,158769.0,-33614.0,66141.0,99755.0
2015-02-04,176.66,173.81,173.57,-128.84,3.73,49.54,,,,,,
2015-02-05,180.59,178.03,177.84,-124.91,7.95,53.81,,,,,,
2015-02-06,183.91,181.35,181.29,-121.59,11.27,57.26,,,,,,
2015-02-09,187.29,184.72,184.66,-118.21,14.64,60.63,,,,,,
2015-02-10,183.27,180.79,180.76,-122.23,10.71,56.73,-59322.0,113440.0,172762.0,-34704.0,63301.0,98005.0
2015-02-11,181.41,178.48,178.21,-124.09,8.4,54.18,,,,,,
2015-02-12,191.37,187.45,186.58,-114.13,17.37,62.55,,,,,,
2015-02-13,197.14,192.17,191.22,-108.36,22.09,67.19,,,,,,
2015-02-17,197.74,192.05,191.22,-107.76,21.97,67.19,-65698.0,112899.0,178597.0,-26546.0,65856.0,92402.0
2015-02-18,195.94,188.56,187.6,-109.56,18.48,63.57,,,,,,
2015-02-19,199.38,188.46,186.81,-106.12,18.38,62.78,,,,,,
2015-02-20,211.18,191.01,187.59,-94.32,20.93,63.56,,,,,,
2015-02-23,221.79,189.23,185.41,-83.71,19.15,61.38,,,,,,
2015-02-24,202.89,187.44,184.59,-102.61,17.36,60.56,-68303.0,102090.0,170393.0,-23667.0,67195.0,90862.0
2015-02-25,210.36,194.07,190.87,-95.14,23.99,66.84,,,,,,
2015-02-26,213.58,189.33,186.06,-99.88,19.18,62.21,,,,,,
2015-02-27,229.89,197.37,193.4,-91.84,26.52,69.13,,,,,,
2015-03-02,188.73,185.74,185.89,-100.48,18.86,61.94,,,,,,
2015-03-03,193.95,190.63,190.51,-95.26,23.75,66.56,-75998.0,105791.0,181789.0,-13541.0,67880.0,81421.0
2015-03-04,190.13,187.86,188.04,-99.08,20.98,64.09,,,,,,
2015-03-05,187.73,185.86,186.0,-101.48,18.98,62.05,,,,,,
2015-03-06,186.9,184.64,184.61,-102.31,17.76,60.66,,,,,,
2015-03-09,183.98,181.93,182.07,-105.23,15.05,58.12,,,,,,
2015-03-10,181.35,177.9,177.62,-107.86,11.02,53.67,-69721.0,107260.0,176981.0,-19486.0,64330.0,83816.0
2015-03-11,182.04,179.14,179.12,-107.17,12.26,55.17,,,,,,
2015-03-12,177.91,176.04,176.39,-111.3,9.16,52.44,,,,,,
2015-03-13,171.3,169.66,170.17,-117.91,2.78,46.22,,,,,,
2015-03-16,169.86,168.07,168.44,-119.35,1.19,44.49,,,,,,
2015-03-17,169.39,167.51,167.85,-119.82,0.63,43.9,-60024.0,105506.0,165530.0,-23840.0,60729.0,84569.0
2015-03-18,177.25,174.83,174.98,-111.96,7.95,51.03,,,,,,
2015-03-19,172.23,170.27,170.74,-116.98,3.39,46.79,,,,,,
2015-03-20,173.43,171.6,172.26,-115.78,4.72,48.31,,,,,,
2015-03-23,173.07,171.8,172.69,-116.14,4.92,48.74,,,,,,
2015-03-24,170.65,170.07,170.93,-118.56,3.19,46.98,-57915.0,98037.0,155952.0,-29775.0,55523.0,85298.0
2015-03-25,172.83,172.26,173.11,-116.38,5.38,49.16,,,,,,
2015-03-26,178.76,178.56,179.29,-110.45,11.68,55.34,,,,,,
2015-03-27,172.75,172.16,172.89,-116.46,5.28,48.94,,,,,,
2015-03-30,173.12,172.81,173.62,-115.81,6.01,49.71,,,,,,
2015-03-31,171.79,170.8,171.64,-117.82,4.03,47.78,-54356.0,97239.0,151595.0,-28587.0,58570.0,87157.0
2015-04-01,174.69,175.63,177.21,-113.93,8.02,51.87,,,,,,
2015-04-02,168.25,169.22,170.8,-120.37,1.61,45.46,,,,,,
2015-04-06,176.43,177.26,178.71,-112.19,9.65,53.37,,,,,,
2015-04-07,178.38,179.28,180.77,-110.24,11.67,55.43,-50473.0,97390.0,147863.0,-32977.0,57421.0,90398.0
2015-04-08,169.81,170.67,172.17,-118.81,3.06,46.83,,,,,,
2015-04-09,172.68,173.38,174.77,-115.94,5.77,49.43,,,,,,
2015-04-10,176.61,177.1,178.21,-112.01,9.49,52.87,,,,,,
2015-04-13,178.33,178.48,179.4,-110.29,10.87,54.06,,,,,,
2015-04-14,180.17,180.45,181.44,-108.45,12.84,56.1,-59691.0,95887.0,155578.0,-22970.0,62999.0,85969.0
2015-04-15,188.88,189.16,190.11,-99.74,21.55,64.77,,,,,,
2015-04-16,190.8,191.05,191.94,-97.82,23.44,66.6,,,,,,
2015-04-17,188.24,188.64,189.64,-100.38,21.03,64.3,,,,,,
2015-04-20,187.71,188.18,189.17,-100.91,20.57,63.83,,,,,,
2015-04-21,185.32,185.67,186.55,-103.3,18.06,61.21,-70441.0,89174.0,159615.0,-19059.0,64751.0,83810.0
2015-04-22,187.08,187.31,188.07,-101.54,19.7,62.73,,,,,,
2015-04-23,192.39,192.68,193.34,-96.23,25.07,68.0,,,,,,
2015-04-24,192.83,193.23,194.02,-95.79,25.62,68.68,,,,,,
2015-04-27,192.14,192.49,193.24,-96.48,24.88,67.9,,,,,,
2015-04-28,191.66,192.04,192.76,-96.96,24.43,67.42,-77278.0,92990.0,170268.0,-14817.0,67714.0,82531.0
2015-04-29,194.81,195.16,195.84,-93.84,27.51,70.36,,,,,,
2015-04-30,197.63,198.05,198.61,-90.95,30.28,72.91,,,,,,
2015-05-01,198.22,198.8,199.5,-90.78,30.47,73.07,,,,,,
2015-05-04,197.87,198.57,199.36,-91.13,30.24,72.93,,,,,,
2015-05-05,201.45,201.99,202.64,-87.55,33.66,76.21,-82739.0,89366.0,172105.0,-10724.0,70515.0,81239.0
2015-05-06,201.61,202.18,202.86,-87.39,33.85,76.43,,,,,,
2015-05-07,196.17,196.76,197.42,-92.83,28.43,70.99,,,,,,
2015-05-08,195.37,196.03,196.76,-93.63,27.7,70.33,,,,,,
2015-05-11,194.54,195.08,195.83,-94.46,26.75,69.4,,,,,,
2015-05-12,199.89,200.23,200.82,-89.11,31.9,74.39,-83147.0,98934.0,182081.0,-10764.0,72106.0,82870.0
2015-05-13,200.51,200.86,201.46,-88.49,32.53,75.03,,,,,,
2015-05-14,200.56,200.83,201.41,-88.44,32.5,74.98,,,,,,
2015-05-15,200.48,200.78,201.35,-88.52,32.45,74.92,,,,,,
2015-05-18,198.68,198.95,199.54,-90.32,30.62,73.11,,,,,,
2015-05-19,192.92,193.14,193.72,-96.08,24.81,67.29,-90800.0,92451.0,183251.0,-6044.0,70508.0,76552.0
2015-05-20,194.6,194.99,195.76,-94.4,26.66,69.33,,,,,,
2015-05-21,198.59,198.99,199.72,-90.41,30.66,73.29,,,,,,
2015-05-22,195.25,195.73,196.57,-93.75,27.4,70.14,,,,,,
2015-05-26,190.02,190.42,191.32,-98.98,22.09,64.89,-91306.0,88257.0,179563.0,-6588.0,67649.0,74237.0
2015-05-27,185.66,186.03,186.73,-103.34,17.7,60.3,,,,,,
2015-05-28,187.04,187.32,188.02,-102.05,18.99,61.5,,,,,,
2015-05-29,195.53,194.97,195.71,-94.4,26.68,69.1,,,,,,
2015-06-01,192.64,193.49,194.78,-96.73,24.46,66.94,,,,,,
2015-06-02,194.55,195.41,196.76,-94.82,26.38,68.92,-95818.0,80757.0,176575.0,-3141.0,67122.0,70263.0
2015-06-03,189.18,190.1,191.61,-100.19,21.07,63.77,,,,,,
2015-06-04,184.39,185.23,186.61,-104.98,16.2,58.77,,,,,,
2015-06-05,186.96,187.89,189.37,-102.41,18.86,61.53,,,,,,
2015-06-08,185.48,186.43,187.92,-103.89,17.4,60.08,,,,,,
2015-06-09,191.79,192.64,194.07,-97.58,23.61,66.23,-93547.0,86242.0,179789.0,130.0,66338.0,66208.0
2015-06-10,194.59,195.35,196.75,-94.78,26.32,68.91,,,,,,
2015-06-11,192.1,192.92,194.46,-97.27,23.89,66.62,,,,,,
2015-06-12,188.92,189.76,191.35,-100.45,20.73,63.51,,,,,,
2015-06-15,187.03,187.91,189.51,-102.34,18.88,61.67,,,,,,
2015-06-16,188.49,189.15,190.57,-100.88,20.12,62.73,-94468.0,98261.0,192729.0,6524.0,66594.0,60070.0
2015-06-17,190.98,191.48,192.72,-98.39,22.45,64.88,,,,,,
2015-06-18,191.52,192.08,193.29,-97.85,23.05,65.45,,,,,,
2015-06-19,186.69,187.34,188.78,-102.68,18.31,60.94,,,,,,
2015-06-22,186.94,187.62,189.13,-102.43,18.59,61.29,,,,,,
2015-06-23,191.12,191.88,193.27,-98.25,22.85,65.43,-102023.0,97867.0,199890.0,7233.0,66480.0,59247.0
2015-06-24,187.61,188.31,189.78,-101.76,19.28,61.94,,,,,,
2015-06-25,186.23,186.87,188.19,-103.14,17.84,60.35,,,,,,
2015-06-26,186.28,186.96,188.34,-103.09,17.93,60.5,,,,,,
2015-06-29,183.66,184.36,185.89,-105.69,15.48,58.12,,,,,,
2015-06-30,188.66,188.99,190.43,-101.06,20.02,62.51,-98049.0,94487.0,192536.0,7630.0,65743.0,58113.0
2015-07-01,183.93,185.46,187.25,-106.12,15.05,57.52,,,,,,
2015-07-02,183.99,185.58,187.3,-106.06,15.17,57.57,,,,,,
2015-07-06,170.89,172.56,174.3,-119.16,2.15,44.57,,,,,,
2015-07-07,171.13,172.86,174.68,-118.92,2.45,44.95,-85009.0,106058.0,191067.0,-149.0,59141.0,59290.0
2015-07-08,171.52,173.03,174.71,-118.53,2.62,44.98,,,,,,
2015-07-09,173.6,175.27,177.15,-116.45,4.86,47.42,,,,,,
2015-07-10,173.99,175.53,177.42,-116.06,5.12,47.69,,,,,,
2015-07-13,171.87,173.43,175.37,-118.18,3.02,45.64,,,,,,
2015-07-14,172.53,174.17,176.24,-117.52,3.76,46.51,-89885.0,102915.0,192800.0,2788.0,59551.0,56763.0
2015-07-15,166.93,168.57,170.86,-123.12,-1.84,41.13,,,,,,
2015-07-16,166.62,168.02,170.28,-123.43,-2.39,40.55,,,,,,
2015-07-17,166.41,167.79,169.92,-123.64,-2.62,40.19,,,,,,
2015-07-20,165.84,167.06,168.96,-124.21,-3.35,39.23,,,,,,
2015-07-21,167.84,168.99,170.76,-122.21,-1.42,41.03,-93296.0,105437.0,198733.0,5419.0,61952.0,56533.0
2015-07-22,167.17,167.93,169.33,-122.88,-2.48,39.6,,,,,,
2015-07-23,165.46,166.27,167.7,-124.59,-4.14,37.97,,,,,,
2015-07-24,163.02,163.78,165.17,-127.03,-6.63,35.44,,,,,,
2015-07-27,159.56,160.4,162.03,-130.49,-10.01,32.3,,,,,,
2015-07-28,160.44,161.22,162.75,-129.61,-9.19,33.02,-94337.0,111471.0,205808.0,12557.0,66737.0,54180.0
2015-07-29,159.83,160.59,162.39,-130.22,-9.82,32.66,,,,,,
2015-07-30,159.82,160.79,162.59,-130.02,-9.62,32.85,,,,,,
2015-07-31,158.4,158.89,160.58,-131.92,-11.63,30.71,,,,,,
2015-08-03,153.05,154.81,156.81,-137.76,-17.4,25.0,,,,,,
2015-08-04,154.75,156.53,158.48,-136.06,-15.68,26.67,-85314.0,118070.0,203384.0,5509.0,71899.0,66390.0
2015-08-05,153.85,155.47,157.24,-136.96,-16.74,25.43,,,,,,
2015-08-06,154.99,156.32,157.92,-135.82,-15.89,26.11,,,,,,
2015-08-07,154.36,155.63,157.11,-136.45,-16.58,25.3,,,,,,
2015-08-10,159.21,160.28,161.68,-131.6,-11.93,29.87,,,,,,
2015-08-11,156.29,157.25,158.59,-134.52,-14.96,26.78,-82169.0,124571.0,206740.0,4364.0,72086.0,67722.0
2015-08-12,158.69,159.61,160.86,-132.12,-12.6,29.05,,,,,,
2015-08-13,156.87,157.96,159.41,-133.94,-14.25,27.6,,,,,,
2015-08-14,155.79,156.93,158.41,-135.02,-15.28,26.6,,,,,,
2015-08-17,155.48,156.59,158.03,-135.33,-15.62,26.22,,,,,,
