,QS1 Comdty ,QS1 Comdty ,QS2 Comdty ,QS2 Comdty ,QS3 Comdty ,QS3 Comdty 
,OPEN_INT,FUT_AGGTE_OPEN_INT,OPEN_INT,FUT_AGGTE_OPEN_INT,OPEN_INT,FUT_AGGTE_OPEN_INT
2018-06-14,165894.0,1062713.0,188934.0,1062713.0,118197.0,1062713.0
2018-06-15,163120.0,1064802.0,187795.0,1064802.0,119791.0,1064802.0
2018-06-18,148818.0,1069262.0,199103.0,1069262.0,123777.0,1069262.0
2018-06-19,143635.0,1056660.0,199837.0,1056660.0,122989.0,1056660.0
2018-06-20,131972.0,1056793.0,209137.0,1056793.0,119756.0,1056793.0
2018-06-21,131359.0,1062362.0,210507.0,1062362.0,124334.0,1062362.0
2018-06-22,123058.0,1064455.0,214075.0,1064455.0,129108.0,1064455.0
2018-06-25,122221.0,1066587.0,214431.0,1066587.0,125090.0,1066587.0
2018-06-26,118580.0,1079925.0,211861.0,1079925.0,139627.0,1079925.0
2018-06-27,117362.0,1079957.0,211552.0,1079957.0,139692.0,1079957.0
2018-06-28,113920.0,1091380.0,219997.0,1091380.0,139458.0,1091380.0
2018-06-29,109512.0,1107161.0,224279.0,1107161.0,141379.0,1107161.0
2018-07-02,107668.0,1107591.0,223757.0,1107591.0,140973.0,1107591.0
2018-07-03,103326.0,1100765.0,215632.0,1100765.0,144403.0,1100765.0
2018-07-04,99541.0,1099388.0,213609.0,1099388.0,145839.0,1099388.0
2018-07-05,84265.0,1096532.0,214357.0,1096532.0,152096.0,1096532.0
2018-07-06,74014.0,1082090.0,201550.0,1082090.0,157137.0,1082090.0
2018-07-09,55701.0,1048862.0,189642.0,1048862.0,152921.0,1048862.0
2018-07-10,34799.0,1030521.0,180713.0,1030521.0,155269.0,1030521.0
2018-07-11,5525.0,996086.0,169102.0,996086.0,156434.0,996086.0
2018-07-12,500.0,998795.0,168629.0,998795.0,166840.0,998795.0
2018-07-13,158390.0,993480.0,171303.0,993480.0,135589.0,993480.0
2018-07-16,145393.0,987270.0,175209.0,987270.0,134098.0,987270.0
2018-07-17,142185.0,991122.0,179405.0,991122.0,132406.0,991122.0
2018-07-18,123890.0,983843.0,184250.0,983843.0,134214.0,983843.0
2018-07-19,119842.0,982380.0,184596.0,982380.0,135056.0,982380.0
2018-07-20,115465.0,989722.0,189672.0,989722.0,140029.0,989722.0
2018-07-23,105501.0,987902.0,198435.0,987902.0,142059.0,987902.0
2018-07-24,104999.0,998400.0,199863.0,998400.0,145363.0,998400.0
2018-07-25,99991.0,999379.0,203343.0,999379.0,145851.0,999379.0
2018-07-26,98226.0,1002658.0,205368.0,1002658.0,147636.0,1002658.0
2018-07-27,91936.0,1005959.0,213717.0,1005959.0,150783.0,1005959.0
2018-07-30,95104.0,1009862.0,213481.0,1009862.0,150955.0,1009862.0
2018-07-31,86007.0,1021049.0,217427.0,1021049.0,155599.0,1021049.0
2018-08-01,78766.0,1013632.0,209977.0,1013632.0,158008.0,1013632.0
2018-08-02,71017.0,998599.0,203195.0,998599.0,158656.0,998599.0
2018-08-03,61241.0,990943.0,201912.0,990943.0,160171.0,990943.0
2018-08-06,53044.0,999288.0,198216.0,999288.0,172368.0,999288.0
2018-08-07,39088.0,997180.0,200105.0,997180.0,170120.0,997180.0
2018-08-08,18603.0,996461.0,193646.0,996461.0,176856.0,996461.0
2018-08-09,3125.0,988213.0,187134.0,988213.0,183758.0,988213.0
2018-08-10,714.0,1005546.0,183159.0,1005546.0,205284.0,1005546.0
2018-08-13,176397.0,992121.0,199677.0,992121.0,96792.0,992121.0
2018-08-14,177393.0,1009111.0,206933.0,1009111.0,98475.0,1009111.0
2018-08-15,168643.0,1003927.0,205449.0,1003927.0,100566.0,1003927.0
2018-08-16,165047.0,1001565.0,201957.0,1001565.0,102090.0,1001565.0
2018-08-17,160137.0,1000464.0,202169.0,1000464.0,102457.0,1000464.0
2018-08-20,143688.0,998553.0,212773.0,998553.0,105620.0,998553.0
2018-08-21,136386.0,1005974.0,220720.0,1005974.0,109346.0,1005974.0
2018-08-22,134223.0,1020077.0,226578.0,1020077.0,110024.0,1020077.0
2018-08-23,127373.0,1031434.0,237927.0,1031434.0,112342.0,1031434.0
2018-08-24,123238.0,1054452.0,251514.0,1054452.0,122821.0,1054452.0
2018-08-27,116404.0,1049164.0,255381.0,1049164.0,121782.0,1049164.0
2018-08-28,113238.0,1067621.0,270064.0,1067621.0,127356.0,1067621.0
2018-08-29,113967.0,1081631.0,274564.0,1081631.0,134985.0,1081631.0
2018-08-30,113968.0,1092205.0,277802.0,1092205.0,140679.0,1092205.0
2018-08-31,111120.0,1104479.0,283266.0,1104479.0,152398.0,1104479.0
2018-09-03,108025.0,1118662.0,283929.0,1118662.0,160311.0,1118662.0
2018-09-04,99712.0,1125048.0,282908.0,1125048.0,169405.0,1125048.0
2018-09-05,90160.0,1128970.0,286333.0,1128970.0,173784.0,1128970.0
2018-09-06,79704.0,1134205.0,286296.0,1134205.0,181046.0,1134205.0
2018-09-07,63459.0,1137809.0,285954.0,1137809.0,192717.0,1137809.0
2018-09-10,34481.0,1105672.0,277915.0,1105672.0,194213.0,1105672.0
2018-09-11,6498.0,1106013.0,285046.0,1106013.0,208604.0,1106013.0
2018-09-12,1685.0,1073508.0,257624.0,1073508.0,206819.0,1073508.0
2018-09-13,240653.0,1060966.0,211215.0,1060966.0,163216.0,1060966.0
2018-09-14,231724.0,1051158.0,206047.0,1051158.0,162518.0,1051158.0
2018-09-17,225066.0,1054994.0,205521.0,1054994.0,169290.0,1054994.0
2018-09-18,220112.0,1051466.0,204440.0,1051466.0,172497.0,1051466.0
2018-09-19,193960.0,1043472.0,215596.0,1043472.0,173531.0,1043472.0
2018-09-20,181128.0,1026610.0,209973.0,1026610.0,177189.0,1026610.0
2018-09-21,169229.0,1018146.0,210016.0,1018146.0,180362.0,1018146.0
2018-09-24,156849.0,1004110.0,208337.0,1004110.0,180924.0,1004110.0
2018-09-25,150985.0,1002445.0,208674.0,1002445.0,181145.0,1002445.0
2018-09-26,153993.0,1015911.0,210275.0,1015911.0,180352.0,1015911.0
2018-09-27,157602.0,1032416.0,212155.0,1032416.0,184599.0,1032416.0
2018-09-28,152304.0,1036141.0,211863.0,1036141.0,186188.0,1036141.0
2018-10-01,145205.0,1038436.0,203227.0,1038436.0,194687.0,1038436.0
2018-10-02,125038.0,1020805.0,199510.0,1020805.0,197060.0,1020805.0
2018-10-03,114181.0,1021573.0,200556.0,1021573.0,203334.0,1021573.0
2018-10-04,94598.0,1023545.0,209621.0,1023545.0,207910.0,1023545.0
2018-10-05,89927.0,1045927.0,217834.0,1045927.0,211646.0,1045927.0
2018-10-08,74591.0,1033414.0,216815.0,1033414.0,208102.0,1033414.0
2018-10-09,54013.0,1024692.0,210304.0,1024692.0,211598.0,1024692.0
2018-10-10,16200.0,1019030.0,225161.0,1019030.0,214305.0,1019030.0
2018-10-11,4923.0,1021225.0,219767.0,1021225.0,221610.0,1021225.0
2018-10-12,205986.0,1009035.0,217406.0,1009035.0,125597.0,1009035.0
2018-10-15,199278.0,1002138.0,214515.0,1002138.0,125278.0,1002138.0
2018-10-16,185534.0,1001477.0,230070.0,1001477.0,121221.0,1001477.0
2018-10-17,174959.0,1010919.0,241794.0,1010919.0,122714.0,1010919.0
2018-10-18,166764.0,1025071.0,254923.0,1025071.0,122552.0,1025071.0
2018-10-19,169188.0,1042241.0,258112.0,1042241.0,126984.0,1042241.0
2018-10-22,165140.0,1038414.0,251520.0,1038414.0,133315.0,1038414.0
2018-10-23,156397.0,1031719.0,247093.0,1031719.0,134453.0,1031719.0
2018-10-24,152379.0,1022822.0,237788.0,1022822.0,134351.0,1022822.0
2018-10-25,138593.0,1018965.0,234256.0,1018965.0,139287.0,1018965.0
2018-10-26,131905.0,1012001.0,235128.0,1012001.0,138362.0,1012001.0
2018-10-29,127850.0,998737.0,230797.0,998737.0,136098.0,998737.0
2018-10-30,127304.0,1000957.0,234825.0,1000957.0,129016.0,1000957.0
2018-10-31,123682.0,1006060.0,235949.0,1006060.0,129642.0,1006060.0
2018-11-01,110002.0,994207.0,226432.0,994207.0,134472.0,994207.0
2018-11-02,98853.0,981308.0,221665.0,981308.0,130502.0,981308.0
2018-11-05,87109.0,960544.0,221110.0,960544.0,129179.0,960544.0
2018-11-06,77759.0,959226.0,214192.0,959226.0,140197.0,959226.0
2018-11-07,58558.0,931081.0,201552.0,931081.0,142104.0,931081.0
2018-11-08,30529.0,885978.0,179840.0,885978.0,148899.0,885978.0
2018-11-09,7906.0,865475.0,172013.0,865475.0,159156.0,865475.0
2018-11-12,624.0,869175.0,168602.0,869175.0,167404.0,869175.0
2018-11-13,165183.0,880562.0,178331.0,880562.0,70440.0,880562.0
2018-11-14,148605.0,859766.0,173865.0,859766.0,69813.0,859766.0
2018-11-15,142752.0,855415.0,174198.0,855415.0,71445.0,855415.0
2018-11-16,133505.0,845874.0,177013.0,845874.0,69395.0,845874.0
2018-11-19,130140.0,848742.0,179697.0,848742.0,68849.0,848742.0
2018-11-20,125430.0,863931.0,185509.0,863931.0,76839.0,863931.0
2018-11-21,115971.0,873792.0,201767.0,873792.0,73532.0,873792.0
2018-11-22,113150.0,873972.0,197836.0,873972.0,73208.0,873972.0
2018-11-23,108360.0,875859.0,199525.0,875859.0,74346.0,875859.0
2018-11-26,102150.0,866873.0,192610.0,866873.0,73960.0,866873.0
2018-11-27,91508.0,856956.0,187009.0,856956.0,75400.0,856956.0
2018-11-28,86513.0,857197.0,186299.0,857197.0,78952.0,857197.0
2018-11-29,82359.0,856718.0,186726.0,856718.0,81687.0,856718.0
2018-11-30,73372.0,842565.0,185066.0,842565.0,80062.0,842565.0
2018-12-03,68295.0,836939.0,183253.0,836939.0,82807.0,836939.0
2018-12-04,62651.0,834962.0,185677.0,834962.0,85735.0,834962.0
2018-12-05,56830.0,830369.0,183307.0,830369.0,87800.0,830369.0
2018-12-06,50877.0,823990.0,175063.0,823990.0,91336.0,823990.0
2018-12-07,45172.0,814270.0,169493.0,814270.0,94404.0,814270.0
2018-12-10,28747.0,793634.0,159950.0,793634.0,95064.0,793634.0
2018-12-11,5999.0,778938.0,154777.0,778938.0,100072.0,778938.0
2018-12-12,1394.0,782449.0,153630.0,782449.0,103167.0,782449.0
2018-12-13,143788.0,788129.0,112428.0,788129.0,80865.0,788129.0
2018-12-14,138582.0,788089.0,115535.0,788089.0,81763.0,788089.0
2018-12-17,134470.0,789593.0,117527.0,789593.0,81092.0,789593.0
2018-12-18,135574.0,803899.0,121029.0,803899.0,81851.0,803899.0
2018-12-19,131393.0,809103.0,121806.0,809103.0,81071.0,809103.0
2018-12-20,131003.0,813307.0,122900.0,813307.0,79236.0,813307.0
2018-12-21,111405.0,812028.0,132782.0,812028.0,82557.0,812028.0
2018-12-24,106916.0,809832.0,130863.0,809832.0,83723.0,809832.0
2018-12-26,103067.0,810360.0,133869.0,810360.0,83448.0,810360.0
2018-12-27,98564.0,813496.0,133394.0,813496.0,83277.0,813496.0
2018-12-28,94479.0,816821.0,135639.0,816821.0,84266.0,816821.0
2018-12-31,90820.0,821863.0,137301.0,821863.0,87460.0,821863.0
2019-01-02,85414.0,837152.0,139617.0,837152.0,92895.0,837152.0
2019-01-03,76721.0,848568.0,143563.0,848568.0,96182.0,848568.0
2019-01-04,62653.0,842263.0,143703.0,842263.0,98137.0,842263.0
2019-01-07,46642.0,828991.0,146320.0,828991.0,100058.0,828991.0
2019-01-08,31032.0,835188.0,150044.0,835188.0,106184.0,835188.0
2019-01-09,7613.0,833988.0,160732.0,833988.0,109025.0,833988.0
2019-01-10,2833.0,840214.0,157526.0,840214.0,116607.0,840214.0
2019-01-11,146125.0,843915.0,130668.0,843915.0,82033.0,843915.0
2019-01-14,138631.0,854744.0,143876.0,854744.0,81038.0,854744.0
2019-01-15,128489.0,863725.0,150608.0,863725.0,85274.0,863725.0
2019-01-16,123855.0,873303.0,153898.0,873303.0,92317.0,873303.0
2019-01-17,121062.0,877827.0,162740.0,877827.0,93203.0,877827.0
2019-01-18,120549.0,892373.0,171180.0,892373.0,94177.0,892373.0
2019-01-21,119021.0,898948.0,176101.0,898948.0,96024.0,898948.0
2019-01-22,115798.0,907271.0,180763.0,907271.0,95155.0,907271.0
2019-01-23,112628.0,914733.0,184136.0,914733.0,96030.0,914733.0
2019-01-24,109861.0,923966.0,184164.0,923966.0,97825.0,923966.0
2019-01-25,109014.0,928400.0,186188.0,928400.0,93723.0,928400.0
2019-01-28,105562.0,932916.0,185311.0,932916.0,98237.0,932916.0
2019-01-29,101504.0,944398.0,191784.0,944398.0,101503.0,944398.0
2019-01-30,90822.0,925073.0,186184.0,925073.0,94243.0,925073.0
2019-01-31,81383.0,920762.0,183670.0,920762.0,100022.0,920762.0
2019-02-01,75762.0,924176.0,184327.0,924176.0,102728.0,924176.0
2019-02-04,70758.0,931762.0,185743.0,931762.0,108443.0,931762.0
2019-02-05,63600.0,942738.0,184833.0,942738.0,116869.0,942738.0
2019-02-06,55463.0,938095.0,182003.0,938095.0,121104.0,938095.0
2019-02-07,42349.0,934697.0,181236.0,934697.0,124930.0,934697.0
2019-02-08,24095.0,936717.0,189625.0,936717.0,132325.0,936717.0
2019-02-11,5629.0,944316.0,194771.0,944316.0,140374.0,944316.0
2019-02-12,3433.0,961002.0,194731.0,961002.0,151160.0,961002.0
2019-02-13,178675.0,944206.0,152650.0,944206.0,101449.0,944206.0
2019-02-14,169570.0,940660.0,154135.0,940660.0,105173.0,940660.0
2019-02-15,158590.0,922258.0,145384.0,922258.0,105333.0,922258.0
2019-02-18,145641.0,911279.0,140428.0,911279.0,110526.0,911279.0
2019-02-19,132881.0,914316.0,153418.0,914316.0,110471.0,914316.0
2019-02-20,122931.0,908654.0,153873.0,908654.0,108749.0,908654.0
2019-02-21,124986.0,918877.0,158744.0,918877.0,111804.0,918877.0
2019-02-22,119798.0,912757.0,158212.0,912757.0,110689.0,912757.0
2019-02-25,115398.0,913751.0,161905.0,913751.0,112873.0,913751.0
2019-02-26,115143.0,918439.0,163994.0,918439.0,113351.0,918439.0
2019-02-27,115818.0,929383.0,169219.0,929383.0,113868.0,929383.0
2019-02-28,100662.0,927809.0,177564.0,927809.0,113050.0,927809.0
2019-03-01,89610.0,924243.0,176196.0,924243.0,112927.0,924243.0
2019-03-04,78142.0,927984.0,180774.0,927984.0,118529.0,927984.0
2019-03-05,66727.0,924458.0,178008.0,924458.0,122431.0,924458.0
2019-03-06,58784.0,941301.0,184914.0,941301.0,126829.0,941301.0
2019-03-07,42980.0,936104.0,179528.0,936104.0,134007.0,936104.0
2019-03-08,25334.0,938154.0,178631.0,938154.0,137313.0,938154.0
2019-03-11,4494.0,905719.0,171493.0,905719.0,133105.0,905719.0
2019-03-12,2260.0,901697.0,154527.0,901697.0,141548.0,901697.0
2019-03-13,145416.0,894563.0,140718.0,894563.0,116960.0,894563.0
2019-03-14,139888.0,890881.0,137952.0,890881.0,117047.0,890881.0
2019-03-15,134549.0,892663.0,139173.0,892663.0,119549.0,892663.0
2019-03-18,123567.0,882476.0,144117.0,882476.0,113507.0,882476.0
2019-03-19,124507.0,894162.0,145725.0,894162.0,115780.0,894162.0
2019-03-20,124397.0,902831.0,149673.0,902831.0,117513.0,902831.0
2019-03-21,122098.0,908119.0,148987.0,908119.0,122341.0,908119.0
2019-03-22,110009.0,901894.0,147986.0,901894.0,122705.0,901894.0
2019-03-25,103245.0,894054.0,145861.0,894054.0,120555.0,894054.0
2019-03-26,110739.0,911784.0,148157.0,911784.0,120885.0,911784.0
2019-03-27,100813.0,911428.0,152638.0,911428.0,118479.0,911428.0
2019-03-28,99144.0,910585.0,154539.0,910585.0,116368.0,910585.0
2019-03-29,96217.0,922626.0,156885.0,922626.0,123193.0,922626.0
2019-04-01,91661.0,929423.0,157933.0,929423.0,123892.0,929423.0
2019-04-02,80728.0,930176.0,155660.0,930176.0,127497.0,930176.0
2019-04-03,75536.0,944953.0,159726.0,944953.0,131183.0,944953.0
2019-04-04,69491.0,950039.0,157384.0,950039.0,132834.0,950039.0
2019-04-05,61943.0,940079.0,148506.0,940079.0,132344.0,940079.0
2019-04-08,49644.0,935145.0,143276.0,935145.0,136099.0,935145.0
2019-04-09,27121.0,927266.0,146001.0,927266.0,136540.0,927266.0
2019-04-10,9633.0,921959.0,147663.0,921959.0,141847.0,921959.0
2019-04-11,3100.0,925655.0,137836.0,925655.0,150902.0,925655.0
2019-04-12,127693.0,918226.0,151002.0,918226.0,95595.0,918226.0
2019-04-15,110935.0,902203.0,152576.0,902203.0,91279.0,902203.0
2019-04-16,107733.0,906301.0,155782.0,906301.0,93961.0,906301.0
2019-04-17,106428.0,922161.0,159796.0,922161.0,95438.0,922161.0
2019-04-18,102676.0,936691.0,163512.0,936691.0,100277.0,936691.0
2019-04-22,98843.0,940667.0,164553.0,940667.0,98397.0,940667.0
2019-04-23,94715.0,950166.0,169094.0,950166.0,101898.0,950166.0
2019-04-24,96853.0,965580.0,171658.0,965580.0,105892.0,965580.0
2019-04-25,103643.0,983772.0,173363.0,983772.0,108738.0,983772.0
2019-04-26,101888.0,984165.0,171797.0,984165.0,107445.0,984165.0
2019-04-29,107364.0,985415.0,164138.0,985415.0,108882.0,985415.0
2019-04-30,85655.0,962614.0,162679.0,962614.0,107044.0,962614.0
2019-05-01,67999.0,960932.0,162260.0,960932.0,115699.0,960932.0
2019-05-02,51755.0,931874.0,153160.0,931874.0,123259.0,931874.0
2019-05-03,44954.0,936535.0,160640.0,936535.0,122324.0,936535.0
2019-05-06,39518.0,942019.0,158242.0,942019.0,128758.0,942019.0
2019-05-07,31910.0,950797.0,163648.0,950797.0,138259.0,950797.0
2019-05-08,20158.0,956965.0,169795.0,956965.0,137976.0,956965.0
2019-05-09,5596.0,940889.0,164296.0,940889.0,137744.0,940889.0
2019-05-10,3156.0,946908.0,160743.0,946908.0,144987.0,946908.0
2019-05-13,158234.0,958473.0,153701.0,958473.0,84474.0,958473.0
2019-05-14,156256.0,963233.0,154281.0,963233.0,86290.0,963233.0
2019-05-15,152064.0,976853.0,163584.0,976853.0,86408.0,976853.0
2019-05-16,141431.0,984626.0,169946.0,984626.0,92505.0,984626.0
2019-05-17,135728.0,978852.0,173581.0,978852.0,95112.0,978852.0
2019-05-20,133256.0,988858.0,180516.0,988858.0,96974.0,988858.0
2019-05-21,124763.0,978401.0,189182.0,978401.0,92787.0,978401.0
2019-05-22,115156.0,980775.0,193379.0,980775.0,98259.0,980775.0
2019-05-23,112021.0,981675.0,195410.0,981675.0,96710.0,981675.0
2019-05-24,115859.0,983911.0,193115.0,983911.0,97037.0,983911.0
2019-05-27,114687.0,984796.0,192629.0,984796.0,98237.0,984796.0
2019-05-28,105578.0,984042.0,193516.0,984042.0,99588.0,984042.0
2019-05-29,97782.0,971557.0,191883.0,971557.0,96403.0,971557.0
2019-05-30,91776.0,973483.0,196058.0,973483.0,102152.0,973483.0
2019-05-31,86304.0,979884.0,195375.0,979884.0,104942.0,979884.0
2019-06-03,84796.0,995050.0,193146.0,995050.0,111819.0,995050.0
2019-06-04,73150.0,994679.0,186726.0,994679.0,115476.0,994679.0
2019-06-05,59703.0,989221.0,186307.0,989221.0,117813.0,989221.0
2019-06-06,49526.0,977453.0,172259.0,977453.0,124302.0,977453.0
2019-06-07,44167.0,973956.0,166492.0,973956.0,122573.0,973956.0
2019-06-10,28006.0,962911.0,160478.0,962911.0,124795.0,962911.0
2019-06-11,4360.0,952757.0,147228.0,952757.0,133576.0,952757.0
2019-06-12,1224.0,950441.0,140167.0,950441.0,140179.0,950441.0
2019-06-13,135404.0,956208.0,142616.0,956208.0,108920.0,956208.0
2019-06-14,135093.0,961062.0,142698.0,961062.0,107927.0,961062.0
2019-06-17,133009.0,976003.0,151843.0,976003.0,111393.0,976003.0
2019-06-18,129043.0,975088.0,146595.0,975088.0,113817.0,975088.0
2019-06-19,127189.0,978150.0,148790.0,978150.0,114025.0,978150.0
2019-06-20,121235.0,977038.0,149684.0,977038.0,115069.0,977038.0
2019-06-21,112243.0,971505.0,152324.0,971505.0,114252.0,971505.0
2019-06-24,106236.0,968128.0,151916.0,968128.0,114390.0,968128.0
2019-06-25,102652.0,969797.0,153036.0,969797.0,115789.0,969797.0
2019-06-26,98471.0,971223.0,151875.0,971223.0,113651.0,971223.0
2019-06-27,94981.0,974806.0,152989.0,974806.0,117050.0,974806.0
2019-06-28,88135.0,974659.0,155365.0,974659.0,119174.0,974659.0
2019-07-01,84539.0,986756.0,158018.0,986756.0,124173.0,986756.0
2019-07-02,81866.0,995269.0,159203.0,995269.0,127972.0,995269.0
2019-07-03,78867.0,998945.0,162058.0,998945.0,128391.0,998945.0
2019-07-04,74636.0,997323.0,163118.0,997323.0,128054.0,997323.0
2019-07-05,65217.0,1003361.0,171191.0,1003361.0,129795.0,1003361.0
2019-07-08,53596.0,1004351.0,175999.0,1004351.0,126997.0,1004351.0
2019-07-09,33965.0,995746.0,172240.0,995746.0,130784.0,995746.0
2019-07-10,11378.0,999332.0,180096.0,999332.0,141457.0,999332.0
2019-07-11,4450.0,989389.0,172628.0,989389.0,148010.0,989389.0
2019-07-12,172999.0,995617.0,149502.0,995617.0,123644.0,995617.0
2019-07-15,168836.0,994091.0,150832.0,994091.0,120878.0,994091.0
2019-07-16,157062.0,989945.0,154215.0,989945.0,116411.0,989945.0
2019-07-17,153479.0,998895.0,157902.0,998895.0,117666.0,998895.0
2019-07-18,149952.0,1010172.0,165854.0,1010172.0,118021.0,1010172.0
2019-07-19,137289.0,1007196.0,167489.0,1007196.0,119552.0,1007196.0
2019-07-22,131779.0,1004260.0,170535.0,1004260.0,119046.0,1004260.0
2019-07-23,129234.0,1014248.0,174858.0,1014248.0,119501.0,1014248.0
2019-07-24,127009.0,1016520.0,176617.0,1016520.0,119297.0,1016520.0
2019-07-25,123144.0,1016175.0,176571.0,1016175.0,121644.0,1016175.0
2019-07-26,122295.0,1019886.0,179272.0,1019886.0,121337.0,1019886.0
2019-07-29,115562.0,1021852.0,183893.0,1021852.0,120744.0,1021852.0
2019-07-30,112097.0,1035007.0,188935.0,1035007.0,121938.0,1035007.0
2019-07-31,106505.0,1022266.0,187936.0,1022266.0,118583.0,1022266.0
2019-08-01,102333.0,1024511.0,187336.0,1024511.0,121003.0,1024511.0
2019-08-02,94484.0,1026058.0,189626.0,1026058.0,128527.0,1026058.0
2019-08-05,82007.0,1029649.0,186647.0,1029649.0,133703.0,1029649.0
2019-08-06,68034.0,1017230.0,183958.0,1017230.0,136209.0,1017230.0
2019-08-07,51213.0,1012029.0,182622.0,1012029.0,129957.0,1012029.0
2019-08-08,32527.0,1011181.0,179712.0,1011181.0,139676.0,1011181.0
2019-08-09,8277.0,1011984.0,183291.0,1011984.0,154193.0,1011984.0
2019-08-12,2645.0,1010431.0,176689.0,1010431.0,163811.0,1010431.0
2019-08-13,172056.0,1021681.0,174285.0,1021681.0,98438.0,1021681.0
2019-08-14,162974.0,1020327.0,181736.0,1020327.0,99033.0,1020327.0
2019-08-15,154774.0,1023835.0,190258.0,1023835.0,100114.0,1023835.0
2019-08-16,150547.0,1035538.0,198309.0,1035538.0,105539.0,1035538.0
2019-08-19,149698.0,1039026.0,199730.0,1039026.0,104287.0,1039026.0
2019-08-20,141579.0,1040234.0,207869.0,1040234.0,107268.0,1040234.0
2019-08-21,133924.0,1052773.0,211440.0,1052773.0,124704.0,1052773.0
2019-08-22,131368.0,1061644.0,213738.0,1061644.0,128354.0,1061644.0
2019-08-23,122260.0,1063350.0,216123.0,1063350.0,131544.0,1063350.0
2019-08-26,119739.0,1066343.0,219879.0,1066343.0,131236.0,1066343.0
2019-08-27,110854.0,1067749.0,218365.0,1067749.0,137895.0,1067749.0
2019-08-28,105314.0,1063347.0,218370.0,1063347.0,138556.0,1063347.0
2019-08-29,102521.0,1059357.0,211809.0,1059357.0,140215.0,1059357.0
2019-08-30,95406.0,1067131.0,210870.0,1067131.0,147297.0,1067131.0
2019-09-02,88152.0,1068686.0,214705.0,1068686.0,147153.0,1068686.0
2019-09-03,76446.0,1077497.0,219436.0,1077497.0,153506.0,1077497.0
2019-09-04,70708.0,1079205.0,222000.0,1079205.0,158085.0,1079205.0
2019-09-05,59122.0,1079388.0,226106.0,1079388.0,159692.0,1079388.0
2019-09-06,49494.0,1074004.0,220135.0,1074004.0,166008.0,1074004.0
2019-09-09,34704.0,1066859.0,214128.0,1066859.0,165295.0,1066859.0
2019-09-10,21349.0,1057231.0,208365.0,1057231.0,174610.0,1057231.0
2019-09-11,4423.0,1056157.0,206997.0,1056157.0,188440.0,1056157.0
2019-09-12,1988.0,1042153.0,198167.0,1042153.0,182785.0,1042153.0
2019-09-13,199876.0,1055015.0,184092.0,1055015.0,180584.0,1055015.0
2019-09-16,170454.0,1006001.0,185940.0,1006001.0,169063.0,1006001.0
2019-09-17,168969.0,1003409.0,187606.0,1003409.0,169065.0,1003409.0
2019-09-18,172090.0,1015004.0,200376.0,1015004.0,163873.0,1015004.0
2019-09-19,162810.0,1014133.0,202194.0,1014133.0,167513.0,1014133.0
2019-09-20,162045.0,1018739.0,205791.0,1018739.0,169881.0,1018739.0
2019-09-23,167494.0,1034562.0,207054.0,1034562.0,169266.0,1034562.0
2019-09-24,163124.0,1036536.0,208351.0,1036536.0,176125.0,1036536.0
2019-09-25,155749.0,1032779.0,209976.0,1032779.0,175767.0,1032779.0
2019-09-26,149037.0,1026973.0,203726.0,1026973.0,177862.0,1026973.0
2019-09-27,144282.0,1041234.0,208172.0,1041234.0,187201.0,1041234.0
2019-09-30,132993.0,1035168.0,203101.0,1035168.0,194353.0,1035168.0
2019-10-01,125022.0,1034912.0,200172.0,1034912.0,201572.0,1034912.0
2019-10-02,114768.0,1025934.0,198486.0,1025934.0,202441.0,1025934.0
2019-10-03,101262.0,1014107.0,194445.0,1014107.0,202446.0,1014107.0
2019-10-04,89051.0,999244.0,192749.0,999244.0,197503.0,999244.0
2019-10-07,59892.0,982002.0,195599.0,982002.0,198864.0,982002.0
2019-10-08,39534.0,1002169.0,209279.0,1002169.0,207903.0,1002169.0
2019-10-09,10658.0,990705.0,211096.0,990705.0,218021.0,990705.0
2019-10-10,5295.0,993488.0,209353.0,993488.0,225608.0,993488.0
2019-10-11,201068.0,988049.0,223584.0,988049.0,135253.0,988049.0
2019-10-14,180831.0,950966.0,211273.0,950966.0,129630.0,950966.0
2019-10-15,170563.0,927691.0,207031.0,927691.0,119797.0,927691.0
2019-10-16,167720.0,930712.0,205794.0,930712.0,122175.0,930712.0
2019-10-17,164546.0,929560.0,205585.0,929560.0,121430.0,929560.0
2019-10-18,161976.0,927730.0,205885.0,927730.0,122642.0,927730.0
2019-10-21,157646.0,929724.0,210824.0,929724.0,121024.0,929724.0
2019-10-22,152754.0,914956.0,206806.0,914956.0,115571.0,914956.0
2019-10-23,141999.0,898808.0,205948.0,898808.0,110567.0,898808.0
2019-10-24,147317.0,913142.0,210886.0,913142.0,111393.0,913142.0
2019-10-25,134631.0,892726.0,202802.0,892726.0,108702.0,892726.0
2019-10-28,126131.0,881411.0,197676.0,881411.0,111462.0,881411.0
2019-10-29,117936.0,858996.0,192506.0,858996.0,105261.0,858996.0
2019-10-30,113159.0,855328.0,185790.0,855328.0,110412.0,855328.0
2019-10-31,108297.0,869316.0,198014.0,869316.0,114062.0,869316.0
2019-11-01,106303.0,879360.0,199980.0,879360.0,121482.0,879360.0
2019-11-04,97869.0,875291.0,198493.0,875291.0,122595.0,875291.0
2019-11-05,83272.0,864028.0,196723.0,864028.0,123135.0,864028.0
2019-11-06,76384.0,856058.0,190994.0,856058.0,125722.0,856058.0
2019-11-07,64288.0,847113.0,190040.0,847113.0,127008.0,847113.0
