,QS1 Comdty ,QS1 Comdty ,QS2 Comdty ,QS2 Comdty ,QS3 Comdty ,QS3 Comdty 
,OPEN_INT,FUT_AGGTE_OPEN_INT,OPEN_INT,FUT_AGGTE_OPEN_INT,OPEN_INT,FUT_AGGTE_OPEN_INT
2014-01-28,69153.0,486846.0,121588.0,486846.0,57633.0,486846.0
2014-01-29,61087.0,480562.0,121601.0,480562.0,58041.0,480562.0
2014-01-30,58439.0,483959.0,123330.0,483959.0,61010.0,483959.0
2014-01-31,54156.0,478204.0,122097.0,478204.0,60780.0,478204.0
2014-02-03,49801.0,475768.0,119739.0,475768.0,63684.0,475768.0
2014-02-04,44566.0,471275.0,119815.0,471275.0,61694.0,471275.0
2014-02-05,35861.0,478869.0,125641.0,478869.0,64332.0,478869.0
2014-02-06,25519.0,473288.0,129557.0,473288.0,61863.0,473288.0
2014-02-07,19870.0,482483.0,131407.0,482483.0,68100.0,482483.0
2014-02-10,15900.0,498586.0,133203.0,498586.0,72307.0,498586.0
2014-02-11,3433.0,481776.0,122399.0,481776.0,73827.0,481776.0
2014-02-12,635.0,485305.0,125042.0,485305.0,78778.0,485305.0
2014-02-13,115840.0,487368.0,84232.0,487368.0,48342.0,487368.0
2014-02-14,113399.0,491125.0,86735.0,491125.0,49542.0,491125.0
2014-02-17,114248.0,494462.0,86832.0,494462.0,50988.0,494462.0
2014-02-18,115041.0,501962.0,91159.0,501962.0,52490.0,501962.0
2014-02-19,114880.0,512556.0,99096.0,512556.0,53136.0,512556.0
2014-02-20,114482.0,524026.0,104795.0,524026.0,54305.0,524026.0
2014-02-21,105030.0,521224.0,109627.0,521224.0,53736.0,521224.0
2014-02-24,101156.0,521922.0,109873.0,521922.0,57245.0,521922.0
2014-02-25,90435.0,513183.0,111245.0,513183.0,55074.0,513183.0
2014-02-26,82553.0,515505.0,117818.0,515505.0,55950.0,515505.0
2014-02-27,76963.0,512070.0,121802.0,512070.0,54477.0,512070.0
2014-02-28,70357.0,512942.0,123752.0,512942.0,55315.0,512942.0
2014-03-03,68037.0,521138.0,131742.0,521138.0,58181.0,521138.0
2014-03-04,53115.0,509946.0,129924.0,509946.0,62282.0,509946.0
2014-03-05,34952.0,498012.0,134588.0,498012.0,64037.0,498012.0
2014-03-06,32132.0,487248.0,126407.0,487248.0,66616.0,487248.0
2014-03-07,25351.0,476949.0,121715.0,476949.0,65034.0,476949.0
2014-03-10,16447.0,472499.0,119707.0,472499.0,66119.0,472499.0
2014-03-11,5889.0,470133.0,120785.0,470133.0,72103.0,470133.0
2014-03-12,652.0,457914.0,107282.0,457914.0,76781.0,457914.0
2014-03-13,107053.0,463710.0,81470.0,463710.0,80955.0,463710.0
2014-03-14,100498.0,464023.0,86760.0,464023.0,81805.0,464023.0
2014-03-17,93076.0,464877.0,90614.0,464877.0,81326.0,464877.0
2014-03-18,92068.0,466467.0,92207.0,466467.0,81547.0,466467.0
2014-03-19,84328.0,464154.0,95408.0,464154.0,82777.0,464154.0
2014-03-20,81834.0,465706.0,96448.0,465706.0,85545.0,465706.0
2014-03-21,80403.0,469426.0,99021.0,469426.0,88083.0,469426.0
2014-03-24,79237.0,470558.0,99415.0,470558.0,88730.0,470558.0
2014-03-25,75963.0,475355.0,100811.0,475355.0,91332.0,475355.0
2014-03-26,74911.0,479071.0,103019.0,479071.0,92680.0,479071.0
2014-03-27,71977.0,476163.0,101006.0,476163.0,92284.0,476163.0
2014-03-28,65654.0,470927.0,99563.0,470927.0,94508.0,470927.0
2014-03-31,62038.0,471891.0,99096.0,471891.0,96602.0,471891.0
2014-04-01,57648.0,465599.0,94256.0,465599.0,97942.0,465599.0
2014-04-02,52817.0,467191.0,92560.0,467191.0,103153.0,467191.0
2014-04-03,47638.0,465951.0,90871.0,465951.0,107119.0,465951.0
2014-04-04,41671.0,465826.0,92301.0,465826.0,109573.0,465826.0
2014-04-07,31005.0,462042.0,93261.0,462042.0,113998.0,462042.0
2014-04-08,15818.0,456920.0,98151.0,456920.0,115884.0,456920.0
2014-04-09,6476.0,456894.0,97280.0,456894.0,118224.0,456894.0
2014-04-10,1251.0,445893.0,89223.0,445893.0,115182.0,445893.0
2014-04-11,89960.0,455324.0,120602.0,455324.0,42427.0,455324.0
2014-04-14,80352.0,442503.0,117926.0,442503.0,42898.0,442503.0
2014-04-15,74889.0,442728.0,122500.0,442728.0,45973.0,442728.0
2014-04-16,76924.0,446363.0,122890.0,446363.0,48144.0,446363.0
2014-04-17,75245.0,,126122.0,,49243.0,
2014-04-21,74826.0,449913.0,126453.0,449913.0,49471.0,449913.0
2014-04-22,75859.0,452210.0,127037.0,452210.0,50009.0,452210.0
2014-04-23,75026.0,457291.0,129939.0,457291.0,50883.0,457291.0
2014-04-24,73563.0,456434.0,130308.0,456434.0,50323.0,456434.0
2014-04-25,69347.0,454263.0,131058.0,454263.0,51808.0,454263.0
2014-04-28,66360.0,450115.0,128796.0,450115.0,51414.0,450115.0
2014-04-29,65611.0,453262.0,126084.0,453262.0,55547.0,453262.0
2014-04-30,57240.0,445690.0,126831.0,445690.0,55040.0,445690.0
2014-05-01,54478.0,447037.0,127377.0,447037.0,57188.0,447037.0
2014-05-02,49200.0,444800.0,126373.0,444800.0,58716.0,444800.0
2014-05-05,46924.0,443903.0,125847.0,443903.0,58321.0,443903.0
2014-05-06,42933.0,452964.0,123773.0,452964.0,67831.0,452964.0
2014-05-07,39709.0,457691.0,124756.0,457691.0,69580.0,457691.0
2014-05-08,26382.0,461606.0,125261.0,461606.0,75994.0,461606.0
2014-05-09,8826.0,450641.0,127019.0,450641.0,80945.0,450641.0
2014-05-12,1623.0,454840.0,129207.0,454840.0,85257.0,454840.0
2014-05-13,129798.0,465907.0,93126.0,465907.0,48455.0,465907.0
2014-05-14,128781.0,466522.0,94982.0,466522.0,47555.0,466522.0
2014-05-15,129120.0,470010.0,95084.0,470010.0,49260.0,470010.0
2014-05-16,127369.0,473424.0,96758.0,473424.0,52159.0,473424.0
2014-05-19,130988.0,488628.0,98723.0,488628.0,57427.0,488628.0
2014-05-20,125075.0,483453.0,96544.0,483453.0,58838.0,483453.0
2014-05-21,120014.0,483785.0,100700.0,483785.0,57800.0,483785.0
2014-05-22,115417.0,477472.0,102878.0,477472.0,56619.0,477472.0
2014-05-23,113659.0,485879.0,109197.0,485879.0,58715.0,485879.0
2014-05-26,107742.0,473121.0,106519.0,473121.0,56793.0,473121.0
2014-05-27,101410.0,471076.0,110560.0,471076.0,57289.0,471076.0
2014-05-28,80647.0,441400.0,104531.0,441400.0,55610.0,441400.0
2014-05-29,74956.0,430790.0,101540.0,430790.0,55806.0,430790.0
2014-05-30,65952.0,427143.0,107344.0,427143.0,56647.0,427143.0
2014-06-02,61672.0,422303.0,106694.0,422303.0,58357.0,422303.0
2014-06-03,57942.0,440136.0,107447.0,440136.0,60241.0,440136.0
2014-06-04,50030.0,438300.0,109945.0,438300.0,66024.0,438300.0
2014-06-05,38829.0,443297.0,110117.0,443297.0,77925.0,443297.0
2014-06-06,33837.0,441990.0,108956.0,441990.0,83063.0,441990.0
2014-06-09,23847.0,443222.0,111978.0,443222.0,85226.0,443222.0
2014-06-10,15128.0,442213.0,112161.0,442213.0,90201.0,442213.0
2014-06-11,2073.0,431762.0,105279.0,431762.0,97203.0,431762.0
2014-06-12,289.0,450563.0,99106.0,450563.0,106483.0,450563.0
2014-06-13,94455.0,453535.0,109209.0,453535.0,57637.0,453535.0
2014-06-16,90132.0,466172.0,120843.0,466172.0,59572.0,466172.0
2014-06-17,85272.0,464958.0,124647.0,464958.0,56685.0,464958.0
2014-06-18,84033.0,476130.0,127764.0,476130.0,60982.0,476130.0
2014-06-19,83886.0,493847.0,135187.0,493847.0,63057.0,493847.0
2014-06-20,86021.0,503420.0,137314.0,503420.0,66631.0,503420.0
2014-06-23,80963.0,497709.0,136148.0,497709.0,70451.0,497709.0
2014-06-24,79317.0,510628.0,141897.0,510628.0,74118.0,510628.0
2014-06-25,77571.0,511514.0,142793.0,511514.0,72279.0,511514.0
2014-06-26,76664.0,516215.0,144577.0,516215.0,73163.0,516215.0
2014-06-27,72468.0,514344.0,147323.0,514344.0,73694.0,514344.0
2014-06-30,68398.0,510724.0,148609.0,510724.0,72638.0,510724.0
2014-07-01,57164.0,497113.0,145528.0,497113.0,73300.0,497113.0
2014-07-02,49959.0,481699.0,142464.0,481699.0,72021.0,481699.0
2014-07-03,40779.0,462860.0,135353.0,462860.0,73321.0,462860.0
2014-07-04,37255.0,458279.0,134108.0,458279.0,73794.0,458279.0
2014-07-07,25555.0,447767.0,132079.0,447767.0,76881.0,447767.0
2014-07-08,14419.0,433202.0,128609.0,433202.0,80101.0,433202.0
2014-07-09,4585.0,428129.0,128189.0,428129.0,85402.0,428129.0
2014-07-10,373.0,433826.0,128894.0,433826.0,91021.0,433826.0
2014-07-11,122833.0,429906.0,96078.0,429906.0,54185.0,429906.0
2014-07-14,118313.0,431750.0,102020.0,431750.0,53133.0,431750.0
2014-07-15,112456.0,434698.0,107465.0,434698.0,54170.0,434698.0
2014-07-16,107304.0,436423.0,108231.0,436423.0,55306.0,436423.0
2014-07-17,109325.0,438834.0,106568.0,438834.0,58088.0,438834.0
2014-07-18,106396.0,439851.0,109981.0,439851.0,58341.0,439851.0
2014-07-21,101673.0,438658.0,113020.0,438658.0,57576.0,438658.0
2014-07-22,84196.0,438570.0,127569.0,438570.0,60654.0,438570.0
2014-07-23,82385.0,445508.0,129099.0,445508.0,66415.0,445508.0
2014-07-24,81605.0,452533.0,135059.0,452533.0,65978.0,452533.0
2014-07-25,80585.0,455703.0,136340.0,455703.0,65923.0,455703.0
2014-07-28,78749.0,455333.0,136947.0,455333.0,67284.0,455333.0
2014-07-29,73630.0,455968.0,139130.0,455968.0,68570.0,455968.0
2014-07-30,73041.0,459402.0,140216.0,459402.0,70791.0,459402.0
2014-07-31,68031.0,458513.0,138475.0,458513.0,70608.0,458513.0
2014-08-01,63861.0,454459.0,139800.0,454459.0,69384.0,454459.0
2014-08-04,55564.0,449738.0,140692.0,449738.0,69110.0,449738.0
2014-08-05,49676.0,454061.0,145835.0,454061.0,73660.0,454061.0
2014-08-06,44116.0,451676.0,141135.0,451676.0,79047.0,451676.0
2014-08-07,28850.0,443111.0,138446.0,443111.0,86501.0,443111.0
2014-08-08,20066.0,443773.0,138806.0,443773.0,91360.0,443773.0
2014-08-11,3585.0,439974.0,139845.0,439974.0,97766.0,439974.0
2014-08-12,1050.0,450629.0,134156.0,450629.0,109920.0,450629.0
2014-08-13,134138.0,456857.0,112291.0,456857.0,58534.0,456857.0
2014-08-14,130005.0,460581.0,116043.0,460581.0,59984.0,460581.0
2014-08-15,125507.0,462198.0,116975.0,462198.0,61094.0,462198.0
2014-08-18,124107.0,466800.0,119553.0,466800.0,61593.0,466800.0
2014-08-19,117910.0,467934.0,122451.0,467934.0,62829.0,467934.0
2014-08-20,111233.0,477381.0,133867.0,477381.0,66166.0,477381.0
2014-08-21,106239.0,477815.0,135688.0,477815.0,66687.0,477815.0
2014-08-22,107876.0,486215.0,137845.0,486215.0,67223.0,486215.0
2014-08-25,106405.0,487984.0,139692.0,487984.0,68481.0,487984.0
2014-08-26,99985.0,494137.0,147181.0,494137.0,69223.0,494137.0
2014-08-27,93418.0,503455.0,158631.0,503455.0,72350.0,503455.0
2014-08-28,87744.0,498275.0,159787.0,498275.0,72727.0,498275.0
2014-08-29,82524.0,495125.0,161878.0,495125.0,72660.0,495125.0
2014-09-01,76453.0,493919.0,164950.0,493919.0,72232.0,493919.0
2014-09-02,67144.0,494569.0,167697.0,494569.0,75390.0,494569.0
2014-09-03,59665.0,489415.0,164920.0,489415.0,76419.0,489415.0
2014-09-04,53190.0,486926.0,162305.0,486926.0,80371.0,486926.0
2014-09-05,44938.0,485118.0,161470.0,485118.0,83804.0,485118.0
2014-09-08,35894.0,481089.0,158654.0,481089.0,86118.0,481089.0
2014-09-09,23130.0,480177.0,164538.0,480177.0,87666.0,480177.0
2014-09-10,6710.0,481066.0,166872.0,481066.0,93106.0,481066.0
2014-09-11,1853.0,484401.0,158710.0,484401.0,104062.0,484401.0
2014-09-12,162814.0,502112.0,114885.0,502112.0,85716.0,502112.0
2014-09-15,151808.0,494435.0,118827.0,494435.0,84694.0,494435.0
2014-09-16,147424.0,492092.0,119556.0,492092.0,85037.0,492092.0
2014-09-17,142170.0,487148.0,121428.0,487148.0,83643.0,487148.0
2014-09-18,139251.0,484974.0,119745.0,484974.0,82738.0,484974.0
2014-09-19,131813.0,477171.0,119335.0,477171.0,82346.0,477171.0
2014-09-22,122776.0,469861.0,121430.0,469861.0,80277.0,469861.0
2014-09-23,120263.0,479473.0,127404.0,479473.0,82647.0,479473.0
2014-09-24,114164.0,478885.0,129132.0,478885.0,83493.0,478885.0
2014-09-25,106390.0,476031.0,131578.0,476031.0,86298.0,476031.0
2014-09-26,103515.0,480184.0,134938.0,480184.0,89061.0,480184.0
2014-09-29,100200.0,486313.0,140593.0,486313.0,89659.0,486313.0
2014-09-30,96091.0,491077.0,143353.0,491077.0,91094.0,491077.0
2014-10-01,89815.0,487930.0,141870.0,487930.0,94351.0,487930.0
2014-10-02,75915.0,491782.0,154761.0,491782.0,95408.0,491782.0
2014-10-03,68105.0,494136.0,159382.0,494136.0,99487.0,494136.0
2014-10-06,54771.0,490562.0,162021.0,490562.0,99694.0,490562.0
2014-10-07,44441.0,491924.0,162630.0,491924.0,101281.0,491924.0
2014-10-08,26640.0,481334.0,161758.0,481334.0,105883.0,481334.0
2014-10-09,6440.0,476966.0,159555.0,476966.0,115935.0,476966.0
2014-10-10,700.0,469905.0,148307.0,469905.0,122190.0,469905.0
2014-10-13,130424.0,461392.0,124513.0,461392.0,68324.0,461392.0
2014-10-14,119263.0,471148.0,136163.0,471148.0,73095.0,471148.0
2014-10-15,106615.0,460084.0,137109.0,460084.0,71822.0,460084.0
2014-10-16,101066.0,451234.0,134874.0,451234.0,70890.0,451234.0
2014-10-17,97687.0,445531.0,133623.0,445531.0,69464.0,445531.0
2014-10-20,92116.0,442115.0,134565.0,442115.0,69467.0,442115.0
2014-10-21,87361.0,439922.0,138082.0,439922.0,66447.0,439922.0
2014-10-22,88089.0,442171.0,136990.0,442171.0,67860.0,442171.0
2014-10-23,84375.0,442069.0,136760.0,442069.0,68477.0,442069.0
2014-10-24,84954.0,446890.0,139589.0,446890.0,68356.0,446890.0
2014-10-27,80254.0,441494.0,138073.0,441494.0,68061.0,441494.0
2014-10-28,75496.0,439191.0,138358.0,439191.0,67046.0,439191.0
2014-10-29,69631.0,435016.0,138468.0,435016.0,67634.0,435016.0
2014-10-30,68381.0,450486.0,148413.0,450486.0,70308.0,450486.0
2014-10-31,57873.0,453255.0,158358.0,453255.0,73208.0,453255.0
2014-11-03,52912.0,446414.0,152391.0,446414.0,75871.0,446414.0
2014-11-04,50516.0,457697.0,158215.0,457697.0,80531.0,457697.0
2014-11-05,43524.0,449725.0,154470.0,449725.0,79111.0,449725.0
2014-11-06,35994.0,446476.0,155596.0,446476.0,78063.0,446476.0
2014-11-07,24842.0,429215.0,139570.0,429215.0,77694.0,429215.0
2014-11-10,15809.0,424085.0,131354.0,424085.0,80740.0,424085.0
2014-11-11,7502.0,431486.0,130609.0,431486.0,86802.0,431486.0
2014-11-12,2668.0,442776.0,126367.0,442776.0,98457.0,442776.0
2014-11-13,123760.0,446757.0,101934.0,446757.0,53089.0,446757.0
2014-11-14,117726.0,446955.0,105433.0,446955.0,53709.0,446955.0
2014-11-17,121326.0,465228.0,117204.0,465228.0,54840.0,465228.0
2014-11-18,121354.0,467508.0,121934.0,467508.0,54227.0,467508.0
2014-11-19,112931.0,466282.0,125369.0,466282.0,56447.0,466282.0
2014-11-20,106914.0,465609.0,127328.0,465609.0,58104.0,465609.0
2014-11-21,99726.0,466225.0,129844.0,466225.0,59234.0,466225.0
2014-11-24,91717.0,456012.0,127067.0,456012.0,59649.0,456012.0
2014-11-25,90610.0,460490.0,127548.0,460490.0,60991.0,460490.0
2014-11-26,85890.0,453258.0,122125.0,453258.0,62430.0,453258.0
2014-11-27,85210.0,456293.0,124605.0,456293.0,62459.0,456293.0
2014-11-28,83926.0,453765.0,122335.0,453765.0,62325.0,453765.0
2014-12-01,79305.0,451222.0,121211.0,451222.0,63655.0,451222.0
2014-12-02,70776.0,453822.0,127528.0,453822.0,66340.0,453822.0
2014-12-03,62844.0,443690.0,121990.0,443690.0,67361.0,443690.0
2014-12-04,52729.0,435456.0,120637.0,435456.0,69660.0,435456.0
2014-12-05,43836.0,430196.0,116056.0,430196.0,74042.0,430196.0
2014-12-08,34875.0,425982.0,111821.0,425982.0,79049.0,425982.0
2014-12-09,18455.0,412061.0,107223.0,412061.0,82768.0,412061.0
2014-12-10,4013.0,413514.0,109278.0,413514.0,88385.0,413514.0
2014-12-11,1420.0,422906.0,105862.0,422906.0,92409.0,422906.0
2014-12-12,103042.0,427558.0,94578.0,427558.0,39225.0,427558.0
2014-12-15,100700.0,437062.0,102516.0,437062.0,40643.0,437062.0
2014-12-16,95523.0,442224.0,111119.0,442224.0,41922.0,442224.0
2014-12-17,93977.0,444986.0,114271.0,444986.0,42064.0,444986.0
2014-12-18,83409.0,432563.0,111941.0,432563.0,41660.0,432563.0
2014-12-19,75532.0,427426.0,111878.0,427426.0,43384.0,427426.0
2014-12-22,71998.0,429204.0,113073.0,429204.0,43673.0,429204.0
2014-12-23,68460.0,427638.0,112110.0,427638.0,44537.0,427638.0
2014-12-24,66416.0,432256.0,115946.0,432256.0,46305.0,432256.0
2014-12-26,64507.0,430466.0,115945.0,430466.0,45634.0,430466.0
2014-12-29,58776.0,429790.0,116997.0,429790.0,47282.0,429790.0
2014-12-30,56872.0,434364.0,120334.0,434364.0,49084.0,434364.0
2014-12-31,51491.0,435391.0,122349.0,435391.0,50728.0,435391.0
2015-01-02,46543.0,434727.0,123371.0,434727.0,52280.0,434727.0
2015-01-05,36883.0,440996.0,128414.0,440996.0,56327.0,440996.0
2015-01-06,30073.0,453065.0,129299.0,453065.0,61490.0,453065.0
2015-01-07,24569.0,446560.0,123992.0,446560.0,60132.0,446560.0
2015-01-08,14569.0,456530.0,125423.0,456530.0,68503.0,456530.0
2015-01-09,3547.0,471455.0,134773.0,471455.0,71146.0,471455.0
2015-01-12,638.0,480744.0,132043.0,480744.0,79727.0,480744.0
2015-01-13,130062.0,503181.0,90256.0,503181.0,51317.0,503181.0
2015-01-14,126257.0,511718.0,94035.0,511718.0,52280.0,511718.0
2015-01-15,121121.0,519095.0,93108.0,519095.0,54755.0,519095.0
2015-01-16,115362.0,519131.0,94231.0,519131.0,56979.0,519131.0
2015-01-19,113880.0,521867.0,96383.0,521867.0,56954.0,521867.0
2015-01-20,110810.0,541543.0,105769.0,541543.0,63240.0,541543.0
2015-01-21,98496.0,548357.0,115845.0,548357.0,65938.0,548357.0
2015-01-22,95408.0,557340.0,115685.0,557340.0,69658.0,557340.0
2015-01-23,86427.0,561151.0,118487.0,561151.0,73541.0,561151.0
2015-01-26,77061.0,576165.0,128136.0,576165.0,78815.0,576165.0
2015-01-27,72391.0,580908.0,129427.0,580908.0,78508.0,580908.0
2015-01-28,68672.0,588001.0,130367.0,588001.0,82075.0,588001.0
2015-01-29,63360.0,597894.0,133202.0,597894.0,87346.0,597894.0
2015-01-30,59012.0,591023.0,131030.0,591023.0,82415.0,591023.0
2015-02-02,51829.0,590360.0,132737.0,590360.0,84365.0,590360.0
2015-02-03,49086.0,595950.0,136744.0,595950.0,84267.0,595950.0
2015-02-04,43551.0,604720.0,140389.0,604720.0,83923.0,604720.0
2015-02-05,36715.0,608138.0,140316.0,608138.0,86501.0,608138.0
2015-02-06,26947.0,601905.0,132185.0,601905.0,92446.0,601905.0
2015-02-09,21068.0,595159.0,125784.0,595159.0,94048.0,595159.0
2015-02-10,13841.0,596414.0,124634.0,596414.0,97414.0,596414.0
2015-02-11,6510.0,607998.0,123742.0,607998.0,108118.0,607998.0
2015-02-12,336.0,604006.0,117146.0,604006.0,107691.0,604006.0
2015-02-13,112963.0,599234.0,108850.0,599234.0,50555.0,599234.0
2015-02-16,110216.0,596386.0,106592.0,596386.0,53345.0,596386.0
2015-02-17,103653.0,599867.0,112705.0,599867.0,56223.0,599867.0
2015-02-18,103628.0,618024.0,124007.0,618024.0,61256.0,618024.0
2015-02-19,92306.0,623869.0,134624.0,623869.0,66457.0,623869.0
2015-02-20,86610.0,622788.0,133053.0,622788.0,70947.0,622788.0
2015-02-23,80916.0,625472.0,131500.0,625472.0,76610.0,625472.0
2015-02-24,78646.0,629278.0,136788.0,629278.0,74615.0,629278.0
2015-02-25,76523.0,635017.0,137220.0,635017.0,77218.0,635017.0
2015-02-26,71436.0,633928.0,136108.0,633928.0,80651.0,633928.0
2015-02-27,69034.0,642933.0,140619.0,642933.0,83922.0,642933.0
2015-03-02,65907.0,644890.0,140981.0,644890.0,83394.0,644890.0
2015-03-03,58093.0,644101.0,146031.0,644101.0,81547.0,644101.0
2015-03-04,53828.0,647655.0,149887.0,647655.0,81925.0,647655.0
2015-03-05,46491.0,648071.0,152711.0,648071.0,85440.0,648071.0
2015-03-06,38913.0,636271.0,144120.0,636271.0,85422.0,636271.0
2015-03-09,26815.0,637286.0,144458.0,637286.0,86486.0,637286.0
2015-03-10,15836.0,648320.0,147915.0,648320.0,93528.0,648320.0
2015-03-11,4798.0,656336.0,150534.0,656336.0,98847.0,656336.0
2015-03-12,1618.0,660518.0,147242.0,660518.0,106455.0,660518.0
2015-03-13,143202.0,662170.0,109046.0,662170.0,104941.0,662170.0
2015-03-16,140975.0,664765.0,109254.0,664765.0,106046.0,664765.0
2015-03-17,134691.0,671916.0,115271.0,671916.0,108130.0,671916.0
2015-03-18,128979.0,677583.0,120632.0,677583.0,109610.0,677583.0
2015-03-19,119810.0,674506.0,125338.0,674506.0,110992.0,674506.0
2015-03-20,117435.0,675261.0,122803.0,675261.0,113320.0,675261.0
2015-03-23,112533.0,682249.0,122090.0,682249.0,118668.0,682249.0
2015-03-24,100318.0,673561.0,118975.0,673561.0,119577.0,673561.0
2015-03-25,94404.0,673817.0,122083.0,673817.0,119277.0,673817.0
2015-03-26,89252.0,675132.0,125563.0,675132.0,120506.0,675132.0
2015-03-27,81722.0,673081.0,131950.0,673081.0,119806.0,673081.0
2015-03-30,77392.0,680897.0,139363.0,680897.0,121535.0,680897.0
2015-03-31,71239.0,687574.0,144725.0,687574.0,124337.0,687574.0
2015-04-01,63729.0,692345.0,148622.0,692345.0,128043.0,692345.0
2015-04-02,54829.0,696479.0,151814.0,696479.0,131395.0,696479.0
2015-04-06,46001.0,696677.0,156871.0,696677.0,133905.0,696677.0
2015-04-07,31626.0,682253.0,158454.0,682253.0,129549.0,682253.0
2015-04-08,19967.0,665019.0,152574.0,665019.0,126675.0,665019.0
2015-04-09,6469.0,657157.0,152892.0,657157.0,127733.0,657157.0
2015-04-10,1653.0,673682.0,154217.0,673682.0,140014.0,673682.0
2015-04-13,148425.0,677026.0,146615.0,677026.0,60336.0,677026.0
2015-04-14,142306.0,679036.0,146560.0,679036.0,64251.0,679036.0
2015-04-15,138249.0,677969.0,150892.0,677969.0,65603.0,677969.0
2015-04-16,133768.0,679229.0,155495.0,679229.0,65337.0,679229.0
2015-04-17,127729.0,674171.0,157376.0,674171.0,64831.0,674171.0
2015-04-20,122857.0,672673.0,155177.0,672673.0,65064.0,672673.0
2015-04-21,117280.0,673229.0,157433.0,673229.0,65822.0,673229.0
2015-04-22,109064.0,666974.0,156177.0,666974.0,65515.0,666974.0
2015-04-23,105496.0,671348.0,158746.0,671348.0,67846.0,671348.0
2015-04-24,100436.0,664511.0,156066.0,664511.0,67364.0,664511.0
2015-04-27,99092.0,661503.0,155729.0,661503.0,65722.0,661503.0
2015-04-28,95934.0,655326.0,151549.0,655326.0,64772.0,655326.0
2015-04-29,90931.0,658550.0,155199.0,658550.0,63944.0,658550.0
2015-04-30,84427.0,660478.0,154302.0,660478.0,64096.0,660478.0
2015-05-01,66967.0,652519.0,161840.0,652519.0,65070.0,652519.0
2015-05-04,64226.0,657125.0,165876.0,657125.0,66428.0,657125.0
2015-05-05,50023.0,651749.0,165277.0,651749.0,71747.0,651749.0
2015-05-06,38088.0,649962.0,164730.0,649962.0,74352.0,649962.0
2015-05-07,27676.0,663754.0,169439.0,663754.0,82317.0,663754.0
2015-05-08,19213.0,661731.0,169175.0,661731.0,82613.0,661731.0
2015-05-11,5670.0,666306.0,174433.0,666306.0,90138.0,666306.0
2015-05-12,1300.0,686822.0,177330.0,686822.0,105091.0,686822.0
2015-05-13,173289.0,687812.0,109034.0,687812.0,65363.0,687812.0
2015-05-14,165087.0,688120.0,112099.0,688120.0,68029.0,688120.0
2015-05-15,160886.0,694040.0,113171.0,694040.0,75791.0,694040.0
2015-05-18,149228.0,694141.0,123048.0,694141.0,77563.0,694141.0
2015-05-19,143022.0,697608.0,128750.0,697608.0,80948.0,697608.0
2015-05-20,138052.0,696550.0,131490.0,696550.0,80405.0,696550.0
2015-05-21,135763.0,700244.0,136278.0,700244.0,80709.0,700244.0
2015-05-22,129050.0,689784.0,133085.0,689784.0,79272.0,689784.0
2015-05-25,128136.0,690061.0,133246.0,690061.0,79734.0,690061.0
2015-05-26,127405.0,702749.0,136501.0,702749.0,81383.0,702749.0
2015-05-27,121987.0,712051.0,139698.0,712051.0,86678.0,712051.0
2015-05-28,120333.0,713943.0,134743.0,713943.0,89700.0,713943.0
2015-05-29,114347.0,723246.0,136182.0,723246.0,89782.0,723246.0
2015-06-01,110131.0,730620.0,138403.0,730620.0,89421.0,730620.0
2015-06-02,94560.0,723993.0,139332.0,723993.0,87637.0,723993.0
2015-06-03,88388.0,731499.0,138499.0,731499.0,91299.0,731499.0
2015-06-04,67876.0,734165.0,144404.0,734165.0,96424.0,734165.0
2015-06-05,61410.0,732107.0,142707.0,732107.0,96010.0,732107.0
2015-06-08,48633.0,738666.0,148917.0,738666.0,106796.0,738666.0
2015-06-09,36067.0,756945.0,165738.0,756945.0,113658.0,756945.0
2015-06-10,8568.0,777284.0,187299.0,777284.0,127864.0,777284.0
2015-06-11,2938.0,795570.0,190068.0,795570.0,137353.0,795570.0
2015-06-12,188099.0,801231.0,142237.0,801231.0,79937.0,801231.0
2015-06-15,183453.0,800228.0,141528.0,800228.0,77030.0,800228.0
2015-06-16,183106.0,804376.0,141581.0,804376.0,79140.0,804376.0
2015-06-17,180324.0,811912.0,142666.0,811912.0,78732.0,811912.0
2015-06-18,174530.0,815839.0,147190.0,815839.0,81261.0,815839.0
2015-06-19,173102.0,823282.0,149211.0,823282.0,81810.0,823282.0
2015-06-22,166803.0,825782.0,147623.0,825782.0,83312.0,825782.0
2015-06-23,149553.0,825768.0,153631.0,825768.0,86729.0,825768.0
2015-06-24,140128.0,824152.0,157877.0,824152.0,86103.0,824152.0
2015-06-25,130773.0,825563.0,160416.0,825563.0,88549.0,825563.0
2015-06-26,125572.0,816124.0,158543.0,816124.0,89397.0,816124.0
2015-06-29,118883.0,821195.0,165392.0,821195.0,89313.0,821195.0
2015-06-30,110147.0,817411.0,168456.0,817411.0,89043.0,817411.0
2015-07-01,101965.0,808836.0,170356.0,808836.0,88429.0,808836.0
2015-07-02,92619.0,806516.0,171584.0,806516.0,93121.0,806516.0
2015-07-03,85860.0,810585.0,175036.0,810585.0,94542.0,810585.0
2015-07-06,78940.0,821626.0,175758.0,821626.0,97787.0,821626.0
2015-07-07,64950.0,813341.0,176712.0,813341.0,99700.0,813341.0
2015-07-08,34281.0,812075.0,185712.0,812075.0,107259.0,812075.0
2015-07-09,5389.0,814630.0,198423.0,814630.0,112023.0,814630.0
2015-07-10,1470.0,828056.0,194702.0,828056.0,123000.0,828056.0
