,XB1,XB2,XB3,XB1 R:02_0_D,XB2 R:02_0_D,XB3 R:02_0_D,.RBCOMN,.RBCOML,.RBCOMS,.RBMMN,.RBMML,.RBMMS
2021-08-12,227.54,213.0,207.44,58.01,58.35,35.39,,,,,,
2021-08-13,226.26,211.29,205.64,56.73,56.64,33.59,,,,,,
2021-08-16,220.09,206.68,201.36,50.56,52.03,29.31,,,,,,
2021-08-17,216.56,203.97,199.13,47.03,49.32,27.08,-89794.0,120680.0,210474.0,36325.0,99514.0,63189.0
2021-08-18,214.77,201.62,196.81,45.24,46.97,24.76,,,,,,
2021-08-19,208.15,195.25,190.74,38.62,40.6,18.69,,,,,,
2021-08-20,202.36,189.02,184.25,32.83,34.37,12.2,,,,,,
2021-08-23,212.32,198.66,193.62,42.79,44.01,21.57,,,,,,
2021-08-24,218.08,205.76,200.6,48.55,51.11,28.55,-89403.0,120740.0,210143.0,37214.0,88582.0,51368.0
2021-08-25,230.08,214.5,207.2,60.55,59.85,35.15,,,,,,
2021-08-26,225.54,209.23,202.1,56.01,54.58,30.05,,,,,,
2021-08-27,227.42,211.96,204.72,57.89,57.31,32.67,,,,,,
2021-08-30,231.27,215.38,207.37,61.31,59.96,35.03,,,,,,
2021-08-31,228.26,214.19,206.64,60.12,59.23,34.29,-95687.0,104475.0,200162.0,41196.0,93801.0,52605.0
2021-09-01,211.09,205.17,201.21,57.02,57.76,33.27,,,,,,
2021-09-02,216.35,209.4,205.05,62.28,61.99,37.11,,,,,,
2021-09-03,215.4,208.7,204.51,61.33,61.29,36.57,,,,,,
2021-09-07,213.0,206.22,201.94,58.93,58.81,34.0,-94600.0,99372.0,193972.0,38864.0,91761.0,52897.0
2021-09-08,213.21,207.49,203.41,59.14,60.08,35.47,,,,,,
2021-09-09,209.97,204.42,200.41,55.9,57.01,32.47,,,,,,
2021-09-10,215.4,209.27,204.88,61.33,61.86,36.94,,,,,,
2021-09-13,216.09,210.26,205.86,62.02,62.85,37.92,,,,,,
2021-09-14,217.24,211.19,206.63,63.17,63.78,38.69,-96597.0,106153.0,202750.0,41015.0,95880.0,54865.0
2021-09-15,220.66,214.38,209.86,66.59,66.97,41.92,,,,,,
2021-09-16,218.12,212.69,208.6,64.05,65.28,40.66,,,,,,
2021-09-17,217.13,211.57,207.33,63.06,64.16,39.39,,,,,,
2021-09-20,211.52,206.03,201.98,57.45,58.62,34.04,,,,,,
2021-09-21,210.52,205.98,202.4,56.45,58.57,34.46,-88017.0,98916.0,186933.0,35625.0,88986.0,53361.0
2021-09-22,212.39,208.37,205.07,58.32,60.96,37.13,,,,,,
2021-09-23,217.15,212.61,208.8,63.08,65.2,40.86,,,,,,
2021-09-24,218.75,213.77,209.96,64.68,66.36,42.02,,,,,,
2021-09-27,222.37,217.0,213.34,68.3,69.59,45.4,,,,,,
2021-09-28,220.19,214.75,211.48,66.12,67.34,43.54,-94259.0,89619.0,183878.0,42033.0,88040.0,46007.0
2021-09-29,222.93,217.5,213.77,68.87,69.63,45.62,,,,,,
2021-09-30,225.36,219.4,215.61,70.77,71.47,47.35,,,,,,
2021-10-01,225.0,220.83,218.9,76.37,76.69,52.42,,,,,,
2021-10-04,230.85,226.37,224.3,82.22,82.23,57.82,,,,,,
2021-10-05,235.79,230.83,228.57,87.16,86.69,62.09,-98024.0,74707.0,172731.0,50128.0,96337.0,46209.0
2021-10-06,230.82,226.22,224.16,82.19,82.08,57.68,,,,,,
2021-10-07,233.44,228.65,226.48,84.81,84.51,60.0,,,,,,
2021-10-08,236.62,231.08,228.63,87.99,86.94,62.15,,,,,,
2021-10-11,237.79,232.91,230.48,89.16,88.77,64.0,,,,,,
2021-10-12,238.29,233.3,230.7,89.66,89.16,64.22,-95693.0,92151.0,187844.0,46418.0,95120.0,48702.0
2021-10-13,240.55,234.91,232.17,91.92,90.77,65.69,,,,,,
2021-10-14,243.5,238.24,235.29,94.87,94.1,68.81,,,,,,
2021-10-15,248.64,242.51,239.05,100.01,98.37,72.57,,,,,,
2021-10-18,248.66,242.23,238.38,100.03,98.09,71.9,,,,,,
2021-10-19,247.55,241.76,238.57,98.92,97.62,72.09,-90655.0,94409.0,185064.0,47851.0,102670.0,54819.0
2021-10-20,250.84,244.69,241.29,102.21,100.55,74.81,,,,,,
2021-10-21,248.01,241.9,238.14,99.38,97.76,71.66,,,,,,
2021-10-22,248.21,241.56,237.66,99.58,97.42,71.18,,,,,,
2021-10-25,251.62,244.27,239.72,102.99,100.13,73.24,,,,,,
2021-10-26,251.68,244.72,240.33,103.05,100.58,73.85,-93917.0,75511.0,169428.0,50072.0,109641.0,59569.0
2021-10-27,244.97,237.92,233.97,96.34,93.78,67.49,,,,,,
2021-10-28,243.5,235.89,231.56,94.31,91.37,65.01,,,,,,
2021-10-29,246.2,236.97,231.82,95.39,91.63,64.84,,,,,,
2021-11-01,240.93,235.14,232.21,99.35,94.95,67.67,,,,,,
2021-11-02,245.01,238.04,234.29,103.43,97.85,69.75,-89128.0,72631.0,161759.0,48589.0,107640.0,59051.0
2021-11-03,233.85,228.26,225.66,92.27,88.07,61.12,,,,,,
2021-11-04,229.26,224.1,221.93,87.68,83.91,57.39,,,,,,
2021-11-05,232.09,227.62,225.83,90.51,87.43,61.29,,,,,,
2021-11-08,232.22,228.2,226.47,90.64,88.01,61.93,,,,,,
2021-11-09,237.52,233.38,231.37,95.94,93.19,66.83,-83165.0,86164.0,169329.0,43911.0,100166.0,56255.0
2021-11-10,229.72,226.46,224.96,88.14,86.27,60.42,,,,,,
2021-11-11,231.78,228.06,226.45,90.2,87.87,61.91,,,,,,
2021-11-12,231.14,226.85,225.06,89.56,86.66,60.52,,,,,,
2021-11-15,232.88,227.62,225.43,91.3,87.43,60.89,,,,,,
2021-11-16,234.97,229.36,226.8,93.39,89.17,62.26,-89623.0,95922.0,185545.0,52991.0,108045.0,55054.0
2021-11-17,228.03,223.05,221.0,86.45,82.86,56.46,,,,,,
2021-11-18,229.43,224.27,222.37,87.85,84.08,57.83,,,,,,
2021-11-19,221.19,215.69,214.04,79.61,75.5,49.5,,,,,,
2021-11-22,226.02,220.33,218.65,84.44,80.14,54.11,,,,,,
2021-11-23,233.72,227.83,225.98,92.14,87.64,61.44,-91195.0,92826.0,184021.0,54675.0,108443.0,53768.0
2021-11-24,231.97,226.59,225.03,90.39,86.4,60.49,,,,,,
2021-11-26,202.94,198.11,197.01,61.36,57.92,32.47,,,,,,
2021-11-29,207.71,203.3,202.18,66.55,63.09,37.63,,,,,,
2021-11-30,198.01,194.01,192.82,57.26,53.73,28.18,-84891.0,77168.0,162059.0,45274.0,92808.0,47534.0
2021-12-01,195.11,193.63,194.13,58.36,54.54,28.84,,,,,,
2021-12-02,196.77,195.08,195.32,60.02,55.99,30.03,,,,,,
2021-12-03,195.29,194.02,194.42,58.54,54.93,29.13,,,,,,
2021-12-06,204.33,202.83,202.99,67.58,63.74,37.7,,,,,,
2021-12-07,210.0,208.64,208.87,73.25,69.55,43.58,-89999.0,85704.0,175703.0,49633.0,89156.0,39523.0
2021-12-08,214.85,213.46,213.78,78.1,74.37,48.49,,,,,,
2021-12-09,212.84,211.65,212.04,76.09,72.56,46.75,,,,,,
2021-12-10,213.72,212.7,213.16,76.97,73.61,47.87,,,,,,
2021-12-13,211.65,210.57,211.04,74.9,71.48,45.75,,,,,,
2021-12-14,211.08,209.71,209.95,74.33,70.62,44.66,-97115.0,77642.0,174757.0,56109.0,92088.0,35979.0
2021-12-15,212.75,211.23,211.31,76.0,72.14,46.02,,,,,,
2021-12-16,217.78,216.44,216.44,81.03,77.35,51.15,,,,,,
2021-12-17,212.17,211.26,211.48,75.42,72.17,46.19,,,,,,
2021-12-20,209.0,207.86,207.84,72.25,68.77,42.55,,,,,,
2021-12-21,215.22,214.48,214.64,78.47,75.39,49.35,-97617.0,74641.0,172258.0,59829.0,99339.0,39510.0
2021-12-22,216.8,216.5,216.88,80.05,77.41,51.59,,,,,,
2021-12-23,220.61,220.33,220.32,83.86,81.24,55.03,,,,,,
2021-12-27,223.39,223.04,223.28,86.64,83.95,57.99,,,,,,
2021-12-28,224.71,224.6,225.01,87.96,85.51,59.72,-98376.0,71068.0,169444.0,57319.0,96023.0,38704.0
2021-12-29,227.17,226.66,226.88,90.42,87.57,61.59,,,,,,
2021-12-30,229.68,229.14,229.21,92.9,89.9,63.74,,,,,,
2021-12-31,222.85,222.46,222.86,86.22,83.55,57.62,,,,,,
2022-01-03,225.65,225.93,236.21,89.41,86.62,60.69,,,,,,
2022-01-04,227.63,228.2,238.72,91.39,88.89,63.2,-105530.0,85009.0,190539.0,64528.0,101875.0,37347.0
2022-01-05,229.21,229.75,240.45,92.97,90.44,64.93,,,,,,
2022-01-06,230.43,231.03,241.95,94.19,91.72,66.43,,,,,,
2022-01-07,229.89,230.58,241.97,93.65,91.27,66.45,,,,,,
2022-01-10,227.54,228.25,239.79,91.3,88.94,64.27,,,,,,
2022-01-11,235.74,236.07,247.37,99.5,96.76,71.85,-98422.0,108014.0,206436.0,59984.0,101579.0,41595.0
2022-01-12,239.08,239.36,250.25,102.84,100.05,74.73,,,,,,
2022-01-13,238.41,238.77,249.74,102.17,99.46,74.22,,,,,,
2022-01-14,241.9,242.37,253.24,105.66,103.06,77.72,,,,,,
2022-01-18,243.18,243.87,255.06,106.94,104.56,79.54,-98237.0,122041.0,220278.0,61375.0,105937.0,44562.0
2022-01-19,245.7,246.15,257.08,109.46,106.84,81.56,,,,,,
2022-01-20,246.22,246.62,257.58,109.98,107.31,82.06,,,,,,
2022-01-21,244.24,244.65,255.92,108.0,105.34,80.4,,,,,,
2022-01-24,239.8,240.21,251.72,103.56,100.9,76.2,,,,,,
2022-01-25,245.95,246.26,257.45,109.71,106.95,81.93,-99273.0,122459.0,221732.0,60247.0,106295.0,46048.0
2022-01-26,252.29,252.32,262.95,116.05,113.01,87.43,,,,,,
2022-01-27,252.1,252.1,263.08,115.86,112.79,87.56,,,,,,
2022-01-28,254.23,253.79,264.5,117.99,114.48,88.98,,,,,,
2022-01-31,255.43,255.44,266.04,119.64,116.02,90.38,,,,,,
2022-02-01,257.52,267.63,265.43,121.72,117.61,91.59,-103752.0,119126.0,222878.0,65867.0,108722.0,42855.0
2022-02-02,260.7,270.39,268.02,124.9,120.37,94.18,,,,,,
2022-02-03,264.27,273.67,271.18,128.47,123.65,97.34,,,,,,
2022-02-04,267.85,277.97,275.44,132.05,127.95,101.6,,,,,,
2022-02-07,268.53,279.0,276.25,132.73,128.98,102.41,,,,,,
2022-02-08,262.51,273.87,271.47,126.71,123.85,97.63,-101116.0,135898.0,237014.0,63337.0,108169.0,44832.0
2022-02-09,265.34,277.78,275.2,129.54,127.76,101.36,,,,,,
2022-02-10,266.54,279.15,276.17,130.74,129.13,102.33,,,,,,
2022-02-11,273.86,287.27,283.8,138.06,137.25,109.96,,,,,,
2022-02-14,277.94,290.68,287.21,142.14,140.66,113.37,,,,,,
2022-02-15,266.91,280.95,278.07,131.11,130.93,104.23,-101195.0,147106.0,248301.0,63288.0,107971.0,44683.0
2022-02-16,267.71,282.83,280.34,131.91,132.81,106.5,,,,,,
2022-02-17,264.86,279.6,277.19,129.06,129.58,103.35,,,,,,
2022-02-18,266.96,281.19,278.87,131.16,131.17,105.03,,,,,,
2022-02-22,271.08,285.43,282.98,135.28,135.41,109.14,-104752.0,138214.0,242966.0,64372.0,106268.0,41896.0
2022-02-23,272.53,287.6,285.45,136.73,137.58,111.61,,,,,,
2022-02-24,277.1,291.65,288.68,141.3,141.63,114.84,,,,,,
2022-02-25,272.73,287.41,284.8,136.93,137.39,110.96,,,,,,
2022-02-28,279.7,293.25,290.89,142.77,143.48,116.84,,,,,,
2022-03-01,308.87,306.21,299.82,158.39,158.8,130.72,-105204.0,127756.0,232960.0,62825.0,97193.0,34368.0
2022-03-02,330.83,327.49,319.29,180.35,180.08,150.19,,,,,,
2022-03-03,328.44,324.57,316.34,177.96,177.16,147.24,,,,,,
2022-03-04,354.4,347.64,337.95,203.92,200.23,168.85,,,,,,
2022-03-07,357.21,352.86,343.62,206.73,205.45,174.52,,,,,,
2022-03-08,368.26,363.92,352.46,217.78,216.51,183.36,-84749.0,104802.0,189551.0,47451.0,82887.0,35436.0
2022-03-09,329.38,325.37,314.58,178.9,177.96,145.48,,,,,,
2022-03-10,315.67,313.42,305.52,165.19,166.01,136.42,,,,,,
2022-03-11,331.21,328.0,319.4,180.73,180.59,150.3,,,,,,
2022-03-14,316.89,313.39,305.07,166.41,165.98,135.97,,,,,,
2022-03-15,299.81,296.57,289.5,149.33,149.16,120.4,-85873.0,92369.0,178242.0,44154.0,76383.0,32229.0
2022-03-16,298.75,295.2,287.69,148.27,147.79,118.59,,,,,,
2022-03-17,321.66,318.22,309.34,171.18,170.81,140.24,,,,,,
2022-03-18,323.88,320.59,311.96,173.4,173.18,142.86,,,,,,
2022-03-21,337.16,333.79,324.91,186.68,186.38,155.81,,,,,,
2022-03-22,333.07,330.46,322.66,182.59,183.05,153.56,-90386.0,91569.0,181955.0,48972.0,78640.0,29668.0
2022-03-23,343.87,341.95,334.69,193.39,194.54,165.59,,,,,,
2022-03-24,338.97,336.89,330.45,188.49,189.48,161.35,,,,,,
2022-03-25,347.0,343.63,336.7,196.52,196.22,167.6,,,,,,
2022-03-28,321.88,319.62,314.45,171.4,172.21,145.35,,,,,,
2022-03-29,320.33,317.67,312.21,169.85,170.26,143.11,-82800.0,94200.0,177000.0,40248.0,74554.0,34306.0
2022-03-30,332.5,328.64,323.06,180.82,181.11,153.83,,,,,,
2022-03-31,318.96,315.09,309.78,167.27,167.83,140.91,,,,,,
2022-04-01,315.35,310.89,304.87,167.53,168.94,143.01,,,,,,
2022-04-04,319.81,315.61,309.73,171.99,173.66,147.87,,,,,,
2022-04-05,316.49,313.11,307.89,168.67,171.16,146.03,-85037.0,100266.0,185303.0,42921.0,75072.0,32151.0
2022-04-06,304.62,301.86,297.28,156.8,159.91,135.42,,,,,,
2022-04-07,303.98,302.05,298.06,156.16,160.1,136.2,,,,,,
2022-04-08,313.16,310.91,306.4,165.34,168.96,144.54,,,,,,
2022-04-11,300.31,298.92,295.37,152.49,156.97,133.51,,,,,,
2022-04-12,315.38,313.75,309.78,167.56,171.8,147.92,-85759.0,97430.0,183189.0,41371.0,75981.0,34610.0
2022-04-13,329.13,327.06,322.33,181.31,185.11,160.47,,,,,,
2022-04-14,338.14,336.06,330.94,190.32,194.11,169.08,,,,,,
2022-04-18,337.81,335.8,331.22,189.99,193.85,169.36,,,,,,
2022-04-19,324.74,322.89,318.78,176.92,180.94,156.92,-85628.0,100965.0,186593.0,42537.0,80905.0,38368.0
2022-04-20,328.48,326.18,321.34,180.66,184.23,159.48,,,,,,
2022-04-21,333.86,331.75,326.45,186.04,189.8,164.59,,,,,,
2022-04-22,330.5,328.6,323.4,182.68,186.65,161.54,,,,,,
2022-04-25,323.98,322.06,316.65,176.16,180.11,154.79,,,,,,
2022-04-26,333.88,331.1,324.8,186.06,189.15,162.94,-84271.0,102168.0,186439.0,39189.0,78774.0,39585.0
2022-04-27,345.6,341.35,333.36,197.78,199.4,171.5,,,,,,
2022-04-28,350.34,347.59,340.09,204.02,206.13,178.14,,,,,,
2022-04-29,347.21,344.24,337.44,200.67,203.48,175.91,,,,,,
2022-05-02,351.01,342.91,331.45,207.44,208.95,180.25,,,,,,
2022-05-03,350.12,341.87,330.8,206.55,207.91,179.6,-83912.0,106482.0,190394.0,38385.0,79017.0,40632.0
2022-05-04,365.23,356.75,345.25,221.66,222.79,194.05,,,,,,
2022-05-05,365.87,358.0,346.78,222.3,224.04,195.58,,,,,,
2022-05-06,375.9,366.1,353.58,232.33,232.14,202.38,,,,,,
2022-05-09,364.19,352.96,340.16,220.62,219.0,188.96,,,,,,
2022-05-10,354.15,343.49,331.28,210.58,209.53,180.08,-80540.0,95443.0,175983.0,31380.0,73933.0,42553.0
2022-05-11,368.55,357.36,344.22,224.98,223.4,193.02,,,,,,
2022-05-12,379.17,364.5,348.84,235.6,230.54,197.64,,,,,,
2022-05-13,395.78,378.48,360.55,252.21,244.52,209.35,,,,,,
2022-05-16,402.29,384.05,365.23,258.72,250.09,214.03,,,,,,
2022-05-17,394.17,377.63,359.94,250.6,243.67,208.74,-83557.0,103032.0,186589.0,33729.0,75744.0,42015.0
2022-05-18,372.06,359.13,344.45,228.49,225.17,193.25,,,,,,
2022-05-19,383.17,367.76,351.38,239.6,233.8,200.18,,,,,,
2022-05-20,383.7,368.97,352.63,240.13,235.01,201.43,,,,,,
2022-05-23,379.77,368.02,352.84,236.2,234.06,201.64,,,,,,
2022-05-24,381.1,368.97,353.31,237.53,235.01,202.11,-81291.0,114197.0,195488.0,32479.0,72720.0,40241.0
2022-05-25,383.17,372.53,357.93,239.6,238.57,206.73,,,,,,
2022-05-26,387.74,379.24,365.15,244.17,245.28,213.95,,,,,,
2022-05-27,401.58,391.19,375.58,258.01,257.23,224.38,,,,,,
2022-05-31,408.04,391.62,374.55,258.44,256.2,221.4,-79581.0,114322.0,193903.0,33831.0,76373.0,42542.0
2022-06-01,407.16,387.12,367.52,273.98,268.77,231.77,,,,,,
2022-06-02,419.09,397.26,376.8,285.91,278.91,241.05,,,,,,
2022-06-03,425.22,402.78,382.09,292.04,284.43,246.34,,,,,,
2022-06-06,419.3,399.04,379.44,286.12,280.69,243.69,,,,,,
2022-06-07,415.77,397.88,380.15,282.59,279.53,244.4,-76413.0,112071.0,188484.0,30626.0,76207.0,45581.0
2022-06-08,422.19,404.25,386.17,289.01,285.9,250.42,,,,,,
2022-06-09,427.62,408.39,389.16,294.44,290.04,253.41,,,,,,
2022-06-10,417.22,399.76,381.78,284.04,281.41,246.03,,,,,,
2022-06-13,403.53,389.29,373.85,270.35,270.94,238.1,,,,,,
2022-06-14,399.38,384.19,368.25,266.2,265.84,232.5,-80202.0,112774.0,192976.0,31615.0,77081.0,45466.0
2022-06-15,389.42,377.05,361.78,256.24,258.7,226.03,,,,,,
2022-06-16,395.58,384.38,368.57,262.4,266.03,232.82,,,,,,
2022-06-17,379.3,368.12,352.37,246.12,249.77,216.62,,,,,,
2022-06-21,379.45,369.53,354.13,246.27,251.18,218.38,-80061.0,110342.0,190403.0,31513.0,76078.0,44565.0
2022-06-22,383.41,372.98,356.12,250.23,254.63,220.37,,,,,,
2022-06-23,376.56,366.1,350.0,243.38,247.75,214.25,,,,,,
2022-06-24,388.48,378.17,360.48,255.3,259.82,224.73,,,,,,
2022-06-27,383.72,373.99,359.27,250.54,255.64,223.52,,,,,,
2022-06-28,393.51,384.42,369.14,260.33,266.07,233.39,-80706.0,104016.0,184722.0,32197.0,76713.0,44516.0
2022-06-29,382.7,372.33,358.18,248.24,255.11,222.35,,,,,,
2022-06-30,364.98,353.63,340.19,229.54,237.12,207.86,,,,,,
2022-07-01,368.78,353.12,321.24,244.69,250.05,218.46,,,,,,
2022-07-05,332.9,319.06,289.82,208.81,215.99,187.04,-68364.0,94644.0,163008.0,27945.0,72974.0,45029.0
2022-07-06,323.66,309.05,280.72,199.57,205.98,177.94,,,,,,
2022-07-07,342.04,324.59,295.19,217.95,221.52,192.41,,,,,,
2022-07-08,344.71,328.24,299.67,220.62,225.17,196.89,,,,,,
2022-07-11,346.22,331.03,302.46,222.13,227.96,199.68,,,,,,
2022-07-12,326.46,311.85,283.6,202.37,208.78,180.82,-74230.0,103943.0,178173.0,32684.0,69950.0,37266.0
2022-07-13,323.37,308.06,279.85,199.28,204.99,177.07,,,,,,
2022-07-14,318.68,301.72,274.39,194.59,198.65,171.61,,,,,,
2022-07-15,321.32,305.41,278.59,197.23,202.34,175.81,,,,,,
2022-07-18,326.43,312.04,284.95,202.34,208.97,182.17,,,,,,
2022-07-19,330.75,316.89,289.94,206.66,213.82,187.16,-80385.0,89179.0,169564.0,39773.0,72601.0,32828.0
2022-07-20,327.54,313.56,287.47,203.45,210.49,184.69,,,,,,
2022-07-21,314.95,299.79,275.96,190.86,196.72,173.18,,,,,,
2022-07-22,322.28,302.68,276.42,198.19,199.61,173.64,,,,,,
2022-07-25,338.2,311.63,283.46,214.11,208.56,180.68,,,,,,
2022-07-26,335.5,308.18,281.22,211.41,205.11,178.44,-85124.0,73451.0,158575.0,45426.0,74362.0,28936.0
2022-07-27,342.88,315.36,288.31,218.79,212.29,185.53,,,,,,
2022-07-28,346.46,310.18,283.85,213.61,207.83,182.04,,,,,,
2022-07-29,348.81,311.32,286.52,214.75,210.5,184.76,,,,,,
2022-08-01,299.81,274.3,263.68,203.24,198.28,172.67,,,,,,
2022-08-02,305.67,278.26,266.69,209.1,202.24,175.68,-90434.0,71071.0,161505.0,50870.0,78784.0,27914.0
2022-08-03,291.22,266.44,256.37,194.65,190.42,165.36,,,,,,
2022-08-04,279.35,256.31,247.34,182.78,180.29,156.33,,,,,,
2022-08-05,285.56,260.28,249.85,188.99,184.26,158.84,,,,,,
2022-08-08,288.62,264.97,255.0,192.05,188.95,163.99,,,,,,
2022-08-09,296.02,270.75,259.03,199.45,194.73,168.02,-84134.0,71377.0,155511.0,45520.0,74485.0,28965.0
2022-08-10,307.03,279.45,267.13,210.46,203.43,176.12,,,,,,
2022-08-11,307.15,280.67,270.12,210.58,204.65,179.11,,,,,,
2022-08-12,304.6,278.17,267.78,208.03,202.15,176.77,,,,,,
2022-08-15,295.17,271.01,261.17,198.6,194.99,170.16,,,,,,
2022-08-16,290.07,266.03,256.17,193.5,190.01,165.16,-88556.0,71676.0,160232.0,47732.0,81394.0,33662.0
2022-08-17,293.45,271.17,260.9,196.88,195.15,169.89,,,,,,
2022-08-18,302.61,278.84,267.86,206.04,202.82,176.85,,,,,,
2022-08-19,301.75,278.89,268.72,205.18,202.87,177.71,,,,,,
2022-08-22,289.12,268.22,260.27,192.55,192.2,169.26,,,,,,
2022-08-23,293.3,274.63,266.82,196.73,198.61,175.81,-91873.0,74254.0,166127.0,52890.0,86547.0,33657.0
2022-08-24,280.07,264.7,259.66,183.5,188.68,168.65,,,,,,
2022-08-25,281.21,265.24,258.29,184.64,189.22,167.28,,,,,,
2022-08-26,285.13,267.74,260.33,188.56,191.72,169.32,,,,,,
2022-08-29,287.76,271.61,265.79,191.19,195.59,174.78,,,,,,
2022-08-30,269.44,253.03,248.32,172.61,178.12,158.6,-87993.0,69399.0,157392.0,49452.0,80689.0,31237.0
2022-08-31,260.59,243.08,238.79,162.66,168.59,149.58,,,,,,
2022-09-01,238.53,233.77,230.14,158.11,163.57,143.92,,,,,,
2022-09-02,246.36,240.59,236.1,165.94,170.39,149.88,,,,,,
2022-09-06,241.59,236.8,232.89,161.17,166.6,146.67,-84647.0,66466.0,151113.0,48642.0,79413.0,30771.0
2022-09-07,230.77,226.7,223.04,150.35,156.5,136.82,,,,,,
2022-09-08,234.61,230.77,227.1,154.19,160.57,140.88,,,,,,
2022-09-09,243.31,239.38,235.68,162.89,169.18,149.46,,,,,,
2022-09-12,244.48,240.97,237.78,164.06,170.77,151.56,,,,,,
2022-09-13,248.04,243.7,239.67,167.62,173.5,153.45,-79632.0,69746.0,149378.0,45228.0,75807.0,30579.0
2022-09-14,252.45,247.83,243.42,172.03,177.63,157.2,,,,,,
2022-09-15,242.87,238.48,234.02,162.45,168.28,147.8,,,,,,
2022-09-16,241.57,237.53,233.59,161.15,167.33,147.37,,,,,,
2022-09-19,246.41,241.51,236.79,165.99,171.31,150.57,,,,,,
2022-09-20,244.78,239.25,234.1,164.36,169.05,147.88,-79223.0,73499.0,152722.0,46646.0,77588.0,30942.0
2022-09-21,248.65,241.24,234.77,168.23,171.04,148.55,,,,,,
2022-09-22,251.57,243.16,236.45,171.15,172.96,150.23,,,,,,
2022-09-23,238.3,230.81,224.32,157.88,160.61,138.1,,,,,,
2022-09-26,238.42,228.88,220.95,158.0,158.68,134.73,,,,,,
2022-09-27,249.31,237.27,227.74,168.89,167.07,141.52,-78477.0,62234.0,140711.0,44290.0,78861.0,34571.0
2022-09-28,257.79,246.17,236.38,177.37,175.97,150.16,,,,,,
2022-09-29,250.76,240.27,231.31,171.47,170.9,145.88,,,,,,
2022-09-30,247.26,236.98,227.89,168.18,167.48,142.28,,,,,,
2022-10-03,251.29,239.32,232.65,182.49,178.91,151.27,,,,,,
2022-10-04,268.3,251.53,243.6,199.5,191.12,162.22,-83950.0,62980.0,146930.0,48495.0,78596.0,30101.0
2022-10-05,266.85,252.12,246.66,198.05,191.71,165.28,,,,,,
2022-10-06,268.14,253.44,247.99,199.34,193.03,166.61,,,,,,
2022-10-07,273.46,259.1,253.87,204.66,198.69,172.49,,,,,,
2022-10-10,262.28,249.09,244.95,193.48,188.68,163.57,,,,,,
2022-10-11,262.73,248.05,243.52,193.93,187.64,162.14,-79283.0,85797.0,165080.0,43537.0,73729.0,30192.0
2022-10-12,263.03,247.13,241.62,194.23,186.72,160.24,,,,,,
2022-10-13,270.34,253.21,247.13,201.54,192.8,165.75,,,,,,
2022-10-14,263.09,245.4,239.22,194.29,184.99,157.84,,,,,,
2022-10-17,259.31,243.44,237.49,190.51,183.03,156.11,,,,,,
2022-10-18,255.06,240.74,235.16,186.26,180.33,153.78,-77454.0,84822.0,162276.0,42126.0,70963.0,28837.0
2022-10-19,265.22,248.07,241.43,196.42,187.66,160.05,,,,,,
2022-10-20,264.78,246.61,239.45,195.98,186.2,158.07,,,,,,
2022-10-21,266.2,247.48,240.93,197.4,187.07,159.55,,,,,,
2022-10-24,273.02,249.84,242.55,204.22,189.43,161.17,,,,,,
2022-10-25,291.6,255.67,246.72,222.8,195.26,165.34,-80268.0,62431.0,142699.0,45138.0,77978.0,32840.0
2022-10-26,289.94,257.76,250.59,221.14,197.35,169.21,,,,,,
2022-10-27,301.16,264.15,255.23,232.36,203.74,173.85,,,,,,
2022-10-28,290.66,256.29,249.09,221.86,195.88,167.71,,,,,,
2022-10-31,281.07,252.57,245.89,218.14,192.68,164.92,,,,,,
2022-11-01,259.45,252.49,250.32,225.02,199.28,171.28,-80625.0,60697.0,141322.0,43935.0,75568.0,31633.0
2022-11-02,269.72,260.8,258.01,235.29,207.59,178.97,,,,,,
2022-11-03,269.39,258.28,255.56,234.96,205.07,176.52,,,,,,
2022-11-04,273.48,264.89,262.73,239.05,211.68,183.69,,,,,,
2022-11-07,265.31,259.23,258.1,230.88,206.02,179.06,,,,,,
2022-11-08,263.67,256.45,253.78,229.24,203.24,174.74,-89765.0,63459.0,153224.0,49004.0,83313.0,34309.0
2022-11-09,254.46,247.65,245.75,220.03,194.44,166.71,,,,,,
2022-11-10,256.63,250.86,249.19,222.2,197.65,170.15,,,,,,
2022-11-11,260.96,255.56,254.04,226.53,202.35,175.0,,,,,,
2022-11-14,252.85,247.19,245.77,218.42,193.98,166.73,,,,,,
2022-11-15,251.61,247.42,246.52,217.18,194.21,167.48,-87321.0,77187.0,164508.0,48671.0,79595.0,30924.0
2022-11-16,250.8,245.97,244.72,216.37,192.76,165.68,,,,,,
2022-11-17,245.47,239.75,238.12,211.04,186.54,159.08,,,,,,
2022-11-18,242.08,235.1,233.77,207.65,181.89,154.73,,,,,,
2022-11-21,243.71,236.46,235.2,209.28,183.25,156.16,,,,,,
2022-11-22,254.05,244.38,241.84,219.62,191.17,162.8,-92388.0,77975.0,170363.0,53168.0,83766.0,30598.0
2022-11-23,247.44,239.3,237.41,213.01,186.09,158.37,,,,,,
2022-11-25,232.82,227.29,226.95,198.39,174.08,147.91,,,,,,
2022-11-28,233.06,227.23,226.9,198.63,174.02,147.86,,,,,,
2022-11-29,233.21,228.78,228.92,200.18,176.04,149.99,-88996.0,67302.0,156298.0,54305.0,81462.0,27157.0
2022-11-30,241.85,238.47,238.25,209.87,185.37,159.14,,,,,,
