,XB1,XB2,XB3,XB1 R:02_0_D,XB2 R:02_0_D,XB3 R:02_0_D,.RBCOMN,.RBCOML,.RBCOMS,.RBMMN,.RBMML,.RBMMS
2013-01-01,,,,,,,-119121.0,72070.0,191191.0,70519.0,99262.0,28743.0
2013-01-02,279.51,279.0,291.95,63.86,87.76,67.43,,,,,,
2013-01-03,279.77,279.36,292.57,64.12,88.12,68.05,,,,,,
2013-01-04,276.43,276.82,291.07,60.78,85.58,66.55,,,,,,
2013-01-07,277.74,278.32,292.42,62.09,87.08,67.9,,,,,,
2013-01-08,279.44,280.26,294.58,63.79,89.02,70.06,-128603.0,75550.0,204153.0,78001.0,107119.0,29118.0
2013-01-09,277.89,278.98,293.86,62.24,87.74,69.34,,,,,,
2013-01-10,279.33,280.26,295.46,63.68,89.02,70.94,,,,,,
2013-01-11,273.95,275.43,291.65,58.3,84.19,67.13,,,,,,
2013-01-14,275.41,277.19,294.56,59.76,85.95,70.04,,,,,,
2013-01-15,270.66,272.61,290.26,55.01,81.37,65.74,-132555.0,96122.0,228677.0,78103.0,106103.0,28000.0
2013-01-16,272.14,273.85,291.15,56.49,82.61,66.63,,,,,,
2013-01-17,276.84,278.25,294.77,61.19,87.01,70.25,,,,,,
2013-01-18,279.68,281.13,297.4,64.03,89.89,72.88,,,,,,
2013-01-22,282.99,284.11,299.45,67.34,92.87,74.93,-135169.0,91704.0,226873.0,79589.0,109780.0,30191.0
2013-01-23,283.38,284.89,301.17,67.73,93.65,76.65,,,,,,
2013-01-24,286.29,287.67,303.72,70.64,96.43,79.2,,,,,,
2013-01-25,287.54,288.98,304.76,71.89,97.74,80.24,,,,,,
2013-01-28,293.48,294.09,308.54,77.83,102.85,84.02,,,,,,
2013-01-29,297.34,297.63,312.42,81.69,106.39,87.9,-143604.0,83167.0,226771.0,84875.0,116464.0,31589.0
2013-01-30,303.87,303.32,317.35,87.38,111.32,91.94,,,,,,
2013-01-31,302.58,303.17,318.09,87.23,112.06,92.79,,,,,,
2013-02-01,305.36,320.62,317.0,89.42,114.59,95.29,,,,,,
2013-02-04,301.15,316.87,313.39,85.21,110.84,91.68,,,,,,
2013-02-05,303.74,320.46,316.79,87.8,114.43,95.08,-154129.0,82574.0,236703.0,94042.0,121832.0,27790.0
2013-02-06,303.97,322.21,318.55,88.03,116.18,96.84,,,,,,
2013-02-07,299.99,320.07,317.59,84.05,114.04,95.88,,,,,,
2013-02-08,305.88,325.71,322.95,89.94,119.68,101.24,,,,,,
2013-02-11,302.12,322.53,320.15,86.18,116.5,98.44,,,,,,
2013-02-12,305.03,326.07,323.5,89.09,120.04,101.79,-151762.0,84630.0,236392.0,93790.0,125507.0,31717.0
2013-02-13,303.54,327.18,324.59,87.6,121.15,102.88,,,,,,
2013-02-14,311.66,331.64,328.16,95.72,125.61,106.45,,,,,,
2013-02-15,313.45,331.38,327.79,97.51,125.35,106.08,,,,,,
2013-02-19,312.12,331.52,328.12,96.18,125.49,106.41,-148895.0,89175.0,238070.0,93131.0,128040.0,34909.0
2013-02-20,305.95,325.85,323.0,90.01,119.82,101.29,,,,,,
2013-02-21,303.65,323.4,319.69,87.71,117.37,97.98,,,,,,
2013-02-22,307.96,326.58,322.38,92.02,120.55,100.67,,,,,,
2013-02-25,306.11,326.36,322.42,90.17,120.33,100.71,,,,,,
2013-02-26,298.16,319.88,316.17,82.22,113.85,94.46,-147017.0,90020.0,237037.0,90920.0,126012.0,35092.0
2013-02-27,285.65,310.63,308.0,72.97,105.68,87.08,,,,,,
2013-02-28,291.46,311.17,307.79,73.51,105.47,86.41,,,,,,
2013-03-01,312.86,308.86,302.55,75.2,106.54,86.66,,,,,,
2013-03-04,309.83,306.83,301.09,72.17,104.51,85.2,,,,,,
2013-03-05,314.82,311.96,306.01,77.16,109.64,90.12,-142866.0,82454.0,225320.0,86517.0,117135.0,30618.0
2013-03-06,312.47,310.53,305.11,74.81,108.21,89.22,,,,,,
2013-03-07,312.33,310.75,305.93,74.67,108.43,90.04,,,,,,
2013-03-08,320.35,318.35,312.89,82.69,116.03,97.0,,,,,,
2013-03-11,315.24,314.29,310.1,77.58,111.97,94.21,,,,,,
2013-03-12,315.02,313.81,309.51,77.36,111.49,93.62,-137703.0,90074.0,227777.0,80710.0,110094.0,29384.0
2013-03-13,314.23,313.18,308.93,76.57,110.86,93.04,,,,,,
2013-03-14,314.13,312.97,308.81,76.47,110.65,92.92,,,,,,
2013-03-15,316.38,315.03,310.77,78.72,112.71,94.88,,,,,,
2013-03-18,312.89,311.76,307.82,75.23,109.44,91.93,,,,,,
2013-03-19,304.51,304.03,300.59,66.85,101.71,84.7,-140104.0,89681.0,229785.0,83426.0,108361.0,24935.0
2013-03-20,311.63,310.2,305.99,73.97,107.88,90.1,,,,,,
2013-03-21,307.06,305.97,302.02,69.4,103.65,86.13,,,,,,
2013-03-22,306.25,305.12,301.41,68.59,102.8,85.52,,,,,,
2013-03-25,306.26,305.42,301.9,68.6,103.1,86.01,,,,,,
2013-03-26,311.06,310.25,306.63,73.4,107.93,90.74,-140282.0,95945.0,236227.0,85116.0,111449.0,26333.0
2013-03-27,311.55,311.18,307.73,74.33,109.03,91.91,,,,,,
2013-03-28,310.54,311.06,308.36,74.21,109.66,92.96,,,,,,
2013-04-01,310.15,308.21,304.91,73.3,109.51,93.11,,,,,,
2013-04-02,304.08,302.99,300.34,67.23,104.29,88.54,-140311.0,86406.0,226717.0,84057.0,109848.0,25791.0
2013-04-03,291.4,290.81,288.95,54.55,92.11,77.15,,,,,,
2013-04-04,289.87,289.61,287.83,53.02,90.91,76.03,,,,,,
2013-04-05,286.36,285.95,283.92,49.51,87.25,72.12,,,,,,
2013-04-08,290.93,290.44,288.14,54.08,91.74,76.34,,,,,,
2013-04-09,294.24,293.87,291.71,57.39,95.17,79.91,-122872.0,88134.0,211006.0,69505.0,97402.0,27897.0
2013-04-10,286.51,287.5,286.74,49.66,88.8,74.94,,,,,,
2013-04-11,283.1,284.02,283.21,46.25,85.32,71.41,,,,,,
2013-04-12,280.18,281.01,280.0,43.33,82.31,68.2,,,,,,
2013-04-15,275.76,276.07,274.65,38.91,77.37,62.85,,,,,,
2013-04-16,278.18,277.41,275.12,41.33,78.71,63.32,-114872.0,97567.0,212439.0,62676.0,87873.0,25197.0
2013-04-17,272.9,272.05,269.6,36.05,73.35,57.8,,,,,,
2013-04-18,275.55,274.83,272.61,38.7,76.13,60.81,,,,,,
2013-04-19,277.24,276.14,273.56,40.39,77.44,61.76,,,,,,
2013-04-22,276.94,276.15,273.96,40.09,77.45,62.16,,,,,,
2013-04-23,271.9,271.67,270.12,35.05,72.97,58.32,-103276.0,88624.0,191900.0,52726.0,76604.0,23878.0
2013-04-24,274.74,275.18,274.1,37.89,76.48,62.3,,,,,,
2013-04-25,281.18,281.06,279.29,44.33,82.36,67.49,,,,,,
2013-04-26,283.49,282.73,280.56,46.64,84.03,68.76,,,,,,
2013-04-29,282.75,282.2,280.42,46.11,83.89,68.88,,,,,,
2013-04-30,280.09,280.2,278.4,44.11,81.87,66.92,-94645.0,83149.0,177794.0,45535.0,75287.0,29752.0
2013-05-01,271.93,270.61,268.34,35.84,74.08,59.6,,,,,,
2013-05-02,278.06,276.54,274.18,41.97,80.01,65.44,,,,,,
2013-05-03,282.54,280.72,278.17,46.45,84.19,69.43,,,,,,
2013-05-06,286.57,284.99,282.42,50.48,88.46,73.68,,,,,,
2013-05-07,283.34,282.15,279.91,47.25,85.62,71.17,-94953.0,88833.0,183786.0,44683.0,75423.0,30740.0
2013-05-08,285.38,284.09,281.79,49.29,87.56,73.05,,,,,,
2013-05-09,288.51,286.82,284.12,52.42,90.29,75.38,,,,,,
2013-05-10,286.03,284.66,282.21,49.94,88.13,73.47,,,,,,
2013-05-13,282.1,280.84,278.53,46.01,84.31,69.79,,,,,,
2013-05-14,283.76,282.04,279.32,47.67,85.51,70.58,-98198.0,90996.0,189194.0,48117.0,77991.0,29874.0
2013-05-15,286.7,284.8,281.92,50.61,88.27,73.18,,,,,,
2013-05-16,288.22,286.29,283.36,52.13,89.76,74.62,,,,,,
2013-05-17,290.69,289.13,286.39,54.6,92.6,77.65,,,,,,
2013-05-20,290.56,289.24,286.77,54.47,92.71,78.03,,,,,,
2013-05-21,284.58,283.79,282.02,48.49,87.26,73.28,-99985.0,85202.0,185187.0,49802.0,84375.0,34573.0
2013-05-22,281.94,281.22,279.5,45.85,84.69,70.76,,,,,,
2013-05-23,282.81,281.81,279.81,46.72,85.28,71.07,,,,,,
2013-05-24,283.9,282.81,280.8,47.81,86.28,72.06,,,,,,
2013-05-28,285.28,284.54,282.86,49.19,88.01,74.12,-95896.0,83637.0,179533.0,44478.0,80555.0,36077.0
2013-05-29,280.31,279.8,278.39,44.22,83.27,69.65,,,,,,
2013-05-30,281.25,280.73,278.85,45.15,83.73,69.71,,,,,,
2013-05-31,277.89,275.49,273.63,39.91,78.51,64.46,,,,,,
2013-06-03,278.51,276.54,274.11,42.93,81.42,67.36,,,,,,
2013-06-04,281.82,279.94,277.41,46.24,84.82,70.66,-96213.0,80196.0,176409.0,44713.0,71570.0,26857.0
2013-06-05,282.3,280.39,277.66,46.72,85.27,70.91,,,,,,
2013-06-06,285.09,283.15,280.29,49.51,88.03,73.54,,,,,,
2013-06-07,287.15,285.62,283.26,51.57,90.5,76.51,,,,,,
2013-06-10,284.81,283.56,281.5,49.23,88.44,74.75,,,,,,
2013-06-11,282.31,280.99,278.9,46.73,85.87,72.15,-98211.0,92457.0,190668.0,46687.0,75326.0,28639.0
2013-06-12,281.01,280.16,278.55,45.43,85.04,71.8,,,,,,
2013-06-13,286.13,284.89,283.06,50.55,89.77,76.31,,,,,,
2013-06-14,289.67,288.3,286.36,54.09,93.18,79.61,,,,,,
2013-06-17,285.61,284.75,283.11,50.03,89.63,76.36,,,,,,
2013-06-18,287.94,287.06,285.35,52.36,91.94,78.6,-104833.0,91934.0,196767.0,52179.0,82451.0,30272.0
2013-06-19,289.24,288.34,286.48,53.66,93.22,79.73,,,,,,
2013-06-20,278.72,277.75,275.98,43.14,82.63,69.23,,,,,,
2013-06-21,276.17,274.67,272.68,40.59,79.55,65.93,,,,,,
2013-06-24,273.76,272.71,271.02,38.18,77.59,64.27,,,,,,
2013-06-25,273.74,272.48,270.81,38.16,77.36,64.06,-84570.0,93262.0,177832.0,36483.0,69378.0,32895.0
2013-06-26,273.06,271.78,270.14,37.48,76.66,63.39,,,,,,
2013-06-27,274.26,272.81,271.24,38.51,77.76,64.9,,,,,,
2013-06-28,275.2,271.56,269.88,37.26,76.4,63.28,,,,,,
2013-07-01,273.79,271.99,260.26,39.49,78.51,65.19,,,,,,
2013-07-02,278.33,276.34,264.37,44.03,82.86,69.3,-81964.0,83180.0,165144.0,37117.0,70573.0,33456.0
2013-07-03,283.82,281.54,269.2,49.52,88.06,74.13,,,,,,
2013-07-05,289.68,287.0,274.18,55.38,93.52,79.11,,,,,,
2013-07-08,288.37,286.17,273.09,54.07,92.69,78.02,,,,,,
2013-07-09,292.6,289.49,275.66,58.3,96.01,80.59,-94474.0,79711.0,174185.0,43587.0,76518.0,32931.0
2013-07-10,301.49,296.76,279.94,67.19,103.28,84.87,,,,,,
2013-07-11,302.14,297.1,280.17,67.84,103.62,85.1,,,,,,
2013-07-12,311.75,304.39,285.9,77.45,110.91,90.83,,,,,,
2013-07-15,310.29,303.03,285.16,75.99,109.55,90.09,,,,,,
2013-07-16,313.43,305.3,287.02,79.13,111.82,91.95,-104630.0,76626.0,181256.0,52743.0,87785.0,35042.0
2013-07-17,311.01,303.81,286.51,76.71,110.33,91.44,,,,,,
2013-07-18,310.98,304.49,287.79,76.68,111.01,92.72,,,,,,
2013-07-19,312.34,305.81,288.88,78.04,112.33,93.81,,,,,,
2013-07-22,305.51,301.82,286.26,71.21,108.34,91.19,,,,,,
2013-07-23,305.91,302.9,287.55,71.61,109.42,92.48,-112575.0,78126.0,190701.0,61456.0,104741.0,43285.0
2013-07-24,305.48,302.19,286.47,71.18,108.71,91.4,,,,,,
2013-07-25,301.7,298.55,283.43,67.4,105.07,88.36,,,,,,
2013-07-26,304.44,300.33,284.56,70.14,106.85,89.49,,,,,,
2013-07-29,301.25,297.8,282.81,66.95,104.32,87.74,,,,,,
2013-07-30,301.85,297.5,282.04,66.65,103.55,86.96,-113457.0,61869.0,175326.0,62326.0,110323.0,47997.0
2013-07-31,304.42,299.63,284.63,68.78,106.14,89.88,,,,,,
2013-08-01,302.84,288.29,283.54,71.99,109.8,93.63,,,,,,
2013-08-02,299.47,285.57,281.36,68.62,107.08,91.45,,,,,,
2013-08-05,295.06,282.37,278.86,64.21,103.88,88.95,,,,,,
2013-08-06,291.51,278.74,275.14,60.66,100.25,85.23,-108823.0,64716.0,173539.0,60763.0,106144.0,45381.0
2013-08-07,287.11,275.09,271.6,56.26,96.6,81.69,,,,,,
2013-08-08,285.76,273.83,270.15,54.91,95.34,80.24,,,,,,
2013-08-09,290.82,278.32,274.06,59.97,99.83,84.15,,,,,,
2013-08-12,290.41,278.54,274.8,59.56,100.05,84.89,,,,,,
2013-08-13,294.25,281.94,277.82,63.4,103.45,87.91,-98042.0,77917.0,175959.0,50363.0,94280.0,43917.0
2013-08-14,298.3,284.77,280.17,67.45,106.28,90.26,,,,,,
2013-08-15,298.45,285.45,281.18,67.6,106.96,91.27,,,,,,
2013-08-16,296.75,284.64,280.78,65.9,106.15,90.87,,,,,,
2013-08-19,293.33,281.63,277.89,62.48,103.14,87.98,,,,,,
2013-08-20,292.72,281.84,278.26,61.87,103.35,88.35,-98771.0,84467.0,183238.0,50786.0,95541.0,44755.0
2013-08-21,293.77,281.84,277.65,62.92,103.35,87.74,,,,,,
2013-08-22,296.48,283.84,279.3,65.63,105.35,89.39,,,,,,
2013-08-23,300.72,287.07,282.29,69.87,108.58,92.38,,,,,,
2013-08-26,295.17,283.45,279.42,64.32,104.96,89.51,,,,,,
2013-08-27,303.41,291.27,287.07,72.56,112.78,97.16,-106311.0,81481.0,187792.0,54849.0,97524.0,42675.0
2013-08-28,309.45,296.16,291.78,78.6,117.67,101.87,,,,,,
2013-08-29,306.64,293.06,288.7,75.5,114.59,98.7,,,,,,
2013-08-30,301.83,289.01,285.33,71.45,111.22,95.76,,,,,,
2013-09-03,286.46,283.74,281.38,68.9,109.63,94.67,-110503.0,82569.0,193072.0,57776.0,101665.0,43889.0
2013-09-04,286.43,284.22,282.25,68.87,110.11,95.54,,,,,,
2013-09-05,283.6,282.23,280.84,66.04,108.12,94.13,,,,,,
2013-09-06,285.37,284.33,282.83,67.81,110.22,96.12,,,,,,
2013-09-09,280.24,279.5,278.27,62.68,105.39,91.56,,,,,,
2013-09-10,273.57,272.45,271.08,56.01,98.34,84.37,-105768.0,87620.0,193388.0,56030.0,96065.0,40035.0
2013-09-11,271.22,270.42,269.18,53.66,96.31,82.47,,,,,,
2013-09-12,276.27,275.37,273.99,58.71,101.26,87.28,,,,,,
2013-09-13,276.96,275.69,273.97,59.4,101.58,87.26,,,,,,
2013-09-16,271.66,270.65,269.11,54.1,96.54,82.4,,,,,,
2013-09-17,266.11,264.95,263.4,48.55,90.84,76.69,-93896.0,88436.0,182332.0,46440.0,83567.0,37127.0
2013-09-18,274.21,272.68,270.62,56.65,98.57,83.91,,,,,,
2013-09-19,269.72,267.96,265.78,52.16,93.85,79.07,,,,,,
2013-09-20,268.42,266.74,264.71,50.86,92.63,78.0,,,,,,
2013-09-23,262.3,261.5,260.1,44.74,87.39,73.39,,,,,,
2013-09-24,265.92,264.69,262.96,48.36,90.58,76.25,-89696.0,79980.0,169676.0,44017.0,76315.0,32298.0
2013-09-25,267.29,265.69,263.61,49.73,91.58,76.9,,,,,,
2013-09-26,270.5,268.87,266.47,52.94,94.76,79.76,,,,,,
2013-09-27,267.62,266.02,263.78,50.06,91.91,77.07,,,,,,
2013-09-30,263.47,262.82,261.07,46.86,89.2,74.64,,,,,,
2013-10-01,261.06,259.47,259.11,45.1,87.6,73.15,-86824.0,79673.0,166497.0,41627.0,71316.0,29689.0
2013-10-02,262.87,261.43,261.08,46.91,89.56,75.12,,,,,,
2013-10-03,263.96,262.2,261.57,48.0,90.33,75.61,,,,,,
2013-10-04,260.76,259.64,259.36,44.8,87.77,73.4,,,,,,
2013-10-07,262.61,261.71,261.46,46.65,89.84,75.5,,,,,,
2013-10-08,263.06,262.17,261.97,47.1,90.3,76.01,-87332.0,73641.0,160973.0,44126.0,71450.0,27324.0
2013-10-09,262.3,260.82,260.34,46.34,88.95,74.38,,,,,,
2013-10-10,269.81,268.33,267.83,53.85,96.46,81.87,,,,,,
2013-10-11,266.81,265.28,264.79,50.85,93.41,78.83,,,,,,
2013-10-14,266.68,264.89,264.33,50.72,93.02,78.37,,,,,,
2013-10-15,265.98,264.44,264.01,50.02,92.57,78.05,-84931.0,77597.0,162528.0,40366.0,68905.0,28539.0
2013-10-16,270.21,268.38,267.88,54.25,96.51,81.92,,,,,,
2013-10-17,264.79,263.44,263.16,48.83,91.57,77.2,,,,,,
2013-10-18,267.32,265.79,265.55,51.36,93.92,79.59,,,,,,
2013-10-21,265.38,264.01,263.83,49.42,92.14,77.87,,,,,,
2013-10-22,261.67,260.68,261.03,45.71,88.81,75.07,-87265.0,68835.0,156100.0,40463.0,69252.0,28789.0
2013-10-23,255.23,254.31,254.86,39.27,82.44,68.9,,,,,,
2013-10-24,258.96,257.24,257.23,43.0,85.37,71.27,,,,,,
2013-10-25,258.71,256.74,256.9,42.75,84.87,70.94,,,,,,
2013-10-28,263.09,261.03,261.21,47.13,89.16,75.25,,,,,,
2013-10-29,260.98,259.17,259.86,45.02,87.3,73.9,-88327.0,62752.0,151079.0,42340.0,71584.0,29244.0
2013-10-30,265.08,262.16,262.48,48.01,89.92,76.54,,,,,,
2013-10-31,263.37,258.7,259.13,44.55,86.57,73.23,,,,,,
2013-11-01,254.54,254.61,255.82,40.39,82.05,68.59,,,,,,
2013-11-04,252.82,252.65,253.97,38.67,80.09,66.74,,,,,,
2013-11-05,251.61,251.23,252.55,37.46,78.67,65.32,-83722.0,66793.0,150515.0,38392.0,73274.0,34882.0
2013-11-06,254.8,253.9,255.01,40.65,81.34,67.78,,,,,,
2013-11-07,250.31,249.94,251.16,36.16,77.38,63.93,,,,,,
2013-11-08,255.34,254.63,255.69,41.19,82.07,68.46,,,,,,
2013-11-11,259.65,258.73,259.67,45.5,86.17,72.44,,,,,,
2013-11-12,258.64,257.44,258.21,44.49,84.88,70.98,-83828.0,72534.0,156362.0,40789.0,73764.0,32975.0
2013-11-13,262.8,261.31,261.8,48.65,88.75,74.57,,,,,,
2013-11-14,268.37,266.24,266.35,54.22,93.68,79.12,,,,,,
2013-11-15,265.77,263.89,264.45,51.62,91.33,77.22,,,,,,
2013-11-18,265.68,263.64,264.08,51.53,91.08,76.85,,,,,,
2013-11-19,263.95,261.99,262.26,49.8,89.43,75.03,-86187.0,78735.0,164922.0,44408.0,77118.0,32710.0
2013-11-20,266.3,264.58,264.83,52.15,92.02,77.6,,,,,,
2013-11-21,274.38,271.91,271.59,60.23,99.35,84.36,,,,,,
2013-11-22,272.61,271.11,271.41,58.46,98.55,84.18,,,,,,
2013-11-25,268.07,267.36,268.3,53.92,94.8,81.07,,,,,,
2013-11-26,268.69,268.25,269.26,54.54,95.69,82.03,-93339.0,62344.0,155683.0,47965.0,79152.0,31187.0
2013-11-27,269.83,269.46,270.43,55.68,96.9,83.2,,,,,,
2013-11-29,268.41,266.28,267.32,52.5,93.79,80.2,,,,,,
2013-12-02,267.84,269.36,271.59,54.06,95.83,82.42,,,,,,
2013-12-03,272.37,273.83,275.91,58.59,100.3,86.74,-94834.0,54704.0,149538.0,49110.0,81506.0,32396.0
2013-12-04,271.92,273.38,275.34,58.14,99.85,86.17,,,,,,
2013-12-05,271.27,272.69,274.51,57.49,99.16,85.34,,,,,,
2013-12-06,272.69,274.1,275.84,58.91,100.57,86.67,,,,,,
2013-12-09,267.49,269.01,270.83,53.71,95.48,81.66,,,,,,
2013-12-10,268.29,269.57,271.27,54.51,96.04,82.1,-97087.0,69798.0,166885.0,50048.0,83737.0,33689.0
2013-12-11,266.11,267.68,269.58,52.33,94.15,80.41,,,,,,
2013-12-12,263.48,264.86,266.8,49.7,91.33,77.63,,,,,,
2013-12-13,262.93,264.38,266.23,49.15,90.85,77.06,,,,,,
2013-12-16,264.37,265.86,267.79,50.59,92.33,78.62,,,,,,
2013-12-17,264.72,265.86,267.41,50.94,92.33,78.24,-92766.0,73928.0,166694.0,47921.0,80297.0,32376.0
2013-12-18,269.73,270.77,272.22,55.95,97.24,83.05,,,,,,
2013-12-19,274.01,274.69,275.77,60.23,101.16,86.6,,,,,,
2013-12-20,278.31,278.48,279.28,64.53,104.95,90.11,,,,,,
2013-12-23,278.03,278.07,278.83,64.25,104.54,89.66,,,,,,
2013-12-24,281.42,281.34,281.92,67.64,107.81,92.75,-103691.0,66370.0,170061.0,56462.0,87612.0,31150.0
2013-12-26,282.0,281.49,281.98,68.22,107.96,92.81,,,,,,
2013-12-27,281.61,280.95,281.51,67.83,107.42,92.34,,,,,,
2013-12-30,278.77,278.69,279.33,65.57,105.24,90.7,,,,,,
2013-12-31,278.58,278.59,279.19,65.47,105.1,90.43,-110473.0,54739.0,165212.0,61989.0,92772.0,30783.0
2014-01-02,269.5,270.87,288.6,56.38,96.78,82.93,,,,,,
2014-01-03,264.88,266.33,284.27,51.76,92.24,78.6,,,,,,
2014-01-06,264.6,265.99,283.98,51.48,91.9,78.31,,,,,,
2014-01-07,267.86,268.75,286.08,54.74,94.66,80.41,-104185.0,54871.0,159056.0,58835.0,86856.0,28021.0
2014-01-08,265.63,266.83,284.58,52.51,92.74,78.91,,,,,,
2014-01-09,264.26,265.52,283.3,51.14,91.43,77.63,,,,,,
2014-01-10,266.91,267.97,285.47,53.79,93.88,79.8,,,,,,
2014-01-13,263.41,264.7,282.67,50.29,90.61,77.0,,,,,,
2014-01-14,262.24,263.53,281.59,49.12,89.44,75.92,-90066.0,73441.0,163507.0,49026.0,83588.0,34562.0
2014-01-15,262.64,264.2,282.45,49.52,90.11,76.78,,,,,,
2014-01-16,259.51,261.09,279.49,46.39,87.0,73.82,,,,,,
2014-01-17,262.04,263.09,281.01,48.92,89.0,75.34,,,,,,
2014-01-21,262.06,263.34,281.44,48.94,89.25,75.77,-79117.0,90203.0,169320.0,43716.0,83105.0,39389.0
2014-01-22,267.71,268.82,286.68,54.59,94.73,81.01,,,,,,
2014-01-23,266.18,266.97,284.72,53.06,92.88,79.05,,,,,,
2014-01-24,266.32,267.06,284.74,53.2,92.97,79.07,,,,,,
2014-01-27,262.17,263.29,281.5,49.05,89.2,75.83,,,,,,
2014-01-28,262.78,263.76,282.4,49.66,89.67,76.73,-75728.0,93442.0,169170.0,41619.0,82515.0,40896.0
2014-01-29,266.09,266.86,284.73,52.97,92.77,79.06,,,,,,
2014-01-30,266.26,267.43,285.5,53.54,93.54,79.78,,,,,,
2014-01-31,262.72,263.14,281.33,49.25,89.37,75.78,,,,,,
2014-02-03,260.69,279.57,279.57,46.8,87.61,74.1,,,,,,
2014-02-04,260.31,279.31,279.3,46.42,87.35,73.83,-71642.0,93230.0,164872.0,39146.0,81329.0,42183.0
2014-02-05,264.13,282.69,282.54,50.24,90.73,77.07,,,,,,
2014-02-06,268.3,286.09,285.82,54.41,94.13,80.35,,,,,,
2014-02-07,274.89,292.38,292.05,61.0,100.42,86.58,,,,,,
2014-02-10,272.48,290.43,290.05,58.59,98.47,84.58,,,,,,
2014-02-11,275.26,292.69,292.0,61.37,100.73,86.53,-79727.0,101784.0,181511.0,39994.0,81087.0,41093.0
2014-02-12,276.31,293.67,292.88,62.42,101.71,87.41,,,,,,
2014-02-13,277.72,294.81,293.99,63.83,102.85,88.52,,,,,,
2014-02-14,280.53,297.22,296.21,66.64,105.26,90.74,,,,,,
2014-02-18,283.23,300.07,299.09,69.34,108.11,93.62,-92092.0,99787.0,191879.0,54228.0,88727.0,34499.0
2014-02-19,282.47,299.68,298.69,68.58,107.72,93.22,,,,,,
2014-02-20,284.66,302.1,300.73,70.77,110.14,95.26,,,,,,
2014-02-21,283.33,300.3,299.02,69.44,108.34,93.55,,,,,,
2014-02-24,283.36,300.7,299.63,69.47,108.74,94.16,,,,,,
2014-02-25,279.81,297.16,296.16,65.92,105.2,90.69,-104168.0,85721.0,189889.0,66811.0,100076.0,33265.0
2014-02-26,279.92,298.57,297.44,66.03,106.61,91.97,,,,,,
2014-02-27,276.18,296.05,295.06,63.51,104.23,89.83,,,,,,
2014-02-28,278.98,297.74,296.75,65.2,105.92,91.48,,,,,,
2014-03-03,302.03,301.2,298.31,69.49,110.37,95.98,,,,,,
2014-03-04,298.53,297.46,294.41,65.99,106.63,92.08,-108469.0,79606.0,188075.0,68979.0,104857.0,35878.0
2014-03-05,294.03,292.97,290.02,61.49,102.14,87.69,,,,,,
2014-03-06,294.55,293.62,290.77,62.01,102.79,88.44,,,,,,
2014-03-07,297.38,296.44,293.41,64.84,105.61,91.08,,,,,,
2014-03-10,294.94,294.08,291.13,62.4,103.25,88.8,,,,,,
2014-03-11,296.7,295.72,292.58,64.16,104.89,90.25,-109279.0,82779.0,192058.0,70350.0,107939.0,37589.0
2014-03-12,295.58,294.44,291.12,63.04,103.61,88.79,,,,,,
2014-03-13,293.29,292.41,289.35,60.75,101.58,87.02,,,,,,
2014-03-14,295.97,295.02,291.97,63.43,104.19,89.64,,,,,,
2014-03-17,288.11,287.31,284.52,55.57,96.48,82.19,,,,,,
2014-03-18,290.28,289.53,286.7,57.74,98.7,84.37,-108883.0,85714.0,194597.0,73565.0,108548.0,34983.0
2014-03-19,286.88,286.27,283.8,54.34,95.44,81.47,,,,,,
2014-03-20,289.55,288.89,286.34,57.01,98.06,84.01,,,,,,
2014-03-21,290.79,289.96,287.29,58.25,99.13,84.96,,,,,,
2014-03-24,289.09,288.57,286.29,56.55,97.74,83.96,,,,,,
2014-03-25,288.28,288.17,286.25,55.74,97.34,83.92,-107501.0,94297.0,201798.0,70024.0,106355.0,36331.0
2014-03-26,290.89,290.63,288.48,58.35,99.8,86.15,,,,,,
2014-03-27,294.26,293.94,291.64,61.72,103.11,89.31,,,,,,
2014-03-28,293.75,293.67,291.83,61.21,102.84,89.5,,,,,,
2014-03-31,291.1,291.79,290.35,59.33,101.36,88.31,,,,,,
2014-04-01,286.97,285.37,282.82,54.51,96.38,83.17,-103563.0,88553.0,192116.0,69093.0,104929.0,35836.0
2014-04-02,286.68,284.51,281.62,54.22,95.52,81.97,,,,,,
2014-04-03,291.18,288.83,285.81,58.72,99.84,86.16,,,,,,
2014-04-04,293.13,290.68,287.49,60.67,101.69,87.84,,,,,,
2014-04-07,292.6,290.05,286.83,60.14,101.06,87.18,,,,,,
2014-04-08,298.01,295.34,291.95,65.55,106.35,92.3,-104911.0,94279.0,199190.0,65924.0,102072.0,36148.0
2014-04-09,300.84,297.91,294.29,68.38,108.92,94.64,,,,,,
2014-04-10,300.79,297.54,293.77,68.33,108.55,94.12,,,,,,
2014-04-11,301.44,297.62,293.58,68.98,108.63,93.93,,,,,,
2014-04-14,303.84,300.31,296.5,71.38,111.32,96.85,,,,,,
2014-04-15,304.21,301.11,297.39,71.75,112.12,97.74,-114575.0,96574.0,211149.0,80666.0,118307.0,37641.0
2014-04-16,304.05,301.09,297.43,71.59,112.1,97.78,,,,,,
2014-04-17,305.47,302.28,298.46,73.01,113.29,98.81,,,,,,
2014-04-21,308.69,304.49,300.02,76.23,115.5,100.37,,,,,,
2014-04-22,309.52,304.46,299.76,77.06,115.47,100.11,-117237.0,94554.0,211791.0,82681.0,123531.0,40850.0
