,CO1,CO2,CO3,CO1 R:02_0_D,CO2 R:02_0_D,CO3 R:02_0_D,.BRCOMN,.BRCOML,.BRCOMS,.BRMMN,.BRMML,.BRMMS
2015-06-11,65.11,65.79,66.41,21.3,32.34,37.57,,,,,,
2015-06-12,63.87,64.64,65.27,20.06,31.19,36.43,,,,,,
2015-06-15,62.61,63.95,64.66,19.37,30.58,35.9,,,,,,
2015-06-16,63.7,64.49,65.18,19.12,30.41,35.84,-461861.0,612987.0,1074848.0,74462.0,305526.0,231064.0
2015-06-17,63.87,64.67,65.36,19.29,30.59,36.02,,,,,,
2015-06-18,64.26,64.99,65.65,19.68,30.91,36.31,,,,,,
2015-06-19,63.02,63.77,64.45,18.44,29.69,35.11,,,,,,
2015-06-22,63.34,64.1,64.78,18.76,30.02,35.44,,,,,,
2015-06-23,64.45,65.13,65.75,19.87,31.05,36.41,-457353.0,648295.0,1105648.0,64018.0,314205.0,250187.0
2015-06-24,63.49,64.16,64.77,18.91,30.08,35.43,,,,,,
2015-06-25,63.2,63.76,64.32,18.62,29.68,34.98,,,,,,
2015-06-26,63.26,63.84,64.41,18.68,29.76,35.07,,,,,,
2015-06-29,62.01,62.6,63.18,17.43,28.52,33.84,,,,,,
2015-06-30,63.59,64.14,64.67,19.01,30.06,35.33,-449951.0,672473.0,1122424.0,66297.0,326289.0,259992.0
2015-07-01,62.01,62.47,62.96,17.43,28.39,33.62,,,,,,
2015-07-02,62.07,62.57,63.05,17.49,28.49,33.71,,,,,,
2015-07-03,60.32,60.84,61.36,15.74,26.76,32.02,,,,,,
2015-07-06,56.54,57.03,57.55,11.96,22.95,28.21,,,,,,
2015-07-07,56.85,57.36,57.87,12.27,23.28,28.53,-443667.0,687197.0,1130864.0,66369.0,331630.0,265261.0
2015-07-08,57.05,57.39,57.84,12.47,23.31,28.5,,,,,,
2015-07-09,58.61,58.88,59.25,14.03,24.8,29.91,,,,,,
2015-07-10,58.73,59.0,59.42,14.15,24.92,30.08,,,,,,
2015-07-13,57.85,58.15,58.61,13.27,24.07,29.27,,,,,,
2015-07-14,58.51,58.68,59.1,13.93,24.6,29.76,-473380.0,644740.0,1118120.0,80471.0,347962.0,267491.0
2015-07-15,57.05,57.12,57.46,12.37,22.96,28.07,,,,,,
2015-07-16,57.51,56.92,57.31,12.17,22.81,27.93,,,,,,
2015-07-17,57.1,57.47,57.97,12.35,22.97,28.08,,,,,,
2015-07-20,56.65,57.0,57.51,11.9,22.5,27.62,,,,,,
2015-07-21,57.04,57.45,58.0,12.29,22.95,28.11,-450248.0,641949.0,1092197.0,56387.0,333681.0,277294.0
2015-07-22,56.13,56.49,57.02,11.38,21.99,27.13,,,,,,
2015-07-23,55.27,55.65,56.2,10.52,21.15,26.31,,,,,,
2015-07-24,54.62,55.02,55.57,9.87,20.52,25.68,,,,,,
2015-07-27,53.47,53.93,54.51,8.72,19.43,24.62,,,,,,
2015-07-28,53.3,53.86,54.5,8.55,19.36,24.61,-374501.0,696621.0,1071122.0,5870.0,303746.0,297876.0
2015-07-29,53.38,54.04,54.75,8.63,19.54,24.86,,,,,,
2015-07-30,53.31,53.98,54.7,8.56,19.48,24.81,,,,,,
2015-07-31,52.21,52.85,53.55,7.46,18.35,23.66,,,,,,
2015-08-03,49.52,50.19,50.95,4.77,15.69,21.06,,,,,,
2015-08-04,49.99,50.63,51.43,5.24,16.13,21.54,-338468.0,730260.0,1068728.0,-30761.0,292300.0,323061.0
2015-08-05,49.59,50.15,50.89,4.84,15.65,21.0,,,,,,
2015-08-06,49.52,50.09,50.84,4.77,15.59,20.95,,,,,,
2015-08-07,48.61,49.24,50.03,3.86,14.74,20.14,,,,,,
2015-08-10,50.41,51.02,51.8,5.66,16.52,21.91,,,,,,
2015-08-11,49.18,49.71,50.5,4.43,15.21,20.61,-322377.0,742723.0,1065100.0,-66812.0,285945.0,352757.0
2015-08-12,49.66,50.18,50.95,4.91,15.68,21.06,,,,,,
2015-08-13,49.22,49.63,50.43,4.36,15.16,20.59,,,,,,
2015-08-14,49.03,49.19,50.05,3.92,14.78,20.24,,,,,,
2015-08-17,48.74,49.58,50.44,3.47,14.31,19.77,,,,,,
2015-08-18,48.81,49.58,50.39,3.54,14.31,19.72,-325548.0,696433.0,1021981.0,-69724.0,295314.0,365038.0
2015-08-19,47.16,47.93,48.73,1.89,12.66,18.06,,,,,,
2015-08-20,46.62,47.35,48.12,1.35,12.08,17.45,,,,,,
2015-08-21,45.46,46.2,46.97,0.19,10.93,16.3,,,,,,
2015-08-24,42.69,43.49,44.29,-2.58,8.22,13.62,,,,,,
2015-08-25,43.21,44.06,44.88,-2.06,8.79,14.21,-308607.0,736748.0,1045355.0,-70349.0,288986.0,359335.0
2015-08-26,43.14,43.93,44.68,-2.13,8.66,14.01,,,,,,
2015-08-27,47.56,48.36,49.12,2.29,13.09,18.45,,,,,,
2015-08-28,50.05,50.86,51.67,4.78,15.59,21.0,,,,,,
2015-08-31,54.15,54.99,55.8,8.88,19.72,25.13,,,,,,
2015-09-01,49.56,50.36,51.17,4.29,15.09,20.5,-340855.0,712334.0,1053189.0,-68134.0,288099.0,356233.0
2015-09-02,50.5,51.29,52.09,5.23,16.02,21.42,,,,,,
2015-09-03,50.68,51.53,52.35,5.41,16.26,21.68,,,,,,
2015-09-04,49.61,50.5,51.33,4.34,15.23,20.66,,,,,,
2015-09-07,47.63,48.5,49.33,2.36,13.23,18.66,,,,,,
2015-09-08,49.52,50.41,51.23,4.25,15.14,20.56,-364710.0,762432.0,1127142.0,-39981.0,290733.0,330714.0
2015-09-09,47.58,48.52,49.39,2.31,13.25,18.72,,,,,,
2015-09-10,48.89,49.85,50.73,3.62,14.58,20.06,,,,,,
2015-09-11,48.14,49.04,49.89,2.87,13.77,19.22,,,,,,
2015-09-14,46.37,47.35,48.25,1.18,12.13,17.61,,,,,,
2015-09-15,46.63,47.75,48.58,1.58,12.46,17.9,-350326.0,770927.0,1121253.0,-54106.0,288533.0,342639.0
2015-09-16,49.75,50.52,51.32,3.58,14.4,19.81,,,,,,
2015-09-17,49.08,49.86,50.64,2.91,13.74,19.13,,,,,,
2015-09-18,47.47,48.23,49.01,1.3,12.11,17.5,,,,,,
2015-09-21,48.92,49.69,50.47,2.75,13.57,18.96,,,,,,
2015-09-22,49.08,49.87,50.66,2.91,13.75,19.15,-368302.0,758655.0,1126957.0,-41735.0,301136.0,342871.0
2015-09-23,47.75,48.48,49.25,1.58,12.36,17.74,,,,,,
2015-09-24,48.17,48.86,49.59,2.0,12.74,18.08,,,,,,
2015-09-25,48.6,49.27,49.99,2.43,13.15,18.48,,,,,,
2015-09-28,47.34,48.01,48.7,1.17,11.89,17.19,,,,,,
2015-09-29,48.23,48.86,49.51,2.06,12.74,18.0,-359188.0,752342.0,1111530.0,-41506.0,293422.0,334928.0
2015-09-30,48.37,49.05,49.71,2.2,12.93,18.2,,,,,,
2015-10-01,47.69,48.38,49.06,1.52,12.26,17.55,,,,,,
2015-10-02,48.13,48.79,49.47,1.96,12.67,17.96,,,,,,
2015-10-05,49.25,49.87,50.52,3.08,13.75,19.01,,,,,,
2015-10-06,51.92,52.45,53.05,5.75,16.33,21.54,-387176.0,772450.0,1159626.0,-24627.0,304117.0,328744.0
2015-10-07,51.33,51.77,52.36,5.16,15.65,20.85,,,,,,
2015-10-08,53.05,53.38,53.95,6.88,17.26,22.44,,,,,,
2015-10-09,52.65,52.91,53.53,6.48,16.79,22.02,,,,,,
2015-10-12,49.86,50.25,50.93,3.69,14.13,19.42,,,,,,
2015-10-13,49.24,49.69,50.4,3.07,13.57,18.89,-411229.0,766935.0,1178164.0,6194.0,323105.0,316911.0
2015-10-14,49.15,49.69,50.41,3.07,13.58,18.92,,,,,,
2015-10-15,48.71,49.73,50.39,3.11,13.56,18.84,,,,,,
2015-10-16,50.46,51.11,51.78,3.84,14.28,19.55,,,,,,
2015-10-19,48.61,49.31,50.02,1.99,12.48,17.79,,,,,,
2015-10-20,48.71,49.4,50.14,2.09,12.57,17.91,-387470.0,806126.0,1193596.0,-10963.0,325375.0,336338.0
2015-10-21,47.85,48.56,49.3,1.23,11.73,17.07,,,,,,
2015-10-22,48.08,48.83,49.59,1.46,12.0,17.36,,,,,,
2015-10-23,47.99,48.67,49.41,1.37,11.84,17.18,,,,,,
2015-10-26,47.54,48.25,49.01,0.92,11.42,16.78,,,,,,
2015-10-27,46.81,47.55,48.32,0.19,10.72,16.09,-366687.0,851981.0,1218668.0,-26907.0,335343.0,362250.0
2015-10-28,49.05,49.83,50.63,2.43,13.0,18.4,,,,,,
2015-10-29,48.8,49.59,50.4,2.18,12.76,18.17,,,,,,
2015-10-30,49.56,50.31,51.11,2.94,13.48,18.88,,,,,,
2015-11-02,48.79,49.61,50.45,2.17,12.78,18.22,,,,,,
2015-11-03,50.54,51.34,52.15,3.92,14.51,19.92,-405189.0,884193.0,1289382.0,-12465.0,343248.0,355713.0
2015-11-04,48.58,49.36,50.14,1.96,12.53,17.91,,,,,,
2015-11-05,47.98,48.77,49.56,1.36,11.94,17.33,,,,,,
2015-11-06,47.42,48.17,48.96,0.8,11.34,16.73,,,,,,
2015-11-09,47.19,47.92,48.72,0.57,11.09,16.49,,,,,,
2015-11-10,47.44,48.1,48.89,0.82,11.27,16.66,-397511.0,798114.0,1195625.0,-10546.0,348485.0,359031.0
2015-11-11,45.81,46.61,47.43,-0.81,9.78,15.2,,,,,,
2015-11-12,44.06,45.19,46.04,-2.23,8.39,13.82,,,,,,
2015-11-13,43.61,44.47,45.3,-2.95,7.65,13.09,,,,,,
2015-11-16,44.56,45.45,46.2,-2.86,7.8,13.32,,,,,,
2015-11-17,43.57,44.44,45.16,-3.85,6.79,12.28,-403093.0,809102.0,1212195.0,-39617.0,352611.0,392228.0
2015-11-18,44.14,44.98,45.7,-3.28,7.33,12.82,,,,,,
2015-11-19,44.18,45.0,45.69,-3.24,7.35,12.81,,,,,,
2015-11-20,44.66,45.43,46.08,-2.76,7.78,13.2,,,,,,
2015-11-23,44.83,45.55,46.2,-2.59,7.9,13.32,,,,,,
2015-11-24,46.12,46.87,47.53,-1.3,9.22,14.65,-417562.0,810719.0,1228281.0,-28111.0,362339.0,390450.0
2015-11-25,46.17,46.9,47.51,-1.25,9.25,14.63,,,,,,
2015-11-26,45.46,46.19,46.79,-1.96,8.54,13.91,,,,,,
2015-11-27,44.86,45.51,46.08,-2.56,7.86,13.2,,,,,,
2015-11-30,44.61,45.24,45.77,-2.81,7.59,12.89,,,,,,
2015-12-01,44.44,45.09,45.62,-2.98,7.44,12.74,-399090.0,805710.0,1204800.0,-37775.0,356098.0,393873.0
2015-12-02,42.49,43.16,43.78,-4.93,5.51,10.9,,,,,,
2015-12-03,43.84,44.43,44.99,-3.58,6.78,12.11,,,,,,
2015-12-04,43.0,43.5,44.06,-4.42,5.85,11.18,,,,,,
2015-12-07,40.73,41.19,41.79,-6.69,3.54,8.91,,,,,,
2015-12-08,40.26,40.59,41.21,-7.16,2.94,8.33,-382002.0,787390.0,1169392.0,-31940.0,357465.0,389405.0
2015-12-09,40.11,40.34,40.98,-7.31,2.69,8.1,,,,,,
2015-12-10,39.73,40.13,40.81,-7.69,2.48,7.93,,,,,,
2015-12-11,37.93,38.32,39.02,-9.49,0.67,6.14,,,,,,
2015-12-14,37.92,38.16,38.81,-9.5,0.51,5.93,,,,,,
2015-12-15,38.45,38.73,39.33,-8.93,1.03,6.45,-369204.0,737358.0,1106562.0,-48130.0,351097.0,399227.0
2015-12-16,37.19,37.39,37.99,-10.27,-0.31,5.11,,,,,,
2015-12-17,37.06,37.62,38.52,-10.6,-0.68,4.74,,,,,,
2015-12-18,36.88,37.37,38.22,-10.78,-0.93,4.44,,,,,,
2015-12-21,36.35,36.81,37.65,-11.31,-1.49,3.87,,,,,,
2015-12-22,36.11,36.57,37.41,-11.55,-1.73,3.63,-358956.0,744765.0,1103721.0,-51500.0,354465.0,405965.0
2015-12-23,37.36,37.89,38.74,-10.3,-0.41,4.96,,,,,,
2015-12-24,37.89,38.42,39.28,-9.77,0.12,5.5,,,,,,
2015-12-28,36.62,37.13,37.99,-11.04,-1.17,4.21,,,,,,
2015-12-29,37.79,38.22,39.03,-9.87,-0.08,5.25,-347676.0,727663.0,1075339.0,-57739.0,357269.0,415008.0
2015-12-30,36.46,36.87,37.71,-11.2,-1.43,3.93,,,,,,
2015-12-31,37.28,37.67,38.53,-10.38,-0.63,4.75,,,,,,
2016-01-04,37.22,37.6,38.47,-10.44,-0.7,4.69,,,,,,
2016-01-05,36.42,36.89,37.77,-11.24,-1.41,3.99,-366014.0,670726.0,1036740.0,-38230.0,374844.0,413074.0
2016-01-06,34.23,34.63,35.56,-13.43,-3.67,1.78,,,,,,
2016-01-07,33.75,34.09,35.01,-13.91,-4.21,1.23,,,,,,
2016-01-08,33.55,33.93,34.87,-14.11,-4.37,1.09,,,,,,
2016-01-11,31.55,31.88,32.81,-16.11,-6.42,-0.97,,,,,,
2016-01-12,30.86,30.95,31.82,-16.8,-7.35,-1.96,-388519.0,689363.0,1077882.0,-12298.0,398484.0,410782.0
2016-01-13,30.31,30.28,31.14,-17.47,-8.03,-2.66,,,,,,
2016-01-14,31.03,30.88,31.72,-16.87,-7.45,-2.15,,,,,,
2016-01-15,28.94,29.69,30.44,-18.81,-9.48,-4.25,,,,,,
2016-01-18,28.55,29.23,29.91,-19.2,-9.94,-4.78,,,,,,
2016-01-19,28.76,29.47,30.22,-18.99,-9.7,-4.47,-403443.0,719608.0,1123051.0,-5648.0,412528.0,418176.0
2016-01-20,27.88,28.62,29.38,-19.87,-10.55,-5.31,,,,,,
2016-01-21,29.25,29.79,30.45,-18.5,-9.38,-4.24,,,,,,
2016-01-22,32.18,32.84,33.56,-15.57,-6.33,-1.13,,,,,,
2016-01-25,30.5,31.31,32.09,-17.25,-7.86,-2.6,,,,,,
2016-01-26,31.8,32.57,33.31,-15.95,-6.6,-1.38,-449066.0,697744.0,1146810.0,37026.0,425031.0,388005.0
2016-01-27,33.1,33.93,34.73,-14.65,-5.24,0.04,,,,,,
2016-01-28,33.89,34.8,35.62,-13.78,-4.35,0.93,,,,,,
2016-01-29,34.74,35.99,36.82,-12.59,-3.15,2.18,,,,,,
2016-02-01,34.24,35.03,35.89,-14.34,-4.94,0.41,,,,,,
2016-02-02,32.72,33.47,34.31,-15.86,-6.5,-1.17,-490756.0,663537.0,1154293.0,70538.0,451448.0,380910.0
2016-02-03,35.04,35.75,36.51,-13.54,-4.22,1.03,,,,,,
2016-02-04,34.46,35.15,35.93,-14.12,-4.82,0.45,,,,,,
2016-02-05,34.06,34.76,35.54,-14.52,-5.21,0.06,,,,,,
2016-02-08,32.88,33.6,34.44,-15.7,-6.37,-1.04,,,,,,
2016-02-09,30.32,30.98,31.79,-18.26,-8.99,-3.69,-466226.0,695984.0,1162210.0,50493.0,429558.0,379065.0
2016-02-10,30.84,31.5,32.28,-17.74,-8.47,-3.2,,,,,,
2016-02-11,30.06,30.78,31.61,-18.52,-9.19,-3.87,,,,,,
2016-02-12,33.36,33.99,34.76,-15.22,-5.98,-0.72,,,,,,
2016-02-15,33.39,34.01,34.75,-15.19,-5.96,-0.73,,,,,,
2016-02-16,32.18,32.84,33.6,-16.4,-7.13,-1.88,-503292.0,693537.0,1196829.0,75283.0,437414.0,362131.0
2016-02-17,34.5,35.13,35.87,-14.08,-4.84,0.39,,,,,,
2016-02-18,34.28,34.88,35.57,-14.3,-5.09,0.09,,,,,,
2016-02-19,33.01,33.62,34.34,-15.57,-6.35,-1.14,,,,,,
2016-02-22,34.69,35.29,35.98,-13.89,-4.68,0.5,,,,,,
2016-02-23,33.27,33.97,34.71,-15.31,-6.0,-0.77,-569953.0,727893.0,1297846.0,112497.0,463419.0,350922.0
2016-02-24,34.41,35.07,35.78,-14.17,-4.9,0.3,,,,,,
2016-02-25,35.29,35.7,36.34,-13.29,-4.27,0.86,,,,,,
2016-02-26,35.1,35.44,36.05,-13.48,-4.53,0.57,,,,,,
2016-02-29,35.97,36.57,37.23,-12.35,-3.35,1.77,,,,,,
2016-03-01,36.81,37.47,38.05,-12.11,-3.11,1.99,-613343.0,667992.0,1281335.0,146918.0,487232.0,340314.0
2016-03-02,36.93,37.55,38.12,-11.99,-3.03,2.06,,,,,,
2016-03-03,37.07,37.7,38.24,-11.85,-2.88,2.18,,,,,,
2016-03-04,38.72,39.36,39.92,-10.2,-1.22,3.86,,,,,,
2016-03-07,40.84,41.48,42.06,-8.08,0.9,6.0,,,,,,
2016-03-08,39.65,40.24,40.78,-9.27,-0.34,4.72,-634786.0,696166.0,1330952.0,146872.0,474517.0,327645.0
2016-03-09,41.07,41.65,42.13,-7.85,1.07,6.07,,,,,,
2016-03-10,40.05,40.68,41.17,-8.87,0.1,5.11,,,,,,
2016-03-11,40.39,41.09,41.64,-8.53,0.51,5.58,,,,,,
2016-03-14,39.53,40.16,40.67,-9.39,-0.42,4.61,,,,,,
2016-03-15,38.74,39.39,39.88,-10.18,-1.19,3.82,-653623.0,670209.0,1323832.0,159500.0,472431.0,312931.0
2016-03-16,40.33,40.98,41.4,-8.59,0.4,5.34,,,,,,
2016-03-17,41.54,42.18,42.56,-7.38,1.6,6.5,,,,,,
2016-03-18,41.2,41.86,42.26,-7.72,1.28,6.2,,,,,,
2016-03-21,41.54,42.23,42.62,-7.38,1.65,6.56,,,,,,
2016-03-22,41.79,42.51,42.92,-7.13,1.93,6.86,-671543.0,718256.0,1389799.0,177517.0,472162.0,294645.0
2016-03-23,40.47,41.09,41.49,-8.45,0.51,5.43,,,,,,
2016-03-24,40.44,41.03,41.44,-8.48,0.45,5.38,,,,,,
2016-03-28,40.27,40.87,41.28,-8.65,0.29,5.22,,,,,,
2016-03-29,39.14,39.85,40.28,-9.78,-0.73,4.22,-679513.0,704910.0,1384423.0,174594.0,472383.0,297789.0
2016-03-30,39.26,40.05,40.52,-9.58,-0.49,4.48,,,,,,
2016-03-31,39.6,40.33,40.77,-9.3,-0.24,4.72,,,,,,
2016-04-01,38.67,39.09,39.53,-10.96,-1.92,3.03,,,,,,
2016-04-04,37.69,37.98,38.39,-11.94,-3.03,1.89,,,,,,
2016-04-05,37.87,38.03,38.38,-11.76,-2.98,1.88,-688959.0,703465.0,1392424.0,178875.0,481318.0,302443.0
2016-04-06,39.84,40.0,40.34,-9.79,-1.01,3.84,,,,,,
2016-04-07,39.43,39.49,39.78,-10.2,-1.52,3.28,,,,,,
2016-04-08,41.94,42.02,42.31,-7.69,1.01,5.81,,,,,,
2016-04-11,42.83,42.95,43.27,-6.8,1.94,6.77,,,,,,
2016-04-12,44.69,44.73,45.01,-4.94,3.72,8.51,-744238.0,787319.0,1531557.0,225161.0,508708.0,283547.0
2016-04-13,44.18,44.21,44.57,-5.45,3.2,8.07,,,,,,
2016-04-14,43.84,43.8,44.15,-5.79,2.79,7.65,,,,,,
2016-04-15,43.1,43.06,43.37,-6.53,2.05,6.87,,,,,,
2016-04-18,42.91,42.77,43.05,-6.72,1.76,6.55,,,,,,
2016-04-19,44.03,43.85,44.22,-5.6,2.84,7.72,-754082.0,776318.0,1530400.0,245708.0,526228.0,280520.0
2016-04-20,45.8,45.63,46.01,-3.83,4.62,9.51,,,,,,
2016-04-21,44.53,44.39,44.79,-5.1,3.38,8.29,,,,,,
2016-04-22,45.11,45.07,45.46,-4.52,4.06,8.96,,,,,,
2016-04-25,44.48,44.32,44.73,-5.15,3.31,8.23,,,,,,
2016-04-26,45.74,45.58,45.96,-3.89,4.57,9.46,-754365.0,754760.0,1509125.0,243915.0,521864.0,277949.0
2016-04-27,47.18,46.93,47.28,-2.45,5.92,10.78,,,,,,
2016-04-28,48.14,47.77,48.11,-1.61,6.75,11.57,,,,,,
2016-04-29,48.13,47.37,47.74,-2.01,6.38,11.22,,,,,,
2016-05-02,45.83,46.24,46.65,-3.55,4.88,9.78,,,,,,
2016-05-03,44.97,45.37,45.79,-4.41,4.01,8.92,-736124.0,687884.0,1424008.0,210255.0,491131.0,280876.0
2016-05-04,44.62,45.06,45.51,-4.76,3.7,8.64,,,,,,
2016-05-05,45.01,45.45,45.89,-4.37,4.09,9.02,,,,,,
2016-05-06,45.37,45.86,46.35,-4.01,4.5,9.48,,,,,,
2016-05-09,43.63,44.19,44.72,-5.75,2.83,7.85,,,,,,
2016-05-10,45.52,46.01,46.51,-3.86,4.65,9.64,-717015.0,690535.0,1407550.0,176801.0,460574.0,283773.0
2016-05-11,47.6,48.03,48.46,-1.78,6.67,11.59,,,,,,
2016-05-12,48.08,48.42,48.79,-1.3,7.06,11.92,,,,,,
2016-05-13,47.83,48.14,48.48,-1.55,6.78,11.61,,,,,,
2016-05-16,48.97,49.43,49.79,-0.41,8.07,12.92,,,,,,
2016-05-17,49.28,49.74,50.13,-0.1,8.38,13.26,-763424.0,713318.0,1476742.0,215308.0,483246.0,267938.0
2016-05-18,48.93,49.45,49.89,-0.45,8.09,13.02,,,,,,
2016-05-19,48.81,49.34,49.77,-0.57,7.98,12.9,,,,,,
2016-05-20,48.72,49.27,49.68,-0.66,7.91,12.81,,,,,,
2016-05-23,48.35,48.93,49.38,-1.03,7.57,12.51,,,,,,
2016-05-24,48.61,49.18,49.63,-0.77,7.82,12.76,-751680.0,722639.0,1474319.0,206491.0,475675.0,269184.0
2016-05-25,49.74,50.23,50.61,0.36,8.87,13.74,,,,,,
2016-05-26,49.59,50.17,50.53,0.21,8.81,13.66,,,,,,
2016-05-27,49.32,49.95,50.34,-0.06,8.59,13.47,,,,,,
2016-05-30,49.76,50.36,50.74,0.35,8.99,13.85,,,,,,
2016-05-31,49.69,49.89,50.29,-0.12,8.54,13.4,-756599.0,680674.0,1437273.0,216788.0,479054.0,262266.0
2016-06-01,49.72,50.15,50.44,-0.29,8.4,13.26,,,,,,
2016-06-02,50.04,50.46,50.75,0.03,8.71,13.57,,,,,,
2016-06-03,49.64,50.04,50.32,-0.37,8.29,13.14,,,,,,
2016-06-06,50.55,50.97,51.26,0.54,9.22,14.08,,,,,,
2016-06-07,51.44,51.89,52.19,1.43,10.14,15.01,-741531.0,670444.0,1411975.0,214141.0,488543.0,274402.0
2016-06-08,52.51,52.98,53.26,2.5,11.23,16.08,,,,,,
2016-06-09,51.95,52.42,52.73,1.94,10.67,15.55,,,,,,
2016-06-10,50.54,51.01,51.34,0.53,9.26,14.16,,,,,,
2016-06-13,50.35,50.82,51.16,0.34,9.07,13.98,,,,,,
2016-06-14,49.83,50.33,50.67,-0.18,8.58,13.49,-721186.0,730667.0,1451853.0,200995.0,480502.0,279507.0
2016-06-15,48.97,49.53,49.88,-1.04,7.78,12.7,,,,,,
2016-06-16,47.19,47.76,48.13,-2.82,6.01,10.95,,,,,,
2016-06-17,49.17,49.75,50.1,-0.84,8.0,12.92,,,,,,
2016-06-20,50.65,51.29,51.64,0.64,9.54,14.46,,,,,,
2016-06-21,50.62,51.26,51.65,0.61,9.51,14.47,-718015.0,703632.0,1421647.0,194470.0,481024.0,286554.0
2016-06-22,49.88,50.6,51.03,-0.13,8.85,13.85,,,,,,
2016-06-23,50.91,51.61,52.06,0.9,9.86,14.88,,,,,,
2016-06-24,48.41,49.04,49.49,-1.6,7.29,12.31,,,,,,
2016-06-27,47.16,47.77,48.25,-2.85,6.02,11.07,,,,,,
2016-06-28,48.58,49.26,49.77,-1.43,7.51,12.59,-645692.0,719885.0,1365577.0,152647.0,439850.0,287203.0
2016-06-29,50.61,51.32,51.8,0.63,9.54,14.62,,,,,,
2016-06-30,49.68,49.71,50.16,-0.98,7.9,12.96,,,,,,
2016-07-01,50.35,50.89,51.32,-0.34,8.63,13.74,,,,,,
2016-07-04,50.1,50.69,51.11,-0.59,8.43,13.53,,,,,,
2016-07-05,47.96,48.57,49.0,-2.73,6.31,11.42,-627471.0,691076.0,1318547.0,134574.0,438772.0,304198.0
2016-07-06,48.8,49.4,49.85,-1.89,7.14,12.27,,,,,,
2016-07-07,46.4,47.0,47.49,-4.29,4.74,9.91,,,,,,
2016-07-08,46.76,47.38,47.9,-3.93,5.12,10.32,,,,,,
2016-07-11,46.25,46.9,47.49,-4.44,4.64,9.91,,,,,,
2016-07-12,48.47,49.05,49.59,-2.22,6.79,12.01,-622934.0,736351.0,1359285.0,122862.0,424359.0,301497.0
2016-07-13,46.26,46.81,47.34,-4.43,4.55,9.76,,,,,,
2016-07-14,47.37,47.93,48.42,-3.32,5.67,10.84,,,,,,
2016-07-15,47.61,48.12,48.55,-3.08,5.86,10.97,,,,,,
2016-07-18,46.96,47.45,47.85,-3.73,5.19,10.27,,,,,,
2016-07-19,46.66,47.18,47.61,-4.03,4.92,10.03,-616246.0,749887.0,1366133.0,125704.0,430364.0,304660.0
2016-07-20,47.17,47.65,48.06,-3.52,5.39,10.48,,,,,,
2016-07-21,46.2,46.62,46.99,-4.49,4.36,9.41,,,,,,
2016-07-22,45.69,46.09,46.48,-5.0,3.83,8.9,,,,,,
2016-07-25,44.72,45.13,45.54,-5.97,2.87,7.96,,,,,,
2016-07-26,44.87,45.23,45.59,-5.82,2.97,8.01,-595063.0,715585.0,1310648.0,108976.0,435807.0,326831.0
2016-07-27,43.47,43.91,44.33,-7.22,1.65,6.75,,,,,,
2016-07-28,42.7,43.23,43.63,-7.9,0.95,6.01,,,,,,
2016-07-29,42.46,43.53,43.98,-7.6,1.3,6.41,,,,,,
2016-08-01,42.14,42.6,43.19,-8.99,-0.08,5.03,,,,,,
2016-08-02,41.8,42.23,42.81,-9.33,-0.45,4.65,-590601.0,684222.0,1274823.0,73933.0,438825.0,364892.0
2016-08-03,43.1,43.48,44.03,-8.03,0.8,5.87,,,,,,
2016-08-04,44.29,44.63,45.15,-6.84,1.95,6.99,,,,,,
2016-08-05,44.27,44.61,45.12,-6.86,1.93,6.96,,,,,,
2016-08-08,45.39,45.73,46.24,-5.74,3.05,8.08,,,,,,
2016-08-09,44.98,45.35,45.87,-6.15,2.67,7.71,-635953.0,723578.0,1359531.0,116358.0,451834.0,335476.0
2016-08-10,44.05,44.43,44.97,-7.08,1.75,6.81,,,,,,
2016-08-11,46.04,46.36,46.83,-5.09,3.68,8.67,,,,,,
2016-08-12,46.97,47.26,47.71,-4.16,4.58,9.55,,,,,,
2016-08-15,48.35,48.61,49.03,-2.78,5.93,10.87,,,,,,
2016-08-16,49.23,49.48,49.88,-1.9,6.8,11.72,-702505.0,717453.0,1419958.0,183321.0,474584.0,291263.0
2016-08-17,49.85,50.08,50.48,-1.28,7.4,12.32,,,,,,
2016-08-18,50.89,51.15,51.55,-0.24,8.47,13.39,,,,,,
2016-08-19,50.88,51.19,51.6,-0.25,8.51,13.44,,,,,,
2016-08-22,49.16,49.56,49.98,-1.97,6.88,11.82,,,,,,
2016-08-23,49.96,50.32,50.73,-1.17,7.64,12.57,-721739.0,740467.0,1462206.0,222737.0,496992.0,274255.0
2016-08-24,49.05,49.35,49.73,-2.08,6.67,11.57,,,,,,
2016-08-25,49.67,49.92,50.3,-1.46,7.24,12.14,,,,,,
2016-08-26,49.92,50.15,50.53,-1.21,7.47,12.37,,,,,,
2016-08-29,49.26,49.45,49.83,-1.87,6.77,11.67,,,,,,
2016-08-30,48.37,48.73,49.14,-2.59,6.08,11.0,-709427.0,668956.0,1378383.0,228081.0,499312.0,271231.0
2016-08-31,47.04,46.89,47.27,-4.43,4.21,9.13,,,,,,
2016-09-01,45.45,45.83,46.22,-5.87,2.77,7.67,,,,,,
2016-09-02,46.83,47.21,47.59,-4.49,4.15,9.04,,,,,,
2016-09-05,47.63,48.01,48.39,-3.69,4.95,9.84,,,,,,
2016-09-06,47.26,47.65,48.06,-4.06,4.59,9.51,-693664.0,631296.0,1324960.0,195795.0,479792.0,283997.0
