,QS1 Comdty ,QS2 Comdty ,QS3 Comdty ,S:QSQS 1-2 Comdty
,VOLUME,VOLUME,VOLUME,VOLUME
2013-12-19,46228.0,38381.0,17232.0,12983.0
2013-12-20,45733.0,42954.0,18344.0,12457.0
2013-12-23,33321.0,37545.0,14013.0,12691.0
2013-12-24,14730.0,13570.0,5277.0,4250.0
2013-12-26,8102.0,16165.0,4208.0,3149.0
2013-12-27,28735.0,50196.0,18239.0,12718.0
2013-12-30,29943.0,41221.0,12214.0,11228.0
2013-12-31,16045.0,29520.0,10040.0,7893.0
2014-01-02,36901.0,73153.0,24576.0,16003.0
2014-01-03,41805.0,94073.0,38417.0,22245.0
2014-01-06,41641.0,92037.0,41783.0,21959.0
2014-01-07,31753.0,76960.0,36159.0,17308.0
2014-01-08,33285.0,85283.0,46366.0,18066.0
2014-01-09,27031.0,112159.0,74811.0,19131.0
2014-01-10,4803.0,86044.0,64746.0,4313.0
2014-01-13,66041.0,52909.0,23704.0,22624.0
2014-01-14,78613.0,84440.0,38326.0,32376.0
2014-01-15,81438.0,81725.0,38279.0,26234.0
2014-01-16,71254.0,85447.0,36448.0,31616.0
2014-01-17,56179.0,64020.0,27034.0,23084.0
2014-01-20,23777.0,33142.0,14240.0,9506.0
2014-01-21,63098.0,86070.0,34478.0,25579.0
2014-01-22,46025.0,62758.0,29083.0,17116.0
2014-01-23,48792.0,70958.0,35878.0,18118.0
2014-01-24,47074.0,96955.0,44310.0,17934.0
2014-01-27,57778.0,114573.0,54824.0,31020.0
2014-01-28,50285.0,103821.0,51919.0,29309.0
2014-01-29,50909.0,98487.0,41571.0,28540.0
2014-01-30,32857.0,74672.0,31072.0,18814.0
2014-01-31,43451.0,99593.0,44045.0,22780.0
2014-02-03,36625.0,92081.0,38572.0,15291.0
2014-02-04,35550.0,85710.0,39625.0,19148.0
2014-02-05,48978.0,124205.0,55850.0,33140.0
2014-02-06,33115.0,103613.0,51206.0,22386.0
2014-02-07,27239.0,100141.0,42370.0,16694.0
2014-02-10,26110.0,101873.0,58177.0,15323.0
2014-02-11,22864.0,99974.0,63584.0,17554.0
2014-02-12,3351.0,99969.0,71625.0,3126.0
2014-02-13,65074.0,55000.0,23302.0,24032.0
2014-02-14,60235.0,54844.0,22704.0,22231.0
2014-02-17,24736.0,18299.0,9595.0,8272.0
2014-02-18,53834.0,46875.0,18496.0,15079.0
2014-02-19,54255.0,57744.0,25721.0,19425.0
2014-02-20,46117.0,56631.0,27448.0,14447.0
2014-02-21,52973.0,82256.0,36155.0,23762.0
2014-02-24,43807.0,71376.0,31695.0,19524.0
2014-02-25,47829.0,72724.0,28944.0,21886.0
2014-02-26,45621.0,69132.0,27934.0,22708.0
2014-02-27,39699.0,79269.0,37580.0,15660.0
2014-02-28,37327.0,69254.0,28243.0,16600.0
2014-03-03,56310.0,119395.0,47988.0,25659.0
2014-03-04,46328.0,102355.0,34432.0,22566.0
2014-03-05,54327.0,109076.0,35658.0,25661.0
2014-03-06,24457.0,81761.0,37468.0,11730.0
2014-03-07,26215.0,80790.0,42289.0,11764.0
2014-03-10,27968.0,71195.0,35159.0,14709.0
2014-03-11,22121.0,77271.0,39600.0,13816.0
2014-03-12,6256.0,126819.0,97783.0,5617.0
2014-03-13,72732.0,65760.0,51464.0,28421.0
2014-03-14,64516.0,43810.0,26813.0,16754.0
2014-03-17,59771.0,47363.0,31835.0,18870.0
2014-03-18,40593.0,35632.0,26578.0,8676.0
2014-03-19,54294.0,52863.0,31264.0,22852.0
2014-03-20,55469.0,66334.0,45301.0,23197.0
2014-03-21,47971.0,56486.0,39494.0,17346.0
2014-03-24,27344.0,41952.0,23009.0,7403.0
2014-03-25,36260.0,57795.0,37658.0,13139.0
2014-03-26,38916.0,62087.0,42190.0,17030.0
2014-03-27,30941.0,54125.0,39419.0,10366.0
2014-03-28,34028.0,55271.0,28468.0,14532.0
2014-03-31,44482.0,80306.0,51018.0,22166.0
2014-04-01,33316.0,64920.0,37132.0,12574.0
2014-04-02,31559.0,86220.0,58814.0,10799.0
2014-04-03,36713.0,80228.0,49021.0,18915.0
2014-04-04,21923.0,63721.0,33965.0,7006.0
2014-04-07,30975.0,77975.0,42984.0,14880.0
2014-04-08,41067.0,79725.0,48619.0,25122.0
2014-04-09,25758.0,94694.0,62184.0,15242.0
2014-04-10,6268.0,79730.0,71231.0,6078.0
2014-04-11,58257.0,54581.0,21215.0,19927.0
2014-04-14,78150.0,85712.0,28496.0,26987.0
2014-04-15,58164.0,65457.0,23009.0,20027.0
2014-04-16,56401.0,74823.0,31453.0,13313.0
2014-04-17,39905.0,52691.0,19818.0,8051.0
2014-04-21,19699.0,21039.0,6793.0,5900.0
2014-04-22,48592.0,60882.0,27509.0,13973.0
2014-04-23,48728.0,71687.0,25657.0,20855.0
2014-04-24,46614.0,70792.0,27211.0,16906.0
2014-04-25,37416.0,72880.0,23320.0,13111.0
2014-04-28,32077.0,61856.0,22385.0,11471.0
2014-04-29,39598.0,79392.0,27995.0,19064.0
2014-04-30,48246.0,90584.0,39317.0,21743.0
2014-05-01,22267.0,60590.0,28294.0,8174.0
2014-05-02,34660.0,68555.0,26535.0,12836.0
2014-05-05,15221.0,46569.0,18895.0,6966.0
2014-05-06,31546.0,91109.0,46634.0,15204.0
2014-05-07,30633.0,95112.0,50360.0,15014.0
2014-05-08,41173.0,103110.0,53777.0,27472.0
2014-05-09,35178.0,121112.0,58367.0,27079.0
2014-05-12,9581.0,72750.0,46422.0,7751.0
2014-05-13,64155.0,41262.0,18321.0,19159.0
2014-05-14,67199.0,47130.0,22751.0,15827.0
2014-05-15,75311.0,63622.0,30208.0,24578.0
2014-05-16,50599.0,47900.0,25521.0,13609.0
2014-05-19,72332.0,67169.0,31759.0,25951.0
2014-05-20,67477.0,66984.0,21208.0,24053.0
2014-05-21,73403.0,68641.0,23691.0,27151.0
2014-05-22,55365.0,58835.0,28808.0,19780.0
2014-05-23,36173.0,38449.0,23504.0,10258.0
2014-05-26,12467.0,12466.0,4902.0,4338.0
2014-05-27,48874.0,74357.0,29041.0,18734.0
2014-05-28,73182.0,98153.0,47857.0,36092.0
2014-05-29,41484.0,65488.0,38758.0,16893.0
2014-05-30,52932.0,90696.0,35838.0,21796.0
2014-06-02,32765.0,63190.0,28403.0,10966.0
2014-06-03,34113.0,74858.0,37764.0,14937.0
2014-06-04,39706.0,76861.0,45749.0,13144.0
2014-06-05,40800.0,77632.0,51191.0,12433.0
2014-06-06,25315.0,71608.0,31394.0,13261.0
2014-06-09,27227.0,63986.0,31924.0,16876.0
2014-06-10,28191.0,69814.0,41902.0,11081.0
2014-06-11,22858.0,84941.0,49752.0,12285.0
2014-06-12,3232.0,127186.0,88622.0,2918.0
2014-06-13,72047.0,57741.0,37747.0,12917.0
2014-06-16,54682.0,59362.0,32322.0,20060.0
2014-06-17,60420.0,57406.0,34181.0,15182.0
2014-06-18,59683.0,55923.0,32253.0,15995.0
2014-06-19,65877.0,76020.0,40263.0,21173.0
2014-06-20,40625.0,54178.0,28263.0,9762.0
2014-06-23,38058.0,60698.0,35966.0,11805.0
2014-06-24,39211.0,69724.0,38008.0,14672.0
2014-06-25,32623.0,62425.0,32245.0,10626.0
2014-06-26,36778.0,58077.0,28326.0,14263.0
2014-06-27,32570.0,54823.0,18854.0,13784.0
2014-06-30,29264.0,49305.0,21580.0,7340.0
2014-07-01,37783.0,70585.0,38939.0,14136.0
2014-07-02,32015.0,79848.0,44342.0,10842.0
2014-07-03,34270.0,75271.0,45906.0,13392.0
2014-07-04,11107.0,25848.0,12446.0,4438.0
2014-07-07,33166.0,67974.0,41790.0,13206.0
2014-07-08,35353.0,98561.0,42886.0,18123.0
2014-07-09,21017.0,78163.0,42866.0,11366.0
2014-07-10,5410.0,75808.0,53543.0,5004.0
2014-07-11,63348.0,38981.0,17765.0,9540.0
2014-07-14,48443.0,35282.0,16051.0,7200.0
2014-07-15,79083.0,71920.0,33179.0,19414.0
2014-07-16,51745.0,48706.0,20895.0,8976.0
2014-07-17,65481.0,63103.0,33901.0,15253.0
2014-07-18,42859.0,38685.0,14621.0,8543.0
2014-07-21,40484.0,35658.0,8664.0,7982.0
2014-07-22,70360.0,78867.0,31495.0,25632.0
2014-07-23,49719.0,63999.0,35066.0,19373.0
2014-07-24,35424.0,54478.0,21905.0,12377.0
2014-07-25,40720.0,79288.0,26206.0,14926.0
2014-07-28,26713.0,49713.0,17038.0,6692.0
2014-07-29,34669.0,68422.0,30603.0,12569.0
2014-07-30,22274.0,65919.0,31558.0,4973.0
2014-07-31,38531.0,81960.0,45729.0,11991.0
2014-08-01,25817.0,72359.0,36744.0,7730.0
2014-08-04,31099.0,72556.0,32092.0,10612.0
2014-08-05,31910.0,88227.0,48798.0,15445.0
2014-08-06,27730.0,88107.0,49544.0,12555.0
2014-08-07,34040.0,94591.0,48668.0,20570.0
2014-08-08,26121.0,92955.0,45701.0,11904.0
2014-08-11,30173.0,71965.0,45212.0,15294.0
2014-08-12,4414.0,101268.0,73907.0,3898.0
2014-08-13,73944.0,61937.0,23401.0,18282.0
2014-08-14,83743.0,69165.0,27633.0,12638.0
2014-08-15,54851.0,51176.0,20795.0,9483.0
2014-08-18,56846.0,49894.0,20604.0,12997.0
2014-08-19,44944.0,51383.0,17282.0,11830.0
2014-08-20,55829.0,59712.0,15322.0,24840.0
2014-08-21,45533.0,58113.0,19150.0,16855.0
2014-08-22,26146.0,47980.0,20498.0,8487.0
2014-08-25,19741.0,35336.0,14202.0,5484.0
2014-08-26,53306.0,73753.0,22936.0,21797.0
2014-08-27,51073.0,91631.0,45957.0,24549.0
2014-08-28,46133.0,84384.0,46659.0,18159.0
2014-08-29,35117.0,66448.0,33579.0,16000.0
2014-09-01,21032.0,32742.0,16749.0,9449.0
2014-09-02,46812.0,111723.0,50902.0,17553.0
2014-09-03,36848.0,83098.0,33447.0,14419.0
2014-09-04,34196.0,78663.0,38632.0,12866.0
2014-09-05,34415.0,88365.0,49753.0,17179.0
2014-09-08,31615.0,68633.0,38939.0,13278.0
2014-09-09,33100.0,83362.0,48656.0,14021.0
2014-09-10,39524.0,108536.0,61717.0,24651.0
2014-09-11,8229.0,92439.0,61284.0,6001.0
2014-09-12,63318.0,48717.0,24900.0,18973.0
2014-09-15,50953.0,41588.0,19566.0,11537.0
2014-09-16,51999.0,46895.0,24578.0,12812.0
2014-09-17,51387.0,43236.0,24408.0,11557.0
2014-09-18,58405.0,54967.0,30740.0,12689.0
2014-09-19,49204.0,52886.0,20188.0,18010.0
2014-09-22,46111.0,53605.0,34237.0,12055.0
2014-09-23,43294.0,73372.0,47939.0,17354.0
2014-09-24,42938.0,69860.0,36784.0,12322.0
2014-09-25,49830.0,82327.0,45672.0,23889.0
2014-09-26,35286.0,63011.0,34366.0,13089.0
2014-09-29,34184.0,55083.0,28335.0,11258.0
2014-09-30,43640.0,96193.0,50268.0,11608.0
2014-10-01,45586.0,89764.0,47712.0,16111.0
2014-10-02,47681.0,107815.0,51141.0,16056.0
2014-10-03,29972.0,75952.0,35775.0,9626.0
2014-10-06,34518.0,77054.0,36147.0,14223.0
2014-10-07,34219.0,80519.0,48368.0,12008.0
2014-10-08,47276.0,98791.0,63507.0,19195.0
2014-10-09,44314.0,110773.0,67526.0,25392.0
2014-10-10,8439.0,100641.0,72913.0,7046.0
2014-10-13,84130.0,75988.0,32448.0,31372.0
2014-10-14,119150.0,119096.0,34930.0,44385.0
2014-10-15,106723.0,87658.0,21058.0,28626.0
2014-10-16,94822.0,103838.0,28717.0,29930.0
2014-10-17,66967.0,81589.0,26181.0,18301.0
2014-10-20,59065.0,61848.0,13153.0,17881.0
2014-10-21,53081.0,66821.0,21848.0,17441.0
2014-10-22,56578.0,77288.0,22538.0,19317.0
2014-10-23,50952.0,75989.0,17642.0,12782.0
2014-10-24,28564.0,64829.0,18143.0,9349.0
2014-10-27,35278.0,63218.0,19663.0,13741.0
2014-10-28,35931.0,62530.0,19778.0,13783.0
2014-10-29,49593.0,92643.0,34157.0,21418.0
2014-10-30,46116.0,87186.0,33498.0,22340.0
2014-10-31,72201.0,126140.0,41065.0,39021.0
2014-11-03,50331.0,100831.0,40529.0,25303.0
2014-11-04,57193.0,126655.0,55488.0,29336.0
2014-11-05,53388.0,125426.0,57615.0,24457.0
2014-11-06,34766.0,95382.0,56777.0,19052.0
2014-11-07,40326.0,124715.0,67765.0,23753.0
2014-11-10,33067.0,106387.0,60089.0,15711.0
2014-11-11,23917.0,110903.0,68966.0,14290.0
2014-11-12,6836.0,97433.0,73622.0,4457.0
2014-11-13,106975.0,90585.0,21185.0,44045.0
2014-11-14,68484.0,59303.0,16793.0,22637.0
2014-11-17,63932.0,60741.0,13024.0,32970.0
2014-11-18,50721.0,52884.0,15550.0,19563.0
2014-11-19,47291.0,53619.0,15833.0,18741.0
2014-11-20,44376.0,62094.0,20946.0,23170.0
2014-11-21,50354.0,83810.0,24803.0,24820.0
2014-11-24,38241.0,54488.0,11991.0,21980.0
2014-11-25,43210.0,66632.0,18691.0,18920.0
2014-11-26,33812.0,61548.0,17063.0,13907.0
2014-11-27,37380.0,69882.0,16407.0,16315.0
2014-11-28,31739.0,69573.0,21830.0,12125.0
2014-12-01,32346.0,90012.0,23645.0,10943.0
2014-12-02,53857.0,100293.0,23867.0,36793.0
2014-12-03,33493.0,76053.0,27419.0,21350.0
2014-12-04,19692.0,54742.0,22355.0,8974.0
2014-12-05,26436.0,68477.0,24178.0,12959.0
2014-12-08,32409.0,71972.0,25119.0,19332.0
2014-12-09,37944.0,80951.0,34543.0,22870.0
2014-12-10,38031.0,96501.0,43402.0,28683.0
2014-12-11,3395.0,73591.0,43960.0,2514.0
2014-12-12,60281.0,42904.0,12188.0,12855.0
2014-12-15,60375.0,50744.0,10403.0,15696.0
2014-12-16,76844.0,77327.0,19578.0,19816.0
2014-12-17,64127.0,68014.0,19204.0,18478.0
2014-12-18,58763.0,70447.0,17634.0,20389.0
2014-12-19,43085.0,55404.0,13187.0,17579.0
2014-12-22,34748.0,46528.0,12062.0,11456.0
2014-12-23,27022.0,45789.0,11394.0,12862.0
2014-12-24,15414.0,30053.0,10106.0,5842.0
2014-12-26,5419.0,16482.0,8733.0,1844.0
2014-12-29,24474.0,42897.0,13530.0,9116.0
2014-12-30,27540.0,54072.0,16511.0,12427.0
2014-12-31,15088.0,36941.0,12128.0,8205.0
2015-01-02,16192.0,53892.0,16875.0,9055.0
2015-01-05,23112.0,79424.0,35430.0,10799.0
2015-01-06,22085.0,97518.0,46945.0,10746.0
2015-01-07,22765.0,89029.0,40407.0,9855.0
2015-01-08,19794.0,95259.0,52331.0,10405.0
2015-01-09,23069.0,104912.0,58200.0,16816.0
2015-01-12,3825.0,69794.0,48120.0,2502.0
2015-01-13,82344.0,64585.0,28313.0,21001.0
2015-01-14,69479.0,56697.0,27466.0,18994.0
2015-01-15,101301.0,92515.0,44898.0,28319.0
2015-01-16,75864.0,81678.0,39143.0,25494.0
2015-01-19,39285.0,36660.0,16402.0,14077.0
2015-01-20,63022.0,70876.0,32126.0,23483.0
2015-01-21,62330.0,75201.0,36411.0,25123.0
2015-01-22,67361.0,92176.0,44454.0,21178.0
2015-01-23,44158.0,70661.0,30366.0,20916.0
2015-01-26,56701.0,91521.0,36042.0,19623.0
2015-01-27,46769.0,68530.0,25381.0,17006.0
2015-01-28,39064.0,78059.0,35970.0,14188.0
2015-01-29,31265.0,70419.0,32804.0,14038.0
2015-01-30,39819.0,96815.0,44370.0,16770.0
2015-02-02,44351.0,134184.0,51857.0,20815.0
2015-02-03,41181.0,128699.0,46805.0,19862.0
2015-02-04,32465.0,129250.0,71077.0,17666.0
2015-02-05,47560.0,141597.0,63704.0,28691.0
2015-02-06,31102.0,127758.0,83064.0,18560.0
2015-02-09,19964.0,105300.0,64591.0,9461.0
2015-02-10,21318.0,112648.0,80292.0,10448.0
2015-02-11,16346.0,105617.0,84056.0,10456.0
2015-02-12,7356.0,113029.0,120407.0,3824.0
2015-02-13,87622.0,89922.0,41955.0,32885.0
2015-02-16,38313.0,44301.0,24109.0,13134.0
2015-02-17,62282.0,83332.0,44397.0,24184.0
2015-02-18,74432.0,93542.0,40143.0,25756.0
2015-02-19,74796.0,99518.0,49227.0,35017.0
2015-02-20,41761.0,83599.0,35466.0,22195.0
2015-02-23,60407.0,102527.0,59598.0,30201.0
2015-02-24,38373.0,84007.0,42085.0,20098.0
2015-02-25,29101.0,73141.0,34615.0,12385.0
2015-02-26,29974.0,87322.0,44734.0,14464.0
2015-02-27,23277.0,65418.0,29146.0,11650.0
2015-03-02,30793.0,83649.0,39993.0,16312.0
2015-03-03,37009.0,102358.0,54576.0,22622.0
2015-03-04,31393.0,92201.0,49703.0,20536.0
2015-03-05,22901.0,62301.0,31434.0,13235.0
2015-03-06,19523.0,74418.0,47465.0,11870.0
2015-03-09,25539.0,85683.0,53765.0,15906.0
2015-03-10,25003.0,100420.0,68370.0,17133.0
2015-03-11,22935.0,102306.0,78115.0,17237.0
2015-03-12,4164.0,88765.0,81682.0,3877.0
2015-03-13,73267.0,62816.0,35755.0,33368.0
2015-03-16,59989.0,56143.0,33606.0,23993.0
2015-03-17,62431.0,54203.0,30714.0,29298.0
2015-03-18,64598.0,63786.0,31378.0,32688.0
2015-03-19,57475.0,68079.0,36595.0,31352.0
2015-03-20,43671.0,52286.0,29654.0,20530.0
2015-03-23,37504.0,50624.0,27135.0,14543.0
2015-03-24,58807.0,81642.0,35516.0,38378.0
2015-03-25,40855.0,66694.0,29265.0,23789.0
2015-03-26,43979.0,84094.0,39407.0,25968.0
2015-03-27,44124.0,80959.0,37128.0,26191.0
2015-03-30,32805.0,67301.0,30583.0,16969.0
2015-03-31,41445.0,87190.0,39269.0,27389.0
2015-04-01,36025.0,83231.0,43768.0,21422.0
2015-04-02,36328.0,90330.0,42374.0,15976.0
2015-04-06,13713.0,45019.0,19465.0,10317.0
2015-04-07,40220.0,82015.0,45739.0,25884.0
2015-04-08,29302.0,97436.0,60931.0,17736.0
2015-04-09,28487.0,102253.0,57894.0,17560.0
2015-04-10,6589.0,80898.0,75671.0,5657.0
2015-04-13,68172.0,75985.0,25792.0,26724.0
2015-04-14,64168.0,92892.0,45197.0,31474.0
2015-04-15,60842.0,78958.0,25361.0,26124.0
2015-04-16,50529.0,71449.0,21379.0,18067.0
2015-04-17,38231.0,59557.0,23791.0,15829.0
2015-04-20,44395.0,58223.0,16930.0,18121.0
2015-04-21,35752.0,53686.0,15559.0,16415.0
2015-04-22,35590.0,54107.0,19649.0,14766.0
2015-04-23,34416.0,69997.0,23328.0,14263.0
2015-04-24,25451.0,52316.0,16067.0,10815.0
2015-04-27,26709.0,50206.0,20893.0,9967.0
2015-04-28,26163.0,49711.0,20744.0,10709.0
2015-04-29,33369.0,73564.0,29030.0,12629.0
2015-04-30,48887.0,90580.0,33560.0,25514.0
2015-05-01,34259.0,72606.0,21686.0,15678.0
2015-05-04,17481.0,42169.0,10741.0,10962.0
2015-05-05,39996.0,95669.0,36245.0,22068.0
2015-05-06,48170.0,126218.0,79835.0,25943.0
2015-05-07,35240.0,122026.0,64499.0,22843.0
2015-05-08,29415.0,104127.0,54153.0,16835.0
2015-05-11,23950.0,78650.0,39758.0,17037.0
2015-05-12,5982.0,125040.0,89268.0,5072.0
2015-05-13,69322.0,59705.0,28480.0,24645.0
2015-05-14,59148.0,54159.0,28414.0,17444.0
2015-05-15,58068.0,61073.0,35465.0,22068.0
2015-05-18,59267.0,54075.0,20119.0,22011.0
2015-05-19,61778.0,70742.0,39484.0,21678.0
2015-05-20,54489.0,62849.0,26165.0,24283.0
2015-05-21,43481.0,54818.0,23532.0,13342.0
2015-05-22,40705.0,54581.0,19414.0,18810.0
2015-05-25,8269.0,13390.0,3295.0,2777.0
2015-05-26,36890.0,61707.0,21639.0,11651.0
2015-05-27,41963.0,76504.0,41974.0,10353.0
2015-05-28,52265.0,75623.0,31538.0,22171.0
2015-05-29,51489.0,74041.0,32250.0,15113.0
2015-06-01,27453.0,59444.0,26215.0,10155.0
2015-06-02,45198.0,76858.0,30058.0,20344.0
2015-06-03,47871.0,95919.0,40219.0,19143.0
2015-06-04,41792.0,97558.0,47485.0,19269.0
2015-06-05,34018.0,98580.0,53852.0,17435.0
2015-06-08,39540.0,90801.0,57706.0,22554.0
2015-06-09,41780.0,114534.0,68583.0,20886.0
2015-06-10,50137.0,132706.0,76360.0,37685.0
2015-06-11,6740.0,89807.0,84245.0,6063.0
2015-06-12,58888.0,43981.0,17820.0,18706.0
2015-06-15,61439.0,55501.0,31341.0,14246.0
2015-06-16,53517.0,49992.0,25327.0,18807.0
2015-06-17,73731.0,68178.0,38341.0,13668.0
2015-06-18,53306.0,50451.0,26400.0,14142.0
2015-06-19,55393.0,54904.0,27184.0,13689.0
2015-06-22,50192.0,49699.0,22444.0,14416.0
2015-06-23,70745.0,80560.0,40315.0,22136.0
2015-06-24,52413.0,89472.0,24417.0,22786.0
2015-06-25,44152.0,70291.0,29948.0,18457.0
2015-06-26,29292.0,53216.0,23210.0,5994.0
2015-06-29,51663.0,91767.0,31235.0,24911.0
2015-06-30,40871.0,73153.0,31621.0,18224.0
2015-07-01,33583.0,73188.0,31748.0,10081.0
2015-07-02,38401.0,73155.0,34381.0,17338.0
2015-07-03,22181.0,47122.0,20271.0,10311.0
2015-07-06,47624.0,112078.0,57162.0,21015.0
2015-07-07,50858.0,118264.0,56861.0,25841.0
2015-07-08,61090.0,131835.0,64368.0,40833.0
2015-07-09,44917.0,114271.0,55708.0,35167.0
2015-07-10,6422.0,76852.0,51134.0,5628.0
2015-07-13,69013.0,43545.0,17103.0,14843.0
2015-07-14,84121.0,75956.0,40808.0,29364.0
2015-07-15,75549.0,77532.0,43878.0,26856.0
2015-07-16,61365.0,68507.0,34121.0,21328.0
2015-07-17,51363.0,57097.0,15682.0,26331.0
2015-07-20,39762.0,40055.0,13402.0,10766.0
2015-07-21,41798.0,49793.0,23450.0,10480.0
2015-07-22,42472.0,60838.0,30701.0,11837.0
2015-07-23,48241.0,59065.0,22987.0,19182.0
2015-07-24,33071.0,56205.0,23924.0,13140.0
2015-07-27,43308.0,57625.0,34585.0,14752.0
2015-07-28,54264.0,98305.0,58970.0,24427.0
2015-07-29,42548.0,75729.0,27601.0,18118.0
2015-07-30,40876.0,58863.0,23279.0,17575.0
2015-07-31,36928.0,75450.0,35674.0,15878.0
2015-08-03,44908.0,93727.0,41337.0,20641.0
2015-08-04,44282.0,87543.0,40220.0,22005.0
2015-08-05,36440.0,97085.0,50310.0,18405.0
2015-08-06,50397.0,105615.0,49719.0,34529.0
2015-08-07,28815.0,85177.0,45922.0,16706.0
2015-08-10,43705.0,102036.0,69846.0,26349.0
2015-08-11,40676.0,112684.0,69943.0,26565.0
2015-08-12,4867.0,104592.0,75912.0,4728.0
2015-08-13,66855.0,54525.0,25132.0,23851.0
2015-08-14,56685.0,49207.0,18650.0,15355.0
2015-08-17,51172.0,44023.0,14079.0,13444.0
2015-08-18,42484.0,34267.0,17917.0,7000.0
2015-08-19,73857.0,58800.0,20174.0,22970.0
2015-08-20,70664.0,80803.0,27505.0,31936.0
2015-08-21,48718.0,50246.0,13786.0,14386.0
2015-08-24,59045.0,82167.0,23786.0,23575.0
2015-08-25,54926.0,84366.0,26968.0,22222.0
2015-08-26,46150.0,84843.0,27203.0,17114.0
2015-08-27,56330.0,103503.0,30592.0,22761.0
2015-08-28,44949.0,95452.0,24065.0,12119.0
2015-08-31,49605.0,99741.0,24880.0,17990.0
2015-09-01,54501.0,110867.0,30023.0,23432.0
2015-09-02,50006.0,119802.0,40130.0,25437.0
2015-09-03,47313.0,95300.0,26837.0,23640.0
2015-09-04,31903.0,83356.0,37477.0,18355.0
2015-09-07,26338.0,45522.0,14722.0,14775.0
2015-09-08,45486.0,110367.0,51468.0,26200.0
2015-09-09,60582.0,137013.0,56039.0,41678.0
2015-09-10,9846.0,105360.0,59851.0,8171.0
2015-09-11,80132.0,59160.0,52173.0,26687.0
2015-09-14,62332.0,48719.0,29658.0,24827.0
2015-09-15,78888.0,62696.0,53392.0,27881.0
2015-09-16,83670.0,64948.0,53242.0,24612.0
2015-09-17,62141.0,64965.0,42448.0,23829.0
2015-09-18,63756.0,61790.0,29910.0,26326.0
2015-09-21,43440.0,40019.0,30966.0,13458.0
2015-09-22,59052.0,70533.0,44365.0,21933.0
2015-09-23,51798.0,85190.0,49691.0,21698.0
2015-09-24,48798.0,83443.0,55065.0,25250.0
2015-09-25,58381.0,86366.0,42570.0,34429.0
2015-09-28,44150.0,69628.0,39093.0,20210.0
2015-09-29,37725.0,58891.0,32548.0,11513.0
2015-09-30,38728.0,78774.0,43312.0,14818.0
2015-10-01,55527.0,129954.0,76080.0,27361.0
2015-10-02,50300.0,105770.0,61271.0,27191.0
2015-10-05,39285.0,86478.0,47304.0,22719.0
2015-10-06,52223.0,124240.0,77556.0,31376.0
2015-10-07,51498.0,145044.0,107727.0,30755.0
2015-10-08,40931.0,125179.0,95040.0,26018.0
2015-10-09,45936.0,124647.0,85990.0,32810.0
2015-10-12,10292.0,134563.0,126435.0,9207.0
2015-10-13,134913.0,134218.0,59260.0,61507.0
2015-10-14,68820.0,72673.0,25725.0,28470.0
2015-10-15,85282.0,87154.0,21352.0,43195.0
2015-10-16,41965.0,42161.0,14671.0,13387.0
2015-10-19,49087.0,53109.0,18356.0,19268.0
2015-10-20,69550.0,88295.0,45245.0,32110.0
2015-10-21,48806.0,64751.0,23994.0,18455.0
2015-10-22,43610.0,66142.0,31223.0,18072.0
2015-10-23,43898.0,85540.0,35472.0,21310.0
2015-10-26,26756.0,67481.0,30632.0,12707.0
2015-10-27,45636.0,81140.0,39793.0,22015.0
2015-10-28,39590.0,93108.0,38805.0,18270.0
2015-10-29,49458.0,96572.0,45952.0,24515.0
2015-10-30,31172.0,65321.0,24780.0,13343.0
2015-11-02,31807.0,66050.0,23865.0,16340.0
2015-11-03,35810.0,109908.0,45152.0,17795.0
2015-11-04,53238.0,128064.0,60187.0,32306.0
2015-11-05,30961.0,93843.0,49833.0,16601.0
2015-11-06,30233.0,103928.0,55315.0,19823.0
2015-11-09,36684.0,96892.0,51447.0,21253.0
2015-11-10,32178.0,89791.0,50768.0,19990.0
2015-11-11,38024.0,107645.0,54668.0,28687.0
2015-11-12,5728.0,102145.0,77008.0,5081.0
2015-11-13,79969.0,57646.0,17833.0,25216.0
2015-11-16,79346.0,57771.0,28699.0,25519.0
2015-11-17,65924.0,54817.0,19813.0,20156.0
2015-11-18,73380.0,64984.0,30875.0,28308.0
2015-11-19,71992.0,67421.0,29934.0,29444.0
2015-11-20,62522.0,80934.0,30049.0,30521.0
2015-11-23,74590.0,108424.0,35207.0,41453.0
2015-11-24,68576.0,99157.0,39423.0,36824.0
2015-11-25,41673.0,72667.0,27962.0,15367.0
2015-11-26,43933.0,56930.0,22698.0,26560.0
2015-11-27,35559.0,49450.0,14197.0,19484.0
2015-11-30,57477.0,92963.0,37038.0,27146.0
2015-12-01,58101.0,124139.0,47153.0,26937.0
2015-12-02,69912.0,136863.0,56342.0,37381.0
2015-12-03,72622.0,143714.0,57973.0,45621.0
2015-12-04,34359.0,85541.0,38137.0,15947.0
2015-12-07,40901.0,116115.0,62125.0,21646.0
2015-12-08,33906.0,108630.0,56999.0,18479.0
2015-12-09,36859.0,121128.0,63714.0,21936.0
2015-12-10,8588.0,103336.0,83441.0,6203.0
2015-12-11,94837.0,68602.0,35812.0,29780.0
2015-12-14,83793.0,61192.0,25702.0,18706.0
2015-12-15,81802.0,68224.0,31049.0,24463.0
2015-12-16,74324.0,65764.0,35895.0,25525.0
2015-12-17,67763.0,61656.0,28205.0,27204.0
