,QS1,QS2,QS3,QS1 R:02_0_D,QS2 R:02_0_D,QS3 R:02_0_D,.GOCOMN,.GOCOML,.GOCOMS,.GOMMN,.GOMML,.GOMMS
2021-04-19,529.0,531.5,533.75,-373.0,-106.0,-14.25,,,,,,
2021-04-20,519.0,521.5,523.75,-383.0,-116.0,-24.25,-239841.0,324988.0,564829.0,63212.0,213271.0,150059.0
2021-04-21,520.25,522.75,525.0,-381.75,-114.75,-23.0,,,,,,
2021-04-22,521.25,523.5,525.0,-380.75,-114.0,-23.0,,,,,,
2021-04-23,525.0,526.75,528.5,-377.0,-110.75,-19.5,,,,,,
2021-04-26,522.75,524.75,526.5,-379.25,-112.75,-21.5,,,,,,
2021-04-27,525.5,527.5,529.0,-376.5,-110.0,-19.0,-258408.0,316071.0,574479.0,87445.0,230316.0,142871.0
2021-04-28,539.25,541.0,542.5,-362.75,-96.5,-5.5,,,,,,
2021-04-29,543.75,545.0,546.5,-358.25,-92.5,-1.5,,,,,,
2021-04-30,533.75,535.0,536.25,-368.25,-102.5,-11.75,,,,,,
2021-05-03,543.5,544.75,546.0,-358.5,-92.75,-2.0,,,,,,
2021-05-04,551.25,552.25,553.5,-350.75,-85.25,5.5,-259031.0,339717.0,598748.0,86355.0,230109.0,143754.0
2021-05-05,559.25,560.5,561.75,-342.75,-77.0,13.75,,,,,,
2021-05-06,551.0,552.5,554.0,-351.0,-85.0,6.0,,,,,,
2021-05-07,550.5,552.0,553.75,-351.5,-85.5,5.75,,,,,,
2021-05-10,552.5,553.75,555.0,-349.5,-83.75,7.0,,,,,,
2021-05-11,556.25,557.5,558.75,-345.75,-80.0,11.0,-260593.0,359521.0,620114.0,90899.0,233136.0,142237.0
2021-05-12,556.25,569.0,570.25,-334.25,-68.5,22.5,,,,,,
2021-05-13,548.75,550.25,551.5,-354.5,-88.5,2.5,,,,,,
2021-05-14,557.25,558.5,559.5,-346.0,-80.25,10.5,,,,,,
2021-05-17,563.5,564.75,565.75,-339.75,-74.0,16.75,,,,,,
2021-05-18,566.0,567.25,568.25,-337.25,-71.5,19.25,-262990.0,381761.0,644751.0,89373.0,230574.0,141201.0
2021-05-19,543.5,544.75,545.75,-359.75,-94.0,-3.25,,,,,,
2021-05-20,546.5,547.75,548.5,-356.75,-91.0,-0.5,,,,,,
2021-05-21,546.5,547.75,549.0,-356.75,-91.0,0.0,,,,,,
2021-05-24,556.75,558.25,559.25,-346.5,-80.5,10.25,,,,,,
2021-05-25,558.5,560.0,561.25,-344.75,-78.75,12.25,-266538.0,391384.0,657922.0,90653.0,225644.0,134991.0
2021-05-26,561.0,562.75,564.25,-342.25,-76.0,15.25,,,,,,
2021-05-27,561.75,563.5,564.75,-341.5,-75.25,15.75,,,,,,
2021-05-28,565.5,567.25,568.5,-337.75,-71.5,19.5,,,,,,
2021-05-31,567.25,569.0,570.25,-336.0,-69.75,21.25,,,,,,
2021-06-01,573.0,574.5,575.75,-330.25,-64.25,26.75,-277936.0,388999.0,666935.0,106363.0,240298.0,133935.0
2021-06-02,577.75,579.5,580.75,-325.5,-59.25,31.75,,,,,,
2021-06-03,576.25,578.0,579.25,-327.0,-60.75,30.25,,,,,,
2021-06-04,581.25,583.0,584.25,-322.0,-55.75,35.25,,,,,,
2021-06-07,580.5,582.25,583.75,-322.75,-56.5,34.75,,,,,,
2021-06-08,580.5,582.5,584.25,-322.75,-56.25,35.25,-277746.0,357609.0,635355.0,114720.0,247747.0,133027.0
2021-06-09,584.75,586.75,588.25,-318.5,-52.25,39.25,,,,,,
2021-06-10,584.75,589.5,591.0,-315.75,-49.5,41.75,,,,,,
2021-06-11,589.5,591.0,592.0,-315.75,-49.5,41.75,,,,,,
2021-06-14,594.25,595.5,596.75,-311.0,-45.0,46.5,,,,,,
2021-06-15,596.5,597.75,598.75,-308.75,-42.75,48.5,-275077.0,372853.0,647930.0,111786.0,246938.0,135152.0
2021-06-16,605.75,607.0,607.75,-299.5,-33.5,57.5,,,,,,
2021-06-17,591.5,593.0,594.25,-313.75,-47.5,44.0,,,,,,
2021-06-18,593.5,595.25,596.25,-311.75,-45.25,46.0,,,,,,
2021-06-21,596.0,598.0,599.25,-309.25,-42.5,49.0,,,,,,
2021-06-22,600.25,602.0,603.25,-305.0,-38.5,53.0,-258636.0,372813.0,631449.0,104265.0,246397.0,142132.0
2021-06-23,607.0,608.75,609.75,-298.25,-31.75,59.5,,,,,,
2021-06-24,603.25,605.0,606.25,-302.0,-35.5,56.0,,,,,,
2021-06-25,606.0,607.75,608.75,-299.25,-32.75,58.5,,,,,,
2021-06-28,599.5,601.25,602.25,-305.75,-39.25,52.0,,,,,,
2021-06-29,600.25,602.0,603.0,-305.0,-38.5,52.75,-258368.0,390638.0,649006.0,105897.0,249771.0,143874.0
2021-06-30,596.75,598.25,599.75,-308.5,-42.25,49.5,,,,,,
2021-07-01,606.0,607.25,608.25,-299.25,-33.25,58.0,,,,,,
2021-07-02,611.25,612.5,613.5,-294.0,-28.0,63.25,,,,,,
2021-07-05,615.5,616.75,617.25,-289.75,-23.75,67.0,,,,,,
2021-07-06,598.75,599.75,600.75,-306.5,-40.75,50.5,-241257.0,388832.0,630089.0,100646.0,242287.0,141641.0
2021-07-07,585.5,586.75,587.75,-319.75,-53.75,37.5,,,,,,
2021-07-08,592.25,593.5,594.25,-313.0,-47.0,44.0,,,,,,
2021-07-09,610.0,611.5,612.25,-295.25,-29.0,62.0,,,,,,
2021-07-12,610.0,606.5,607.5,-300.25,-33.75,57.5,,,,,,
2021-07-13,613.0,614.25,614.75,-293.75,-27.0,64.0,-235475.0,372561.0,608036.0,92989.0,227469.0,134480.0
2021-07-14,612.5,613.75,614.5,-294.25,-27.5,63.75,,,,,,
2021-07-15,601.25,602.25,603.0,-305.5,-39.0,52.25,,,,,,
2021-07-16,597.0,598.25,599.0,-309.75,-43.0,48.25,,,,,,
2021-07-19,562.5,563.5,564.5,-344.25,-77.75,13.75,,,,,,
2021-07-20,562.25,563.25,564.0,-344.5,-78.0,13.25,-217235.0,403954.0,621189.0,78790.0,213972.0,135182.0
2021-07-21,585.25,586.0,586.5,-321.5,-55.25,35.75,,,,,,
2021-07-22,592.5,593.25,593.75,-314.25,-48.0,43.0,,,,,,
2021-07-23,599.0,599.75,600.25,-307.75,-41.5,49.5,,,,,,
2021-07-26,600.0,600.75,601.5,-306.75,-40.5,50.75,,,,,,
2021-07-27,600.5,601.5,602.0,-306.25,-39.75,51.25,-205951.0,408818.0,614769.0,73980.0,200003.0,126023.0
2021-07-28,601.0,601.75,602.5,-305.75,-39.5,51.75,,,,,,
2021-07-29,609.25,610.25,611.0,-297.5,-31.0,60.25,,,,,,
2021-07-30,613.25,614.25,615.0,-293.5,-27.0,64.25,,,,,,
2021-08-02,596.25,597.0,597.75,-310.5,-44.25,47.0,,,,,,
2021-08-03,591.75,592.75,593.5,-315.0,-48.5,42.75,-204495.0,423446.0,627941.0,77691.0,197145.0,119454.0
2021-08-04,581.5,582.5,583.25,-325.25,-58.75,32.5,,,,,,
2021-08-05,585.0,586.25,587.0,-321.75,-55.0,36.25,,,,,,
2021-08-06,580.25,581.5,582.5,-326.5,-59.75,31.75,,,,,,
2021-08-09,562.0,563.75,565.0,-344.75,-77.5,14.25,,,,,,
2021-08-10,579.5,581.0,582.0,-327.25,-60.25,31.25,-193430.0,437156.0,630586.0,63260.0,180086.0,116826.0
2021-08-11,575.5,577.25,578.25,-331.0,-64.0,27.75,,,,,,
2021-08-12,575.5,583.5,584.5,-324.75,-57.75,33.75,,,,,,
2021-08-13,582.5,583.25,582.0,-325.75,-59.0,32.75,,,,,,
2021-08-16,571.25,572.5,571.25,-337.0,-69.75,22.0,,,,,,
2021-08-17,574.25,575.0,573.5,-334.0,-67.25,24.25,-191497.0,431222.0,622719.0,61157.0,183030.0,121873.0
2021-08-18,570.75,571.5,570.0,-337.5,-70.75,20.75,,,,,,
2021-08-19,543.25,544.25,543.0,-365.0,-98.0,-6.25,,,,,,
2021-08-20,546.25,547.25,545.75,-362.0,-95.0,-3.5,,,,,,
2021-08-23,569.25,569.75,567.5,-339.0,-72.5,18.25,,,,,,
2021-08-24,584.5,585.25,583.0,-323.75,-57.0,33.75,-191798.0,440081.0,631879.0,60887.0,178521.0,117634.0
2021-08-25,589.0,589.5,587.0,-319.25,-52.75,37.75,,,,,,
2021-08-26,588.75,589.25,586.25,-319.5,-53.0,37.0,,,,,,
2021-08-27,598.5,598.5,595.5,-309.75,-43.75,46.25,,,,,,
2021-08-30,603.25,602.75,599.75,-305.0,-39.5,50.5,,,,,,
2021-08-31,601.5,601.75,599.0,-306.75,-40.5,49.75,-196822.0,413862.0,610684.0,70980.0,175506.0,104526.0
2021-09-01,595.0,594.75,591.75,-313.25,-47.5,42.5,,,,,,
2021-09-02,617.25,616.75,613.25,-291.0,-25.5,64.0,,,,,,
2021-09-03,613.25,613.0,609.5,-295.0,-29.25,60.25,,,,,,
2021-09-06,607.0,607.0,603.75,-301.25,-35.25,54.5,,,,,,
2021-09-07,602.0,602.5,600.0,-306.25,-39.75,50.75,-215664.0,345221.0,560885.0,90584.0,181730.0,91146.0
2021-09-08,605.0,605.75,603.0,-303.25,-36.5,53.75,,,,,,
2021-09-09,605.5,606.5,604.0,-302.5,-35.5,55.0,,,,,,
2021-09-10,605.5,610.0,607.25,-299.0,-32.25,57.75,,,,,,
2021-09-13,615.0,612.5,608.0,-294.0,-27.0,62.75,,,,,,
2021-09-14,615.0,613.5,609.75,-294.0,-26.0,64.5,-219544.0,374456.0,594000.0,100487.0,190354.0,89867.0
2021-09-15,633.25,631.5,627.5,-275.75,-8.0,82.25,,,,,,
2021-09-16,628.75,627.0,622.5,-280.25,-12.5,77.25,,,,,,
2021-09-17,631.5,629.0,624.25,-277.5,-10.5,79.0,,,,,,
2021-09-20,627.5,625.0,619.75,-281.5,-14.5,74.5,,,,,,
2021-09-21,620.0,618.25,613.5,-289.0,-21.25,68.25,-206452.0,409082.0,615534.0,87067.0,174833.0,87766.0
2021-09-22,636.25,634.0,628.75,-272.75,-5.5,83.5,,,,,,
2021-09-23,648.0,646.25,640.75,-261.0,6.75,95.5,,,,,,
2021-09-24,655.25,654.0,649.0,-253.75,14.5,103.75,,,,,,
2021-09-27,669.25,668.25,663.75,-239.75,28.75,118.5,,,,,,
2021-09-28,664.25,663.75,659.75,-244.75,24.25,114.5,-210926.0,426321.0,637247.0,94324.0,167838.0,73514.0
2021-09-29,666.75,666.25,662.5,-242.25,26.75,117.25,,,,,,
2021-09-30,676.25,675.5,671.0,-232.75,36.0,125.75,,,,,,
2021-10-01,673.25,672.75,669.0,-235.75,33.25,123.75,,,,,,
2021-10-04,697.5,697.75,693.75,-211.5,58.25,148.5,,,,,,
2021-10-05,720.25,719.25,714.0,-188.75,79.75,168.75,-202410.0,423057.0,625467.0,80217.0,159693.0,79476.0
2021-10-06,703.5,703.25,697.75,-205.5,63.75,152.5,,,,,,
2021-10-07,704.5,704.25,699.25,-204.5,64.75,154.0,,,,,,
2021-10-08,716.75,716.75,711.75,-192.25,77.25,166.5,,,,,,
2021-10-11,727.5,727.0,721.75,-182.0,87.25,176.25,,,,,,
2021-10-12,727.5,720.0,714.75,-189.0,80.25,169.25,-200482.0,418320.0,618802.0,78590.0,155768.0,77178.0
2021-10-13,723.25,717.5,712.25,-185.75,83.0,171.75,,,,,,
2021-10-14,727.5,721.25,715.25,-181.5,86.75,174.75,,,,,,
2021-10-15,746.75,738.5,731.25,-162.25,104.0,190.75,,,,,,
2021-10-18,738.5,730.75,723.75,-170.5,96.25,183.25,,,,,,
2021-10-19,735.0,728.25,722.25,-174.0,93.75,181.75,-190926.0,413137.0,604063.0,77551.0,171637.0,94086.0
2021-10-20,738.25,731.75,725.0,-170.75,97.25,184.5,,,,,,
2021-10-21,722.5,716.25,710.0,-186.5,81.75,169.5,,,,,,
2021-10-22,732.25,725.25,718.0,-176.75,90.75,177.5,,,,,,
2021-10-25,744.25,737.0,729.75,-164.75,102.5,189.25,,,,,,
2021-10-26,743.0,736.0,728.5,-166.0,101.5,188.0,-186827.0,390758.0,577585.0,73748.0,171928.0,98180.0
2021-10-27,726.75,721.25,714.5,-182.25,86.75,174.0,,,,,,
2021-10-28,714.25,708.75,702.25,-194.75,74.25,161.75,,,,,,
2021-10-29,718.5,712.25,704.75,-190.5,77.75,164.25,,,,,,
2021-11-01,724.25,718.0,710.25,-184.75,83.5,169.75,,,,,,
2021-11-02,722.0,717.0,709.75,-187.0,82.5,169.25,-174008.0,370599.0,544607.0,65200.0,162883.0,97683.0
2021-11-03,704.5,699.5,692.5,-204.5,65.0,152.0,,,,,,
2021-11-04,709.5,704.25,697.0,-199.5,69.75,156.5,,,,,,
2021-11-05,720.75,714.75,706.5,-188.25,80.25,166.0,,,,,,
2021-11-08,727.5,721.0,712.75,-181.5,86.5,172.25,,,,,,
2021-11-09,737.5,727.75,718.75,-171.5,93.25,178.25,-167907.0,297049.0,464956.0,60292.0,171094.0,110802.0
2021-11-10,735.5,724.75,716.0,-174.5,90.5,175.25,,,,,,
2021-11-11,735.5,705.5,699.0,-193.75,73.5,160.25,,,,,,
2021-11-12,698.5,692.5,687.75,-200.75,67.0,154.5,,,,,,
2021-11-15,687.0,682.0,678.0,-212.25,56.5,144.75,,,,,,
2021-11-16,701.75,696.0,691.0,-197.5,70.5,157.75,-160706.0,263890.0,424596.0,53354.0,159076.0,105722.0
2021-11-17,690.25,685.75,682.0,-209.0,60.25,148.75,,,,,,
2021-11-18,687.0,682.5,678.5,-212.25,57.0,145.25,,,,,,
2021-11-19,657.5,655.75,654.25,-241.75,30.25,121.0,,,,,,
2021-11-22,674.0,671.0,668.75,-225.25,45.5,135.5,,,,,,
2021-11-23,686.0,684.5,683.0,-213.25,59.0,149.75,-146304.0,258812.0,405116.0,41983.0,148288.0,106305.0
2021-11-24,694.25,692.75,691.0,-205.0,67.25,157.75,,,,,,
2021-11-25,688.5,687.25,686.0,-210.75,61.75,152.75,,,,,,
2021-11-26,604.25,604.25,604.5,-295.0,-21.25,71.25,,,,,,
2021-11-29,625.0,623.75,623.0,-274.25,-1.75,89.75,,,,,,
2021-11-30,599.75,597.75,596.5,-299.5,-27.75,63.25,-133997.0,242637.0,376634.0,24747.0,123514.0,98767.0
2021-12-01,616.0,613.0,610.5,-283.25,-12.5,77.25,,,,,,
2021-12-02,609.75,605.75,601.75,-289.5,-19.75,68.5,,,,,,
2021-12-03,619.0,615.0,611.5,-280.25,-10.5,78.25,,,,,,
2021-12-06,622.25,619.25,616.0,-277.0,-6.25,82.75,,,,,,
2021-12-07,648.5,646.5,644.0,-250.75,21.0,110.75,-141424.0,227704.0,369128.0,26044.0,116697.0,90653.0
2021-12-08,651.5,650.5,648.5,-247.75,25.0,115.25,,,,,,
2021-12-09,653.25,651.25,649.0,-247.0,25.5,115.5,,,,,,
2021-12-10,653.25,646.25,644.75,-252.0,21.25,111.25,,,,,,
2021-12-13,648.75,647.25,644.0,-249.5,23.75,113.75,,,,,,
2021-12-14,642.25,640.75,637.25,-256.0,17.25,107.0,-142062.0,212847.0,354909.0,22363.0,118713.0,96350.0
2021-12-15,635.5,633.75,630.5,-262.75,10.25,100.25,,,,,,
2021-12-16,653.0,652.0,648.5,-245.25,28.5,118.25,,,,,,
2021-12-17,641.5,640.75,637.75,-256.75,17.25,107.5,,,,,,
2021-12-20,606.25,606.0,603.75,-292.0,-17.5,73.5,,,,,,
2021-12-21,639.25,638.75,635.75,-259.0,15.25,105.5,-139316.0,222454.0,361770.0,18520.0,113660.0,95140.0
2021-12-22,649.0,648.0,644.75,-249.25,24.5,114.5,,,,,,
2021-12-23,661.5,660.0,656.25,-236.75,36.5,126.0,,,,,,
2021-12-24,653.0,651.75,648.25,-245.25,28.25,118.0,,,,,,
2021-12-27,676.75,675.75,672.25,-221.5,52.25,142.0,,,,,,
2021-12-28,678.0,677.25,674.0,-220.25,53.75,143.75,-142437.0,212038.0,354475.0,20925.0,119293.0,98368.0
2021-12-29,672.25,671.5,668.25,-226.0,48.0,138.0,,,,,,
2021-12-30,677.75,677.0,673.75,-220.5,53.5,143.5,,,,,,
2021-12-31,667.0,666.25,663.0,-231.25,42.75,132.75,,,,,,
2022-01-03,676.0,675.25,671.75,-222.25,51.75,141.5,,,,,,
2022-01-04,685.75,684.0,680.0,-212.5,60.5,149.75,-152647.0,209640.0,362287.0,23876.0,126806.0,102930.0
2022-01-05,702.0,700.25,695.0,-196.25,76.75,164.75,,,,,,
2022-01-06,712.5,709.75,703.75,-185.75,86.25,173.5,,,,,,
2022-01-07,712.5,709.25,703.0,-185.75,85.75,172.75,,,,,,
2022-01-10,711.0,707.0,700.0,-187.25,83.5,169.75,,,,,,
2022-01-11,726.0,721.75,714.5,-172.5,98.0,184.0,-146349.0,231079.0,377428.0,24471.0,139237.0,114766.0
2022-01-12,726.0,736.5,728.25,-157.75,111.75,196.5,,,,,,
2022-01-13,737.5,728.25,719.0,-156.75,111.75,196.0,,,,,,
2022-01-14,749.25,738.25,727.75,-145.0,121.75,204.75,,,,,,
2022-01-17,762.25,749.0,736.75,-132.0,132.5,213.75,,,,,,
2022-01-18,765.25,753.0,741.0,-129.0,136.5,218.0,-136768.0,269210.0,405978.0,24467.0,154912.0,130445.0
2022-01-19,776.0,763.5,751.25,-118.25,147.0,228.25,,,,,,
2022-01-20,773.25,763.0,752.0,-121.0,146.5,229.0,,,,,,
2022-01-21,769.25,759.0,747.75,-125.0,142.5,224.75,,,,,,
2022-01-24,753.25,742.5,730.25,-141.0,126.0,207.25,,,,,,
2022-01-25,761.5,752.5,741.0,-132.75,136.0,218.0,-133801.0,289183.0,422984.0,28275.0,159979.0,131704.0
2022-01-26,787.5,777.25,764.5,-106.75,160.75,241.5,,,,,,
2022-01-27,789.75,777.75,763.0,-104.5,161.25,240.0,,,,,,
2022-01-28,802.0,788.25,770.75,-92.25,171.75,247.75,,,,,,
2022-01-31,796.25,782.75,765.25,-98.0,166.25,242.25,,,,,,
2022-02-01,802.0,788.25,770.25,-92.25,171.75,247.25,-130328.0,297166.0,427494.0,32209.0,177924.0,145715.0
2022-02-02,800.5,785.75,766.5,-93.75,169.25,243.5,,,,,,
2022-02-03,818.75,801.0,778.75,-75.5,184.5,255.75,,,,,,
2022-02-04,851.5,829.0,804.25,-42.75,212.5,281.25,,,,,,
2022-02-07,852.5,830.75,805.75,-41.75,214.25,282.75,,,,,,
2022-02-08,812.5,796.75,778.75,-81.75,180.25,255.75,-128889.0,254108.0,382997.0,35245.0,174042.0,138797.0
2022-02-09,829.75,811.5,792.5,-67.0,194.0,269.75,,,,,,
2022-02-10,829.75,820.5,798.75,-58.0,200.25,275.0,,,,,,
2022-02-11,827.25,803.25,786.75,-51.25,204.75,277.25,,,,,,
2022-02-14,839.75,815.0,797.0,-38.75,216.5,287.5,,,,,,
2022-02-15,818.25,795.75,778.0,-60.25,197.25,268.5,-118716.0,245510.0,364226.0,23843.0,170007.0,146164.0
2022-02-16,837.5,815.25,797.0,-41.0,216.75,287.5,,,,,,
2022-02-17,809.5,790.5,774.5,-69.0,192.0,265.0,,,,,,
2022-02-18,811.5,793.75,778.75,-67.0,195.25,269.25,,,,,,
2022-02-21,823.0,805.75,790.75,-55.5,207.25,281.25,,,,,,
2022-02-22,834.25,816.0,799.75,-44.25,217.5,290.25,-111216.0,236721.0,347937.0,15312.0,164307.0,148995.0
2022-02-23,831.0,813.75,800.0,-47.5,215.25,290.5,,,,,,
2022-02-24,891.25,867.25,845.5,12.75,268.75,336.0,,,,,,
2022-02-25,836.5,815.75,797.5,-42.0,217.25,288.0,,,,,,
2022-02-28,881.25,854.75,830.0,2.75,256.25,320.5,,,,,,
2022-03-01,962.0,930.25,897.25,83.5,331.75,387.75,-81091.0,226418.0,307509.0,-11700.0,147750.0,159450.0
2022-03-02,1044.0,1005.75,956.25,165.5,407.25,446.75,,,,,,
2022-03-03,1095.5,1051.75,996.75,217.0,453.25,487.25,,,,,,
2022-03-04,1184.25,1101.0,1033.25,305.75,502.5,523.75,,,,,,
2022-03-07,1297.75,1199.0,1123.25,419.25,600.5,613.75,,,,,,
2022-03-08,1492.75,1327.75,1232.25,614.25,729.25,722.75,-49014.0,194787.0,243801.0,-52119.0,115522.0,167641.0
2022-03-09,1522.5,1178.75,1104.25,465.25,601.25,617.75,,,,,,
2022-03-10,1522.5,1004.5,973.75,291.0,470.75,521.5,,,,,,
2022-03-11,1012.0,977.75,945.25,298.5,474.75,523.5,,,,,,
2022-03-14,964.0,928.0,896.25,250.5,425.0,474.5,,,,,,
2022-03-15,904.0,880.75,858.5,190.5,377.75,436.75,-39138.0,172941.0,212079.0,-62925.0,107925.0,170850.0
2022-03-16,919.5,887.75,859.0,206.0,384.75,437.25,,,,,,
2022-03-17,1056.5,994.75,939.75,343.0,491.75,518.0,,,,,,
2022-03-18,1064.75,996.5,941.75,351.25,493.5,520.0,,,,,,
2022-03-21,1157.75,1071.75,1000.75,444.25,568.75,579.0,,,,,,
2022-03-22,1171.25,1076.25,998.25,457.75,573.25,576.5,-45718.0,167978.0,213696.0,-57728.0,112733.0,170461.0
2022-03-23,1235.75,1138.25,1054.25,522.25,635.25,632.5,,,,,,
2022-03-24,1233.75,1134.0,1045.25,520.25,631.0,623.5,,,,,,
2022-03-25,1195.75,1118.75,1047.5,482.25,615.75,625.75,,,,,,
2022-03-28,1130.75,1061.0,999.25,417.25,558.0,577.5,,,,,,
2022-03-29,1063.0,1011.5,962.75,349.5,508.5,541.0,-42157.0,179865.0,222022.0,-62880.0,107271.0,170151.0
2022-03-30,1087.5,1037.25,993.75,374.0,534.25,572.0,,,,,,
2022-03-31,1060.75,1008.0,962.25,347.25,505.0,540.5,,,,,,
2022-04-01,1091.0,1024.75,967.25,377.5,521.75,545.5,,,,,,
2022-04-04,1138.25,1071.5,1009.25,424.75,568.5,587.5,,,,,,
2022-04-05,1080.25,1035.0,986.75,366.75,532.0,565.0,-41584.0,173391.0,214975.0,-65103.0,105847.0,170950.0
2022-04-06,1054.25,1018.0,974.25,340.75,515.0,552.5,,,,,,
2022-04-07,982.5,954.0,923.25,269.0,451.0,501.5,,,,,,
2022-04-08,1015.5,984.75,950.0,302.0,481.75,528.25,,,,,,
2022-04-11,1040.25,980.0,945.75,297.25,477.5,525.0,,,,,,
2022-04-12,1040.25,1030.5,997.5,347.75,529.25,575.25,-44183.0,171923.0,216106.0,-62401.0,109885.0,172286.0
2022-04-13,1056.25,1019.5,989.75,373.5,551.25,594.75,,,,,,
2022-04-14,1119.75,1072.75,1029.0,437.0,604.5,634.0,,,,,,
2022-04-18,1171.75,1114.0,1062.75,489.0,645.75,667.75,,,,,,
2022-04-19,1103.5,1051.25,1007.25,420.75,583.0,612.25,-40711.0,179259.0,219970.0,-64609.0,107240.0,171849.0
2022-04-20,1128.5,1075.5,1029.25,445.75,607.25,634.25,,,,,,
2022-04-21,1112.25,1064.75,1025.0,429.5,596.5,630.0,,,,,,
2022-04-22,1118.75,1074.25,1030.25,436.0,606.0,635.25,,,,,,
2022-04-25,1065.5,1023.5,981.0,382.75,555.25,586.0,,,,,,
2022-04-26,1129.25,1078.25,1024.0,446.5,610.0,629.0,-42385.0,187114.0,229499.0,-62051.0,107051.0,169102.0
2022-04-27,1169.25,1115.25,1051.75,486.5,647.0,656.75,,,,,,
2022-04-28,1190.75,1139.25,1078.25,508.0,671.0,683.25,,,,,,
2022-04-29,1227.25,1166.5,1099.75,544.5,698.25,704.75,,,,,,
2022-05-02,1247.75,1174.5,1099.0,565.0,706.25,704.0,,,,,,
2022-05-03,1196.5,1134.0,1075.25,513.75,665.75,680.25,-55129.0,194934.0,250063.0,-51761.0,102829.0,154590.0
2022-05-04,1193.0,1147.0,1101.5,510.25,678.75,706.5,,,,,,
2022-05-05,1189.5,1150.25,1112.75,506.75,682.0,717.75,,,,,,
2022-05-06,1139.0,1113.0,1090.0,456.25,644.75,695.0,,,,,,
2022-05-09,1083.25,1057.5,1034.75,400.5,589.25,639.75,,,,,,
2022-05-10,1126.0,1060.75,1030.0,443.25,592.5,635.0,-48705.0,199012.0,247717.0,-57676.0,98226.0,155902.0
2022-05-11,1138.75,1108.25,1074.5,490.75,637.0,674.5,,,,,,
2022-05-12,1138.75,1073.75,1050.75,456.25,613.25,659.25,,,,,,
2022-05-13,1107.0,1074.5,1046.75,489.5,637.0,678.25,,,,,,
2022-05-16,1094.0,1066.0,1041.5,476.5,628.5,673.0,,,,,,
2022-05-17,1090.5,1066.0,1043.25,473.0,628.5,674.75,-54636.0,190096.0,244732.0,-56953.0,91403.0,148356.0
2022-05-18,1047.75,1023.25,1001.25,430.25,585.75,632.75,,,,,,
2022-05-19,1045.0,1023.5,1001.0,427.5,586.0,632.5,,,,,,
2022-05-20,1068.0,1045.0,1020.75,450.5,607.5,652.25,,,,,,
2022-05-23,1071.0,1046.75,1022.25,453.5,609.25,653.75,,,,,,
2022-05-24,1093.25,1063.75,1037.0,475.75,626.25,668.5,-63645.0,174971.0,238616.0,-51260.0,87388.0,138648.0
2022-05-25,1110.0,1074.75,1044.25,492.5,637.25,675.75,,,,,,
2022-05-26,1159.5,1121.75,1088.75,542.0,684.25,720.25,,,,,,
2022-05-27,1168.75,1129.25,1097.0,551.25,691.75,728.5,,,,,,
2022-05-30,1196.0,1152.75,1117.0,578.5,715.25,748.5,,,,,,
2022-05-31,1244.25,1199.0,1159.0,626.75,761.5,790.5,-70299.0,184782.0,255081.0,-46458.0,92742.0,139200.0
2022-06-01,1270.0,1217.75,1173.5,652.5,780.25,805.0,,,,,,
2022-06-02,1258.5,1211.5,1171.75,641.0,774.0,803.25,,,,,,
2022-06-03,1318.5,1268.5,1221.25,701.0,831.0,852.75,,,,,,
2022-06-06,1353.0,1285.5,1237.5,735.5,848.0,869.0,,,,,,
2022-06-07,1336.5,1269.75,1233.0,719.0,832.25,864.5,-68725.0,179208.0,247933.0,-46987.0,90112.0,137099.0
2022-06-08,1339.75,1270.75,1235.25,722.25,833.25,866.75,,,,,,
2022-06-09,1389.5,1307.75,1267.75,759.25,865.75,894.75,,,,,,
2022-06-10,1389.5,1281.75,1244.25,733.25,842.25,875.25,,,,,,
2022-06-13,1267.75,1230.5,1206.75,719.25,828.5,860.25,,,,,,
2022-06-14,1297.75,1258.0,1230.75,749.25,856.0,884.25,-75388.0,175468.0,250856.0,-40434.0,89253.0,129687.0
2022-06-15,1332.25,1285.0,1250.0,783.75,883.0,903.5,,,,,,
2022-06-16,1300.25,1257.75,1225.75,751.75,855.75,879.25,,,,,,
2022-06-17,1294.0,1250.5,1219.5,745.5,848.5,873.0,,,,,,
2022-06-20,1317.0,1269.25,1235.5,768.5,867.25,889.0,,,,,,
2022-06-21,1320.25,1277.25,1244.75,771.75,875.25,898.25,-74589.0,171821.0,246410.0,-39187.0,89991.0,129178.0
2022-06-22,1284.25,1241.25,1210.75,735.75,839.25,864.25,,,,,,
2022-06-23,1290.5,1245.25,1213.0,742.0,843.25,866.5,,,,,,
2022-06-24,1302.0,1257.0,1223.75,753.5,855.0,877.25,,,,,,
2022-06-27,1262.5,1224.5,1195.0,714.0,822.5,848.5,,,,,,
2022-06-28,1218.75,1186.75,1162.0,670.25,784.75,815.5,-72599.0,161954.0,234553.0,-45262.0,87250.0,132512.0
2022-06-29,1219.75,1191.25,1168.5,671.25,789.25,822.0,,,,,,
2022-06-30,1160.0,1124.0,1102.0,611.5,722.0,755.5,,,,,,
2022-07-01,1226.5,1182.0,1153.25,678.0,780.0,806.75,,,,,,
2022-07-04,1238.75,1187.25,1158.5,690.25,785.25,812.0,,,,,,
2022-07-05,1153.75,1097.0,1070.5,605.25,695.0,724.0,-72731.0,159894.0,232625.0,-44381.0,79975.0,124356.0
