,QS1,QS2,QS3,QS1 R:02_0_D,QS2 R:02_0_D,QS3 R:02_0_D,.GOCOMN,.GOCOML,.GOCOMS,.GOMMN,.GOMML,.GOMMS
2010-01-04,653.75,659.75,665.5,-114.0,173.0,251.25,,,,,,
2010-01-05,659.25,665.25,671.0,-108.5,178.5,256.75,,,,,,
2010-01-06,661.75,668.5,674.75,-106.0,181.75,260.5,,,,,,
2010-01-07,660.25,667.75,674.0,-107.5,181.0,259.75,,,,,,
2010-01-08,656.25,663.5,669.75,-111.5,176.75,255.5,,,,,,
2010-01-11,657.0,664.0,669.75,-111.0,176.75,255.5,,,,,,
2010-01-12,657.0,658.25,664.0,-116.75,171.0,249.5,,,,,,
2010-01-13,636.0,642.75,648.5,-139.0,149.75,228.75,,,,,,
2010-01-14,636.25,643.25,649.25,-138.75,150.25,229.5,,,,,,
2010-01-15,630.0,637.0,643.0,-145.0,144.0,223.25,,,,,,
2010-01-18,623.5,630.75,637.0,-151.5,137.75,217.25,,,,,,
2010-01-19,615.5,623.25,630.0,-159.5,130.25,210.25,,,,,,
2010-01-20,614.25,621.75,628.5,-160.75,128.75,208.75,,,,,,
2010-01-21,612.25,619.5,626.0,-162.75,126.5,206.25,,,,,,
2010-01-22,597.5,605.0,611.75,-177.5,112.0,192.0,,,,,,
2010-01-25,594.25,601.75,608.5,-180.75,108.75,188.75,,,,,,
2010-01-26,596.25,603.5,609.75,-178.75,110.5,190.0,,,,,,
2010-01-27,597.25,604.0,609.5,-177.75,111.0,189.75,,,,,,
2010-01-28,583.5,590.0,595.75,-191.5,97.0,176.0,,,,,,
2010-01-29,586.5,593.25,599.25,-188.5,100.25,179.5,,,,,,
2010-02-01,586.5,593.5,599.75,-188.5,100.5,180.0,,,,,,
2010-02-02,602.25,609.0,615.25,-172.75,116.0,195.5,,,,,,
2010-02-03,617.25,624.0,630.25,-157.75,131.0,210.5,,,,,,
2010-02-04,588.25,595.5,602.0,-186.75,102.5,182.25,,,,,,
2010-02-05,575.25,582.25,588.75,-199.75,89.25,169.0,,,,,,
2010-02-08,567.25,574.5,581.0,-207.75,81.5,161.25,,,,,,
2010-02-09,572.5,579.5,585.5,-202.5,86.5,165.75,,,,,,
2010-02-10,576.75,584.25,590.25,-197.75,91.25,170.0,,,,,,
2010-02-11,576.75,596.0,602.0,-186.0,103.0,181.5,,,,,,
2010-02-12,583.75,590.0,596.25,-198.25,91.0,170.0,,,,,,
2010-02-15,584.0,590.0,596.5,-198.0,91.0,170.25,,,,,,
2010-02-16,611.25,617.0,623.0,-170.75,118.0,196.75,,,,,,
2010-02-17,611.0,616.75,622.75,-171.0,117.75,196.5,,,,,,
2010-02-18,624.5,630.25,636.0,-157.5,131.25,209.75,,,,,,
2010-02-19,631.0,636.25,641.75,-151.0,137.25,215.5,,,,,,
2010-02-22,637.25,642.0,647.25,-144.75,143.0,221.0,,,,,,
2010-02-23,628.75,633.5,639.0,-153.25,134.5,212.75,,,,,,
2010-02-24,630.75,635.75,641.5,-151.25,136.75,215.25,,,,,,
2010-02-25,612.75,617.25,622.75,-169.25,118.25,196.5,,,,,,
2010-02-26,628.75,632.25,637.0,-153.25,133.25,210.75,,,,,,
2010-03-01,633.75,636.5,640.75,-148.25,137.5,214.5,,,,,,
2010-03-02,638.0,640.75,644.5,-144.0,141.75,218.25,,,,,,
2010-03-03,646.5,649.25,653.25,-135.5,150.25,227.0,,,,,,
2010-03-04,642.0,645.25,649.5,-140.0,146.25,223.25,,,,,,
2010-03-05,651.5,655.25,660.0,-130.5,156.25,233.75,,,,,,
2010-03-08,649.25,653.0,657.75,-132.75,154.0,231.5,,,,,,
2010-03-09,650.25,653.0,656.75,-131.75,154.0,230.5,,,,,,
2010-03-10,664.75,666.75,669.75,-118.0,167.0,242.75,,,,,,
2010-03-11,664.75,665.25,667.0,-119.5,164.25,239.25,,,,,,
2010-03-12,665.75,666.75,669.0,-119.0,164.0,238.25,,,,,,
2010-03-15,649.25,649.5,650.5,-135.5,146.75,219.75,,,,,,
2010-03-16,672.25,670.5,670.25,-112.5,167.75,239.5,,,,,,
2010-03-17,675.75,675.25,676.25,-109.0,172.5,245.5,,,,,,
2010-03-18,673.75,672.5,674.0,-111.0,169.75,243.25,,,,,,
2010-03-19,658.75,657.25,658.25,-126.0,154.5,227.5,,,,,,
2010-03-22,662.25,660.75,662.0,-122.5,158.0,231.25,,,,,,
2010-03-23,670.25,668.75,670.25,-114.5,166.0,239.5,,,,,,
2010-03-24,660.75,659.5,662.0,-124.0,156.75,231.25,,,,,,
2010-03-25,664.25,662.0,664.25,-120.5,159.25,233.5,,,,,,
2010-03-26,660.25,656.75,658.5,-124.5,154.0,227.75,,,,,,
2010-03-29,679.5,677.0,679.0,-105.25,174.25,248.25,,,,,,
2010-03-30,674.5,672.25,674.0,-110.25,169.5,243.25,,,,,,
2010-03-31,683.75,681.0,682.5,-101.0,178.25,251.75,,,,,,
2010-04-01,704.0,701.0,701.75,-80.75,198.25,271.0,,,,,,
2010-04-05,721.0,718.5,719.75,-63.75,215.75,289.0,,,,,,
2010-04-06,725.75,723.5,725.0,-59.0,220.75,294.25,,,,,,
2010-04-07,716.25,715.25,718.0,-68.5,212.5,287.25,,,,,,
2010-04-08,708.5,707.0,710.0,-76.25,204.25,279.25,,,,,,
2010-04-09,709.5,707.5,710.5,-75.25,204.75,279.75,,,,,,
2010-04-12,709.5,712.5,716.5,-70.25,210.75,285.75,,,,,,
2010-04-13,700.0,704.0,709.5,-82.75,198.25,273.5,,,,,,
2010-04-14,714.5,718.25,723.5,-68.25,212.5,287.5,,,,,,
2010-04-15,715.75,719.5,724.5,-67.0,213.75,288.5,,,,,,
2010-04-16,705.5,709.5,714.75,-77.25,203.75,278.75,,,,,,
2010-04-19,687.75,692.25,697.75,-95.0,186.5,261.75,,,,,,
2010-04-20,700.5,705.0,710.25,-82.25,199.25,274.25,,,,,,
2010-04-21,700.75,704.5,709.5,-82.0,198.75,273.5,,,,,,
2010-04-22,705.5,709.25,714.25,-77.25,203.5,278.25,,,,,,
2010-04-23,718.5,722.0,726.5,-64.25,216.25,290.5,,,,,,
2010-04-26,719.5,723.0,727.5,-63.25,217.25,291.5,,,,,,
2010-04-27,719.0,722.75,727.75,-63.75,217.0,291.75,,,,,,
2010-04-28,710.25,713.5,718.0,-72.5,207.75,282.0,,,,,,
2010-04-29,728.25,731.5,736.25,-54.5,225.75,300.25,,,,,,
2010-04-30,731.75,734.5,738.5,-51.0,228.75,302.5,,,,,,
2010-05-03,743.5,746.5,751.0,-39.25,240.75,315.0,,,,,,
2010-05-04,724.25,727.75,732.25,-58.5,222.0,296.25,,,,,,
2010-05-05,699.0,702.75,707.75,-83.75,197.0,271.75,,,,,,
2010-05-06,683.0,687.0,692.25,-99.75,181.25,256.25,,,,,,
2010-05-07,657.75,661.75,667.25,-125.0,156.0,231.25,,,,,,
2010-05-10,671.75,675.75,681.0,-111.0,170.0,245.0,,,,,,
2010-05-11,677.25,682.0,687.75,-104.75,176.75,251.75,,,,,,
2010-05-12,677.25,678.75,684.25,-108.0,173.25,248.0,,,,,,
2010-05-13,682.75,688.0,694.25,-104.0,177.0,252.0,,,,,,
2010-05-14,662.25,667.0,672.5,-124.5,156.0,230.25,,,,,,
2010-05-17,637.25,641.25,646.75,-149.5,130.25,204.5,,,,,,
2010-05-18,638.25,642.5,648.25,-148.5,131.5,206.0,,,,,,
2010-05-19,617.75,621.75,627.0,-169.0,110.75,184.75,,,,,,
2010-05-20,601.75,605.25,610.5,-185.0,94.25,168.25,,,,,,
2010-05-21,610.25,613.5,617.75,-176.5,102.5,175.5,,,,,,
2010-05-24,604.25,608.0,612.75,-182.5,97.0,170.5,,,,,,
2010-05-25,592.5,595.5,599.75,-194.25,84.5,157.5,,,,,,
2010-05-26,609.0,612.25,616.5,-177.75,101.25,174.25,,,,,,
2010-05-27,633.0,636.0,640.0,-153.75,125.0,197.75,,,,,,
2010-05-28,636.0,639.0,643.0,-150.75,128.0,200.75,,,,,,
2010-05-31,637.75,640.5,644.5,-149.0,129.5,202.25,,,,,,
2010-06-01,639.75,642.5,646.5,-147.0,131.5,204.25,,,,,,
2010-06-02,637.0,639.75,644.25,-149.75,128.75,202.0,,,,,,
2010-06-03,638.5,641.0,645.75,-148.25,130.0,203.5,,,,,,
2010-06-04,626.5,629.25,633.75,-160.25,118.25,191.5,,,,,,
2010-06-07,621.0,622.75,626.75,-165.75,111.75,184.5,,,,,,
2010-06-08,625.0,626.25,629.75,-161.75,115.25,187.5,,,,,,
2010-06-09,639.75,642.0,645.75,-146.0,131.25,203.75,,,,,,
2010-06-10,639.75,648.5,651.5,-139.5,137.0,208.75,,,,,,
2010-06-11,639.75,643.0,647.5,-148.25,128.5,200.75,,,,,,
2010-06-14,652.75,655.75,659.75,-135.25,141.25,213.0,,,,,,
2010-06-15,655.0,657.5,661.0,-133.0,143.0,214.25,,,,,,
2010-06-16,662.75,664.5,667.5,-125.25,150.0,220.75,,,,,,
2010-06-17,684.25,684.75,687.25,-103.75,170.25,240.5,,,,,,
2010-06-18,681.0,682.25,684.75,-107.0,167.75,238.0,,,,,,
2010-06-21,690.0,691.25,694.0,-98.0,176.75,247.25,,,,,,
2010-06-22,682.5,684.75,687.75,-105.5,170.25,241.0,,,,,,
2010-06-23,658.5,660.75,664.5,-129.5,146.25,217.75,,,,,,
2010-06-24,656.5,658.0,661.25,-131.5,143.5,214.5,,,,,,
2010-06-25,665.25,666.75,670.0,-122.75,152.25,223.25,,,,,,
2010-06-28,670.5,672.5,676.25,-117.5,158.0,229.5,,,,,,
2010-06-29,650.75,652.5,656.25,-137.25,138.0,209.5,,,,,,
2010-06-30,644.75,647.0,651.0,-143.25,132.5,204.25,,,,,,
2010-07-01,616.75,618.75,623.25,-171.25,104.25,176.5,,,,,,
2010-07-02,613.75,615.5,619.5,-174.25,101.0,172.75,,,,,,
2010-07-05,608.0,610.0,614.25,-180.0,95.5,167.5,,,,,,
2010-07-06,623.25,625.0,629.0,-164.75,110.5,182.25,,,,,,
2010-07-07,626.5,628.5,632.25,-161.5,114.0,185.5,,,,,,
2010-07-08,640.25,642.5,646.5,-147.75,128.0,199.75,,,,,,
2010-07-09,644.25,647.25,651.25,-143.75,132.75,204.5,,,,,,
2010-07-12,644.25,636.25,640.75,-154.75,122.25,194.5,,,,,,
2010-07-13,653.25,657.5,661.5,-137.75,139.0,210.75,,,,,,
2010-07-14,651.75,656.5,661.0,-139.25,138.0,210.25,,,,,,
2010-07-15,637.5,642.5,647.0,-153.5,124.0,196.25,,,,,,
2010-07-16,638.5,643.5,648.0,-152.5,125.0,197.25,,,,,,
2010-07-19,648.5,653.5,658.0,-142.5,135.0,207.25,,,,,,
2010-07-20,647.0,652.25,657.0,-144.0,133.75,206.25,,,,,,
2010-07-21,637.0,643.0,648.5,-154.0,124.5,197.75,,,,,,
2010-07-22,653.25,659.25,664.25,-137.75,140.75,213.5,,,,,,
2010-07-23,651.5,657.25,662.5,-139.5,138.75,211.75,,,,,,
2010-07-26,655.25,661.0,666.25,-135.75,142.5,215.5,,,,,,
2010-07-27,641.5,647.25,652.5,-149.5,128.75,201.75,,,,,,
2010-07-28,638.5,644.5,650.25,-152.5,126.0,199.5,,,,,,
2010-07-29,650.5,656.75,662.5,-140.5,138.25,211.75,,,,,,
2010-07-30,648.25,654.75,660.5,-142.75,136.25,209.75,,,,,,
2010-08-02,680.0,686.5,692.25,-111.0,168.0,241.5,,,,,,
2010-08-03,691.0,697.5,703.0,-100.0,179.0,252.25,,,,,,
2010-08-04,693.5,700.0,705.5,-97.5,181.5,254.75,,,,,,
2010-08-05,688.0,694.75,700.5,-103.0,176.25,249.75,,,,,,
2010-08-06,678.75,686.0,692.0,-112.25,167.5,241.25,,,,,,
2010-08-09,680.5,687.75,693.5,-110.5,169.25,242.75,,,,,,
2010-08-10,669.5,676.5,682.5,-121.5,158.0,231.75,,,,,,
2010-08-11,652.0,659.0,665.0,-139.0,140.5,214.0,,,,,,
2010-08-12,652.0,648.0,653.75,-150.0,129.25,202.75,,,,,,
2010-08-13,636.75,642.25,646.25,-161.25,117.75,190.75,,,,,,
2010-08-16,633.0,638.75,643.0,-165.0,114.25,187.5,,,,,,
2010-08-17,648.0,653.5,658.0,-150.0,129.0,202.5,,,,,,
2010-08-18,639.25,643.75,647.5,-158.75,119.25,192.0,,,,,,
2010-08-19,638.5,642.75,646.0,-159.5,118.25,190.5,,,,,,
2010-08-20,630.25,633.75,637.0,-167.75,109.25,181.5,,,,,,
2010-08-23,626.0,629.75,633.25,-172.0,105.25,177.75,,,,,,
2010-08-24,617.25,621.0,624.5,-180.75,96.5,169.0,,,,,,
2010-08-25,620.5,623.75,626.75,-177.5,99.25,171.25,,,,,,
2010-08-26,639.5,643.0,646.0,-158.5,118.5,190.5,,,,,,
2010-08-27,643.5,647.0,649.75,-154.5,122.5,194.25,,,,,,
2010-08-30,646.5,649.5,652.5,-151.5,125.0,197.0,,,,,,
2010-08-31,641.25,644.75,647.75,-156.75,120.25,192.25,,,,,,
2010-09-01,645.5,648.75,652.0,-152.5,124.25,196.5,,,,,,
2010-09-02,639.75,643.0,646.25,-158.25,118.5,190.75,,,,,,
2010-09-03,639.0,642.25,645.5,-159.0,117.75,190.0,,,,,,
2010-09-06,648.25,651.25,654.25,-149.75,126.75,198.75,,,,,,
2010-09-07,646.5,649.25,652.0,-151.5,124.75,196.5,,,,,,
2010-09-08,660.5,663.5,666.0,-137.5,139.0,210.5,,,,,,
2010-09-09,662.75,666.25,669.0,-134.75,142.0,213.5,,,,,,
2010-09-10,657.0,665.0,667.0,-136.0,140.0,211.25,,,,,,
2010-09-13,674.25,675.5,677.5,-126.75,148.5,219.25,,,,,,
2010-09-14,677.25,678.25,679.75,-123.75,151.25,221.5,,,,,,
2010-09-15,673.5,674.0,675.75,-127.5,147.0,217.5,,,,,,
2010-09-16,672.75,673.5,675.5,-128.25,146.5,217.25,,,,,,
2010-09-17,663.5,663.0,664.5,-137.5,136.0,206.25,,,,,,
2010-09-20,682.25,681.25,681.75,-118.75,154.25,223.5,,,,,,
2010-09-21,680.25,678.5,678.75,-120.75,151.5,220.5,,,,,,
2010-09-22,670.0,669.0,669.75,-131.0,142.0,211.5,,,,,,
2010-09-23,677.25,675.0,675.25,-123.75,148.0,217.0,,,,,,
2010-09-24,682.75,680.5,681.0,-118.25,153.5,222.75,,,,,,
2010-09-27,671.25,669.5,670.25,-129.75,142.5,212.0,,,,,,
2010-09-28,682.0,680.25,681.0,-119.0,153.25,222.75,,,,,,
2010-09-29,687.75,685.25,685.5,-113.25,158.25,227.25,,,,,,
2010-09-30,706.75,704.0,704.25,-94.25,177.0,246.0,,,,,,
2010-10-01,719.75,717.0,717.25,-81.25,190.0,259.0,,,,,,
2010-10-04,727.0,724.25,724.25,-74.0,197.25,266.0,,,,,,
2010-10-05,723.75,722.25,723.25,-77.25,195.25,265.0,,,,,,
2010-10-06,733.5,731.5,732.5,-67.5,204.5,274.25,,,,,,
2010-10-07,721.0,719.25,720.75,-80.0,192.25,262.5,,,,,,
2010-10-08,721.75,720.25,721.5,-79.25,193.25,263.25,,,,,,
2010-10-11,722.75,720.0,720.25,-79.5,192.0,261.75,,,,,,
2010-10-12,722.75,713.25,715.25,-86.25,187.0,257.25,,,,,,
2010-10-13,725.5,727.25,730.25,-74.0,199.0,268.5,,,,,,
2010-10-14,723.75,725.25,728.5,-75.75,197.0,266.75,,,,,,
2010-10-15,711.75,713.25,716.5,-87.75,185.0,254.75,,,,,,
2010-10-18,715.25,716.5,719.5,-84.25,188.25,257.75,,,,,,
2010-10-19,704.0,705.5,708.75,-95.5,177.25,247.0,,,,,,
2010-10-20,706.0,708.25,711.75,-93.5,180.0,250.0,,,,,,
2010-10-21,704.25,706.75,710.5,-95.25,178.5,248.75,,,,,,
2010-10-22,700.0,702.75,706.75,-99.5,174.5,245.0,,,,,,
2010-10-25,710.25,713.0,716.75,-89.25,184.75,255.0,,,,,,
2010-10-26,710.25,712.75,716.5,-89.25,184.5,254.75,,,,,,
2010-10-27,696.0,698.75,702.5,-103.5,170.5,240.75,,,,,,
2010-10-28,708.0,710.75,714.75,-91.5,182.5,253.0,,,,,,
2010-10-29,700.75,704.0,708.5,-98.75,175.75,246.75,,,,,,
2010-11-01,712.25,716.0,720.75,-87.25,187.75,259.0,,,,,,
2010-11-02,716.25,720.25,725.0,-83.25,192.0,263.25,,,,,,
2010-11-03,722.25,726.25,731.0,-77.25,198.0,269.25,,,,,,
2010-11-04,737.5,741.5,746.0,-62.0,213.25,284.25,,,,,,
2010-11-05,735.25,739.75,743.75,-64.25,211.5,282.0,,,,,,
2010-11-08,738.5,743.0,747.25,-61.0,214.75,285.5,,,,,,
2010-11-09,747.0,751.75,755.75,-52.5,223.5,294.0,,,,,,
2010-11-10,753.25,757.0,760.0,-47.25,227.75,297.25,,,,,,
2010-11-11,753.25,758.25,761.5,-46.0,229.25,298.75,,,,,,
2010-11-12,742.25,745.75,748.0,-62.0,213.5,283.5,,,,,,
2010-11-15,738.75,742.75,745.5,-65.5,210.5,281.0,,,,,,
2010-11-16,724.0,728.5,731.0,-80.25,196.25,266.5,,,,,,
2010-11-17,713.5,718.25,721.25,-90.75,186.0,256.75,,,,,,
2010-11-18,715.5,720.25,723.5,-88.75,188.0,259.0,,,,,,
2010-11-19,705.5,710.75,714.25,-98.75,178.5,249.75,,,,,,
2010-11-22,700.75,706.5,710.25,-103.5,174.25,245.75,,,,,,
2010-11-23,699.75,705.0,708.25,-104.5,172.75,243.75,,,,,,
2010-11-24,719.25,724.0,727.0,-85.0,191.75,262.5,,,,,,
2010-11-25,728.75,733.25,736.25,-75.5,201.0,271.75,,,,,,
2010-11-26,722.0,726.75,729.75,-82.25,194.5,265.25,,,,,,
2010-11-29,734.5,739.25,742.0,-69.75,207.0,277.5,,,,,,
2010-11-30,729.25,734.5,737.75,-75.0,202.25,273.25,,,,,,
2010-12-01,734.75,740.25,744.0,-69.5,208.0,279.5,,,,,,
2010-12-02,750.5,756.25,759.75,-53.75,224.0,295.25,,,,,,
2010-12-03,761.75,767.25,770.25,-42.5,235.0,305.75,,,,,,
2010-12-06,766.0,771.5,774.5,-38.25,239.25,310.0,,,,,,
2010-12-07,766.25,772.0,776.0,-38.0,239.75,311.5,,,,,,
2010-12-08,757.25,764.75,769.25,-47.0,232.5,304.75,,,,,,
2010-12-09,757.75,766.5,771.25,-45.25,234.5,307.25,,,,,,
2010-12-10,757.75,761.0,766.0,-50.75,229.25,301.75,,,,,,
2010-12-13,767.0,772.5,775.5,-44.75,235.75,309.0,,,,,,
2010-12-14,765.25,771.0,774.5,-46.5,234.25,308.0,,,,,,
2010-12-15,768.25,773.5,776.75,-43.5,236.75,310.25,,,,,,
2010-12-16,769.25,774.0,776.75,-42.5,237.25,310.25,,,,,,
2010-12-17,766.5,771.25,774.0,-45.25,234.5,307.5,,,,,,
2010-12-20,764.25,769.0,771.75,-47.5,232.25,305.25,,,,,,
2010-12-21,776.75,781.75,784.75,-35.0,245.0,318.25,,,,,,
2010-12-22,781.0,785.5,788.25,-30.75,248.75,321.75,,,,,,
2010-12-23,784.5,789.0,791.75,-27.25,252.25,325.25,,,,,,
2010-12-24,779.0,783.75,786.5,-32.75,247.0,320.0,,,,,,
2010-12-27,777.5,782.0,785.0,-34.25,245.25,318.5,,,,,,
2010-12-28,780.25,785.0,788.0,-31.5,248.25,321.5,,,,,,
2010-12-29,780.0,784.75,788.25,-31.75,248.0,321.75,,,,,,
2010-12-30,765.75,771.0,774.75,-46.0,234.25,308.25,,,,,,
2010-12-31,762.5,768.0,772.25,-49.25,231.25,305.75,,,,,,
2011-01-03,792.75,798.5,802.5,-19.0,261.75,336.0,,,,,,
2011-01-04,767.75,774.5,779.25,-44.0,237.75,312.75,-224383.0,243780.0,468163.0,51232.0,58382.0,7150.0
2011-01-05,777.5,783.5,788.0,-34.25,246.75,321.5,,,,,,
2011-01-06,775.25,781.5,786.5,-36.5,244.75,320.0,,,,,,
2011-01-07,769.0,775.0,779.5,-42.75,238.25,313.0,,,,,,
2011-01-10,782.5,788.0,791.75,-29.25,251.25,325.25,,,,,,
2011-01-11,794.5,800.5,804.25,-16.75,263.75,337.5,-227429.0,224174.0,451603.0,54918.0,60606.0,5688.0
2011-01-12,794.5,811.5,815.25,-5.75,274.75,348.25,,,,,,
2011-01-13,810.5,814.75,817.25,-6.75,274.25,348.0,,,,,,
2011-01-14,811.0,815.75,818.5,-6.25,275.25,349.25,,,,,,
2011-01-17,810.0,814.5,817.0,-7.25,274.0,347.75,,,,,,
2011-01-18,818.0,822.25,824.25,0.75,281.75,355.0,-236802.0,242824.0,479626.0,66632.0,70894.0,4262.0
2011-01-19,821.25,825.5,827.5,4.0,285.0,358.25,,,,,,
2011-01-20,806.25,810.5,812.5,-11.0,270.0,343.25,,,,,,
2011-01-21,814.0,818.5,820.75,-3.25,278.0,351.5,,,,,,
2011-01-24,819.25,824.0,826.5,2.0,283.5,357.25,,,,,,
2011-01-25,799.0,804.5,807.75,-18.25,264.0,338.5,-237857.0,263382.0,501239.0,69344.0,73974.0,4630.0
2011-01-26,810.0,815.5,819.25,-7.25,275.0,350.0,,,,,,
2011-01-27,817.0,822.5,826.25,-0.25,282.0,357.0,,,,,,
2011-01-28,824.25,829.5,833.0,7.0,289.0,363.75,,,,,,
2011-01-31,835.5,840.5,843.75,18.25,300.0,374.5,,,,,,
2011-02-01,846.25,851.0,854.0,29.0,310.5,384.75,-238198.0,283009.0,521207.0,71688.0,77325.0,5637.0
2011-02-02,858.0,863.0,866.25,40.75,322.5,397.0,,,,,,
2011-02-03,860.75,866.5,870.25,43.5,326.0,401.0,,,,,,
2011-02-04,843.25,849.0,852.75,26.0,308.5,383.5,,,,,,
2011-02-07,845.0,851.0,854.75,27.75,310.5,385.5,,,,,,
2011-02-08,849.75,854.75,857.5,32.5,314.25,388.25,-234826.0,261780.0,496606.0,67656.0,73425.0,5769.0
2011-02-09,853.25,858.0,861.0,35.75,317.75,391.75,,,,,,
2011-02-10,853.25,861.75,865.0,39.5,321.75,396.0,,,,,,
2011-02-11,850.25,854.25,857.5,28.0,311.0,385.5,,,,,,
2011-02-14,871.5,874.75,877.25,49.25,331.5,405.25,,,,,,
2011-02-15,867.0,870.0,872.5,44.75,326.75,400.5,-240098.0,285574.0,525672.0,68046.0,72508.0,4462.0
2011-02-16,867.75,871.0,873.75,45.5,327.75,401.75,,,,,,
2011-02-17,873.5,877.5,880.75,51.25,334.25,408.75,,,,,,
2011-02-18,860.75,865.25,869.0,38.5,322.0,397.0,,,,,,
2011-02-21,877.25,881.25,884.75,55.0,338.0,412.75,,,,,,
2011-02-22,889.75,893.0,896.0,67.5,349.75,424.0,-227685.0,320896.0,548581.0,63169.0,67549.0,4380.0
2011-02-23,910.5,912.75,915.25,88.25,369.5,443.25,,,,,,
2011-02-24,925.0,928.25,931.25,102.75,385.0,459.25,,,,,,
2011-02-25,921.25,925.0,928.25,99.0,381.75,456.25,,,,,,
2011-02-28,932.25,935.75,939.25,110.0,392.5,467.25,,,,,,
2011-03-01,940.75,944.25,947.5,118.5,401.0,475.5,-217654.0,297795.0,515449.0,61835.0,66346.0,4511.0
2011-03-02,964.75,968.0,971.0,142.5,424.75,499.0,,,,,,
2011-03-03,959.5,962.5,965.25,137.25,419.25,493.25,,,,,,
2011-03-04,966.25,969.0,971.25,144.0,425.75,499.25,,,,,,
2011-03-07,976.5,979.75,981.75,154.25,436.5,509.75,,,,,,
2011-03-08,949.75,953.5,956.25,127.5,410.25,484.25,-212212.0,268596.0,480808.0,58138.0,64578.0,6440.0
2011-03-09,964.5,968.25,971.0,142.25,425.0,498.75,,,,,,
2011-03-10,964.5,953.25,955.25,127.25,409.25,482.25,,,,,,
2011-03-11,958.75,959.75,961.0,132.75,413.75,486.0,,,,,,
2011-03-14,963.0,962.5,962.75,137.0,416.5,487.75,,,,,,
2011-03-15,952.0,951.5,951.25,126.0,405.5,476.25,-192074.0,239002.0,431076.0,51832.0,63620.0,11788.0
2011-03-16,959.0,956.75,954.25,133.0,410.75,479.25,,,,,,
2011-03-17,974.25,972.5,971.0,148.25,426.5,496.0,,,,,,
2011-03-18,972.25,970.5,969.25,146.25,424.5,494.25,,,,,,
2011-03-21,978.25,977.5,977.0,152.25,431.5,502.0,,,,,,
2011-03-22,987.5,986.75,986.5,161.5,440.75,511.5,-196439.0,235997.0,432436.0,49983.0,62118.0,12135.0
2011-03-23,988.0,986.5,985.75,162.0,440.5,510.75,,,,,,
2011-03-24,981.75,980.75,980.5,155.75,434.75,505.5,,,,,,
2011-03-25,979.75,978.5,978.25,153.75,432.5,503.25,,,,,,
2011-03-28,981.5,979.75,979.25,155.5,433.75,504.25,,,,,,
2011-03-29,978.25,976.25,975.75,152.25,430.25,500.75,-196386.0,244647.0,441033.0,51283.0,61804.0,10521.0
2011-03-30,978.0,975.25,974.5,152.0,429.25,499.5,,,,,,
2011-03-31,993.0,989.25,987.5,167.0,443.25,512.5,,,,,,
2011-04-01,1000.5,997.0,995.0,174.5,451.0,520.0,,,,,,
2011-04-04,1008.75,1005.5,1004.25,182.75,459.5,529.25,,,,,,
2011-04-05,1021.5,1018.25,1017.25,195.5,472.25,542.25,-203393.0,246909.0,450302.0,52207.0,64364.0,12157.0
2011-04-06,1025.5,1021.75,1020.25,199.5,475.75,545.25,,,,,,
2011-04-07,1024.5,1020.75,1019.25,198.5,474.75,544.25,,,,,,
2011-04-08,1053.0,1048.25,1046.0,227.0,502.25,571.0,,,,,,
2011-04-11,1050.5,1048.25,1047.25,227.0,503.5,573.0,,,,,,
2011-04-12,1050.5,1008.5,1010.5,187.25,466.75,537.25,-194248.0,249050.0,443298.0,51585.0,64255.0,12670.0
2011-04-13,1014.75,1017.75,1020.5,193.5,474.0,545.0,,,,,,
2011-04-14,1012.5,1015.25,1018.25,191.25,471.5,542.75,,,,,,
2011-04-15,1024.5,1027.25,1030.0,203.25,483.5,554.5,,,,,,
2011-04-18,1004.75,1007.75,1010.5,183.5,464.0,535.0,,,,,,
2011-04-19,1000.25,1003.25,1006.0,179.0,459.5,530.5,-189711.0,248291.0,438002.0,51730.0,66106.0,14376.0
2011-04-20,1020.5,1023.5,1026.5,199.25,479.75,551.0,,,,,,
2011-04-21,1014.0,1017.75,1021.25,192.75,474.0,545.75,,,,,,
2011-04-25,1009.25,1013.0,1016.75,188.0,469.25,541.25,,,,,,
2011-04-26,1017.75,1021.5,1025.0,196.5,477.75,549.5,-189572.0,256973.0,446545.0,48134.0,63359.0,15225.0
2011-04-27,1024.25,1027.5,1030.75,203.0,483.75,555.25,,,,,,
2011-04-28,1038.25,1041.0,1044.0,217.0,497.25,568.5,,,,,,
2011-04-29,1033.5,1036.25,1039.0,212.25,492.5,563.5,,,,,,
2011-05-02,1039.75,1042.5,1045.5,218.5,498.75,570.0,,,,,,
2011-05-03,1019.0,1021.75,1025.0,197.75,478.0,549.5,-182269.0,252895.0,435164.0,42817.0,59896.0,17079.0
2011-05-04,998.25,1001.75,1005.5,177.0,458.0,530.0,,,,,,
2011-05-05,938.25,941.5,945.0,117.0,397.75,469.5,,,,,,
2011-05-06,928.5,932.0,935.5,107.25,388.25,460.0,,,,,,
2011-05-09,919.75,923.25,926.5,98.5,379.5,451.0,,,,,,
2011-05-10,941.25,944.75,948.25,120.0,401.0,472.75,-162035.0,231936.0,393971.0,25965.0,45250.0,19285.0
2011-05-11,932.25,936.5,940.25,111.75,393.0,465.25,,,,,,
2011-05-12,932.25,913.5,917.5,88.75,370.25,442.5,,,,,,
2011-05-13,917.25,921.0,924.75,92.5,373.75,446.0,,,,,,
