,HO1 Comdty ,HO1 Comdty ,HO2 Comdty ,HO2 Comdty ,HO3 Comdty,HO3 Comdty
,OPEN_INT,FUT_AGGTE_OPEN_INT,OPEN_INT,FUT_AGGTE_OPEN_INT,OPEN_INT,FUT_AGGTE_OPEN_INT
2010-01-04,94566.0,308295.0,52680.0,308295.0,29217.0,308295.0
2010-01-05,99281.0,317155.0,54168.0,317155.0,30198.0,317155.0
2010-01-06,97560.0,321030.0,56249.0,321030.0,31905.0,321030.0
2010-01-07,94206.0,325326.0,59588.0,325326.0,33703.0,325326.0
2010-01-08,89577.0,323921.0,62760.0,323921.0,32983.0,323921.0
2010-01-11,84511.0,329151.0,68361.0,329151.0,34226.0,329151.0
2010-01-12,79246.0,332408.0,71483.0,332408.0,35262.0,332408.0
2010-01-13,72003.0,326399.0,72340.0,326399.0,34733.0,326399.0
2010-01-14,67940.0,321205.0,73311.0,321205.0,34219.0,321205.0
2010-01-15,59037.0,315789.0,76963.0,315789.0,34368.0,315789.0
2010-01-19,50811.0,311199.0,79741.0,311199.0,34408.0,311199.0
2010-01-20,47926.0,310895.0,80517.0,310895.0,35127.0,310895.0
2010-01-21,47298.0,314626.0,83275.0,314626.0,35659.0,314626.0
2010-01-22,39381.0,315060.0,87534.0,315060.0,35377.0,315060.0
2010-01-25,33934.0,315256.0,91552.0,315256.0,35330.0,315256.0
2010-01-26,25186.0,315328.0,95952.0,315328.0,36538.0,315328.0
2010-01-27,17920.0,314589.0,95977.0,314589.0,38006.0,314589.0
2010-01-28,9918.0,310886.0,96530.0,310886.0,39012.0,310886.0
2010-01-29,2996.0,307093.0,99204.0,307093.0,38678.0,307093.0
2010-02-01,101907.0,312497.0,40380.0,312497.0,28814.0,312497.0
2010-02-02,98486.0,312191.0,42791.0,312191.0,29452.0,312191.0
2010-02-03,96662.0,315773.0,46226.0,315773.0,30011.0,315773.0
2010-02-04,92629.0,313591.0,46814.0,313591.0,30021.0,313591.0
2010-02-05,85110.0,311654.0,48946.0,311654.0,30940.0,311654.0
2010-02-08,80819.0,311969.0,49600.0,311969.0,32046.0,311969.0
2010-02-09,76050.0,313712.0,52836.0,313712.0,33127.0,313712.0
2010-02-10,70740.0,312262.0,53390.0,312262.0,35783.0,312262.0
2010-02-11,64475.0,306480.0,52665.0,306480.0,36672.0,306480.0
2010-02-12,58747.0,304031.0,54288.0,304031.0,36876.0,304031.0
2010-02-16,53705.0,300777.0,55330.0,300777.0,36475.0,300777.0
2010-02-17,49114.0,298800.0,57035.0,298800.0,36091.0,298800.0
2010-02-18,42371.0,299565.0,61270.0,299565.0,37503.0,299565.0
2010-02-19,38071.0,301289.0,66864.0,301289.0,37887.0,301289.0
2010-02-22,32183.0,306863.0,73667.0,306863.0,39188.0,306863.0
2010-02-23,23351.0,304732.0,76630.0,304732.0,41225.0,304732.0
2010-02-24,16255.0,305030.0,77914.0,305030.0,43835.0,305030.0
2010-02-25,7213.0,299658.0,76893.0,299658.0,45661.0,299658.0
2010-02-26,,298211.0,79215.0,298211.0,46138.0,298211.0
2010-03-01,76774.0,299392.0,48017.0,299392.0,47062.0,299392.0
2010-03-02,75775.0,300498.0,49519.0,300498.0,46503.0,300498.0
2010-03-03,80409.0,308625.0,51452.0,308625.0,46329.0,308625.0
2010-03-04,79496.0,311945.0,54659.0,311945.0,47633.0,311945.0
2010-03-05,78199.0,314751.0,58078.0,314751.0,48679.0,314751.0
2010-03-08,76595.0,317520.0,61699.0,317520.0,49148.0,317520.0
2010-03-09,72973.0,318425.0,63605.0,318425.0,50042.0,318425.0
2010-03-10,69167.0,317566.0,66589.0,317566.0,48504.0,317566.0
2010-03-11,66234.0,322838.0,70422.0,322838.0,49498.0,322838.0
2010-03-12,63545.0,323156.0,70355.0,323156.0,50812.0,323156.0
2010-03-15,59272.0,322542.0,71376.0,322542.0,51688.0,322542.0
2010-03-16,58762.0,328460.0,73642.0,328460.0,51574.0,328460.0
2010-03-17,57717.0,330106.0,76610.0,330106.0,50906.0,330106.0
2010-03-18,53650.0,329435.0,80253.0,329435.0,51807.0,329435.0
2010-03-19,49210.0,325660.0,81046.0,325660.0,50921.0,325660.0
2010-03-22,42050.0,322063.0,83547.0,322063.0,51104.0,322063.0
2010-03-23,38619.0,326194.0,87254.0,326194.0,52371.0,326194.0
2010-03-24,33747.0,326458.0,90666.0,326458.0,51309.0,326458.0
2010-03-25,26068.0,322398.0,94024.0,322398.0,50729.0,322398.0
2010-03-26,20237.0,320223.0,95046.0,320223.0,50886.0,320223.0
2010-03-29,14543.0,322775.0,99915.0,322775.0,51599.0,322775.0
2010-03-30,8099.0,319299.0,100336.0,319299.0,53405.0,319299.0
2010-03-31,1689.0,318876.0,103881.0,318876.0,54523.0,318876.0
2010-04-01,106342.0,324185.0,56329.0,324185.0,29183.0,324185.0
2010-04-05,105328.0,324153.0,56554.0,324153.0,29033.0,324153.0
2010-04-06,102115.0,323223.0,59054.0,323223.0,28660.0,323223.0
2010-04-07,99144.0,322597.0,59558.0,322597.0,30066.0,322597.0
2010-04-08,93425.0,316911.0,58128.0,316911.0,31922.0,316911.0
2010-04-09,88287.0,315168.0,60947.0,315168.0,32525.0,315168.0
2010-04-12,81287.0,309281.0,62387.0,309281.0,32946.0,309281.0
2010-04-13,71978.0,298513.0,62950.0,298513.0,31145.0,298513.0
2010-04-14,71194.0,303197.0,65266.0,303197.0,31884.0,303197.0
2010-04-15,62004.0,302518.0,68569.0,302518.0,33511.0,302518.0
2010-04-16,56383.0,305069.0,71832.0,305069.0,34394.0,305069.0
2010-04-19,41495.0,301002.0,80387.0,301002.0,35470.0,301002.0
2010-04-20,34948.0,300329.0,85754.0,300329.0,35552.0,300329.0
2010-04-21,32438.0,301708.0,87682.0,301708.0,36002.0,301708.0
2010-04-22,30745.0,304603.0,90249.0,304603.0,36982.0,304603.0
2010-04-23,27098.0,305872.0,92363.0,305872.0,37448.0,305872.0
2010-04-26,22350.0,309389.0,98230.0,309389.0,38768.0,309389.0
2010-04-27,17987.0,309226.0,99400.0,309226.0,39100.0,309226.0
2010-04-28,13613.0,311078.0,102116.0,311078.0,39839.0,311078.0
2010-04-29,8863.0,311853.0,105314.0,311853.0,39567.0,311853.0
2010-04-30,,313223.0,109323.0,313223.0,41053.0,313223.0
2010-05-03,107238.0,314144.0,41557.0,314144.0,26530.0,314144.0
2010-05-04,101984.0,313413.0,43304.0,313413.0,27009.0,313413.0
2010-05-05,93180.0,308793.0,44563.0,308793.0,27291.0,308793.0
2010-05-06,86310.0,308196.0,46275.0,308196.0,27826.0,308196.0
2010-05-07,85113.0,316597.0,50166.0,316597.0,28373.0,316597.0
2010-05-10,76906.0,317009.0,53371.0,317009.0,29523.0,317009.0
2010-05-11,71376.0,316835.0,54752.0,316835.0,31063.0,316835.0
2010-05-12,68875.0,320304.0,56910.0,320304.0,31660.0,320304.0
2010-05-13,62515.0,320756.0,61387.0,320756.0,32695.0,320756.0
2010-05-14,56273.0,318340.0,62549.0,318340.0,33431.0,318340.0
2010-05-17,53411.0,319595.0,63783.0,319595.0,34114.0,319595.0
2010-05-18,50223.0,318322.0,66110.0,318322.0,34290.0,318322.0
2010-05-19,47661.0,317652.0,68512.0,317652.0,35240.0,317652.0
2010-05-20,39418.0,309449.0,68198.0,309449.0,35239.0,309449.0
2010-05-21,36137.0,308062.0,68656.0,308062.0,36432.0,308062.0
2010-05-24,29036.0,306954.0,72298.0,306954.0,37042.0,306954.0
2010-05-25,20565.0,302958.0,74772.0,302958.0,38182.0,302958.0
2010-05-26,15102.0,305109.0,77927.0,305109.0,40933.0,305109.0
2010-05-27,6655.0,303529.0,80013.0,303529.0,42918.0,303529.0
2010-05-28,,295530.0,76242.0,295530.0,43304.0,295530.0
2010-06-01,73959.0,294519.0,45687.0,294519.0,31161.0,294519.0
2010-06-02,75116.0,298959.0,47080.0,298959.0,32158.0,298959.0
2010-06-03,77609.0,306343.0,50066.0,306343.0,32929.0,306343.0
2010-06-04,77948.0,307937.0,50348.0,307937.0,32905.0,307937.0
2010-06-07,75036.0,312251.0,53687.0,312251.0,35828.0,312251.0
2010-06-08,72325.0,313863.0,55684.0,313863.0,36925.0,313863.0
2010-06-09,64677.0,310738.0,58037.0,310738.0,36234.0,310738.0
2010-06-10,62404.0,314804.0,60686.0,314804.0,36071.0,314804.0
2010-06-11,59001.0,322715.0,65575.0,322715.0,38134.0,322715.0
2010-06-14,57286.0,324211.0,65575.0,324211.0,38673.0,324211.0
2010-06-15,54139.0,325894.0,67025.0,325894.0,39542.0,325894.0
2010-06-16,51224.0,328576.0,67193.0,328576.0,40543.0,328576.0
2010-06-17,45853.0,323436.0,67272.0,323436.0,41292.0,323436.0
2010-06-18,43010.0,320454.0,67546.0,320454.0,41608.0,320454.0
2010-06-21,39105.0,320881.0,69895.0,320881.0,42001.0,320881.0
2010-06-22,32510.0,316100.0,71686.0,316100.0,43489.0,316100.0
2010-06-23,27874.0,315715.0,75773.0,315715.0,44238.0,315715.0
2010-06-24,23444.0,314895.0,78667.0,314895.0,44783.0,314895.0
2010-06-25,18465.0,309089.0,79759.0,309089.0,43172.0,309089.0
2010-06-28,13740.0,308769.0,81628.0,308769.0,44640.0,308769.0
2010-06-29,6732.0,307421.0,85095.0,307421.0,44175.0,307421.0
2010-06-30,1446.0,303597.0,84162.0,303597.0,45542.0,303597.0
2010-07-01,82812.0,305204.0,46487.0,305204.0,28270.0,305204.0
2010-07-02,82569.0,308634.0,46824.0,308634.0,28821.0,308634.0
2010-07-06,80462.0,305890.0,46807.0,305890.0,28406.0,305890.0
2010-07-07,79587.0,307444.0,48871.0,307444.0,28652.0,307444.0
2010-07-08,78248.0,311590.0,50984.0,311590.0,29781.0,311590.0
2010-07-09,74017.0,311160.0,52862.0,311160.0,30358.0,311160.0
2010-07-12,71595.0,314008.0,55074.0,314008.0,31743.0,314008.0
2010-07-13,65759.0,313091.0,57164.0,313091.0,32702.0,313091.0
2010-07-14,63430.0,316157.0,60934.0,316157.0,33179.0,316157.0
2010-07-15,59074.0,312802.0,62552.0,312802.0,32045.0,312802.0
2010-07-16,56870.0,312857.0,63522.0,312857.0,32099.0,312857.0
2010-07-19,49846.0,305971.0,63869.0,305971.0,31620.0,305971.0
2010-07-20,44830.0,303463.0,64875.0,303463.0,32562.0,303463.0
2010-07-21,40694.0,302517.0,68092.0,302517.0,32701.0,302517.0
2010-07-22,35644.0,302682.0,71359.0,302682.0,33292.0,302682.0
2010-07-23,32229.0,298985.0,71595.0,298985.0,32580.0,298985.0
2010-07-26,28764.0,299135.0,73684.0,299135.0,32846.0,299135.0
2010-07-27,19590.0,294935.0,76983.0,294935.0,33723.0,294935.0
2010-07-28,13241.0,295023.0,78607.0,295023.0,35472.0,295023.0
2010-07-29,5622.0,291687.0,80512.0,291687.0,36591.0,291687.0
2010-07-30,,291261.0,82041.0,291261.0,38181.0,291261.0
2010-08-02,84291.0,300355.0,39456.0,300355.0,33509.0,300355.0
2010-08-03,86435.0,306044.0,40943.0,306044.0,34389.0,306044.0
2010-08-04,86420.0,308908.0,42422.0,308908.0,35174.0,308908.0
2010-08-05,83681.0,306257.0,42608.0,306257.0,33727.0,306257.0
2010-08-06,78584.0,306699.0,44827.0,306699.0,36356.0,306699.0
2010-08-09,72808.0,304508.0,47429.0,304508.0,37902.0,304508.0
2010-08-10,64365.0,301750.0,50454.0,301750.0,38887.0,301750.0
2010-08-11,60975.0,302389.0,53096.0,302389.0,40280.0,302389.0
2010-08-12,55003.0,298715.0,54294.0,298715.0,41495.0,298715.0
2010-08-13,51635.0,298708.0,54526.0,298708.0,41754.0,298708.0
2010-08-16,48189.0,300290.0,57407.0,300290.0,42351.0,300290.0
2010-08-17,45195.0,298369.0,57680.0,298369.0,42654.0,298369.0
2010-08-18,42012.0,297940.0,59551.0,297940.0,43061.0,297940.0
2010-08-19,39219.0,299725.0,62223.0,299725.0,43407.0,299725.0
2010-08-20,34148.0,301188.0,66695.0,301188.0,43167.0,301188.0
2010-08-23,29090.0,304296.0,72076.0,304296.0,42848.0,304296.0
2010-08-24,25465.0,309435.0,77182.0,309435.0,42177.0,309435.0
2010-08-25,20413.0,313046.0,83673.0,313046.0,42803.0,313046.0
2010-08-26,16777.0,313735.0,84310.0,313735.0,42157.0,313735.0
2010-08-27,12447.0,316537.0,87533.0,316537.0,42519.0,316537.0
2010-08-30,7455.0,320084.0,90713.0,320084.0,44284.0,320084.0
2010-08-31,808.0,314911.0,87490.0,314911.0,45937.0,314911.0
2010-09-01,83747.0,313374.0,46791.0,313374.0,55491.0,313374.0
2010-09-02,82712.0,317131.0,47654.0,317131.0,57640.0,317131.0
2010-09-03,80365.0,317446.0,47772.0,317446.0,59103.0,317446.0
2010-09-07,78036.0,316852.0,48729.0,316852.0,59898.0,316852.0
2010-09-08,74076.0,318691.0,52200.0,318691.0,60294.0,318691.0
2010-09-09,70573.0,319598.0,53298.0,319598.0,63063.0,319598.0
2010-09-10,64891.0,316191.0,55649.0,316191.0,62683.0,316191.0
2010-09-13,60194.0,327133.0,56587.0,327133.0,69532.0,327133.0
2010-09-14,57320.0,320747.0,59396.0,320747.0,65529.0,320747.0
2010-09-15,54026.0,323659.0,63644.0,323659.0,66328.0,323659.0
2010-09-16,51613.0,329085.0,69195.0,329085.0,68719.0,329085.0
2010-09-17,49524.0,328747.0,70681.0,328747.0,68607.0,328747.0
2010-09-20,44636.0,330905.0,77027.0,330905.0,69901.0,330905.0
2010-09-21,42137.0,332803.0,78890.0,332803.0,71414.0,332803.0
2010-09-22,38709.0,329793.0,79375.0,329793.0,70824.0,329793.0
2010-09-23,36341.0,333991.0,85669.0,333991.0,71657.0,333991.0
2010-09-24,28274.0,333133.0,91497.0,333133.0,71090.0,333133.0
2010-09-27,20554.0,328942.0,92873.0,328942.0,71322.0,328942.0
2010-09-28,15340.0,328344.0,96012.0,328344.0,73156.0,328344.0
2010-09-29,9727.0,334466.0,102904.0,334466.0,76618.0,334466.0
2010-09-30,3009.0,334902.0,108826.0,334902.0,77945.0,334902.0
2010-10-01,107437.0,340125.0,79345.0,340125.0,45888.0,340125.0
2010-10-04,105801.0,341127.0,79488.0,341127.0,47725.0,341127.0
2010-10-05,102738.0,337021.0,76506.0,337021.0,48653.0,337021.0
2010-10-06,99011.0,334519.0,75798.0,334519.0,49695.0,334519.0
2010-10-07,91699.0,330966.0,77997.0,330966.0,51671.0,330966.0
2010-10-08,88857.0,332734.0,77930.0,332734.0,53530.0,332734.0
2010-10-11,83422.0,328200.0,77422.0,328200.0,53595.0,328200.0
2010-10-12,75153.0,324517.0,79832.0,324517.0,55033.0,324517.0
2010-10-13,70238.0,324251.0,82123.0,324251.0,56230.0,324251.0
2010-10-14,64563.0,320956.0,83290.0,320956.0,56464.0,320956.0
2010-10-15,59658.0,326228.0,88160.0,326228.0,58136.0,326228.0
2010-10-18,57535.0,325270.0,87593.0,325270.0,58388.0,325270.0
2010-10-19,45081.0,323728.0,91649.0,323728.0,59841.0,323728.0
2010-10-20,39177.0,326816.0,95969.0,326816.0,62135.0,326816.0
2010-10-21,35674.0,327096.0,96254.0,327096.0,64697.0,327096.0
2010-10-22,32894.0,329357.0,97053.0,329357.0,66474.0,329357.0
2010-10-25,28025.0,328314.0,99539.0,328314.0,66982.0,328314.0
2010-10-26,20650.0,324021.0,100328.0,324021.0,68156.0,324021.0
2010-10-27,15385.0,322465.0,100326.0,322465.0,69076.0,322465.0
2010-10-28,7685.0,318360.0,101663.0,318360.0,69453.0,318360.0
2010-10-29,2173.0,317464.0,100148.0,317464.0,72229.0,317464.0
2010-11-01,100759.0,319655.0,73502.0,319655.0,25937.0,319655.0
2010-11-02,96555.0,318482.0,74952.0,318482.0,27391.0,318482.0
2010-11-03,95983.0,320518.0,75138.0,320518.0,28038.0,320518.0
2010-11-04,99093.0,327078.0,76217.0,327078.0,29153.0,327078.0
2010-11-05,97014.0,324458.0,75996.0,324458.0,28977.0,324458.0
2010-11-08,93172.0,326773.0,77707.0,326773.0,28646.0,326773.0
2010-11-09,89386.0,328182.0,80037.0,328182.0,29436.0,328182.0
2010-11-10,83602.0,324299.0,78046.0,324299.0,32321.0,324299.0
2010-11-11,79695.0,329280.0,82606.0,329280.0,33365.0,329280.0
2010-11-12,74854.0,327757.0,83281.0,327757.0,34223.0,327757.0
2010-11-15,70982.0,326286.0,83702.0,326286.0,34537.0,326286.0
2010-11-16,64491.0,321832.0,85090.0,321832.0,33669.0,321832.0
2010-11-17,59367.0,313904.0,82244.0,313904.0,36069.0,313904.0
2010-11-18,53068.0,317652.0,88994.0,317652.0,37590.0,317652.0
2010-11-19,48454.0,320270.0,91927.0,320270.0,36873.0,320270.0
2010-11-22,42066.0,318053.0,91232.0,318053.0,38407.0,318053.0
2010-11-23,35436.0,316945.0,94507.0,316945.0,39796.0,316945.0
2010-11-24,26955.0,314283.0,96705.0,314283.0,40577.0,314283.0
2010-11-26,24153.0,315650.0,97927.0,315650.0,41674.0,315650.0
2010-11-29,10513.0,306134.0,100140.0,306134.0,43190.0,306134.0
2010-11-30,2668.0,300911.0,100027.0,300911.0,44221.0,300911.0
2010-12-01,99514.0,299172.0,43355.0,299172.0,34989.0,299172.0
2010-12-02,101664.0,304734.0,46100.0,304734.0,35678.0,304734.0
2010-12-03,106000.0,314123.0,49442.0,314123.0,34005.0,314123.0
2010-12-06,107393.0,318365.0,49253.0,318365.0,35052.0,318365.0
2010-12-07,102706.0,318630.0,50684.0,318630.0,37533.0,318630.0
2010-12-08,95669.0,313567.0,52770.0,313567.0,39158.0,313567.0
2010-12-09,88235.0,308432.0,54414.0,308432.0,40221.0,308432.0
2010-12-10,82385.0,306601.0,57782.0,306601.0,41621.0,306601.0
2010-12-13,77499.0,308524.0,62020.0,308524.0,45024.0,308524.0
2010-12-14,73433.0,304187.0,62280.0,304187.0,45389.0,304187.0
2010-12-15,69923.0,306683.0,65087.0,306683.0,47560.0,306683.0
2010-12-16,62895.0,307032.0,70241.0,307032.0,48329.0,307032.0
2010-12-17,59517.0,309763.0,75780.0,309763.0,48572.0,309763.0
2010-12-20,50523.0,310862.0,82376.0,310862.0,49799.0,310862.0
2010-12-21,41659.0,310699.0,90372.0,310699.0,50072.0,310699.0
2010-12-22,33766.0,313547.0,98505.0,313547.0,51102.0,313547.0
2010-12-23,31375.0,315300.0,101468.0,315300.0,51680.0,315300.0
2010-12-27,27951.0,315097.0,104546.0,315097.0,51929.0,315097.0
2010-12-28,18325.0,308824.0,107254.0,308824.0,51549.0,308824.0
2010-12-29,11043.0,305340.0,109248.0,305340.0,52123.0,305340.0
2010-12-30,5378.0,299743.0,105749.0,299743.0,55572.0,299743.0
2010-12-31,2413.0,300637.0,106300.0,300637.0,57657.0,300637.0
2011-01-03,108958.0,304025.0,58425.0,304025.0,28287.0,304025.0
2011-01-04,106571.0,306563.0,62804.0,306563.0,28842.0,306563.0
2011-01-05,103062.0,303811.0,63831.0,303811.0,28828.0,303811.0
2011-01-06,96756.0,299211.0,64247.0,299211.0,27652.0,299211.0
2011-01-07,91097.0,299898.0,67267.0,299898.0,29822.0,299898.0
2011-01-10,90765.0,300105.0,66383.0,300105.0,31131.0,300105.0
2011-01-11,87084.0,298327.0,66642.0,298327.0,32586.0,298327.0
2011-01-12,81704.0,298254.0,70136.0,298254.0,32316.0,298254.0
2011-01-13,75263.0,302387.0,75561.0,302387.0,34309.0,302387.0
2011-01-14,71764.0,304082.0,77106.0,304082.0,35305.0,304082.0
2011-01-18,67917.0,309256.0,82431.0,309256.0,36497.0,309256.0
2011-01-19,61546.0,313178.0,89685.0,313178.0,38112.0,313178.0
2011-01-20,52346.0,311627.0,93945.0,311627.0,39310.0,311627.0
2011-01-21,43975.0,312038.0,100510.0,312038.0,39967.0,312038.0
2011-01-24,37444.0,314731.0,106092.0,314731.0,42089.0,314731.0
2011-01-25,28108.0,314495.0,108161.0,314495.0,46308.0,314495.0
2011-01-26,22251.0,317008.0,111148.0,317008.0,46850.0,317008.0
2011-01-27,16001.0,311972.0,113521.0,311972.0,46767.0,311972.0
2011-01-28,7107.0,304721.0,115400.0,304721.0,44187.0,304721.0
2011-01-31,1401.0,302172.0,113080.0,302172.0,45807.0,302172.0
2011-02-01,113263.0,305609.0,46038.0,305609.0,26274.0,305609.0
2011-02-02,109335.0,310746.0,47762.0,310746.0,26372.0,310746.0
2011-02-03,107211.0,314887.0,49707.0,314887.0,26376.0,314887.0
2011-02-04,100790.0,311700.0,51354.0,311700.0,26582.0,311700.0
2011-02-07,95382.0,306078.0,51927.0,306078.0,27728.0,306078.0
2011-02-08,92855.0,310044.0,52753.0,310044.0,29479.0,310044.0
2011-02-09,88684.0,313050.0,54340.0,313050.0,30750.0,313050.0
2011-02-10,77757.0,309170.0,58775.0,309170.0,33204.0,309170.0
2011-02-11,71428.0,311001.0,63332.0,311001.0,36686.0,311001.0
2011-02-14,71444.0,316911.0,66195.0,316911.0,38176.0,316911.0
2011-02-15,67234.0,321435.0,69027.0,321435.0,40295.0,321435.0
2011-02-16,61236.0,325761.0,75492.0,325761.0,41556.0,325761.0
2011-02-17,51642.0,321793.0,78104.0,321793.0,42556.0,321793.0
2011-02-18,38636.0,317449.0,84954.0,317449.0,42982.0,317449.0
2011-02-22,32234.0,321800.0,92228.0,321800.0,43675.0,321800.0
2011-02-23,19640.0,312706.0,95995.0,312706.0,43319.0,312706.0
2011-02-24,13658.0,302315.0,96238.0,302315.0,43263.0,302315.0
2011-02-25,7536.0,300763.0,96399.0,300763.0,44802.0,300763.0
2011-02-28,1674.0,299205.0,97386.0,299205.0,45967.0,299205.0
2011-03-01,96350.0,298967.0,48758.0,298967.0,46149.0,298967.0
2011-03-02,92734.0,302508.0,49556.0,302508.0,47868.0,302508.0
2011-03-03,91391.0,307282.0,50949.0,307282.0,50563.0,307282.0
2011-03-04,89526.0,307984.0,52639.0,307984.0,50687.0,307984.0
2011-03-07,84927.0,305861.0,53722.0,305861.0,51973.0,305861.0
2011-03-08,81386.0,306312.0,56967.0,306312.0,53104.0,306312.0
2011-03-09,79722.0,301326.0,56388.0,301326.0,51323.0,301326.0
2011-03-10,73023.0,304130.0,63184.0,304130.0,51712.0,304130.0
2011-03-11,70232.0,307677.0,67492.0,307677.0,50748.0,307677.0
2011-03-14,67893.0,309224.0,71650.0,309224.0,51772.0,309224.0
2011-03-15,62684.0,309125.0,72935.0,309125.0,54521.0,309125.0
2011-03-16,59746.0,314843.0,77351.0,314843.0,56167.0,314843.0
2011-03-17,54293.0,311699.0,80502.0,311699.0,55171.0,311699.0
2011-03-18,49110.0,305277.0,80867.0,305277.0,54532.0,305277.0
2011-03-21,44906.0,305943.0,83388.0,305943.0,55158.0,305943.0
2011-03-22,38900.0,306674.0,87361.0,306674.0,56094.0,306674.0
2011-03-23,31327.0,303126.0,90767.0,303126.0,54594.0,303126.0
2011-03-24,25656.0,299665.0,90779.0,299665.0,54125.0,299665.0
2011-03-25,21774.0,302312.0,92845.0,302312.0,55711.0,302312.0
2011-03-28,15310.0,302912.0,98622.0,302912.0,56320.0,302912.0
2011-03-29,10818.0,306903.0,105203.0,306903.0,56086.0,306903.0
2011-03-30,6290.0,309220.0,107881.0,309220.0,55428.0,309220.0
2011-03-31,2994.0,309079.0,109328.0,309079.0,55443.0,309079.0
2011-04-01,107117.0,306366.0,56339.0,306366.0,34968.0,306366.0
2011-04-04,105840.0,305621.0,56709.0,305621.0,34608.0,305621.0
2011-04-05,104115.0,305837.0,56916.0,305837.0,34401.0,305837.0
2011-04-06,101838.0,307812.0,57691.0,307812.0,35109.0,307812.0
2011-04-07,99982.0,309835.0,57636.0,309835.0,36298.0,309835.0
2011-04-08,94918.0,310095.0,58907.0,310095.0,37459.0,310095.0
2011-04-11,88823.0,310480.0,61540.0,310480.0,38487.0,310480.0
2011-04-12,79985.0,302561.0,62946.0,302561.0,37735.0,302561.0
2011-04-13,72369.0,302280.0,68914.0,302280.0,38937.0,302280.0
2011-04-14,69633.0,309454.0,74245.0,309454.0,41003.0,309454.0
2011-04-15,65850.0,311201.0,78713.0,311201.0,41657.0,311201.0
2011-04-18,59318.0,315486.0,86997.0,315486.0,42502.0,315486.0
2011-04-19,50480.0,316036.0,92451.0,316036.0,44695.0,316036.0
2011-04-20,44953.0,317390.0,98031.0,317390.0,45711.0,317390.0
2011-04-21,38903.0,315375.0,101470.0,315375.0,45800.0,315375.0
2011-04-25,30441.0,313067.0,105956.0,313067.0,46387.0,313067.0
2011-04-26,22133.0,311873.0,109585.0,311873.0,47794.0,311873.0
2011-04-27,16913.0,314079.0,114053.0,314079.0,48763.0,314079.0
2011-04-28,8210.0,312116.0,117267.0,312116.0,48197.0,312116.0
2011-04-29,1854.0,310653.0,118157.0,310653.0,48641.0,310653.0
2011-05-02,119080.0,314034.0,49468.0,314034.0,30269.0,314034.0
2011-05-03,117614.0,314173.0,47568.0,314173.0,30208.0,314173.0
2011-05-04,113461.0,312166.0,48422.0,312166.0,30397.0,312166.0
2011-05-05,107501.0,311585.0,49284.0,311585.0,30214.0,311585.0
2011-05-06,99869.0,308327.0,49939.0,308327.0,29755.0,308327.0
2011-05-09,90059.0,305694.0,53828.0,305694.0,30662.0,305694.0
2011-05-10,87326.0,307317.0,56631.0,307317.0,31254.0,307317.0
2011-05-11,80988.0,306830.0,61744.0,306830.0,31650.0,306830.0
2011-05-12,75680.0,311202.0,68015.0,311202.0,32780.0,311202.0
2011-05-13,72768.0,312140.0,70810.0,312140.0,33264.0,312140.0
2011-05-16,69117.0,314420.0,73601.0,314420.0,33379.0,314420.0
2011-05-17,61351.0,310771.0,76384.0,310771.0,32774.0,310771.0
2011-05-18,57189.0,313789.0,81137.0,313789.0,32828.0,313789.0
2011-05-19,51912.0,313972.0,85089.0,313972.0,33278.0,313972.0
2011-05-20,47629.0,314901.0,88639.0,314901.0,34570.0,314901.0
2011-05-23,42427.0,316011.0,92206.0,316011.0,35598.0,316011.0
2011-05-24,33677.0,310794.0,95580.0,310794.0,35745.0,310794.0
2011-05-25,25644.0,309837.0,98563.0,309837.0,38268.0,309837.0
2011-05-26,16994.0,304371.0,101379.0,304371.0,38525.0,304371.0
2011-05-27,8489.0,300994.0,102968.0,300994.0,40103.0,300994.0
2011-05-31,2577.0,300371.0,103660.0,300371.0,43165.0,300371.0
2011-06-01,103011.0,300117.0,43292.0,300117.0,33436.0,300117.0
2011-06-02,102166.0,303092.0,42612.0,303092.0,33953.0,303092.0
2011-06-03,100688.0,310558.0,45336.0,310558.0,36446.0,310558.0
2011-06-06,97332.0,312422.0,46964.0,312422.0,37760.0,312422.0
2011-06-07,95143.0,314662.0,48132.0,314662.0,38835.0,314662.0
2011-06-08,90157.0,317266.0,51583.0,317266.0,40408.0,317266.0
2011-06-09,85682.0,317238.0,54587.0,317238.0,40723.0,317238.0
2011-06-10,82219.0,320546.0,58211.0,320546.0,40673.0,320546.0
2011-06-13,80513.0,326644.0,63214.0,326644.0,42968.0,326644.0
2011-06-14,80120.0,330872.0,63939.0,330872.0,44843.0,330872.0
2011-06-15,76433.0,327240.0,66351.0,327240.0,44119.0,327240.0
2011-06-16,72709.0,329753.0,69566.0,329753.0,44545.0,329753.0
2011-06-17,67856.0,329435.0,72387.0,329435.0,45452.0,329435.0
2011-06-20,61778.0,328039.0,75617.0,328039.0,45773.0,328039.0
2011-06-21,48509.0,319215.0,80092.0,319215.0,44489.0,319215.0
2011-06-22,42730.0,313133.0,81527.0,313133.0,44612.0,313133.0
2011-06-23,36478.0,317891.0,86553.0,317891.0,45288.0,317891.0
2011-06-24,30226.0,312315.0,85836.0,312315.0,45295.0,312315.0
2011-06-27,21650.0,309154.0,91789.0,309154.0,45852.0,309154.0
2011-06-28,15260.0,309256.0,94798.0,309256.0,46523.0,309256.0
