,HO1 Comdty ,HO1 Comdty ,HO2 Comdty ,HO2 Comdty ,HO3 Comdty,HO3 Comdty
,OPEN_INT,FUT_AGGTE_OPEN_INT,OPEN_INT,FUT_AGGTE_OPEN_INT,OPEN_INT,FUT_AGGTE_OPEN_INT
2017-02-09,107494.0,427750.0,75553.0,427750.0,57263.0,427750.0
2017-02-10,104401.0,433720.0,78356.0,433720.0,59249.0,433720.0
2017-02-13,97216.0,442243.0,84339.0,442243.0,61007.0,442243.0
2017-02-14,90899.0,441884.0,86352.0,441884.0,63553.0,441884.0
2017-02-15,83296.0,442798.0,90647.0,442798.0,63360.0,442798.0
2017-02-16,73087.0,437465.0,93300.0,437465.0,66354.0,437465.0
2017-02-17,64696.0,433303.0,97839.0,433303.0,66983.0,433303.0
2017-02-21,51268.0,437684.0,107406.0,437684.0,71504.0,437684.0
2017-02-22,41052.0,430813.0,109360.0,430813.0,69844.0,430813.0
2017-02-23,29027.0,424723.0,114294.0,424723.0,68765.0,424723.0
2017-02-24,18298.0,416263.0,114864.0,416263.0,70109.0,416263.0
2017-02-27,7137.0,410976.0,119623.0,410976.0,70703.0,410976.0
2017-02-28,880.0,405810.0,120505.0,405810.0,68977.0,405810.0
2017-03-01,114294.0,401713.0,68638.0,401713.0,59680.0,401713.0
2017-03-02,107095.0,399284.0,70266.0,399284.0,60160.0,399284.0
2017-03-03,103935.0,397203.0,71245.0,397203.0,60053.0,397203.0
2017-03-06,98665.0,396759.0,72939.0,396759.0,59282.0,396759.0
2017-03-07,90937.0,393821.0,75605.0,393821.0,60969.0,393821.0
2017-03-08,91093.0,396296.0,76725.0,396296.0,59916.0,396296.0
2017-03-09,87467.0,402141.0,80274.0,402141.0,62152.0,402141.0
2017-03-10,86346.0,411455.0,84536.0,411455.0,65090.0,411455.0
2017-03-13,87726.0,418814.0,87578.0,418814.0,66051.0,418814.0
2017-03-14,87205.0,424538.0,89059.0,424538.0,68285.0,424538.0
2017-03-15,82225.0,418934.0,87650.0,418934.0,66656.0,418934.0
2017-03-16,77539.0,420752.0,91855.0,420752.0,66157.0,420752.0
2017-03-17,74172.0,421592.0,93959.0,421592.0,65978.0,421592.0
2017-03-20,70512.0,421223.0,98032.0,421223.0,64229.0,421223.0
2017-03-21,63465.0,420771.0,100599.0,420771.0,63675.0,420771.0
2017-03-22,55920.0,421726.0,103214.0,421726.0,63719.0,421726.0
2017-03-23,46160.0,419489.0,107707.0,419489.0,64973.0,419489.0
2017-03-24,37977.0,421760.0,113874.0,421760.0,66850.0,421760.0
2017-03-27,28628.0,421611.0,118225.0,421611.0,70119.0,421611.0
2017-03-28,19234.0,418596.0,122369.0,418596.0,71216.0,418596.0
2017-03-29,12403.0,419058.0,124499.0,419058.0,73569.0,419058.0
2017-03-30,4283.0,425956.0,132614.0,425956.0,76161.0,425956.0
2017-03-31,1171.0,420182.0,127326.0,420182.0,77540.0,420182.0
2017-04-03,125121.0,425654.0,80292.0,425654.0,47379.0,425654.0
2017-04-04,122373.0,421223.0,78296.0,421223.0,48654.0,421223.0
2017-04-05,116605.0,423042.0,81054.0,423042.0,49758.0,423042.0
2017-04-06,111669.0,427559.0,86855.0,427559.0,51845.0,427559.0
2017-04-07,105877.0,425648.0,89327.0,425648.0,52579.0,425648.0
2017-04-10,96818.0,421662.0,92402.0,421662.0,54385.0,421662.0
2017-04-11,83884.0,426921.0,99993.0,426921.0,63251.0,426921.0
2017-04-12,76597.0,423829.0,101369.0,423829.0,66550.0,423829.0
2017-04-13,70935.0,430899.0,110840.0,430899.0,70348.0,430899.0
2017-04-17,69437.0,433009.0,113249.0,433009.0,71981.0,433009.0
2017-04-18,61976.0,434644.0,116518.0,434644.0,74040.0,434644.0
2017-04-19,57659.0,432734.0,117415.0,432734.0,74513.0,432734.0
2017-04-20,52201.0,434764.0,120185.0,434764.0,75394.0,434764.0
2017-04-21,45947.0,442935.0,125490.0,442935.0,78182.0,442935.0
2017-04-24,34766.0,437841.0,126347.0,437841.0,78796.0,437841.0
2017-04-25,22515.0,430616.0,128017.0,430616.0,78717.0,430616.0
2017-04-26,14291.0,426201.0,127926.0,426201.0,79159.0,426201.0
2017-04-27,5596.0,420952.0,130223.0,420952.0,77512.0,420952.0
2017-04-28,1720.0,419377.0,129175.0,419377.0,76435.0,419377.0
2017-05-01,129242.0,421295.0,78587.0,421295.0,28305.0,421295.0
2017-05-02,129313.0,426835.0,81526.0,426835.0,29747.0,426835.0
2017-05-03,130664.0,433262.0,84113.0,433262.0,30024.0,433262.0
2017-05-04,128407.0,436694.0,86749.0,436694.0,30458.0,436694.0
2017-05-05,126436.0,440784.0,88658.0,440784.0,32476.0,440784.0
2017-05-08,116235.0,438281.0,92632.0,438281.0,34609.0,438281.0
2017-05-09,111671.0,435136.0,93335.0,435136.0,37338.0,435136.0
2017-05-10,105751.0,437134.0,94156.0,437134.0,40798.0,437134.0
2017-05-11,97484.0,434260.0,97845.0,434260.0,39732.0,434260.0
2017-05-12,89298.0,429483.0,100381.0,429483.0,38604.0,429483.0
2017-05-15,82757.0,426651.0,102786.0,426651.0,38269.0,426651.0
2017-05-16,77523.0,422713.0,104580.0,422713.0,39195.0,422713.0
2017-05-17,67040.0,421432.0,110449.0,421432.0,40128.0,421432.0
2017-05-18,63297.0,420245.0,111944.0,420245.0,40326.0,420245.0
2017-05-19,54723.0,412198.0,109882.0,412198.0,39727.0,412198.0
2017-05-22,47044.0,404201.0,108442.0,404201.0,41868.0,404201.0
2017-05-23,39825.0,405080.0,114420.0,405080.0,42242.0,405080.0
2017-05-24,33370.0,403324.0,118042.0,403324.0,41427.0,403324.0
2017-05-25,22785.0,394882.0,122360.0,394882.0,41032.0,394882.0
2017-05-26,16517.0,389604.0,119692.0,389604.0,41736.0,389604.0
2017-05-30,5524.0,385694.0,125450.0,385694.0,44364.0,385694.0
2017-05-31,1725.0,380397.0,122937.0,380397.0,47819.0,380397.0
2017-06-01,115740.0,376328.0,50081.0,376328.0,40767.0,376328.0
2017-06-02,112997.0,375904.0,53166.0,375904.0,40247.0,375904.0
2017-06-05,111209.0,378444.0,55463.0,378444.0,41279.0,378444.0
2017-06-06,106352.0,378134.0,58368.0,378134.0,43805.0,378134.0
2017-06-07,101000.0,378634.0,62676.0,378634.0,43034.0,378634.0
2017-06-08,95998.0,380648.0,67125.0,380648.0,44143.0,380648.0
2017-06-09,88913.0,390074.0,75203.0,390074.0,47286.0,390074.0
2017-06-12,85549.0,398429.0,78940.0,398429.0,51220.0,398429.0
2017-06-13,81641.0,404508.0,84147.0,404508.0,54006.0,404508.0
2017-06-14,74820.0,402778.0,87949.0,402778.0,54987.0,402778.0
2017-06-15,67211.0,413316.0,95358.0,413316.0,58037.0,413316.0
2017-06-16,58840.0,415930.0,101950.0,415930.0,61573.0,415930.0
2017-06-19,55029.0,417814.0,106372.0,417814.0,61233.0,417814.0
2017-06-20,47654.0,417211.0,109113.0,417211.0,60799.0,417211.0
2017-06-21,42084.0,422021.0,112253.0,422021.0,62592.0,422021.0
2017-06-22,38601.0,425609.0,115957.0,425609.0,62785.0,425609.0
2017-06-23,33007.0,428126.0,121337.0,428126.0,63202.0,428126.0
2017-06-26,27041.0,427394.0,124401.0,427394.0,64064.0,427394.0
2017-06-27,16537.0,424566.0,128128.0,424566.0,65326.0,424566.0
2017-06-28,11084.0,421026.0,131024.0,421026.0,63753.0,421026.0
2017-06-29,3300.0,419875.0,134302.0,419875.0,65969.0,419875.0
2017-06-30,485.0,417785.0,130162.0,417785.0,67877.0,417785.0
2017-07-03,124579.0,416254.0,69303.0,416254.0,39503.0,416254.0
2017-07-05,118278.0,406215.0,70355.0,406215.0,35642.0,406215.0
2017-07-06,111025.0,410691.0,78521.0,410691.0,35920.0,410691.0
2017-07-07,106751.0,414216.0,82054.0,414216.0,36556.0,414216.0
2017-07-10,100273.0,411492.0,82848.0,411492.0,39222.0,411492.0
2017-07-11,92213.0,413360.0,91196.0,413360.0,37920.0,413360.0
2017-07-12,88546.0,415572.0,97160.0,415572.0,37509.0,415572.0
2017-07-13,81652.0,416182.0,102394.0,416182.0,38379.0,416182.0
2017-07-14,73836.0,417739.0,107408.0,417739.0,41589.0,417739.0
2017-07-17,69520.0,421314.0,110241.0,421314.0,43565.0,421314.0
2017-07-18,60780.0,424156.0,115697.0,424156.0,46810.0,424156.0
2017-07-19,54110.0,415492.0,117037.0,415492.0,47347.0,415492.0
2017-07-20,46032.0,410294.0,118900.0,410294.0,48833.0,410294.0
2017-07-21,41563.0,412404.0,121251.0,412404.0,50529.0,412404.0
2017-07-24,31552.0,410392.0,127291.0,410392.0,48487.0,410392.0
2017-07-25,25468.0,409427.0,132562.0,409427.0,46021.0,409427.0
2017-07-26,17002.0,407200.0,137701.0,407200.0,45880.0,407200.0
2017-07-27,11932.0,405296.0,137889.0,405296.0,46571.0,405296.0
2017-07-28,3262.0,396775.0,136452.0,396775.0,44760.0,396775.0
2017-07-31,130.0,396208.0,134557.0,396208.0,45006.0,396208.0
2017-08-01,133400.0,404687.0,47156.0,404687.0,44417.0,404687.0
2017-08-02,130322.0,405177.0,48667.0,405177.0,45869.0,405177.0
2017-08-03,127834.0,407630.0,50419.0,407630.0,48339.0,407630.0
2017-08-04,127658.0,412770.0,52392.0,412770.0,49733.0,412770.0
2017-08-07,118691.0,413274.0,59080.0,413274.0,50385.0,413274.0
2017-08-08,112600.0,413357.0,62520.0,413357.0,49824.0,413357.0
2017-08-09,106256.0,414125.0,67952.0,414125.0,47921.0,414125.0
2017-08-10,97346.0,410262.0,71160.0,410262.0,48285.0,410262.0
2017-08-11,93378.0,415268.0,75868.0,415268.0,49590.0,415268.0
2017-08-14,89412.0,417647.0,77774.0,417647.0,51608.0,417647.0
2017-08-15,84301.0,414679.0,80307.0,414679.0,52012.0,414679.0
2017-08-16,77614.0,410703.0,82873.0,410703.0,52646.0,410703.0
2017-08-17,67870.0,402729.0,84485.0,402729.0,52285.0,402729.0
2017-08-18,62377.0,400752.0,86360.0,400752.0,52498.0,400752.0
2017-08-21,51400.0,400976.0,95318.0,400976.0,52431.0,400976.0
2017-08-22,49143.0,400167.0,95541.0,400167.0,53100.0,400167.0
2017-08-23,40967.0,395987.0,97012.0,395987.0,54064.0,395987.0
2017-08-24,29613.0,394462.0,100649.0,394462.0,56584.0,394462.0
2017-08-25,25688.0,395936.0,100330.0,395936.0,59154.0,395936.0
2017-08-28,17304.0,394175.0,100039.0,394175.0,61031.0,394175.0
2017-08-29,10662.0,395651.0,101996.0,395651.0,64052.0,395651.0
2017-08-30,10598.0,388945.0,101741.0,388945.0,65407.0,388945.0
2017-08-31,3787.0,397050.0,101331.0,397050.0,69893.0,397050.0
2017-09-01,101282.0,404587.0,76960.0,404587.0,59635.0,404587.0
2017-09-05,100462.0,413259.0,79021.0,413259.0,64742.0,413259.0
2017-09-06,100933.0,417777.0,79364.0,417777.0,65202.0,417777.0
2017-09-07,99490.0,428727.0,81063.0,428727.0,67423.0,428727.0
2017-09-08,97595.0,434305.0,84483.0,434305.0,71095.0,434305.0
2017-09-11,95588.0,439828.0,88762.0,439828.0,70752.0,439828.0
2017-09-12,88318.0,437212.0,93249.0,437212.0,69967.0,437212.0
2017-09-13,81892.0,443708.0,99832.0,443708.0,72724.0,443708.0
2017-09-14,75451.0,449994.0,106962.0,449994.0,76299.0,449994.0
2017-09-15,72556.0,450181.0,110058.0,450181.0,77616.0,450181.0
2017-09-18,68163.0,450044.0,110057.0,450044.0,78873.0,450044.0
2017-09-19,61955.0,451351.0,111109.0,451351.0,83375.0,451351.0
2017-09-20,55919.0,452015.0,116961.0,452015.0,83421.0,452015.0
2017-09-21,49547.0,456903.0,122243.0,456903.0,84856.0,456903.0
2017-09-22,41624.0,460208.0,126553.0,460208.0,87197.0,460208.0
2017-09-25,34103.0,469752.0,131638.0,469752.0,89219.0,469752.0
2017-09-26,21770.0,463971.0,132887.0,463971.0,90469.0,463971.0
2017-09-27,14074.0,466198.0,135305.0,466198.0,92827.0,466198.0
2017-09-28,4439.0,459106.0,136771.0,459106.0,92900.0,459106.0
2017-09-29,1205.0,454707.0,133314.0,454707.0,93928.0,454707.0
2017-10-02,127396.0,451561.0,91344.0,451561.0,61054.0,451561.0
2017-10-03,125655.0,449485.0,88410.0,449485.0,61879.0,449485.0
2017-10-04,118854.0,447479.0,89147.0,447479.0,64732.0,447479.0
2017-10-05,116508.0,449460.0,91557.0,449460.0,64122.0,449460.0
2017-10-06,108460.0,446187.0,92704.0,446187.0,65187.0,446187.0
2017-10-09,103768.0,441479.0,90838.0,441479.0,64677.0,441479.0
2017-10-10,99665.0,443169.0,94168.0,443169.0,65102.0,443169.0
2017-10-11,93700.0,450125.0,96145.0,450125.0,67605.0,450125.0
2017-10-12,86390.0,452483.0,100982.0,452483.0,69169.0,452483.0
2017-10-13,79136.0,451061.0,101150.0,451061.0,70291.0,451061.0
2017-10-16,73660.0,452461.0,104589.0,452461.0,70555.0,452461.0
2017-10-17,69432.0,455118.0,109122.0,455118.0,71269.0,455118.0
2017-10-18,64090.0,453857.0,110689.0,453857.0,71836.0,453857.0
2017-10-19,56074.0,438991.0,112271.0,438991.0,70912.0,438991.0
2017-10-20,48067.0,435135.0,112208.0,435135.0,73263.0,435135.0
2017-10-23,41234.0,435611.0,116788.0,435611.0,73416.0,435611.0
2017-10-24,32574.0,431665.0,120730.0,431665.0,73404.0,431665.0
2017-10-25,28819.0,434199.0,123402.0,434199.0,73635.0,434199.0
2017-10-26,21573.0,430095.0,127135.0,430095.0,74101.0,430095.0
2017-10-27,14299.0,433387.0,132537.0,433387.0,76961.0,433387.0
2017-10-30,3824.0,432616.0,139987.0,432616.0,77089.0,432616.0
2017-10-31,494.0,431874.0,139041.0,431874.0,78036.0,431874.0
2017-11-01,138611.0,439577.0,84275.0,439577.0,36944.0,439577.0
2017-11-02,136856.0,439770.0,85995.0,439770.0,37194.0,439770.0
2017-11-03,132851.0,442205.0,88029.0,442205.0,39147.0,442205.0
2017-11-06,127127.0,437636.0,89020.0,437636.0,38299.0,437636.0
2017-11-07,114836.0,435238.0,95229.0,435238.0,40613.0,435238.0
2017-11-08,109338.0,439839.0,98739.0,439839.0,42395.0,439839.0
2017-11-09,106570.0,448578.0,101952.0,448578.0,44569.0,448578.0
2017-11-10,96913.0,454130.0,109537.0,454130.0,49701.0,454130.0
2017-11-13,92468.0,456168.0,112186.0,456168.0,50874.0,456168.0
2017-11-14,88196.0,453966.0,113341.0,453966.0,50551.0,453966.0
2017-11-15,81144.0,453101.0,116585.0,453101.0,52079.0,453101.0
2017-11-16,73403.0,453476.0,121887.0,453476.0,53073.0,453476.0
2017-11-17,67932.0,456935.0,126648.0,456935.0,51530.0,456935.0
2017-11-20,60395.0,451068.0,126341.0,451068.0,52646.0,451068.0
2017-11-21,51955.0,452617.0,130241.0,452617.0,54132.0,452617.0
2017-11-22,41950.0,452121.0,135116.0,452121.0,55952.0,452121.0
2017-11-23,41950.0,,135116.0,,55952.0,
2017-11-24,39618.0,453942.0,135535.0,453942.0,56375.0,453942.0
2017-11-27,26780.0,443740.0,138811.0,443740.0,55709.0,443740.0
2017-11-28,15718.0,433665.0,138640.0,433665.0,55601.0,433665.0
2017-11-29,5053.0,428375.0,143281.0,428375.0,56905.0,428375.0
2017-11-30,550.0,428932.0,143596.0,428932.0,58277.0,428932.0
2017-12-01,136897.0,428272.0,61057.0,428272.0,59568.0,428272.0
2017-12-04,136526.0,430254.0,63730.0,430254.0,59905.0,430254.0
2017-12-05,128914.0,421613.0,63596.0,421613.0,58564.0,421613.0
2017-12-06,124327.0,426423.0,72598.0,426423.0,58593.0,426423.0
2017-12-07,115659.0,424974.0,77498.0,424974.0,61609.0,424974.0
2017-12-08,111523.0,433423.0,84738.0,433423.0,64208.0,433423.0
2017-12-11,107540.0,444925.0,93645.0,444925.0,69142.0,444925.0
2017-12-12,99491.0,447105.0,97637.0,447105.0,73631.0,447105.0
2017-12-13,92224.0,453353.0,103355.0,453353.0,78153.0,453353.0
2017-12-14,88211.0,456342.0,106358.0,456342.0,80700.0,456342.0
2017-12-15,80806.0,455768.0,107423.0,455768.0,83872.0,455768.0
2017-12-18,73257.0,454888.0,113292.0,454888.0,83507.0,454888.0
2017-12-19,67417.0,457983.0,117107.0,457983.0,84156.0,457983.0
2017-12-20,55517.0,455674.0,124846.0,455674.0,83229.0,455674.0
2017-12-21,42089.0,452286.0,134067.0,452286.0,83329.0,452286.0
2017-12-22,30517.0,446956.0,138271.0,446956.0,82594.0,446956.0
2017-12-25,30517.0,,138271.0,,82594.0,
2017-12-26,23838.0,447530.0,144513.0,447530.0,83328.0,447530.0
2017-12-27,13566.0,447581.0,150965.0,447581.0,85756.0,447581.0
2017-12-28,5654.0,448865.0,156180.0,448865.0,88748.0,448865.0
2017-12-29,988.0,439130.0,155458.0,439130.0,86648.0,439130.0
2018-01-02,158507.0,445181.0,90814.0,445181.0,48848.0,445181.0
2018-01-03,155660.0,444671.0,93964.0,444671.0,48686.0,444671.0
2018-01-04,149082.0,443952.0,98262.0,443952.0,48665.0,443952.0
2018-01-05,148895.0,454175.0,104761.0,454175.0,49155.0,454175.0
2018-01-08,135253.0,452873.0,112199.0,452873.0,50533.0,452873.0
2018-01-09,128928.0,457919.0,115754.0,457919.0,56290.0,457919.0
2018-01-10,121960.0,464645.0,122187.0,464645.0,58602.0,464645.0
2018-01-11,112969.0,467678.0,128232.0,467678.0,59120.0,467678.0
2018-01-12,104340.0,476281.0,135664.0,476281.0,62999.0,476281.0
2018-01-16,95485.0,478605.0,138767.0,478605.0,67293.0,478605.0
2018-01-17,91226.0,479813.0,138190.0,479813.0,69975.0,479813.0
2018-01-18,79906.0,476288.0,140028.0,476288.0,68642.0,476288.0
2018-01-19,72575.0,481475.0,147422.0,481475.0,70894.0,481475.0
2018-01-22,62960.0,475705.0,151573.0,475705.0,69889.0,475705.0
2018-01-23,56008.0,479213.0,158580.0,479213.0,70425.0,479213.0
2018-01-24,44285.0,478803.0,162939.0,478803.0,71577.0,478803.0
2018-01-25,37186.0,486149.0,170428.0,486149.0,73944.0,486149.0
2018-01-26,25537.0,490790.0,179200.0,490790.0,77229.0,490790.0
2018-01-29,17258.0,481681.0,178988.0,481681.0,77742.0,481681.0
2018-01-30,6415.0,474372.0,178733.0,474372.0,78733.0,474372.0
2018-01-31,1251.0,469302.0,175139.0,469302.0,79479.0,469302.0
2018-02-01,172630.0,478097.0,84359.0,478097.0,49028.0,478097.0
2018-02-02,163329.0,475757.0,88772.0,475757.0,52036.0,475757.0
2018-02-05,153008.0,467714.0,89783.0,467714.0,53770.0,467714.0
2018-02-06,140179.0,456755.0,91569.0,456755.0,53517.0,456755.0
2018-02-07,124441.0,447275.0,94287.0,447275.0,52240.0,447275.0
2018-02-08,114826.0,440757.0,93975.0,440757.0,54031.0,440757.0
2018-02-09,101315.0,431495.0,99150.0,431495.0,55736.0,431495.0
2018-02-12,86829.0,422664.0,102788.0,422664.0,58501.0,422664.0
2018-02-13,79653.0,427932.0,107909.0,427932.0,63174.0,427932.0
2018-02-14,74764.0,433366.0,111280.0,433366.0,65084.0,433366.0
2018-02-15,64758.0,425835.0,115977.0,425835.0,63719.0,425835.0
2018-02-16,58092.0,422354.0,115551.0,422354.0,66018.0,422354.0
2018-02-19,58092.0,,115551.0,,66018.0,
2018-02-20,54302.0,425679.0,118089.0,425679.0,67539.0,425679.0
2018-02-21,44288.0,423566.0,122678.0,423566.0,67514.0,423566.0
2018-02-22,32136.0,416336.0,124678.0,416336.0,67889.0,416336.0
2018-02-23,21247.0,413317.0,127644.0,413317.0,68914.0,413317.0
2018-02-26,15442.0,413586.0,129410.0,413586.0,70485.0,413586.0
2018-02-27,4355.0,408024.0,131879.0,408024.0,71443.0,408024.0
2018-02-28,1164.0,403273.0,130219.0,403273.0,71208.0,403273.0
2018-03-01,125135.0,402503.0,71022.0,402503.0,52738.0,402503.0
2018-03-02,121127.0,400779.0,71517.0,400779.0,52802.0,400779.0
2018-03-05,112197.0,391670.0,73147.0,391670.0,50769.0,391670.0
2018-03-06,103921.0,388432.0,78508.0,388432.0,50184.0,388432.0
2018-03-07,94429.0,379292.0,76126.0,379292.0,51042.0,379292.0
2018-03-08,91333.0,382690.0,77581.0,382690.0,51306.0,382690.0
2018-03-09,86765.0,388764.0,82078.0,388764.0,52486.0,388764.0
2018-03-12,79430.0,391397.0,87809.0,391397.0,52226.0,391397.0
2018-03-13,72201.0,392611.0,92150.0,392611.0,53619.0,392611.0
2018-03-14,69283.0,396576.0,94873.0,396576.0,55347.0,396576.0
2018-03-15,66287.0,396223.0,95949.0,396223.0,55280.0,396223.0
2018-03-16,61354.0,400773.0,98847.0,400773.0,57787.0,400773.0
2018-03-19,55845.0,397702.0,100769.0,397702.0,57043.0,397702.0
2018-03-20,51721.0,403141.0,108521.0,403141.0,58019.0,403141.0
2018-03-21,47607.0,411373.0,115040.0,411373.0,63859.0,411373.0
2018-03-22,41242.0,413638.0,119110.0,413638.0,66681.0,413638.0
2018-03-23,35212.0,418280.0,122289.0,418280.0,70092.0,418280.0
2018-03-26,25793.0,419501.0,128061.0,419501.0,73614.0,419501.0
2018-03-27,16207.0,418447.0,132923.0,418447.0,75214.0,418447.0
2018-03-28,4277.0,416478.0,136045.0,416478.0,78377.0,416478.0
2018-03-29,,413587.0,134825.0,413587.0,78706.0,413587.0
2018-04-02,139042.0,423687.0,81519.0,423687.0,44560.0,423687.0
2018-04-03,136945.0,429952.0,85082.0,429952.0,47308.0,429952.0
2018-04-04,134834.0,429968.0,86212.0,429968.0,49489.0,429968.0
2018-04-05,131366.0,433792.0,89181.0,433792.0,51118.0,433792.0
2018-04-06,124948.0,435886.0,96288.0,435886.0,52504.0,435886.0
2018-04-09,117627.0,425852.0,95313.0,425852.0,50667.0,425852.0
2018-04-10,105731.0,426214.0,100402.0,426214.0,54084.0,426214.0
2018-04-11,91466.0,429978.0,113494.0,429978.0,59438.0,429978.0
2018-04-12,85227.0,439890.0,121577.0,439890.0,64889.0,439890.0
2018-04-13,78591.0,440592.0,124146.0,440592.0,68614.0,440592.0
2018-04-16,72702.0,439562.0,125837.0,439562.0,69641.0,439562.0
2018-04-17,69016.0,444457.0,130653.0,444457.0,71463.0,444457.0
2018-04-18,61262.0,442968.0,134044.0,442968.0,70202.0,442968.0
2018-04-19,57637.0,445478.0,137093.0,445478.0,70870.0,445478.0
2018-04-20,50166.0,445402.0,137914.0,445402.0,72390.0,445402.0
2018-04-23,41256.0,445818.0,142912.0,445818.0,74062.0,445818.0
2018-04-24,34620.0,446685.0,147041.0,446685.0,75525.0,446685.0
2018-04-25,25545.0,443672.0,150332.0,443672.0,79052.0,443672.0
2018-04-26,17525.0,439219.0,151792.0,439219.0,82035.0,439219.0
2018-04-27,5863.0,436202.0,153861.0,436202.0,81808.0,436202.0
2018-04-30,1335.0,431140.0,151735.0,431140.0,80319.0,431140.0
2018-05-01,149841.0,437185.0,89187.0,437185.0,36723.0,437185.0
2018-05-02,140418.0,428431.0,90770.0,428431.0,36785.0,428431.0
2018-05-03,138900.0,432955.0,92390.0,432955.0,35310.0,432955.0
2018-05-04,132453.0,435748.0,96326.0,435748.0,35605.0,435748.0
2018-05-07,121618.0,438733.0,105835.0,438733.0,35270.0,438733.0
2018-05-08,109127.0,423576.0,102852.0,423576.0,37754.0,423576.0
2018-05-09,103391.0,423391.0,106966.0,423391.0,38359.0,423391.0
2018-05-10,99792.0,425451.0,111761.0,425451.0,38786.0,425451.0
2018-05-11,92007.0,434394.0,118142.0,434394.0,43187.0,434394.0
2018-05-14,89988.0,441986.0,124916.0,441986.0,46259.0,441986.0
2018-05-15,84053.0,448472.0,129207.0,448472.0,51855.0,448472.0
2018-05-16,79629.0,454728.0,133848.0,454728.0,55355.0,454728.0
2018-05-17,75081.0,452365.0,132218.0,452365.0,56628.0,452365.0
2018-05-18,66559.0,451730.0,135315.0,451730.0,56926.0,451730.0
2018-05-21,57436.0,451548.0,138825.0,451548.0,58852.0,451548.0
2018-05-22,51356.0,453302.0,140519.0,453302.0,61063.0,453302.0
2018-05-23,42183.0,452209.0,143148.0,452209.0,62108.0,452209.0
2018-05-24,35348.0,450749.0,141754.0,450749.0,63098.0,450749.0
2018-05-25,24648.0,443113.0,140697.0,443113.0,64017.0,443113.0
2018-05-28,24648.0,,140697.0,,64017.0,
2018-05-29,15930.0,430438.0,139924.0,430438.0,60307.0,430438.0
2018-05-30,5824.0,422908.0,139633.0,422908.0,61205.0,422908.0
2018-05-31,1100.0,415812.0,135788.0,415812.0,61071.0,415812.0
2018-06-01,132680.0,417397.0,62920.0,417397.0,48780.0,417397.0
2018-06-04,124324.0,404920.0,63179.0,404920.0,47543.0,404920.0
2018-06-05,122000.0,407264.0,65716.0,407264.0,48200.0,407264.0
2018-06-06,115853.0,410170.0,71231.0,410170.0,50080.0,410170.0
2018-06-07,108679.0,410716.0,74439.0,410716.0,50200.0,410716.0
2018-06-08,101174.0,414175.0,79143.0,414175.0,50395.0,414175.0
2018-06-11,95333.0,414138.0,80873.0,414138.0,49183.0,414138.0
2018-06-12,88204.0,416105.0,84775.0,416105.0,50111.0,416105.0
2018-06-13,80910.0,423424.0,89948.0,423424.0,54124.0,423424.0
2018-06-14,77204.0,426203.0,90536.0,426203.0,56541.0,426203.0
2018-06-15,71749.0,421877.0,92539.0,421877.0,56695.0,421877.0
2018-06-18,65478.0,412226.0,91191.0,412226.0,54802.0,412226.0
2018-06-19,59791.0,403990.0,92817.0,403990.0,53663.0,403990.0
2018-06-20,53142.0,402551.0,94741.0,402551.0,53666.0,402551.0
2018-06-21,44034.0,397545.0,99010.0,397545.0,54288.0,397545.0
2018-06-22,34578.0,394484.0,104423.0,394484.0,56202.0,394484.0
2018-06-25,24959.0,385752.0,105736.0,385752.0,57128.0,385752.0
2018-06-26,18084.0,375282.0,103414.0,375282.0,56839.0,375282.0
2018-06-27,11403.0,376110.0,107721.0,376110.0,59860.0,376110.0
2018-06-28,3766.0,375818.0,112516.0,375818.0,63463.0,375818.0
2018-06-29,940.0,390335.0,119526.0,390335.0,69160.0,390335.0
2018-07-02,122666.0,403982.0,76665.0,403982.0,39704.0,403982.0
2018-07-03,123950.0,415366.0,83123.0,415366.0,40308.0,415366.0
2018-07-04,123950.0,,83123.0,,40308.0,
2018-07-05,120643.0,414122.0,85383.0,414122.0,40583.0,414122.0
2018-07-06,119195.0,416468.0,90369.0,416468.0,41350.0,416468.0
2018-07-09,114391.0,413955.0,89148.0,413955.0,42151.0,413955.0
2018-07-10,108543.0,412861.0,90233.0,412861.0,43933.0,412861.0
2018-07-11,102355.0,412468.0,89452.0,412468.0,45406.0,412468.0
2018-07-12,95535.0,414143.0,94010.0,414143.0,43937.0,414143.0
2018-07-13,89527.0,411738.0,93767.0,411738.0,43106.0,411738.0
2018-07-16,83944.0,412301.0,102882.0,412301.0,39509.0,412301.0
2018-07-17,74859.0,405880.0,105392.0,405880.0,38322.0,405880.0
2018-07-18,67053.0,403048.0,109418.0,403048.0,38373.0,403048.0
2018-07-19,58480.0,396418.0,108382.0,396418.0,40393.0,396418.0
2018-07-20,53032.0,396096.0,108512.0,396096.0,42085.0,396096.0
2018-07-23,48305.0,394688.0,107129.0,394688.0,45106.0,394688.0
2018-07-24,40597.0,390739.0,109008.0,390739.0,45099.0,390739.0
2018-07-25,31229.0,392465.0,116572.0,392465.0,46648.0,392465.0
2018-07-26,19428.0,388122.0,121325.0,388122.0,48858.0,388122.0
2018-07-27,13510.0,392991.0,127191.0,392991.0,51666.0,392991.0
2018-07-30,4144.0,394337.0,132500.0,394337.0,55389.0,394337.0
2018-07-31,462.0,395728.0,129602.0,395728.0,60390.0,395728.0
