,CO1 Comdty ,CO1 Comdty ,CO2 Comdty ,CO2 Comdty ,CO3 Comdty,CO3 Comdty
,OPEN_INT,FUT_AGGTE_OPEN_INT,OPEN_INT,FUT_AGGTE_OPEN_INT,OPEN_INT,FUT_AGGTE_OPEN_INT
2017-06-29,47370.0,2342720.0,572144.0,2342720.0,270253.0,2342720.0
2017-06-30,35436.0,2359005.0,584953.0,2359005.0,274698.0,2359005.0
2017-07-03,584159.0,2330698.0,273251.0,2330698.0,136739.0,2330698.0
2017-07-04,589693.0,2330552.0,273741.0,2330552.0,133455.0,2330552.0
2017-07-05,576509.0,2313796.0,272497.0,2313796.0,139051.0,2313796.0
2017-07-06,566537.0,2309635.0,279042.0,2309635.0,141363.0,2309635.0
2017-07-07,556435.0,2303099.0,280648.0,2303099.0,141767.0,2303099.0
2017-07-10,543954.0,2330105.0,292394.0,2330105.0,153734.0,2330105.0
2017-07-11,522905.0,2307228.0,292126.0,2307228.0,154410.0,2307228.0
2017-07-12,515738.0,2328438.0,305168.0,2328438.0,160847.0,2328438.0
2017-07-13,498594.0,2349261.0,322053.0,2349261.0,173676.0,2349261.0
2017-07-14,468699.0,2372756.0,343806.0,2372756.0,190459.0,2372756.0
2017-07-17,432905.0,2364469.0,358276.0,2364469.0,194575.0,2364469.0
2017-07-18,395481.0,2351065.0,371341.0,2351065.0,200438.0,2351065.0
2017-07-19,357565.0,2377957.0,400969.0,2377957.0,208982.0,2377957.0
2017-07-20,312710.0,2395707.0,437569.0,2395707.0,219070.0,2395707.0
2017-07-21,261756.0,2404393.0,467550.0,2404393.0,234352.0,2404393.0
2017-07-24,224057.0,2376178.0,482708.0,2376178.0,227636.0,2376178.0
2017-07-25,193593.0,2377552.0,491662.0,2377552.0,227104.0,2377552.0
2017-07-26,156947.0,2356623.0,512588.0,2356623.0,226049.0,2356623.0
2017-07-27,114386.0,2327392.0,509586.0,2327392.0,240551.0,2327392.0
2017-07-28,58754.0,2295010.0,535856.0,2295010.0,246644.0,2295010.0
2017-07-31,41475.0,2309999.0,536183.0,2309999.0,261074.0,2309999.0
2017-08-01,537117.0,2296782.0,287952.0,2296782.0,372495.0,2296782.0
2017-08-02,499097.0,2299581.0,313009.0,2299581.0,383133.0,2299581.0
2017-08-03,479629.0,2300460.0,326567.0,2300460.0,379408.0,2300460.0
2017-08-04,465687.0,2312572.0,341498.0,2312572.0,381922.0,2312572.0
2017-08-07,448347.0,2322934.0,352699.0,2322934.0,393162.0,2322934.0
2017-08-08,443688.0,2346437.0,370863.0,2346437.0,394372.0,2346437.0
2017-08-09,429322.0,2362360.0,386072.0,2362360.0,403127.0,2362360.0
2017-08-10,423798.0,2376098.0,409239.0,2376098.0,396417.0,2376098.0
2017-08-11,422130.0,2388510.0,424274.0,2388510.0,396612.0,2388510.0
2017-08-14,406615.0,2379447.0,421786.0,2379447.0,402354.0,2379447.0
2017-08-15,391784.0,2398098.0,445136.0,2398098.0,403363.0,2398098.0
2017-08-16,366090.0,2388996.0,449939.0,2388996.0,404342.0,2388996.0
2017-08-17,343949.0,2381840.0,465703.0,2381840.0,391966.0,2381840.0
2017-08-18,322929.0,2368532.0,471834.0,2368532.0,391340.0,2368532.0
2017-08-21,278420.0,2345351.0,479784.0,2345351.0,389472.0,2345351.0
2017-08-22,240163.0,2336873.0,500445.0,2336873.0,395013.0,2336873.0
2017-08-23,208656.0,2332310.0,508033.0,2332310.0,399132.0,2332310.0
2017-08-24,180392.0,2331285.0,527427.0,2331285.0,396281.0,2331285.0
2017-08-25,154343.0,2337584.0,543156.0,2337584.0,401907.0,2337584.0
2017-08-28,129938.0,2318215.0,543459.0,2318215.0,401797.0,2318215.0
2017-08-29,95481.0,2300658.0,552454.0,2300658.0,407648.0,2300658.0
2017-08-30,44919.0,2269939.0,548982.0,2269939.0,419669.0,2269939.0
2017-08-31,32823.0,2309753.0,558506.0,2309753.0,440454.0,2309753.0
2017-09-01,537015.0,2282009.0,455839.0,2282009.0,158899.0,2282009.0
2017-09-04,523173.0,2273880.0,459377.0,2273880.0,163617.0,2273880.0
2017-09-05,511097.0,2280454.0,468928.0,2280454.0,169689.0,2280454.0
2017-09-06,508905.0,2280325.0,458952.0,2280325.0,179591.0,2280325.0
2017-09-07,495289.0,2312437.0,466495.0,2312437.0,191927.0,2312437.0
2017-09-08,479765.0,2338794.0,479560.0,2338794.0,206364.0,2338794.0
2017-09-11,460626.0,2352305.0,493029.0,2352305.0,215338.0,2352305.0
2017-09-12,451154.0,2375675.0,511547.0,2375675.0,225305.0,2375675.0
2017-09-13,408488.0,2370073.0,531436.0,2370073.0,228663.0,2370073.0
2017-09-14,363067.0,2363594.0,547143.0,2363594.0,244917.0,2363594.0
2017-09-15,336107.0,2384367.0,561444.0,2384367.0,256943.0,2384367.0
2017-09-18,295959.0,2374096.0,563891.0,2374096.0,282641.0,2374096.0
2017-09-19,285985.0,2409924.0,576182.0,2409924.0,290957.0,2409924.0
2017-09-20,269408.0,2436897.0,593201.0,2436897.0,300484.0,2436897.0
2017-09-21,236391.0,2472727.0,648789.0,2472727.0,304458.0,2472727.0
2017-09-22,214019.0,2498583.0,664162.0,2498583.0,312667.0,2498583.0
2017-09-25,185335.0,2505882.0,680547.0,2505882.0,320846.0,2505882.0
2017-09-26,132277.0,2458746.0,684237.0,2458746.0,324466.0,2458746.0
2017-09-27,95394.0,2414241.0,679566.0,2414241.0,316269.0,2414241.0
2017-09-28,57872.0,2392892.0,676659.0,2392892.0,318895.0,2392892.0
2017-09-29,44316.0,2402958.0,667950.0,2402958.0,333781.0,2402958.0
2017-10-02,660801.0,2358780.0,344404.0,2358780.0,139944.0,2358780.0
2017-10-03,645339.0,2358323.0,348973.0,2358323.0,142134.0,2358323.0
2017-10-04,616188.0,2343356.0,351507.0,2343356.0,145634.0,2343356.0
2017-10-05,630303.0,2390963.0,372670.0,2390963.0,160394.0,2390963.0
2017-10-06,612045.0,2385357.0,377454.0,2385357.0,158531.0,2385357.0
2017-10-09,589444.0,2388945.0,389844.0,2388945.0,166884.0,2388945.0
2017-10-10,575608.0,2422649.0,398490.0,2422649.0,183320.0,2422649.0
2017-10-11,555120.0,2446251.0,418417.0,2446251.0,195850.0,2446251.0
2017-10-12,545548.0,2476043.0,431748.0,2476043.0,201639.0,2476043.0
2017-10-13,541030.0,2502100.0,450983.0,2502100.0,210493.0,2502100.0
2017-10-16,507582.0,2487918.0,451176.0,2487918.0,211943.0,2487918.0
2017-10-17,472400.0,2488934.0,471907.0,2488934.0,218946.0,2488934.0
2017-10-18,434133.0,2481942.0,488007.0,2481942.0,224970.0,2481942.0
2017-10-19,358351.0,2468087.0,536384.0,2468087.0,234645.0,2468087.0
2017-10-20,315391.0,2480522.0,573815.0,2480522.0,238215.0,2480522.0
2017-10-23,264629.0,2471353.0,600407.0,2471353.0,239433.0,2471353.0
2017-10-24,230538.0,2496270.0,631278.0,2496270.0,243428.0,2496270.0
2017-10-25,206422.0,2504561.0,632299.0,2504561.0,258193.0,2504561.0
2017-10-26,169757.0,2507429.0,642599.0,2507429.0,268052.0,2507429.0
2017-10-27,141967.0,2519940.0,669688.0,2519940.0,275443.0,2519940.0
2017-10-30,76013.0,2447519.0,665494.0,2447519.0,279571.0,2447519.0
2017-10-31,66634.0,2462367.0,676182.0,2462367.0,279732.0,2462367.0
2017-11-01,661419.0,2414183.0,291392.0,2414183.0,256897.0,2414183.0
2017-11-02,638854.0,2406809.0,290993.0,2406809.0,259970.0,2406809.0
2017-11-03,635198.0,2434766.0,309816.0,2434766.0,258066.0,2434766.0
2017-11-06,611022.0,2428235.0,321903.0,2428235.0,257595.0,2428235.0
2017-11-07,578023.0,2422103.0,346552.0,2422103.0,246704.0,2422103.0
2017-11-08,544098.0,2428277.0,366995.0,2428277.0,246660.0,2428277.0
2017-11-09,520907.0,2458626.0,396993.0,2458626.0,252387.0,2458626.0
2017-11-10,515186.0,2505442.0,430630.0,2505442.0,255733.0,2505442.0
2017-11-13,485349.0,2520588.0,441567.0,2520588.0,267652.0,2520588.0
2017-11-14,449454.0,2512167.0,466437.0,2512167.0,266450.0,2512167.0
2017-11-15,430814.0,2517190.0,473889.0,2517190.0,278131.0,2517190.0
2017-11-16,392517.0,2507911.0,471757.0,2507911.0,292193.0,2507911.0
2017-11-17,374662.0,2543048.0,506124.0,2543048.0,302421.0,2543048.0
2017-11-20,336268.0,2549269.0,539499.0,2549269.0,306475.0,2549269.0
2017-11-21,295204.0,2546280.0,558744.0,2546280.0,315353.0,2546280.0
2017-11-22,246541.0,2530934.0,580022.0,2530934.0,318535.0,2530934.0
2017-11-23,233155.0,2522650.0,587026.0,2522650.0,318255.0,2522650.0
2017-11-24,218043.0,2528550.0,605569.0,2528550.0,320999.0,2528550.0
2017-11-27,156869.0,2476697.0,612678.0,2476697.0,319803.0,2476697.0
2017-11-28,118462.0,2451202.0,618037.0,2451202.0,330394.0,2451202.0
2017-11-29,66961.0,2437882.0,631497.0,2437882.0,333335.0,2437882.0
2017-11-30,49904.0,2449528.0,645235.0,2449528.0,340025.0,2449528.0
2017-12-01,629824.0,2402263.0,351276.0,2402263.0,142121.0,2402263.0
2017-12-04,589810.0,2367145.0,343974.0,2367145.0,140943.0,2367145.0
2017-12-05,577330.0,2370204.0,348273.0,2370204.0,142687.0,2370204.0
2017-12-06,540993.0,2350068.0,347892.0,2350068.0,152263.0,2350068.0
2017-12-07,515543.0,2364046.0,376927.0,2364046.0,157600.0,2364046.0
2017-12-08,508521.0,2392082.0,406352.0,2392082.0,161095.0,2392082.0
2017-12-11,455375.0,2412836.0,435663.0,2412836.0,184344.0,2412836.0
2017-12-12,385663.0,2335369.0,439244.0,2335369.0,180572.0,2335369.0
2017-12-13,361300.0,2368547.0,479504.0,2368547.0,184532.0,2368547.0
2017-12-14,336444.0,2360790.0,488186.0,2360790.0,185483.0,2360790.0
2017-12-15,307124.0,2366262.0,504523.0,2366262.0,192783.0,2366262.0
2017-12-18,260457.0,2364958.0,542019.0,2364958.0,202736.0,2364958.0
2017-12-19,215903.0,2389038.0,582570.0,2389038.0,218991.0,2389038.0
2017-12-20,190588.0,2410884.0,610231.0,2410884.0,225602.0,2410884.0
2017-12-21,148812.0,2410524.0,627877.0,2410524.0,230250.0,2410524.0
2017-12-22,131240.0,2406341.0,642387.0,2406341.0,232986.0,2406341.0
2017-12-26,104652.0,2400311.0,654306.0,2400311.0,236362.0,2400311.0
2017-12-27,59143.0,2369095.0,661939.0,2369095.0,236419.0,2369095.0
2017-12-28,42967.0,2364815.0,656277.0,2364815.0,240298.0,2364815.0
2017-12-29,652480.0,2337295.0,249123.0,2337295.0,136051.0,2337295.0
2018-01-02,631709.0,2337981.0,258888.0,2337981.0,142823.0,2337981.0
2018-01-03,619637.0,2360205.0,275547.0,2360205.0,143650.0,2360205.0
2018-01-04,600783.0,2364538.0,281953.0,2364538.0,145202.0,2364538.0
2018-01-05,599424.0,2389087.0,294582.0,2389087.0,151339.0,2389087.0
2018-01-08,570832.0,2394369.0,309699.0,2394369.0,154544.0,2394369.0
2018-01-09,537151.0,2411211.0,340874.0,2411211.0,156595.0,2411211.0
2018-01-10,503711.0,2421839.0,364398.0,2421839.0,163495.0,2421839.0
2018-01-11,465090.0,2432445.0,394356.0,2432445.0,168484.0,2432445.0
2018-01-12,442782.0,2464700.0,430692.0,2464700.0,179791.0,2464700.0
2018-01-15,440381.0,2478522.0,434451.0,2478522.0,184497.0,2478522.0
2018-01-16,419658.0,2516769.0,460611.0,2516769.0,194126.0,2516769.0
2018-01-17,402155.0,2528287.0,479564.0,2528287.0,195017.0,2528287.0
2018-01-18,379968.0,2524745.0,484651.0,2524745.0,199881.0,2524745.0
2018-01-19,354058.0,2539280.0,506693.0,2539280.0,202435.0,2539280.0
2018-01-22,328212.0,2538761.0,525122.0,2538761.0,207661.0,2538761.0
2018-01-23,297885.0,2602269.0,582344.0,2602269.0,223481.0,2602269.0
2018-01-24,256528.0,2608589.0,604286.0,2608589.0,233084.0,2608589.0
2018-01-25,225590.0,2617821.0,609573.0,2617821.0,247363.0,2617821.0
2018-01-26,181840.0,2589131.0,619070.0,2589131.0,250693.0,2589131.0
2018-01-29,141779.0,2554020.0,621039.0,2554020.0,258229.0,2554020.0
2018-01-30,87147.0,2516759.0,622213.0,2516759.0,269239.0,2516759.0
2018-01-31,78477.0,2517653.0,619563.0,2517653.0,273201.0,2517653.0
2018-02-01,619898.0,2453772.0,274776.0,2453772.0,295988.0,2453772.0
2018-02-02,598047.0,2437540.0,280691.0,2437540.0,292354.0,2437540.0
2018-02-05,560630.0,2409934.0,290115.0,2409934.0,288055.0,2409934.0
2018-02-06,544513.0,2396395.0,293020.0,2396395.0,286010.0,2396395.0
2018-02-07,488637.0,2372785.0,321446.0,2372785.0,285154.0,2372785.0
2018-02-08,457424.0,2374187.0,340949.0,2374187.0,286798.0,2374187.0
2018-02-09,415345.0,2348861.0,349731.0,2348861.0,284682.0,2348861.0
2018-02-12,383168.0,2348100.0,374016.0,2348100.0,292325.0,2348100.0
2018-02-13,353897.0,2417217.0,414473.0,2417217.0,313603.0,2417217.0
2018-02-14,307693.0,2396574.0,436428.0,2396574.0,323570.0,2396574.0
2018-02-15,283166.0,2366544.0,433481.0,2366544.0,322416.0,2366544.0
2018-02-16,264457.0,2356662.0,443887.0,2356662.0,315662.0,2356662.0
2018-02-19,256595.0,2345859.0,448045.0,2345859.0,313147.0,2345859.0
2018-02-20,219385.0,2381992.0,497995.0,2381992.0,318424.0,2381992.0
2018-02-21,201691.0,2399049.0,514514.0,2399049.0,325138.0,2399049.0
2018-02-22,178125.0,2417947.0,534017.0,2417947.0,335549.0,2417947.0
2018-02-23,139887.0,2400943.0,540141.0,2400943.0,339565.0,2400943.0
2018-02-26,102895.0,2389623.0,542874.0,2389623.0,346309.0,2389623.0
2018-02-27,67082.0,2374174.0,549678.0,2374174.0,346407.0,2374174.0
2018-02-28,58645.0,2371675.0,541386.0,2371675.0,357030.0,2371675.0
2018-03-01,529687.0,2304741.0,353347.0,2304741.0,148678.0,2304741.0
2018-03-02,508221.0,2290848.0,357323.0,2290848.0,148664.0,2290848.0
2018-03-05,509505.0,2306190.0,365125.0,2306190.0,147168.0,2306190.0
2018-03-06,498677.0,2292846.0,356460.0,2292846.0,145338.0,2292846.0
2018-03-07,480678.0,2337894.0,389818.0,2337894.0,159739.0,2337894.0
2018-03-08,433554.0,2352522.0,408963.0,2352522.0,176621.0,2352522.0
2018-03-09,402202.0,2334050.0,410480.0,2334050.0,188245.0,2334050.0
2018-03-12,380827.0,2334866.0,415914.0,2334866.0,200929.0,2334866.0
2018-03-13,346387.0,2332532.0,437178.0,2332532.0,209210.0,2332532.0
2018-03-14,346873.0,2353637.0,454659.0,2353637.0,210011.0,2353637.0
2018-03-15,328408.0,2354409.0,454097.0,2354409.0,216383.0,2354409.0
2018-03-16,309956.0,2368223.0,470207.0,2368223.0,232691.0,2368223.0
2018-03-19,288955.0,2384270.0,494656.0,2384270.0,237847.0,2384270.0
2018-03-20,281904.0,2422164.0,522448.0,2422164.0,246816.0,2422164.0
2018-03-21,233396.0,2436589.0,565656.0,2436589.0,249191.0,2436589.0
2018-03-22,199526.0,2432407.0,569546.0,2432407.0,249675.0,2432407.0
2018-03-23,176855.0,2443118.0,586326.0,2443118.0,260419.0,2443118.0
2018-03-26,139161.0,2427927.0,595653.0,2427927.0,265454.0,2427927.0
2018-03-27,115692.0,2447308.0,610439.0,2447308.0,279684.0,2447308.0
2018-03-28,59443.0,2419369.0,621315.0,2419369.0,278856.0,2419369.0
2018-03-29,,2410210.0,620465.0,2410210.0,280585.0,2410210.0
2018-04-02,614545.0,2363849.0,281846.0,2363849.0,151020.0,2363849.0
2018-04-03,611532.0,2391673.0,291962.0,2391673.0,154260.0,2391673.0
2018-04-04,615391.0,2425342.0,310037.0,2425342.0,157061.0,2425342.0
2018-04-05,606587.0,2448698.0,327305.0,2448698.0,167372.0,2448698.0
2018-04-06,593835.0,2469356.0,344855.0,2469356.0,178439.0,2469356.0
2018-04-09,565866.0,2458136.0,362043.0,2458136.0,181173.0,2458136.0
2018-04-10,538820.0,2459397.0,389002.0,2459397.0,186374.0,2459397.0
2018-04-11,485704.0,2450309.0,411472.0,2450309.0,195795.0,2450309.0
2018-04-12,472984.0,2467726.0,439042.0,2467726.0,194309.0,2467726.0
2018-04-13,455326.0,2482983.0,444147.0,2482983.0,206165.0,2482983.0
2018-04-16,434424.0,2500840.0,452208.0,2500840.0,217665.0,2500840.0
2018-04-17,405956.0,2505741.0,465286.0,2505741.0,226124.0,2505741.0
2018-04-18,389326.0,2535363.0,480558.0,2535363.0,226562.0,2535363.0
2018-04-19,354436.0,2571286.0,510229.0,2571286.0,238074.0,2571286.0
2018-04-20,302204.0,2570834.0,546350.0,2570834.0,243689.0,2570834.0
2018-04-23,275429.0,2619939.0,583671.0,2619939.0,255078.0,2619939.0
2018-04-24,246325.0,2641212.0,595534.0,2641212.0,270836.0,2641212.0
2018-04-25,180206.0,2604679.0,600823.0,2604679.0,278989.0,2604679.0
2018-04-26,154504.0,2607283.0,610254.0,2607283.0,290990.0,2607283.0
2018-04-27,76777.0,2561052.0,626621.0,2561052.0,288105.0,2561052.0
2018-04-30,67181.0,2610099.0,648042.0,2610099.0,305993.0,2610099.0
2018-05-01,616068.0,2550782.0,318285.0,2550782.0,235890.0,2550782.0
2018-05-02,601840.0,2556070.0,332674.0,2556070.0,228164.0,2556070.0
2018-05-03,590654.0,2574165.0,345768.0,2574165.0,232841.0,2574165.0
2018-05-04,577053.0,2593243.0,358031.0,2593243.0,233210.0,2593243.0
2018-05-07,558160.0,2606713.0,374746.0,2606713.0,235092.0,2606713.0
2018-05-08,513197.0,2598309.0,395071.0,2598309.0,237321.0,2598309.0
2018-05-09,494274.0,2601805.0,417234.0,2601805.0,237909.0,2601805.0
2018-05-10,465255.0,2605857.0,419993.0,2605857.0,247593.0,2605857.0
2018-05-11,452840.0,2656746.0,450650.0,2656746.0,260751.0,2656746.0
2018-05-14,447969.0,2678689.0,457207.0,2678689.0,266665.0,2678689.0
2018-05-15,437267.0,2703947.0,462918.0,2703947.0,280679.0,2703947.0
2018-05-16,429485.0,2693495.0,459069.0,2693495.0,283780.0,2693495.0
2018-05-17,398220.0,2677132.0,451054.0,2677132.0,288874.0,2677132.0
2018-05-18,369354.0,2689774.0,459068.0,2689774.0,305118.0,2689774.0
2018-05-21,350457.0,2692286.0,475730.0,2692286.0,303010.0,2692286.0
2018-05-22,295788.0,2695794.0,489933.0,2695794.0,327737.0,2695794.0
2018-05-23,256734.0,2671641.0,484698.0,2671641.0,338388.0,2671641.0
2018-05-24,224691.0,2660694.0,491102.0,2660694.0,350798.0,2660694.0
2018-05-25,170718.0,2616105.0,494988.0,2616105.0,362378.0,2616105.0
2018-05-28,159585.0,2616067.0,502898.0,2616067.0,363864.0,2616067.0
2018-05-29,137458.0,2642061.0,539597.0,2642061.0,374043.0,2642061.0
2018-05-30,78500.0,2603972.0,561702.0,2603972.0,379459.0,2603972.0
2018-05-31,68756.0,2576476.0,549976.0,2576476.0,371927.0,2576476.0
2018-06-01,540818.0,2524276.0,383601.0,2524276.0,175078.0,2524276.0
2018-06-04,531339.0,2540377.0,398299.0,2540377.0,175553.0,2540377.0
2018-06-05,522606.0,2543525.0,406647.0,2543525.0,171546.0,2543525.0
2018-06-06,499722.0,2523710.0,411443.0,2523710.0,172321.0,2523710.0
2018-06-07,480755.0,2537839.0,424567.0,2537839.0,173971.0,2537839.0
2018-06-08,466566.0,2536708.0,432307.0,2536708.0,179829.0,2536708.0
2018-06-11,460407.0,2559635.0,453737.0,2559635.0,179150.0,2559635.0
2018-06-12,448589.0,2561638.0,473307.0,2561638.0,171986.0,2561638.0
2018-06-13,433097.0,2574435.0,491794.0,2574435.0,174063.0,2574435.0
2018-06-14,397310.0,2556377.0,489350.0,2556377.0,182785.0,2556377.0
2018-06-15,371688.0,2539896.0,485605.0,2539896.0,188389.0,2539896.0
2018-06-18,346941.0,2528349.0,492573.0,2528349.0,193115.0,2528349.0
2018-06-19,326552.0,2516942.0,502493.0,2516942.0,201541.0,2516942.0
2018-06-20,303988.0,2499725.0,500798.0,2499725.0,205152.0,2499725.0
2018-06-21,269872.0,2472798.0,502475.0,2472798.0,208726.0,2472798.0
2018-06-22,206107.0,2450010.0,516019.0,2450010.0,217996.0,2450010.0
2018-06-25,181214.0,2430021.0,521063.0,2430021.0,211846.0,2430021.0
2018-06-26,138025.0,2410178.0,521452.0,2410178.0,224073.0,2410178.0
2018-06-27,123125.0,2445294.0,531136.0,2445294.0,245087.0,2445294.0
2018-06-28,67474.0,2430133.0,532990.0,2430133.0,254361.0,2430133.0
2018-06-29,58550.0,2460405.0,529642.0,2460405.0,264512.0,2460405.0
2018-07-02,522300.0,2409234.0,271874.0,2409234.0,185160.0,2409234.0
2018-07-03,504212.0,2406887.0,283408.0,2406887.0,184075.0,2406887.0
2018-07-04,501424.0,2395695.0,280012.0,2395695.0,181889.0,2395695.0
2018-07-05,495848.0,2395200.0,287247.0,2395200.0,183575.0,2395200.0
2018-07-06,474306.0,2390678.0,285983.0,2390678.0,194401.0,2390678.0
2018-07-09,458063.0,2385778.0,296405.0,2385778.0,194475.0,2385778.0
2018-07-10,448633.0,2399243.0,307205.0,2399243.0,198345.0,2399243.0
2018-07-11,421191.0,2412066.0,310269.0,2412066.0,214492.0,2412066.0
2018-07-12,387288.0,2375088.0,310173.0,2375088.0,222069.0,2375088.0
2018-07-13,360024.0,2378690.0,328749.0,2378690.0,231044.0,2378690.0
2018-07-16,342177.0,2362866.0,331454.0,2362866.0,231633.0,2362866.0
2018-07-17,321718.0,2362365.0,347935.0,2362365.0,231763.0,2362365.0
2018-07-18,305344.0,2377475.0,358371.0,2377475.0,235431.0,2377475.0
2018-07-19,295191.0,2384782.0,370296.0,2384782.0,238418.0,2384782.0
2018-07-20,268621.0,2375912.0,379928.0,2375912.0,242059.0,2375912.0
2018-07-23,206897.0,2365389.0,401658.0,2365389.0,253278.0,2365389.0
2018-07-24,178897.0,2355623.0,416347.0,2355623.0,260747.0,2355623.0
2018-07-25,171096.0,2371857.0,423783.0,2371857.0,266172.0,2371857.0
2018-07-26,129351.0,2347458.0,435105.0,2347458.0,271799.0,2347458.0
2018-07-27,101814.0,2334647.0,447501.0,2334647.0,276928.0,2334647.0
2018-07-30,62975.0,2320806.0,469138.0,2320806.0,276602.0,2320806.0
2018-07-31,50046.0,2310543.0,467508.0,2310543.0,282146.0,2310543.0
2018-08-01,452386.0,2253222.0,283060.0,2253222.0,302937.0,2253222.0
2018-08-02,435142.0,2240845.0,287366.0,2240845.0,302479.0,2240845.0
2018-08-03,419656.0,2233837.0,293139.0,2233837.0,302955.0,2233837.0
2018-08-06,418054.0,2260853.0,300911.0,2260853.0,307715.0,2260853.0
2018-08-07,406210.0,2288028.0,313200.0,2288028.0,317160.0,2288028.0
2018-08-08,399036.0,2310744.0,322595.0,2310744.0,334028.0,2310744.0
2018-08-09,380452.0,2322836.0,337289.0,2322836.0,336762.0,2322836.0
2018-08-10,360464.0,2327221.0,347410.0,2327221.0,340162.0,2327221.0
2018-08-13,349123.0,2334715.0,358275.0,2334715.0,342425.0,2334715.0
2018-08-14,328650.0,2331228.0,358646.0,2331228.0,351093.0,2331228.0
2018-08-15,321634.0,2348270.0,368768.0,2348270.0,355403.0,2348270.0
2018-08-16,298026.0,2338956.0,374100.0,2338956.0,365304.0,2338956.0
2018-08-17,284459.0,2322741.0,372176.0,2322741.0,368599.0,2322741.0
2018-08-20,262527.0,2311879.0,373824.0,2311879.0,375066.0,2311879.0
2018-08-21,244143.0,2318018.0,385690.0,2318018.0,384297.0,2318018.0
2018-08-22,228569.0,2341524.0,422105.0,2341524.0,390332.0,2341524.0
2018-08-23,193352.0,2320847.0,435956.0,2320847.0,392390.0,2320847.0
2018-08-24,159502.0,2289527.0,442830.0,2289527.0,394491.0,2289527.0
2018-08-27,147113.0,2286929.0,447715.0,2286929.0,398064.0,2286929.0
2018-08-28,125670.0,2278580.0,457122.0,2278580.0,398448.0,2278580.0
2018-08-29,88280.0,2252696.0,463991.0,2252696.0,399971.0,2252696.0
2018-08-30,44719.0,2250153.0,492888.0,2250153.0,403935.0,2250153.0
2018-08-31,37338.0,2247680.0,494329.0,2247680.0,402566.0,2247680.0
2018-09-03,492697.0,2220874.0,410184.0,2220874.0,160246.0,2220874.0
2018-09-04,460796.0,2199848.0,414433.0,2199848.0,164481.0,2199848.0
2018-09-05,437953.0,2190279.0,407562.0,2190279.0,168840.0,2190279.0
2018-09-06,428388.0,2193944.0,402739.0,2193944.0,174146.0,2193944.0
2018-09-07,421386.0,2204448.0,408478.0,2204448.0,176144.0,2204448.0
2018-09-10,411119.0,2220267.0,416467.0,2220267.0,177924.0,2220267.0
2018-09-11,399601.0,2223784.0,424909.0,2223784.0,185315.0,2223784.0
2018-09-12,383157.0,2230399.0,430220.0,2230399.0,197915.0,2230399.0
2018-09-13,352236.0,2242385.0,456755.0,2242385.0,203833.0,2242385.0
2018-09-14,325339.0,2245102.0,475505.0,2245102.0,209090.0,2245102.0
2018-09-17,307701.0,2231974.0,473299.0,2231974.0,209594.0,2231974.0
2018-09-18,293128.0,2241116.0,482597.0,2241116.0,213652.0,2241116.0
2018-09-19,253915.0,2226800.0,497299.0,2226800.0,213716.0,2226800.0
2018-09-20,215643.0,2265309.0,544621.0,2265309.0,227561.0,2265309.0
2018-09-21,180398.0,2273374.0,560452.0,2273374.0,238657.0,2273374.0
2018-09-24,177443.0,2313777.0,579813.0,2313777.0,243062.0,2313777.0
2018-09-25,124949.0,2283270.0,575515.0,2283270.0,253443.0,2283270.0
2018-09-26,105712.0,2282471.0,573232.0,2282471.0,264301.0,2282471.0
2018-09-27,52349.0,2266531.0,590669.0,2266531.0,272055.0,2266531.0
2018-09-28,46263.0,2271428.0,589809.0,2271428.0,272588.0,2271428.0
2018-10-01,585925.0,2236859.0,279562.0,2236859.0,142716.0,2236859.0
2018-10-02,564273.0,2249878.0,283013.0,2249878.0,155444.0,2249878.0
2018-10-03,554769.0,2260894.0,293139.0,2260894.0,160531.0,2260894.0
2018-10-04,541125.0,2262328.0,305037.0,2262328.0,164707.0,2262328.0
2018-10-05,514507.0,2258567.0,319640.0,2258567.0,172421.0,2258567.0
2018-10-08,508873.0,2264125.0,323778.0,2264125.0,173621.0,2264125.0
2018-10-09,510411.0,2297274.0,344735.0,2297274.0,177638.0,2297274.0
2018-10-10,484386.0,2294218.0,360993.0,2294218.0,185512.0,2294218.0
2018-10-11,456089.0,2292046.0,380449.0,2292046.0,191373.0,2292046.0
2018-10-12,432933.0,2296293.0,404740.0,2296293.0,187514.0,2296293.0
2018-10-15,413319.0,2291323.0,406672.0,2291323.0,196662.0,2291323.0
2018-10-16,397768.0,2285875.0,414795.0,2285875.0,197371.0,2285875.0
2018-10-17,384728.0,2290811.0,423854.0,2290811.0,200689.0,2290811.0
2018-10-18,375068.0,2304686.0,450028.0,2304686.0,183396.0,2304686.0
2018-10-19,342553.0,2278780.0,445100.0,2278780.0,190762.0,2278780.0
2018-10-22,307793.0,2250565.0,452969.0,2250565.0,196071.0,2250565.0
2018-10-23,238026.0,2188757.0,466189.0,2188757.0,190600.0,2188757.0
2018-10-24,209791.0,2184913.0,483760.0,2184913.0,187851.0,2184913.0
2018-10-25,193137.0,2196422.0,494057.0,2196422.0,189621.0,2196422.0
2018-10-26,145716.0,2171893.0,501728.0,2171893.0,188265.0,2171893.0
2018-10-29,124424.0,2153754.0,498530.0,2153754.0,193124.0,2153754.0
2018-10-30,83868.0,2129247.0,502226.0,2129247.0,195161.0,2129247.0
