,CO1 Comdty ,CO1 Comdty ,CO2 Comdty ,CO2 Comdty ,CO3 Comdty,CO3 Comdty
,OPEN_INT,FUT_AGGTE_OPEN_INT,OPEN_INT,FUT_AGGTE_OPEN_INT,OPEN_INT,FUT_AGGTE_OPEN_INT
2010-01-01,,742159.0,,742159.0,,742159.0
2010-01-04,176882.0,743682.0,157914.0,743682.0,63489.0,743682.0
2010-01-05,172055.0,754772.0,166259.0,754772.0,66154.0,754772.0
2010-01-06,163579.0,772045.0,180659.0,772045.0,71336.0,772045.0
2010-01-07,144865.0,776685.0,189084.0,776685.0,78681.0,776685.0
2010-01-08,124828.0,792472.0,205944.0,792472.0,87789.0,792472.0
2010-01-11,100566.0,817977.0,234995.0,817977.0,101089.0,817977.0
2010-01-12,62686.0,807049.0,256083.0,807049.0,108140.0,807049.0
2010-01-13,30437.0,796928.0,267619.0,796928.0,115756.0,796928.0
2010-01-14,34636.0,825841.0,270040.0,825841.0,130603.0,825841.0
2010-01-15,261886.0,788407.0,133048.0,788407.0,53641.0,788407.0
2010-01-18,260264.0,791447.0,135868.0,791447.0,54500.0,791447.0
2010-01-19,242188.0,774537.0,129394.0,774537.0,56853.0,774537.0
2010-01-20,234469.0,773793.0,127304.0,773793.0,60829.0,773793.0
2010-01-21,229878.0,775893.0,130065.0,775893.0,62743.0,775893.0
2010-01-22,216475.0,761138.0,131236.0,761138.0,62984.0,761138.0
2010-01-25,207007.0,757026.0,135496.0,757026.0,62709.0,757026.0
2010-01-26,199610.0,766026.0,135613.0,766026.0,71462.0,766026.0
2010-01-27,190970.0,769124.0,134020.0,769124.0,75216.0,769124.0
2010-01-28,185117.0,776112.0,140055.0,776112.0,81356.0,776112.0
2010-01-29,177555.0,776550.0,143747.0,776550.0,84377.0,776550.0
2010-02-01,170009.0,781399.0,149035.0,781399.0,88124.0,781399.0
2010-02-02,152753.0,793425.0,164446.0,793425.0,95529.0,793425.0
2010-02-03,130052.0,792345.0,183051.0,792345.0,94754.0,792345.0
2010-02-04,118130.0,792906.0,185008.0,792906.0,99445.0,792906.0
2010-02-05,84675.0,773814.0,177592.0,773814.0,111248.0,773814.0
2010-02-08,75905.0,798111.0,187461.0,798111.0,125648.0,798111.0
2010-02-09,48466.0,773780.0,182010.0,773780.0,130469.0,773780.0
2010-02-10,25592.0,767732.0,192020.0,767732.0,139002.0,767732.0
2010-02-11,28510.0,795662.0,200664.0,795662.0,149738.0,795662.0
2010-02-12,192958.0,764067.0,152098.0,764067.0,99926.0,764067.0
2010-02-15,198210.0,778286.0,158386.0,778286.0,102121.0,778286.0
2010-02-16,207194.0,803196.0,165053.0,803196.0,111627.0,803196.0
2010-02-17,204155.0,818746.0,170090.0,818746.0,116830.0,818746.0
2010-02-18,207297.0,834624.0,174119.0,834624.0,123403.0,834624.0
2010-02-19,209363.0,849684.0,178447.0,849684.0,126254.0,849684.0
2010-02-22,196343.0,838749.0,178374.0,838749.0,127695.0,838749.0
2010-02-23,190312.0,840520.0,181204.0,840520.0,129540.0,840520.0
2010-02-24,191976.0,850375.0,185278.0,850375.0,127173.0,850375.0
2010-02-25,183919.0,838656.0,185825.0,838656.0,120228.0,838656.0
2010-02-26,178864.0,857981.0,198060.0,857981.0,124490.0,857981.0
2010-03-01,175711.0,859392.0,204292.0,859392.0,122916.0,859392.0
2010-03-02,150885.0,840392.0,200424.0,840392.0,126781.0,840392.0
2010-03-03,138839.0,824760.0,193693.0,824760.0,129313.0,824760.0
2010-03-04,117865.0,808150.0,187703.0,808150.0,140509.0,808150.0
2010-03-05,122381.0,820867.0,183715.0,820867.0,149660.0,820867.0
2010-03-08,102425.0,849606.0,212679.0,849606.0,165898.0,849606.0
2010-03-09,97473.0,866322.0,228798.0,866322.0,170976.0,866322.0
2010-03-10,74642.0,868691.0,245430.0,868691.0,178968.0,868691.0
2010-03-11,47519.0,871815.0,251914.0,871815.0,190282.0,871815.0
2010-03-12,42373.0,881104.0,248960.0,881104.0,201309.0,881104.0
2010-03-15,20051.0,862455.0,239239.0,862455.0,209254.0,862455.0
2010-03-16,29544.0,892168.0,256829.0,892168.0,203282.0,892168.0
2010-03-17,255648.0,872200.0,207404.0,872200.0,71608.0,872200.0
2010-03-18,258257.0,882280.0,208227.0,882280.0,75766.0,882280.0
2010-03-19,253068.0,887040.0,212960.0,887040.0,77014.0,887040.0
2010-03-22,253169.0,897568.0,215791.0,897568.0,78737.0,897568.0
2010-03-23,248479.0,896819.0,218219.0,896819.0,79728.0,896819.0
2010-03-24,231196.0,900850.0,226733.0,900850.0,89454.0,900850.0
2010-03-25,216428.0,899848.0,231295.0,899848.0,96783.0,899848.0
2010-03-26,205210.0,903758.0,228203.0,903758.0,108461.0,903758.0
2010-03-29,214663.0,923549.0,226914.0,923549.0,111769.0,923549.0
2010-03-30,201123.0,932714.0,238645.0,932714.0,116791.0,932714.0
2010-03-31,198915.0,937633.0,246111.0,937633.0,118915.0,937633.0
2010-04-01,190647.0,,255933.0,,119684.0,
2010-04-05,190647.0,943953.0,255933.0,943953.0,119684.0,943953.0
2010-04-06,175918.0,927015.0,248076.0,927015.0,125392.0,927015.0
2010-04-07,161239.0,910160.0,237432.0,910160.0,127446.0,910160.0
2010-04-08,139569.0,898900.0,234810.0,898900.0,134553.0,898900.0
2010-04-09,126622.0,891552.0,232096.0,891552.0,139387.0,891552.0
2010-04-12,103246.0,897353.0,247493.0,897353.0,143340.0,897353.0
2010-04-13,76968.0,898392.0,265817.0,898392.0,147782.0,898392.0
2010-04-14,24819.0,850736.0,274972.0,850736.0,149791.0,850736.0
2010-04-15,24593.0,847884.0,270412.0,847884.0,153664.0,847884.0
2010-04-16,263513.0,821467.0,159118.0,821467.0,65194.0,821467.0
2010-04-19,244204.0,800688.0,156251.0,800688.0,65815.0,800688.0
2010-04-20,245246.0,803803.0,155452.0,803803.0,66481.0,803803.0
2010-04-21,243857.0,807164.0,158120.0,807164.0,68574.0,807164.0
2010-04-22,231846.0,796900.0,161163.0,796900.0,67471.0,796900.0
2010-04-23,233059.0,803960.0,163141.0,803960.0,69824.0,803960.0
2010-04-26,233526.0,812497.0,166878.0,812497.0,70389.0,812497.0
2010-04-27,224169.0,799212.0,165519.0,799212.0,68652.0,799212.0
2010-04-28,215973.0,796366.0,168007.0,796366.0,69297.0,796366.0
2010-04-29,222384.0,813137.0,168230.0,813137.0,71277.0,813137.0
2010-04-30,222384.0,,168230.0,,71277.0,
2010-05-03,202629.0,804278.0,173295.0,804278.0,72347.0,804278.0
2010-05-04,195745.0,805722.0,180304.0,805722.0,74320.0,805722.0
2010-05-05,164297.0,775178.0,178133.0,775178.0,74431.0,775178.0
2010-05-06,147922.0,762091.0,179058.0,762091.0,77503.0,762091.0
2010-05-07,131609.0,747235.0,173561.0,747235.0,77133.0,747235.0
2010-05-10,128026.0,771460.0,184135.0,771460.0,84553.0,771460.0
2010-05-11,100872.0,767223.0,194948.0,767223.0,88156.0,767223.0
2010-05-12,90386.0,769248.0,196422.0,769248.0,93166.0,769248.0
2010-05-13,42240.0,763453.0,220408.0,763453.0,105089.0,763453.0
2010-05-14,30749.0,761143.0,222325.0,761143.0,103324.0,761143.0
2010-05-17,219225.0,723591.0,104549.0,723591.0,69450.0,723591.0
2010-05-18,219618.0,735804.0,109105.0,735804.0,73248.0,735804.0
2010-05-19,226898.0,763582.0,117290.0,763582.0,75976.0,763582.0
2010-05-20,221394.0,770113.0,123884.0,770113.0,75258.0,770113.0
2010-05-21,222955.0,769009.0,124545.0,769009.0,74901.0,769009.0
2010-05-24,218948.0,758247.0,121522.0,758247.0,73451.0,758247.0
2010-05-25,213889.0,759459.0,117992.0,759459.0,73596.0,759459.0
2010-05-26,208838.0,755017.0,121028.0,755017.0,77012.0,755017.0
2010-05-27,207329.0,763122.0,128292.0,763122.0,74515.0,763122.0
2010-05-28,207329.0,,128292.0,,74515.0,
2010-05-31,201782.0,768727.0,136348.0,768727.0,73724.0,768727.0
2010-06-01,187044.0,761318.0,141869.0,761318.0,71200.0,761318.0
2010-06-02,164201.0,757380.0,154546.0,757380.0,76680.0,757380.0
2010-06-03,149014.0,762363.0,172484.0,762363.0,79313.0,762363.0
2010-06-04,146782.0,763067.0,166771.0,763067.0,85977.0,763067.0
2010-06-07,144297.0,766088.0,169200.0,766088.0,84458.0,766088.0
2010-06-08,134408.0,763922.0,170045.0,763922.0,86106.0,763922.0
2010-06-09,126356.0,760912.0,164470.0,760912.0,92533.0,760912.0
2010-06-10,107781.0,752434.0,168174.0,752434.0,97615.0,752434.0
2010-06-11,91691.0,771280.0,193826.0,771280.0,104659.0,771280.0
2010-06-14,27225.0,738918.0,223466.0,738918.0,106839.0,738918.0
2010-06-15,36098.0,754187.0,222583.0,754187.0,109688.0,754187.0
2010-06-16,226333.0,733969.0,114137.0,733969.0,46099.0,733969.0
2010-06-17,229125.0,736163.0,114263.0,736163.0,46979.0,736163.0
2010-06-18,223704.0,735731.0,114786.0,735731.0,46807.0,735731.0
2010-06-21,216262.0,744164.0,125390.0,744164.0,49173.0,744164.0
2010-06-22,207883.0,730639.0,122791.0,730639.0,47622.0,730639.0
2010-06-23,205386.0,734858.0,128005.0,734858.0,49373.0,734858.0
2010-06-24,198035.0,738398.0,133350.0,738398.0,53634.0,738398.0
2010-06-25,201663.0,747432.0,137023.0,747432.0,52959.0,747432.0
2010-06-28,196017.0,752211.0,144968.0,752211.0,55628.0,752211.0
2010-06-29,183328.0,741916.0,141239.0,741916.0,62306.0,741916.0
2010-06-30,169761.0,746713.0,155563.0,746713.0,65682.0,746713.0
2010-07-01,158926.0,745666.0,159122.0,745666.0,68049.0,745666.0
2010-07-02,145251.0,732921.0,155568.0,732921.0,70946.0,732921.0
2010-07-05,144117.0,731917.0,155748.0,731917.0,70993.0,731917.0
2010-07-06,139411.0,738046.0,159835.0,738046.0,74218.0,738046.0
2010-07-07,129211.0,747378.0,169964.0,747378.0,76485.0,747378.0
2010-07-08,106708.0,741155.0,175522.0,741155.0,81639.0,741155.0
2010-07-09,82032.0,746650.0,194757.0,746650.0,87106.0,746650.0
2010-07-12,64657.0,744005.0,194855.0,744005.0,98606.0,744005.0
2010-07-13,44151.0,752514.0,205143.0,752514.0,112575.0,752514.0
2010-07-14,24339.0,756531.0,218981.0,756531.0,121402.0,756531.0
2010-07-15,28012.0,772049.0,222699.0,772049.0,127907.0,772049.0
2010-07-16,221374.0,747452.0,129032.0,747452.0,35379.0,747452.0
2010-07-19,223450.0,754940.0,130230.0,754940.0,34699.0,754940.0
2010-07-20,213412.0,755966.0,138210.0,755966.0,38231.0,755966.0
2010-07-21,209882.0,765277.0,145000.0,765277.0,40774.0,765277.0
2010-07-22,208350.0,771548.0,147773.0,771548.0,42374.0,771548.0
2010-07-23,204814.0,776961.0,153483.0,776961.0,44337.0,776961.0
2010-07-26,200270.0,780031.0,155259.0,780031.0,45866.0,780031.0
2010-07-27,196588.0,780581.0,156661.0,780581.0,47717.0,780581.0
2010-07-28,193338.0,776506.0,156435.0,776506.0,48150.0,776506.0
2010-07-29,190099.0,794600.0,171865.0,794600.0,52602.0,794600.0
2010-07-30,189276.0,,171608.0,,58385.0,
2010-08-02,184602.0,818640.0,182636.0,818640.0,66547.0,818640.0
2010-08-03,165397.0,796918.0,164856.0,796918.0,76502.0,796918.0
2010-08-04,157088.0,818913.0,179346.0,818913.0,82179.0,818913.0
2010-08-05,148120.0,804077.0,180058.0,804077.0,83126.0,804077.0
2010-08-06,142557.0,803621.0,180208.0,803621.0,89958.0,803621.0
2010-08-09,133063.0,804029.0,183232.0,804029.0,93231.0,804029.0
2010-08-10,110852.0,794138.0,191342.0,794138.0,96121.0,794138.0
2010-08-11,96938.0,779051.0,183871.0,779051.0,101610.0,779051.0
2010-08-12,75448.0,767727.0,181704.0,767727.0,111935.0,767727.0
2010-08-13,28718.0,757403.0,209159.0,757403.0,118799.0,757403.0
2010-08-16,29426.0,778985.0,222548.0,778985.0,123857.0,778985.0
2010-08-17,228758.0,766736.0,132094.0,766736.0,134281.0,766736.0
2010-08-18,231962.0,778323.0,140217.0,778323.0,134179.0,778323.0
2010-08-19,225708.0,768040.0,139025.0,768040.0,130139.0,768040.0
2010-08-20,220739.0,765642.0,141924.0,765642.0,128204.0,765642.0
2010-08-23,227649.0,785296.0,150862.0,785296.0,127995.0,785296.0
2010-08-24,222330.0,784354.0,155451.0,784354.0,124216.0,784354.0
2010-08-25,227989.0,801916.0,161591.0,801916.0,125840.0,801916.0
2010-08-26,217932.0,806316.0,169776.0,806316.0,124892.0,806316.0
2010-08-27,213278.0,,,,,
2010-08-30,,813732.0,171084.0,813732.0,128558.0,813732.0
2010-08-31,208390.0,817066.0,169853.0,817066.0,134168.0,817066.0
2010-09-01,205266.0,821658.0,173736.0,821658.0,134502.0,821658.0
2010-09-02,198392.0,817549.0,170633.0,817549.0,134555.0,817549.0
2010-09-03,188082.0,816733.0,174058.0,816733.0,137059.0,816733.0
2010-09-06,180938.0,811223.0,176572.0,811223.0,136650.0,811223.0
2010-09-07,167820.0,803498.0,176736.0,803498.0,140907.0,803498.0
2010-09-08,129449.0,781773.0,181364.0,781773.0,143393.0,781773.0
2010-09-09,110688.0,778074.0,183493.0,778074.0,147076.0,778074.0
2010-09-10,88853.0,762548.0,178188.0,762548.0,158633.0,762548.0
2010-09-13,60033.0,744786.0,174051.0,744786.0,170658.0,744786.0
2010-09-14,29667.0,731419.0,177768.0,731419.0,178491.0,731419.0
2010-09-15,29600.0,749628.0,185811.0,749628.0,180688.0,749628.0
2010-09-16,192738.0,738152.0,185847.0,738152.0,62042.0,738152.0
2010-09-17,200938.0,752605.0,190360.0,752605.0,60543.0,752605.0
2010-09-20,195523.0,748154.0,187526.0,748154.0,62322.0,748154.0
2010-09-21,180550.0,722787.0,174150.0,722787.0,64338.0,722787.0
2010-09-22,172761.0,723213.0,176132.0,723213.0,64558.0,723213.0
2010-09-23,173264.0,734742.0,177735.0,734742.0,64403.0,734742.0
2010-09-24,172680.0,745454.0,183811.0,745454.0,67486.0,745454.0
2010-09-27,164320.0,754145.0,193533.0,754145.0,69969.0,754145.0
2010-09-28,170482.0,774189.0,199260.0,774189.0,73399.0,774189.0
2010-09-29,172756.0,794746.0,208484.0,794746.0,75550.0,794746.0
2010-09-30,171546.0,817269.0,222933.0,817269.0,78237.0,817269.0
2010-10-01,165606.0,827137.0,231656.0,827137.0,82636.0,827137.0
2010-10-04,157232.0,835048.0,234693.0,835048.0,89469.0,835048.0
2010-10-05,144868.0,854648.0,252196.0,854648.0,95911.0,854648.0
2010-10-06,137303.0,875182.0,266241.0,875182.0,105375.0,875182.0
2010-10-07,112715.0,893261.0,272208.0,893261.0,132141.0,893261.0
2010-10-08,95657.0,888340.0,285165.0,888340.0,134083.0,888340.0
2010-10-11,78955.0,870763.0,279234.0,870763.0,136304.0,870763.0
2010-10-12,60216.0,858567.0,277343.0,858567.0,140341.0,858567.0
2010-10-13,33714.0,837070.0,275548.0,837070.0,143055.0,837070.0
2010-10-14,39919.0,863324.0,280666.0,863324.0,150664.0,863324.0
2010-10-15,271344.0,829934.0,159490.0,829934.0,80392.0,829934.0
2010-10-18,267101.0,838769.0,168489.0,838769.0,81180.0,838769.0
2010-10-19,251211.0,826688.0,170690.0,826688.0,79562.0,826688.0
2010-10-20,256491.0,838167.0,170017.0,838167.0,80834.0,838167.0
2010-10-21,245624.0,835718.0,174780.0,835718.0,82532.0,835718.0
2010-10-22,247038.0,841862.0,176682.0,841862.0,84074.0,841862.0
2010-10-25,250916.0,850026.0,176422.0,850026.0,85193.0,850026.0
2010-10-26,246264.0,852971.0,179663.0,852971.0,88722.0,852971.0
2010-10-27,232941.0,848122.0,186101.0,848122.0,89184.0,848122.0
2010-10-28,225634.0,852751.0,187234.0,852751.0,93316.0,852751.0
2010-10-29,219218.0,856736.0,189666.0,856736.0,95885.0,856736.0
2010-11-01,214492.0,860152.0,197048.0,860152.0,95678.0,860152.0
2010-11-02,205469.0,873120.0,214370.0,873120.0,98380.0,873120.0
2010-11-03,197525.0,879316.0,219785.0,879316.0,100921.0,879316.0
2010-11-04,186765.0,870478.0,221338.0,870478.0,103080.0,870478.0
2010-11-05,177684.0,892721.0,230049.0,892721.0,114241.0,892721.0
2010-11-08,160889.0,890626.0,234242.0,890626.0,120742.0,890626.0
2010-11-09,133213.0,898670.0,244917.0,898670.0,142213.0,898670.0
2010-11-10,116943.0,894855.0,247572.0,894855.0,145509.0,894855.0
2010-11-11,75219.0,884641.0,262636.0,884641.0,152129.0,884641.0
2010-11-12,35588.0,857501.0,268458.0,857501.0,151943.0,857501.0
2010-11-15,27863.0,863339.0,275687.0,863339.0,152517.0,863339.0
2010-11-16,268199.0,836830.0,158520.0,836830.0,77905.0,836830.0
2010-11-17,256631.0,831099.0,155750.0,831099.0,80042.0,831099.0
2010-11-18,255296.0,837941.0,160499.0,837941.0,83625.0,837941.0
2010-11-19,256795.0,845012.0,159571.0,845012.0,85501.0,845012.0
2010-11-22,251375.0,846095.0,162224.0,846095.0,86669.0,846095.0
2010-11-23,236653.0,824022.0,160538.0,824022.0,86516.0,824022.0
2010-11-24,239444.0,825189.0,163078.0,825189.0,84383.0,825189.0
2010-11-25,235661.0,825326.0,163692.0,825326.0,85479.0,825326.0
2010-11-26,236554.0,831555.0,164785.0,831555.0,87197.0,831555.0
2010-11-29,235717.0,846413.0,170521.0,846413.0,94486.0,846413.0
2010-11-30,217125.0,836883.0,173745.0,836883.0,97624.0,836883.0
2010-12-01,213248.0,861247.0,184380.0,861247.0,104924.0,861247.0
2010-12-02,205016.0,869377.0,196706.0,869377.0,107586.0,869377.0
2010-12-03,192909.0,866918.0,202662.0,866918.0,109376.0,866918.0
2010-12-06,174575.0,856110.0,199788.0,856110.0,110683.0,856110.0
2010-12-07,139216.0,847260.0,199835.0,847260.0,125721.0,847260.0
2010-12-08,121272.0,855049.0,205755.0,855049.0,130398.0,855049.0
2010-12-09,114202.0,847040.0,201380.0,847040.0,133256.0,847040.0
2010-12-10,103114.0,853874.0,210985.0,853874.0,140098.0,853874.0
2010-12-13,85452.0,870133.0,231146.0,870133.0,146902.0,870133.0
2010-12-14,66153.0,876287.0,243288.0,876287.0,155023.0,876287.0
2010-12-15,31475.0,876721.0,264518.0,876721.0,167818.0,876721.0
2010-12-16,33333.0,889754.0,273744.0,889754.0,167537.0,889754.0
2010-12-17,255732.0,859909.0,172395.0,859909.0,68692.0,859909.0
2010-12-20,258570.0,868968.0,175578.0,868968.0,67083.0,868968.0
2010-12-21,249909.0,870140.0,179421.0,870140.0,68310.0,870140.0
2010-12-22,248630.0,880677.0,185798.0,880677.0,69593.0,880677.0
2010-12-23,245636.0,881795.0,186173.0,881795.0,70803.0,881795.0
2010-12-24,245060.0,883431.0,188446.0,883431.0,70681.0,883431.0
2010-12-27,241160.0,881801.0,187571.0,881801.0,72176.0,881801.0
2010-12-28,240392.0,882866.0,188223.0,882866.0,73378.0,882866.0
2010-12-29,234036.0,879787.0,187932.0,879787.0,73361.0,879787.0
2010-12-30,213938.0,871205.0,189639.0,871205.0,76595.0,871205.0
2010-12-31,207964.0,873116.0,191993.0,873116.0,78481.0,873116.0
2011-01-03,199469.0,873364.0,193775.0,873364.0,80737.0,873364.0
2011-01-04,182269.0,870690.0,193699.0,870690.0,82384.0,870690.0
2011-01-05,169774.0,874930.0,196771.0,874930.0,84223.0,874930.0
2011-01-06,151512.0,868512.0,197212.0,868512.0,83425.0,868512.0
2011-01-07,132682.0,873584.0,201490.0,873584.0,91759.0,873584.0
2011-01-10,122402.0,901800.0,226729.0,901800.0,102611.0,901800.0
2011-01-11,101817.0,923823.0,246326.0,923823.0,117237.0,923823.0
2011-01-12,61729.0,923811.0,255733.0,923811.0,135294.0,923811.0
2011-01-13,30491.0,938164.0,274517.0,938164.0,142754.0,938164.0
2011-01-14,34764.0,962958.0,279824.0,962958.0,148120.0,962958.0
2011-01-17,276250.0,930389.0,156992.0,930389.0,75051.0,930389.0
2011-01-18,277256.0,956157.0,164013.0,956157.0,77213.0,956157.0
2011-01-19,271695.0,948961.0,163009.0,948961.0,76770.0,948961.0
2011-01-20,266856.0,955123.0,166670.0,955123.0,78653.0,955123.0
2011-01-21,264519.0,968565.0,171751.0,968565.0,84360.0,968565.0
2011-01-24,257594.0,962192.0,171043.0,962192.0,81605.0,962192.0
2011-01-25,253836.0,964590.0,176680.0,964590.0,83339.0,964590.0
2011-01-26,246878.0,956052.0,172746.0,956052.0,84183.0,956052.0
2011-01-27,240305.0,956075.0,174329.0,956075.0,86379.0,956075.0
2011-01-28,227143.0,954443.0,175561.0,954443.0,89618.0,954443.0
2011-01-31,203670.0,934356.0,168424.0,934356.0,91325.0,934356.0
2011-02-01,193708.0,943627.0,173080.0,943627.0,94627.0,943627.0
2011-02-02,165238.0,935288.0,184896.0,935288.0,94423.0,935288.0
2011-02-03,153670.0,943468.0,193378.0,943468.0,97850.0,943468.0
2011-02-04,142770.0,956368.0,207687.0,956368.0,101672.0,956368.0
2011-02-07,106320.0,926024.0,201858.0,926024.0,106601.0,926024.0
2011-02-08,82991.0,908324.0,209679.0,908324.0,106650.0,908324.0
2011-02-09,68217.0,917930.0,215752.0,917930.0,118422.0,917930.0
2011-02-10,23196.0,882922.0,212693.0,882922.0,127263.0,882922.0
2011-02-11,24972.0,894853.0,213867.0,894853.0,136562.0,894853.0
2011-02-14,217708.0,878127.0,136132.0,878127.0,123475.0,878127.0
2011-02-15,209611.0,872385.0,140432.0,872385.0,122593.0,872385.0
2011-02-16,213881.0,891455.0,143151.0,891455.0,125860.0,891455.0
2011-02-17,211173.0,890678.0,139773.0,890678.0,129258.0,890678.0
2011-02-18,208541.0,887465.0,137803.0,887465.0,129762.0,887465.0
2011-02-21,211132.0,894776.0,137313.0,894776.0,129998.0,894776.0
2011-02-22,190682.0,871994.0,138461.0,871994.0,132952.0,871994.0
2011-02-23,189480.0,856789.0,144600.0,856789.0,121397.0,856789.0
2011-02-24,188528.0,848953.0,144557.0,848953.0,114015.0,848953.0
2011-02-25,187341.0,850954.0,142335.0,850954.0,113527.0,850954.0
2011-02-28,183106.0,862170.0,144591.0,862170.0,120443.0,862170.0
2011-03-01,183999.0,882247.0,149837.0,882247.0,125809.0,882247.0
2011-03-02,168970.0,866731.0,146862.0,866731.0,121225.0,866731.0
2011-03-03,158556.0,861590.0,144802.0,861590.0,127321.0,861590.0
2011-03-04,148441.0,861919.0,141777.0,861919.0,135153.0,861919.0
2011-03-07,131597.0,854642.0,143464.0,854642.0,146917.0,854642.0
2011-03-08,105358.0,843949.0,145219.0,843949.0,155947.0,843949.0
2011-03-09,94965.0,872910.0,162763.0,872910.0,171696.0,872910.0
2011-03-10,84830.0,863528.0,160603.0,863528.0,176108.0,863528.0
2011-03-11,64481.0,856570.0,158586.0,856570.0,184971.0,856570.0
2011-03-14,51472.0,856054.0,169073.0,856054.0,185947.0,856054.0
2011-03-15,33366.0,844342.0,178100.0,844342.0,184201.0,844342.0
2011-03-16,42007.0,864513.0,176574.0,864513.0,184879.0,864513.0
2011-03-17,185744.0,834701.0,185888.0,834701.0,54522.0,834701.0
2011-03-18,191008.0,854484.0,198926.0,854484.0,54161.0,854484.0
2011-03-21,192208.0,862262.0,201793.0,862262.0,56069.0,862262.0
2011-03-22,186881.0,859364.0,200453.0,859364.0,61668.0,859364.0
2011-03-23,187622.0,859323.0,201123.0,859323.0,61887.0,859323.0
2011-03-24,187049.0,863691.0,204074.0,863691.0,62249.0,863691.0
2011-03-25,183204.0,865624.0,199444.0,865624.0,64557.0,865624.0
2011-03-28,177723.0,858549.0,194949.0,858549.0,65347.0,858549.0
2011-03-29,166551.0,854876.0,195129.0,854876.0,68994.0,854876.0
2011-03-30,158740.0,865068.0,203422.0,865068.0,73011.0,865068.0
2011-03-31,170297.0,905993.0,221452.0,905993.0,79622.0,905993.0
2011-04-01,163076.0,926620.0,240823.0,926620.0,83864.0,926620.0
2011-04-04,147805.0,928043.0,251634.0,928043.0,88052.0,928043.0
2011-04-05,143852.0,922118.0,248916.0,922118.0,90133.0,922118.0
2011-04-06,129900.0,909731.0,249130.0,909731.0,91612.0,909731.0
2011-04-07,123683.0,909940.0,247993.0,909940.0,94953.0,909940.0
2011-04-08,111530.0,912185.0,254326.0,912185.0,95410.0,912185.0
2011-04-11,101111.0,910283.0,250234.0,910283.0,103412.0,910283.0
2011-04-12,73307.0,868450.0,241986.0,868450.0,104060.0,868450.0
2011-04-13,36638.0,853479.0,247843.0,853479.0,113225.0,853479.0
2011-04-14,42806.0,875772.0,250780.0,875772.0,116314.0,875772.0
2011-04-15,248476.0,836314.0,120306.0,836314.0,45334.0,836314.0
2011-04-18,243085.0,839442.0,128670.0,839442.0,46895.0,839442.0
2011-04-19,237331.0,846225.0,131424.0,846225.0,48803.0,846225.0
2011-04-20,236402.0,848331.0,133039.0,848331.0,48271.0,848331.0
2011-04-21,232382.0,847968.0,135103.0,847968.0,48818.0,847968.0
2011-04-25,230436.0,849680.0,135685.0,849680.0,49852.0,849680.0
2011-04-26,223419.0,840097.0,134555.0,840097.0,50955.0,840097.0
2011-04-27,214688.0,834658.0,136995.0,834658.0,52438.0,834658.0
2011-04-28,215681.0,838872.0,140097.0,838872.0,54715.0,838872.0
2011-04-29,209700.0,832145.0,137746.0,832145.0,55675.0,832145.0
2011-05-02,203482.0,829929.0,137646.0,829929.0,60625.0,829929.0
2011-05-03,183325.0,830331.0,147725.0,830331.0,68220.0,830331.0
2011-05-04,176962.0,860377.0,159510.0,860377.0,83833.0,860377.0
2011-05-05,165212.0,878148.0,168668.0,878148.0,92448.0,878148.0
2011-05-06,157069.0,889810.0,175744.0,889810.0,97956.0,889810.0
2011-05-09,127698.0,889817.0,191754.0,889817.0,108534.0,889817.0
2011-05-10,106999.0,893729.0,193940.0,893729.0,122155.0,893729.0
2011-05-11,91705.0,909196.0,210563.0,909196.0,131120.0,909196.0
2011-05-12,71464.0,909154.0,218800.0,909154.0,137156.0,909154.0
2011-05-13,33150.0,892681.0,228147.0,892681.0,141376.0,892681.0
2011-05-16,47242.0,916940.0,238609.0,916940.0,139876.0,916940.0
2011-05-17,234420.0,868670.0,146424.0,868670.0,70884.0,868670.0
2011-05-18,231787.0,867209.0,154014.0,867209.0,74181.0,867209.0
2011-05-19,222657.0,860124.0,152988.0,860124.0,76698.0,860124.0
2011-05-20,228739.0,868800.0,153268.0,868800.0,79441.0,868800.0
2011-05-23,211429.0,849863.0,147284.0,849863.0,80403.0,849863.0
2011-05-24,211902.0,844663.0,145770.0,844663.0,79005.0,844663.0
2011-05-25,213323.0,846701.0,139184.0,846701.0,78455.0,846701.0
2011-05-26,214855.0,854140.0,143328.0,854140.0,82760.0,854140.0
2011-05-27,217680.0,865089.0,142617.0,865089.0,82033.0,865089.0
2011-05-30,218644.0,865212.0,143305.0,865212.0,82137.0,865212.0
2011-05-31,216239.0,874507.0,147725.0,874507.0,85486.0,874507.0
2011-06-01,208067.0,877674.0,151863.0,877674.0,86430.0,877674.0
2011-06-02,202156.0,871650.0,146868.0,871650.0,88613.0,871650.0
2011-06-03,194056.0,873573.0,148376.0,873573.0,93304.0,873573.0
2011-06-06,180748.0,864745.0,146865.0,864745.0,96498.0,864745.0
2011-06-07,168671.0,871465.0,154456.0,871465.0,104567.0,871465.0
2011-06-08,161002.0,885565.0,157885.0,885565.0,112635.0,885565.0
2011-06-09,137143.0,897652.0,184607.0,897652.0,120121.0,897652.0
2011-06-10,116792.0,904095.0,203037.0,904095.0,124818.0,904095.0
2011-06-13,70672.0,877410.0,219943.0,877410.0,127489.0,877410.0
2011-06-14,29763.0,860564.0,229752.0,860564.0,130072.0,860564.0
