,XB1 Comdty ,XB1 Comdty ,XB2 Comdty ,XB2 Comdty ,XB3 Comdty ,XB3 Comdty 
,OPEN_INT,FUT_AGGTE_OPEN_INT,OPEN_INT,FUT_AGGTE_OPEN_INT,OPEN_INT,FUT_AGGTE_OPEN_INT
2010-01-04,91980.0,239903.0,43443.0,239903.0,31893.0,239903.0
2010-01-05,92315.0,246666.0,45420.0,246666.0,33135.0,246666.0
2010-01-06,91652.0,251785.0,47686.0,251785.0,34263.0,251785.0
2010-01-07,91481.0,256842.0,49860.0,256842.0,35664.0,256842.0
2010-01-08,87383.0,260238.0,81188.0,260238.0,45890.0,260238.0
2010-01-11,80936.0,263011.0,60178.0,263011.0,36845.0,263011.0
2010-01-12,75450.0,265579.0,64782.0,265579.0,37525.0,265579.0
2010-01-13,68844.0,269430.0,67775.0,269430.0,39088.0,269430.0
2010-01-14,62619.0,273407.0,75725.0,273407.0,40614.0,273407.0
2010-01-15,55279.0,269944.0,78008.0,269944.0,40459.0,269944.0
2010-01-19,50400.0,273395.0,83980.0,273395.0,40681.0,273395.0
2010-01-20,45707.0,279147.0,89658.0,279147.0,40458.0,279147.0
2010-01-21,37623.0,275628.0,91442.0,275628.0,39888.0,275628.0
2010-01-22,31729.0,272036.0,91524.0,272036.0,40271.0,272036.0
2010-01-25,24765.0,270327.0,94878.0,270327.0,41163.0,270327.0
2010-01-26,17777.0,261580.0,92982.0,261580.0,40346.0,261580.0
2010-01-27,13211.0,258693.0,92620.0,258693.0,40352.0,258693.0
2010-01-28,6773.0,250006.0,88917.0,250006.0,39759.0,250006.0
2010-01-29,2427.0,247507.0,89131.0,247507.0,40111.0,247507.0
2010-02-01,87572.0,251344.0,42123.0,251344.0,27165.0,251344.0
2010-02-02,87987.0,257790.0,45172.0,257790.0,28572.0,257790.0
2010-02-03,88642.0,259632.0,45731.0,259632.0,28362.0,259632.0
2010-02-04,84029.0,256143.0,44825.0,256143.0,29688.0,256143.0
2010-02-05,79089.0,255331.0,45082.0,255331.0,31351.0,255331.0
2010-02-08,73379.0,255574.0,46829.0,255574.0,33345.0,255574.0
2010-02-09,68516.0,258438.0,49397.0,258438.0,35589.0,258438.0
2010-02-10,61516.0,260846.0,53253.0,260846.0,37802.0,260846.0
2010-02-11,51260.0,257016.0,57075.0,257016.0,39939.0,257016.0
2010-02-12,48225.0,258198.0,59969.0,258198.0,40699.0,258198.0
2010-02-16,43910.0,255823.0,61799.0,255823.0,40648.0,255823.0
2010-02-17,40560.0,253807.0,62154.0,253807.0,41432.0,253807.0
2010-02-18,38414.0,254501.0,64743.0,254501.0,41259.0,254501.0
2010-02-19,35001.0,258415.0,70575.0,258415.0,42107.0,258415.0
2010-02-22,30805.0,264307.0,76619.0,264307.0,43665.0,264307.0
2010-02-23,19075.0,264553.0,84877.0,264553.0,45169.0,264553.0
2010-02-24,13959.0,265111.0,89298.0,265111.0,46625.0,265111.0
2010-02-25,6553.0,261583.0,90420.0,261583.0,48525.0,261583.0
2010-02-26,,262348.0,94463.0,262348.0,49577.0,262348.0
2010-03-01,92945.0,263761.0,52333.0,263761.0,36108.0,263761.0
2010-03-02,93600.0,268321.0,54012.0,268321.0,37039.0,268321.0
2010-03-03,95401.0,278577.0,59921.0,278577.0,38526.0,278577.0
2010-03-04,94824.0,286791.0,64168.0,286791.0,39958.0,286791.0
2010-03-05,95185.0,291322.0,67114.0,291322.0,40734.0,291322.0
2010-03-08,88921.0,290650.0,67872.0,290650.0,42081.0,290650.0
2010-03-09,82015.0,292916.0,73223.0,292916.0,42729.0,292916.0
2010-03-10,75389.0,294622.0,78558.0,294622.0,43963.0,294622.0
2010-03-11,67791.0,299378.0,86233.0,299378.0,45569.0,299378.0
2010-03-12,65930.0,302078.0,86283.0,302078.0,47682.0,302078.0
2010-03-15,60889.0,302640.0,89747.0,302640.0,49021.0,302640.0
2010-03-16,63456.0,313010.0,93561.0,313010.0,49842.0,313010.0
2010-03-17,59677.0,317981.0,98457.0,317981.0,51187.0,317981.0
2010-03-18,55941.0,322935.0,103846.0,322935.0,52766.0,322935.0
2010-03-19,47921.0,321964.0,108055.0,321964.0,53931.0,321964.0
2010-03-22,42867.0,320710.0,110502.0,320710.0,54144.0,320710.0
2010-03-23,37341.0,324322.0,116685.0,324322.0,55333.0,324322.0
2010-03-24,30575.0,323219.0,118567.0,323219.0,57014.0,323219.0
2010-03-25,25071.0,324188.0,120691.0,324188.0,58279.0,324188.0
2010-03-26,16888.0,316165.0,119868.0,316165.0,57094.0,316165.0
2010-03-29,12457.0,316128.0,122871.0,316128.0,57668.0,316128.0
2010-03-30,6307.0,313127.0,124392.0,313127.0,58220.0,313127.0
2010-03-31,579.0,318414.0,129341.0,318414.0,61767.0,318414.0
2010-04-01,129482.0,320024.0,63366.0,320024.0,34470.0,320024.0
2010-04-05,129235.0,320039.0,62788.0,320039.0,34510.0,320039.0
2010-04-06,128908.0,321990.0,64696.0,321990.0,36475.0,321990.0
2010-04-07,124175.0,323347.0,63086.0,323347.0,39778.0,323347.0
2010-04-08,116212.0,324424.0,67860.0,324424.0,40988.0,324424.0
2010-04-09,105069.0,318831.0,70787.0,318831.0,42374.0,318831.0
2010-04-12,96094.0,321828.0,79479.0,321828.0,44584.0,321828.0
2010-04-13,86860.0,323469.0,86922.0,323469.0,46480.0,323469.0
2010-04-14,79004.0,326066.0,89918.0,326066.0,50018.0,326066.0
2010-04-15,74964.0,332977.0,94541.0,332977.0,51127.0,332977.0
2010-04-16,62058.0,329380.0,99010.0,329380.0,52860.0,329380.0
2010-04-19,50982.0,323451.0,100908.0,323451.0,54184.0,323451.0
2010-04-20,45164.0,322769.0,103742.0,322769.0,55987.0,322769.0
2010-04-21,38208.0,323026.0,107281.0,323026.0,57246.0,323026.0
2010-04-22,36315.0,325366.0,106309.0,325366.0,57363.0,325366.0
2010-04-23,33015.0,322076.0,106917.0,322076.0,56529.0,322076.0
2010-04-26,29393.0,317596.0,108427.0,317596.0,53618.0,317596.0
2010-04-27,22426.0,309407.0,105947.0,309407.0,54176.0,309407.0
2010-04-28,13436.0,307652.0,109604.0,307652.0,55447.0,307652.0
2010-04-29,5488.0,307267.0,114632.0,307267.0,55508.0,307267.0
2010-04-30,,310280.0,117584.0,310280.0,58310.0,310280.0
2010-05-03,116569.0,309371.0,57645.0,309371.0,30794.0,309371.0
2010-05-04,105751.0,301227.0,57461.0,301227.0,31398.0,301227.0
2010-05-05,96365.0,301656.0,61195.0,301656.0,33951.0,301656.0
2010-05-06,92115.0,298363.0,61086.0,298363.0,34462.0,298363.0
2010-05-07,87462.0,293678.0,62057.0,293678.0,34166.0,293678.0
2010-05-10,78243.0,287310.0,64363.0,287310.0,33761.0,287310.0
2010-05-11,73539.0,282428.0,66811.0,282428.0,34049.0,282428.0
2010-05-12,67962.0,280763.0,70010.0,280763.0,34292.0,280763.0
2010-05-13,60300.0,278693.0,74434.0,278693.0,36746.0,278693.0
2010-05-14,57368.0,277435.0,77156.0,277435.0,36654.0,277435.0
2010-05-17,52726.0,267469.0,73977.0,267469.0,37355.0,267469.0
2010-05-18,47669.0,269582.0,79194.0,269582.0,38464.0,269582.0
2010-05-19,41549.0,268720.0,84787.0,268720.0,38029.0,268720.0
2010-05-20,41025.0,270560.0,85970.0,270560.0,38465.0,270560.0
2010-05-21,39055.0,267852.0,85016.0,267852.0,37625.0,267852.0
2010-05-24,33973.0,264837.0,85118.0,264837.0,38949.0,264837.0
2010-05-25,24205.0,253511.0,83577.0,253511.0,37651.0,253511.0
2010-05-26,15954.0,249764.0,86719.0,249764.0,38405.0,249764.0
2010-05-27,6541.0,246094.0,90267.0,246094.0,40304.0,246094.0
2010-05-28,,244653.0,91273.0,244653.0,42070.0,244653.0
2010-06-01,90012.0,246669.0,43925.0,246669.0,37433.0,246669.0
2010-06-02,89144.0,246797.0,43757.0,246797.0,37796.0,246797.0
2010-06-03,87850.0,248371.0,44596.0,248371.0,39243.0,248371.0
2010-06-04,86499.0,246987.0,44721.0,246987.0,38688.0,246987.0
2010-06-07,81620.0,247345.0,48289.0,247345.0,38947.0,247345.0
2010-06-08,78656.0,249413.0,50110.0,249413.0,40826.0,249413.0
2010-06-09,73310.0,251680.0,53801.0,251680.0,42565.0,251680.0
2010-06-10,68669.0,254292.0,57800.0,254292.0,44106.0,254292.0
2010-06-11,65518.0,256093.0,59519.0,256093.0,46051.0,256093.0
2010-06-14,61169.0,251433.0,58915.0,251433.0,45784.0,251433.0
2010-06-15,54109.0,246480.0,59949.0,246480.0,45761.0,246480.0
2010-06-16,50636.0,247813.0,62199.0,247813.0,46955.0,247813.0
2010-06-17,47082.0,247250.0,62206.0,247250.0,49421.0,247250.0
2010-06-18,45364.0,248137.0,64190.0,248137.0,50428.0,248137.0
2010-06-21,40143.0,246174.0,66870.0,246174.0,51399.0,246174.0
2010-06-22,37506.0,249522.0,70151.0,249522.0,53109.0,249522.0
2010-06-23,32505.0,249094.0,74230.0,249094.0,53397.0,249094.0
2010-06-24,28745.0,246242.0,74445.0,246242.0,53321.0,246242.0
2010-06-25,22955.0,241137.0,76175.0,241137.0,53354.0,241137.0
2010-06-28,17463.0,236497.0,76283.0,236497.0,53808.0,236497.0
2010-06-29,6175.0,226538.0,78428.0,226538.0,52712.0,226538.0
2010-06-30,770.0,227106.0,80833.0,227106.0,54850.0,227106.0
2010-07-01,80908.0,228428.0,55888.0,228428.0,25204.0,228428.0
2010-07-02,80675.0,227972.0,55409.0,227972.0,25207.0,227972.0
2010-07-06,81804.0,230219.0,55796.0,230219.0,25664.0,230219.0
2010-07-07,80378.0,232180.0,57805.0,232180.0,26787.0,232180.0
2010-07-08,78365.0,233490.0,60701.0,233490.0,27055.0,233490.0
2010-07-09,72795.0,228739.0,61571.0,228739.0,26945.0,228739.0
2010-07-12,65842.0,229492.0,67791.0,229492.0,28028.0,229492.0
2010-07-13,59471.0,229391.0,72783.0,229391.0,27645.0,229391.0
2010-07-14,58161.0,236529.0,76592.0,236529.0,30100.0,236529.0
2010-07-15,54812.0,239852.0,80114.0,239852.0,30965.0,239852.0
2010-07-16,48974.0,242144.0,84065.0,242144.0,32705.0,242144.0
2010-07-19,45629.0,244981.0,87143.0,244981.0,33612.0,244981.0
2010-07-20,43566.0,245190.0,87754.0,245190.0,34538.0,245190.0
2010-07-21,40849.0,247594.0,90767.0,247594.0,34458.0,247594.0
2010-07-22,38944.0,250873.0,91579.0,250873.0,34453.0,250873.0
2010-07-23,34370.0,251374.0,95233.0,251374.0,35429.0,251374.0
2010-07-26,29403.0,253355.0,98297.0,253355.0,36594.0,253355.0
2010-07-27,21519.0,249133.0,98040.0,249133.0,37527.0,249133.0
2010-07-28,15259.0,246798.0,97832.0,246798.0,39559.0,246798.0
2010-07-29,7116.0,241109.0,99780.0,241109.0,39286.0,241109.0
2010-07-30,,235930.0,100235.0,235930.0,40755.0,235930.0
2010-08-02,102005.0,241063.0,41758.0,241063.0,34467.0,241063.0
2010-08-03,103317.0,247595.0,45267.0,247595.0,35445.0,247595.0
2010-08-04,100770.0,245919.0,44004.0,245919.0,35708.0,245919.0
2010-08-05,96101.0,249176.0,48976.0,249176.0,37781.0,249176.0
2010-08-06,86936.0,248972.0,54432.0,248972.0,40132.0,248972.0
2010-08-09,76265.0,244407.0,58327.0,244407.0,42489.0,244407.0
2010-08-10,70082.0,244527.0,61126.0,244527.0,45616.0,244527.0
2010-08-11,60522.0,241907.0,66006.0,241907.0,46859.0,241907.0
2010-08-12,60529.0,246576.0,67960.0,246576.0,49239.0,246576.0
2010-08-13,58541.0,252253.0,73944.0,252253.0,49093.0,252253.0
2010-08-16,57500.0,251720.0,76026.0,251720.0,47107.0,251720.0
2010-08-17,54341.0,251053.0,76202.0,251053.0,47842.0,251053.0
2010-08-18,52438.0,250139.0,76076.0,250139.0,47081.0,250139.0
2010-08-19,50324.0,254065.0,81142.0,254065.0,47344.0,254065.0
2010-08-20,44215.0,253419.0,84412.0,253419.0,48979.0,253419.0
2010-08-23,39783.0,254642.0,89464.0,254642.0,49152.0,254642.0
2010-08-24,33915.0,251276.0,90342.0,251276.0,49288.0,251276.0
2010-08-25,27905.0,247348.0,91177.0,247348.0,47211.0,247348.0
2010-08-26,22059.0,244148.0,90906.0,244148.0,47029.0,244148.0
2010-08-27,17517.0,243399.0,91450.0,243399.0,47448.0,243399.0
2010-08-30,9129.0,236022.0,90754.0,236022.0,48163.0,236022.0
2010-08-31,1400.0,235012.0,92877.0,235012.0,49761.0,235012.0
2010-09-01,91268.0,236094.0,50012.0,236094.0,32318.0,236094.0
2010-09-02,90190.0,237610.0,51565.0,237610.0,32424.0,237610.0
2010-09-03,89612.0,240813.0,53505.0,240813.0,32107.0,240813.0
2010-09-07,85736.0,239551.0,55382.0,239551.0,32098.0,239551.0
2010-09-08,82054.0,241125.0,59675.0,241125.0,32239.0,241125.0
2010-09-09,78738.0,240943.0,60578.0,240943.0,33852.0,240943.0
2010-09-10,70203.0,240363.0,66010.0,240363.0,35464.0,240363.0
2010-09-13,64770.0,242640.0,70649.0,242640.0,36158.0,242640.0
2010-09-14,61483.0,242771.0,73609.0,242771.0,34943.0,242771.0
2010-09-15,58439.0,242857.0,77056.0,242857.0,35587.0,242857.0
2010-09-16,55192.0,246582.0,79709.0,246582.0,38253.0,246582.0
2010-09-17,53074.0,246063.0,80906.0,246063.0,38601.0,246063.0
2010-09-20,47111.0,241697.0,81331.0,241697.0,39095.0,241697.0
2010-09-21,41046.0,241578.0,86041.0,241578.0,39343.0,241578.0
2010-09-22,38335.0,242578.0,88171.0,242578.0,39020.0,242578.0
2010-09-23,33112.0,242717.0,89466.0,242717.0,41323.0,242717.0
2010-09-24,27847.0,238176.0,92063.0,238176.0,38477.0,238176.0
2010-09-27,21111.0,239022.0,96003.0,239022.0,40581.0,239022.0
2010-09-28,14728.0,242914.0,98226.0,242914.0,44710.0,242914.0
2010-09-29,6415.0,237029.0,98482.0,237029.0,45945.0,237029.0
2010-09-30,1974.0,240552.0,101107.0,240552.0,45934.0,240552.0
2010-10-01,104684.0,253600.0,48844.0,253600.0,30061.0,253600.0
2010-10-04,104290.0,257229.0,49765.0,257229.0,30023.0,257229.0
2010-10-05,100215.0,259571.0,52926.0,259571.0,30913.0,259571.0
2010-10-06,98399.0,262267.0,54955.0,262267.0,30776.0,262267.0
2010-10-07,85807.0,257004.0,58493.0,257004.0,31276.0,257004.0
2010-10-08,79326.0,261227.0,64114.0,261227.0,33279.0,261227.0
2010-10-11,74778.0,266931.0,68259.0,266931.0,37450.0,266931.0
2010-10-12,69059.0,269889.0,72394.0,269889.0,40297.0,269889.0
2010-10-13,64346.0,270839.0,76256.0,270839.0,40687.0,270839.0
2010-10-14,58459.0,274915.0,80967.0,274915.0,41766.0,274915.0
2010-10-15,55802.0,282574.0,86904.0,282574.0,44561.0,282574.0
2010-10-18,55847.0,283888.0,85775.0,283888.0,46545.0,283888.0
2010-10-19,46127.0,282151.0,92516.0,282151.0,47954.0,282151.0
2010-10-20,40391.0,278717.0,91988.0,278717.0,48905.0,278717.0
2010-10-21,38156.0,278159.0,93195.0,278159.0,47739.0,278159.0
2010-10-22,33883.0,282267.0,99161.0,282267.0,49227.0,282267.0
2010-10-25,29260.0,278772.0,97831.0,278772.0,50159.0,278772.0
2010-10-26,21500.0,277065.0,98802.0,277065.0,52028.0,277065.0
2010-10-27,14863.0,270680.0,99237.0,270680.0,50809.0,270680.0
2010-10-28,6902.0,271699.0,100188.0,271699.0,56236.0,271699.0
2010-10-29,1108.0,270680.0,99400.0,270680.0,59142.0,270680.0
2010-11-01,101033.0,278489.0,62474.0,278489.0,20722.0,278489.0
2010-11-02,97286.0,277836.0,64093.0,277836.0,20789.0,277836.0
2010-11-03,95179.0,279935.0,66738.0,279935.0,21489.0,279935.0
2010-11-04,97526.0,289201.0,72069.0,289201.0,21214.0,289201.0
2010-11-05,96810.0,288184.0,71768.0,288184.0,21192.0,288184.0
2010-11-08,81909.0,282738.0,76113.0,282738.0,21424.0,282738.0
2010-11-09,80476.0,292042.0,81620.0,292042.0,23392.0,292042.0
2010-11-10,71733.0,284437.0,79881.0,284437.0,23285.0,284437.0
2010-11-11,61782.0,282539.0,86544.0,282539.0,26271.0,282539.0
2010-11-12,59625.0,286970.0,91703.0,286970.0,27486.0,286970.0
2010-11-15,56824.0,290955.0,95873.0,290955.0,27723.0,290955.0
2010-11-16,52245.0,285976.0,95706.0,285976.0,26603.0,285976.0
2010-11-17,47598.0,290448.0,99878.0,290448.0,29190.0,290448.0
2010-11-18,44294.0,290493.0,100162.0,290493.0,31269.0,290493.0
2010-11-19,38423.0,286015.0,99610.0,286015.0,32003.0,286015.0
2010-11-22,34132.0,282749.0,98184.0,282749.0,33132.0,282749.0
2010-11-23,26133.0,277551.0,99565.0,277551.0,34586.0,277551.0
2010-11-24,19999.0,278300.0,104405.0,278300.0,35241.0,278300.0
2010-11-26,15432.0,274576.0,104376.0,274576.0,36026.0,274576.0
2010-11-29,7315.0,271962.0,105299.0,271962.0,38560.0,271962.0
2010-11-30,574.0,271829.0,104957.0,271829.0,42465.0,271829.0
2010-12-01,103520.0,274425.0,43913.0,274425.0,29263.0,274425.0
2010-12-02,95064.0,268048.0,42647.0,268048.0,31825.0,268048.0
2010-12-03,92726.0,270146.0,44288.0,270146.0,32823.0,270146.0
2010-12-06,90347.0,268940.0,45037.0,268940.0,32921.0,268940.0
2010-12-07,84892.0,269059.0,49473.0,269059.0,33654.0,269059.0
2010-12-08,77181.0,266892.0,53172.0,266892.0,35163.0,266892.0
2010-12-09,73716.0,264806.0,51891.0,264806.0,36511.0,264806.0
2010-12-10,64391.0,261140.0,55677.0,261140.0,37869.0,261140.0
2010-12-13,60480.0,265415.0,60961.0,265415.0,39723.0,265415.0
2010-12-14,59568.0,268541.0,64467.0,268541.0,40552.0,268541.0
2010-12-15,57887.0,270261.0,65755.0,270261.0,40807.0,270261.0
2010-12-16,52490.0,274022.0,70322.0,274022.0,41438.0,274022.0
2010-12-17,46476.0,280144.0,78545.0,280144.0,43621.0,280144.0
2010-12-20,41636.0,283739.0,83958.0,283739.0,44787.0,283739.0
2010-12-21,35397.0,282834.0,87697.0,282834.0,44218.0,282834.0
2010-12-22,31098.0,288608.0,92312.0,288608.0,47104.0,288608.0
2010-12-23,28530.0,288017.0,93948.0,288017.0,47459.0,288017.0
2010-12-27,23982.0,286479.0,95147.0,286479.0,48915.0,286479.0
2010-12-28,18046.0,281314.0,95499.0,281314.0,49223.0,281314.0
2010-12-29,10702.0,277224.0,97698.0,277224.0,48545.0,277224.0
2010-12-30,3854.0,268269.0,96284.0,268269.0,46890.0,268269.0
2010-12-31,643.0,266724.0,94856.0,266724.0,48799.0,266724.0
2011-01-03,94671.0,269213.0,50905.0,269213.0,32053.0,269213.0
2011-01-04,94225.0,270115.0,52899.0,270115.0,31212.0,270115.0
2011-01-05,93969.0,272556.0,54481.0,272556.0,30920.0,272556.0
2011-01-06,91192.0,274536.0,56971.0,274536.0,30498.0,274536.0
2011-01-07,84014.0,272517.0,61053.0,272517.0,30838.0,272517.0
2011-01-10,82586.0,272903.0,63744.0,272903.0,30055.0,272903.0
2011-01-11,77312.0,276293.0,69469.0,276293.0,28376.0,276293.0
2011-01-12,69374.0,276789.0,75130.0,276789.0,28305.0,276789.0
2011-01-13,61803.0,280115.0,80374.0,280115.0,31035.0,280115.0
2011-01-14,61488.0,284412.0,82269.0,284412.0,32013.0,284412.0
2011-01-18,54698.0,287146.0,86838.0,287146.0,35616.0,287146.0
2011-01-19,48475.0,291905.0,92219.0,291905.0,39798.0,291905.0
2011-01-20,40756.0,290082.0,94542.0,290082.0,41974.0,290082.0
2011-01-21,38067.0,293775.0,98696.0,293775.0,41867.0,293775.0
2011-01-24,28687.0,282801.0,97285.0,282801.0,39905.0,282801.0
2011-01-25,23098.0,282934.0,98404.0,282934.0,41388.0,282934.0
2011-01-26,17470.0,282862.0,103590.0,282862.0,39333.0,282862.0
2011-01-27,12081.0,283115.0,102978.0,283115.0,40432.0,283115.0
2011-01-28,4469.0,280800.0,109354.0,280800.0,40615.0,280800.0
2011-01-31,1574.0,278582.0,106677.0,278582.0,43152.0,278582.0
2011-02-01,105602.0,279746.0,43438.0,279746.0,31591.0,279746.0
2011-02-02,100336.0,273002.0,40498.0,273002.0,32921.0,273002.0
2011-02-03,97010.0,269924.0,41510.0,269924.0,32297.0,269924.0
2011-02-04,87850.0,263230.0,41634.0,263230.0,33081.0,263230.0
2011-02-07,81873.0,260440.0,42430.0,260440.0,33799.0,260440.0
2011-02-08,74560.0,264204.0,48177.0,264204.0,36519.0,264204.0
2011-02-09,70838.0,268012.0,50506.0,268012.0,41022.0,268012.0
2011-02-10,64926.0,267285.0,52479.0,267285.0,42772.0,267285.0
2011-02-11,60457.0,269363.0,56415.0,269363.0,45349.0,269363.0
2011-02-14,56234.0,274429.0,61870.0,274429.0,47137.0,274429.0
2011-02-15,49525.0,276250.0,66674.0,276250.0,48355.0,276250.0
2011-02-16,44446.0,284832.0,73570.0,284832.0,49707.0,284832.0
2011-02-17,41319.0,284402.0,76506.0,284402.0,49204.0,284402.0
2011-02-18,39383.0,283669.0,77258.0,283669.0,49267.0,283669.0
2011-02-22,32306.0,281878.0,79477.0,281878.0,50421.0,281878.0
2011-02-23,23443.0,278064.0,82969.0,278064.0,51674.0,278064.0
2011-02-24,17384.0,280226.0,88474.0,280226.0,53647.0,280226.0
2011-02-25,8452.0,280153.0,93585.0,280153.0,56473.0,280153.0
2011-02-28,2350.0,275949.0,90944.0,275949.0,58135.0,275949.0
2011-03-01,91467.0,278336.0,56929.0,278336.0,33794.0,278336.0
2011-03-02,89448.0,277100.0,56858.0,277100.0,34229.0,277100.0
2011-03-03,88824.0,277453.0,57086.0,277453.0,35427.0,277453.0
2011-03-04,85291.0,277160.0,58909.0,277160.0,35488.0,277160.0
2011-03-07,78176.0,275271.0,60999.0,275271.0,37200.0,275271.0
2011-03-08,73943.0,274371.0,62075.0,274371.0,37289.0,274371.0
2011-03-09,70889.0,275346.0,64406.0,275346.0,39253.0,275346.0
2011-03-10,65706.0,273503.0,65224.0,273503.0,39490.0,273503.0
2011-03-11,61257.0,273781.0,68151.0,273781.0,40542.0,273781.0
2011-03-14,56541.0,272659.0,70501.0,272659.0,40616.0,272659.0
2011-03-15,51837.0,269787.0,72407.0,269787.0,40952.0,269787.0
2011-03-16,49646.0,268636.0,74572.0,268636.0,39855.0,268636.0
2011-03-17,47246.0,269781.0,76542.0,269781.0,40327.0,269781.0
2011-03-18,44717.0,268459.0,76976.0,268459.0,40556.0,268459.0
2011-03-21,40228.0,270703.0,81528.0,270703.0,41918.0,270703.0
2011-03-22,33907.0,274519.0,89230.0,274519.0,43102.0,274519.0
2011-03-23,32429.0,280088.0,93602.0,280088.0,43077.0,280088.0
2011-03-24,31061.0,287033.0,99384.0,287033.0,43879.0,287033.0
2011-03-25,27211.0,287088.0,100913.0,287088.0,44349.0,287088.0
2011-03-28,19345.0,282008.0,103113.0,282008.0,44868.0,282008.0
2011-03-29,15366.0,281632.0,104262.0,281632.0,45461.0,281632.0
2011-03-30,7051.0,276954.0,104394.0,276954.0,45154.0,276954.0
2011-03-31,539.0,274580.0,102848.0,274580.0,46961.0,274580.0
2011-04-01,102651.0,280686.0,48591.0,280686.0,26465.0,280686.0
2011-04-04,103527.0,284984.0,47938.0,284984.0,27816.0,284984.0
2011-04-05,103837.0,286614.0,49286.0,286614.0,27727.0,286614.0
2011-04-06,99626.0,285804.0,49910.0,285804.0,28609.0,285804.0
2011-04-07,95311.0,289633.0,53967.0,289633.0,30247.0,289633.0
2011-04-08,91294.0,291587.0,56335.0,291587.0,33392.0,291587.0
2011-04-11,84725.0,290154.0,58185.0,290154.0,37173.0,290154.0
2011-04-12,80798.0,293832.0,62683.0,293832.0,40108.0,293832.0
2011-04-13,75050.0,299048.0,68303.0,299048.0,42925.0,299048.0
2011-04-14,70481.0,298966.0,70455.0,298966.0,43204.0,298966.0
2011-04-15,62977.0,294593.0,73675.0,294593.0,42556.0,294593.0
2011-04-18,56811.0,293374.0,78052.0,293374.0,41997.0,293374.0
2011-04-19,53374.0,298388.0,81085.0,298388.0,42815.0,298388.0
2011-04-20,46000.0,302389.0,88707.0,302389.0,44215.0,302389.0
2011-04-21,42309.0,302492.0,89822.0,302492.0,45706.0,302492.0
2011-04-25,36234.0,300241.0,92435.0,300241.0,45380.0,300241.0
2011-04-26,23377.0,295262.0,96013.0,295262.0,47926.0,295262.0
2011-04-27,16370.0,294846.0,98746.0,294846.0,48691.0,294846.0
2011-04-28,5134.0,291964.0,100438.0,291964.0,49390.0,291964.0
2011-04-29,507.0,294684.0,103366.0,294684.0,51530.0,294684.0
2011-05-02,103692.0,299807.0,54224.0,299807.0,28544.0,299807.0
2011-05-03,104288.0,301213.0,53771.0,301213.0,28219.0,301213.0
2011-05-04,102911.0,304128.0,53404.0,304128.0,28370.0,304128.0
2011-05-05,96492.0,298796.0,54055.0,298796.0,28606.0,298796.0
2011-05-06,92705.0,300278.0,56604.0,300278.0,28372.0,300278.0
2011-05-09,83647.0,290502.0,57444.0,290502.0,26989.0,290502.0
2011-05-10,77834.0,290808.0,61277.0,290808.0,28411.0,290808.0
2011-05-11,65529.0,279573.0,61195.0,279573.0,27363.0,279573.0
2011-05-12,63324.0,282314.0,65403.0,282314.0,27409.0,282314.0
2011-05-13,59694.0,280015.0,67786.0,280015.0,26201.0,280015.0
2011-05-16,55752.0,276830.0,70445.0,276830.0,26256.0,276830.0
2011-05-17,51163.0,277617.0,76092.0,277617.0,28028.0,277617.0
2011-05-18,48998.0,276238.0,76730.0,276238.0,27450.0,276238.0
2011-05-19,47430.0,280688.0,79262.0,280688.0,28924.0,280688.0
2011-05-20,41824.0,273153.0,79645.0,273153.0,27376.0,273153.0
2011-05-23,37238.0,271018.0,81963.0,271018.0,26445.0,271018.0
2011-05-24,32662.0,268867.0,84366.0,268867.0,27071.0,268867.0
2011-05-25,23763.0,261686.0,86192.0,261686.0,25294.0,261686.0
2011-05-26,16866.0,261561.0,89514.0,261561.0,25995.0,261561.0
2011-05-27,8046.0,258242.0,92170.0,258242.0,27692.0,258242.0
2011-05-31,436.0,254108.0,91009.0,254108.0,31357.0,254108.0
2011-06-01,85736.0,253238.0,35791.0,253238.0,35793.0,253238.0
2011-06-02,85600.0,256135.0,40386.0,256135.0,35405.0,256135.0
2011-06-03,86071.0,258731.0,40956.0,258731.0,36198.0,258731.0
2011-06-06,83344.0,255255.0,40995.0,255255.0,35668.0,255255.0
2011-06-07,77068.0,251327.0,41927.0,251327.0,37894.0,251327.0
2011-06-08,72433.0,254735.0,45783.0,254735.0,38371.0,254735.0
2011-06-09,71942.0,259013.0,47356.0,259013.0,40923.0,259013.0
2011-06-10,65455.0,257663.0,49518.0,257663.0,41904.0,257663.0
2011-06-13,59972.0,262623.0,54934.0,262623.0,42492.0,262623.0
2011-06-14,55734.0,262930.0,58798.0,262930.0,43139.0,262930.0
2011-06-15,53380.0,259749.0,59106.0,259749.0,42692.0,259749.0
2011-06-16,48887.0,260516.0,63188.0,260516.0,42042.0,260516.0
2011-06-17,42934.0,256076.0,64185.0,256076.0,43181.0,256076.0
2011-06-20,39248.0,255656.0,66740.0,255656.0,43701.0,255656.0
2011-06-21,42051.0,257509.0,66763.0,257509.0,43373.0,257509.0
2011-06-22,37859.0,256121.0,70006.0,256121.0,43431.0,256121.0
2011-06-23,28532.0,241624.0,68752.0,241624.0,40216.0,241624.0
2011-06-24,22533.0,239694.0,69337.0,239694.0,41182.0,239694.0
2011-06-27,15840.0,235298.0,70033.0,235298.0,42183.0,235298.0
2011-06-28,11376.0,234667.0,71536.0,234667.0,44815.0,234667.0
