,XB1 Comdty ,XB1 Comdty ,XB2 Comdty ,XB2 Comdty ,XB3 Comdty ,XB3 Comdty 
,OPEN_INT,FUT_AGGTE_OPEN_INT,OPEN_INT,FUT_AGGTE_OPEN_INT,OPEN_INT,FUT_AGGTE_OPEN_INT
2013-11-26,10405.0,237029.0,98023.0,237029.0,27302.0,237029.0
2013-11-27,3508.0,228526.0,96947.0,228526.0,25759.0,228526.0
2013-11-29,997.0,223834.0,94253.0,223834.0,25809.0,223834.0
2013-12-02,93620.0,226684.0,26983.0,226684.0,30633.0,226684.0
2013-12-03,88560.0,228764.0,30234.0,228764.0,32084.0,228764.0
2013-12-04,86961.0,236559.0,32595.0,236559.0,33996.0,236559.0
2013-12-05,86356.0,240805.0,34607.0,240805.0,34855.0,240805.0
2013-12-06,84298.0,247893.0,39346.0,247893.0,36919.0,247893.0
2013-12-09,76056.0,246654.0,42920.0,246654.0,38646.0,246654.0
2013-12-10,70402.0,248698.0,48325.0,248698.0,40166.0,248698.0
2013-12-11,63830.0,250808.0,53720.0,250808.0,42818.0,250808.0
2013-12-12,59485.0,249119.0,55098.0,249119.0,43192.0,249119.0
2013-12-13,53766.0,247176.0,57513.0,247176.0,44030.0,247176.0
2013-12-16,49858.0,247429.0,60115.0,247429.0,44576.0,247429.0
2013-12-17,44900.0,251110.0,64692.0,251110.0,45654.0,251110.0
2013-12-18,41302.0,255009.0,72026.0,255009.0,45428.0,255009.0
2013-12-19,34601.0,257302.0,78795.0,257302.0,46638.0,257302.0
2013-12-20,30631.0,258239.0,81373.0,258239.0,47298.0,258239.0
2013-12-23,24188.0,254866.0,82442.0,254866.0,48450.0,254866.0
2013-12-24,21628.0,254637.0,84598.0,254637.0,48816.0,254637.0
2013-12-26,16388.0,251049.0,85727.0,251049.0,49720.0,251049.0
2013-12-27,11620.0,246800.0,88139.0,246800.0,48289.0,246800.0
2013-12-30,4134.0,240307.0,89716.0,240307.0,47175.0,240307.0
2013-12-31,733.0,239225.0,90990.0,239225.0,47852.0,239225.0
2014-01-02,87376.0,237654.0,48178.0,237654.0,30266.0,237654.0
2014-01-03,82427.0,230905.0,46254.0,230905.0,30262.0,230905.0
2014-01-06,73937.0,227980.0,49181.0,227980.0,31396.0,227980.0
2014-01-07,75028.0,235745.0,53958.0,235745.0,32286.0,235745.0
2014-01-08,72458.0,238981.0,56292.0,238981.0,33629.0,238981.0
2014-01-09,68224.0,245944.0,62476.0,245944.0,34901.0,245944.0
2014-01-10,64010.0,243792.0,62106.0,243792.0,34165.0,243792.0
2014-01-13,58053.0,249210.0,68844.0,249210.0,34899.0,249210.0
2014-01-14,52620.0,251840.0,72141.0,251840.0,35750.0,251840.0
2014-01-15,47464.0,250626.0,73519.0,250626.0,37022.0,250626.0
2014-01-16,43066.0,258814.0,80242.0,258814.0,37995.0,258814.0
2014-01-17,39037.0,264034.0,86149.0,264034.0,38910.0,264034.0
2014-01-21,31463.0,264020.0,89589.0,264020.0,40790.0,264020.0
2014-01-22,29140.0,263700.0,90214.0,263700.0,39932.0,263700.0
2014-01-23,27711.0,268926.0,90878.0,268926.0,43188.0,268926.0
2014-01-24,23385.0,268380.0,91678.0,268380.0,44662.0,268380.0
2014-01-27,18924.0,265744.0,92855.0,265744.0,45073.0,265744.0
2014-01-28,15848.0,266011.0,93756.0,266011.0,45882.0,266011.0
2014-01-29,11043.0,261122.0,93190.0,261122.0,46546.0,261122.0
2014-01-30,3320.0,255440.0,94835.0,255440.0,45722.0,255440.0
2014-01-31,839.0,254866.0,94128.0,254866.0,46593.0,254866.0
2014-02-03,93008.0,260436.0,50611.0,260436.0,39401.0,260436.0
2014-02-04,91312.0,263297.0,52166.0,263297.0,40335.0,263297.0
2014-02-05,88002.0,266563.0,54029.0,266563.0,40884.0,266563.0
2014-02-06,85033.0,273309.0,57721.0,273309.0,42943.0,273309.0
2014-02-07,78062.0,277952.0,61741.0,277952.0,45506.0,277952.0
2014-02-10,68413.0,272029.0,64413.0,272029.0,46585.0,272029.0
2014-02-11,65637.0,277354.0,68307.0,277354.0,49162.0,277354.0
2014-02-12,59179.0,278981.0,73416.0,278981.0,51095.0,278981.0
2014-02-13,50112.0,285216.0,83523.0,285216.0,52988.0,285216.0
2014-02-14,42086.0,277501.0,84466.0,277501.0,52560.0,277501.0
2014-02-18,39622.0,278668.0,88165.0,278668.0,50754.0,278668.0
2014-02-19,35279.0,279248.0,90260.0,279248.0,50031.0,279248.0
2014-02-20,31371.0,277812.0,91778.0,277812.0,50205.0,277812.0
2014-02-21,26906.0,274648.0,92758.0,274648.0,50036.0,274648.0
2014-02-24,22986.0,277905.0,94900.0,277905.0,51162.0,277905.0
2014-02-25,15780.0,272861.0,95265.0,272861.0,51439.0,272861.0
2014-02-26,11857.0,272132.0,99555.0,272132.0,52337.0,272132.0
2014-02-27,5292.0,271464.0,102413.0,271464.0,53509.0,271464.0
2014-02-28,582.0,270864.0,102645.0,270864.0,54930.0,270864.0
2014-03-03,100298.0,271566.0,57000.0,271566.0,33543.0,271566.0
2014-03-04,99843.0,271215.0,57070.0,271215.0,33151.0,271215.0
2014-03-05,96604.0,273688.0,59775.0,273688.0,34607.0,273688.0
2014-03-06,92771.0,272465.0,62030.0,272465.0,34257.0,272465.0
2014-03-07,91191.0,277446.0,66073.0,277446.0,35386.0,277446.0
2014-03-10,85522.0,277135.0,68825.0,277135.0,36377.0,277135.0
2014-03-11,83339.0,282457.0,72962.0,282457.0,38342.0,282457.0
2014-03-12,79940.0,284812.0,78715.0,284812.0,39910.0,284812.0
2014-03-13,72564.0,288422.0,84408.0,288422.0,40965.0,288422.0
2014-03-14,69979.0,285031.0,84207.0,285031.0,40736.0,285031.0
2014-03-17,64778.0,285757.0,87211.0,285757.0,42021.0,285757.0
2014-03-18,59180.0,283149.0,89872.0,283149.0,41302.0,283149.0
2014-03-19,53658.0,288797.0,92750.0,288797.0,44704.0,288797.0
2014-03-20,50049.0,289163.0,94061.0,289163.0,44720.0,289163.0
2014-03-21,47296.0,288884.0,96306.0,288884.0,43513.0,288884.0
2014-03-24,38351.0,293864.0,101442.0,293864.0,45462.0,293864.0
2014-03-25,26328.0,290955.0,105243.0,290955.0,48043.0,290955.0
2014-03-26,20071.0,292005.0,108286.0,292005.0,49486.0,292005.0
2014-03-27,16524.0,293713.0,111828.0,293713.0,50537.0,293713.0
2014-03-28,6350.0,286446.0,112970.0,286446.0,51141.0,286446.0
2014-03-31,1022.0,282924.0,112227.0,282924.0,52049.0,282924.0
2014-04-01,109520.0,278843.0,52605.0,278843.0,31694.0,278843.0
2014-04-02,108639.0,282443.0,56599.0,282443.0,32944.0,282443.0
2014-04-03,105788.0,286684.0,59359.0,286684.0,34618.0,286684.0
2014-04-04,104222.0,288308.0,61613.0,288308.0,35804.0,288308.0
2014-04-07,97325.0,289475.0,64275.0,289475.0,38412.0,289475.0
2014-04-08,95256.0,296295.0,68836.0,296295.0,41371.0,296295.0
2014-04-09,88896.0,305152.0,75256.0,305152.0,42581.0,305152.0
2014-04-10,82171.0,309992.0,81771.0,309992.0,45648.0,309992.0
2014-04-11,72840.0,307369.0,84606.0,307369.0,47455.0,307369.0
2014-04-14,70067.0,310610.0,85826.0,310610.0,49737.0,310610.0
2014-04-15,68052.0,318738.0,90945.0,318738.0,50206.0,318738.0
2014-04-16,65792.0,327431.0,97729.0,327431.0,50687.0,327431.0
2014-04-17,59451.0,330526.0,103014.0,330526.0,52479.0,330526.0
2014-04-21,54589.0,325605.0,101065.0,325605.0,53858.0,325605.0
2014-04-22,44190.0,322947.0,106547.0,322947.0,52975.0,322947.0
2014-04-23,38084.0,325454.0,110809.0,325454.0,54644.0,325454.0
2014-04-24,29422.0,331607.0,116674.0,331607.0,58389.0,331607.0
2014-04-25,21514.0,330366.0,118078.0,330366.0,59921.0,330366.0
2014-04-28,17053.0,323599.0,118679.0,323599.0,58387.0,323599.0
2014-04-29,6961.0,318603.0,123498.0,318603.0,58587.0,318603.0
2014-04-30,1378.0,312800.0,122756.0,312800.0,57459.0,312800.0
2014-05-01,124036.0,318813.0,59676.0,318813.0,31329.0,318813.0
2014-05-02,120761.0,317430.0,61374.0,317430.0,31275.0,317430.0
2014-05-05,116376.0,318022.0,65973.0,318022.0,31443.0,318022.0
2014-05-06,111675.0,320225.0,70506.0,320225.0,34133.0,320225.0
2014-05-07,108079.0,326042.0,77162.0,326042.0,37024.0,326042.0
2014-05-08,103914.0,329345.0,80771.0,329345.0,38934.0,329345.0
2014-05-09,99152.0,331616.0,86130.0,331616.0,41374.0,331616.0
2014-05-12,93200.0,335740.0,94651.0,335740.0,42468.0,335740.0
2014-05-13,88745.0,339683.0,100369.0,339683.0,42066.0,339683.0
2014-05-14,85381.0,344229.0,105290.0,344229.0,44043.0,344229.0
2014-05-15,84332.0,345650.0,108664.0,345650.0,43404.0,345650.0
2014-05-16,76864.0,350370.0,115654.0,350370.0,46128.0,350370.0
2014-05-19,70763.0,348889.0,116029.0,348889.0,47114.0,348889.0
2014-05-20,62442.0,346174.0,117034.0,346174.0,47358.0,346174.0
2014-05-21,53431.0,345055.0,121377.0,345055.0,47096.0,345055.0
2014-05-22,46845.0,342661.0,123301.0,342661.0,48068.0,342661.0
2014-05-23,37812.0,341836.0,127409.0,341836.0,47318.0,341836.0
2014-05-27,25534.0,329229.0,128847.0,329229.0,44912.0,329229.0
2014-05-28,18832.0,326659.0,129761.0,326659.0,45339.0,326659.0
2014-05-29,9217.0,318383.0,129229.0,318383.0,45225.0,318383.0
2014-05-30,2098.0,307716.0,123642.0,307716.0,46083.0,307716.0
2014-06-02,117400.0,302984.0,48895.0,302984.0,38744.0,302984.0
2014-06-03,117851.0,306878.0,50055.0,306878.0,38993.0,306878.0
2014-06-04,116294.0,309471.0,50774.0,309471.0,39072.0,309471.0
2014-06-05,111816.0,305687.0,52803.0,305687.0,37987.0,305687.0
2014-06-06,103360.0,308698.0,55303.0,308698.0,42046.0,308698.0
2014-06-09,100127.0,308583.0,57357.0,308583.0,42196.0,308583.0
2014-06-10,94596.0,308251.0,60798.0,308251.0,43859.0,308251.0
2014-06-11,86107.0,304495.0,62439.0,304495.0,45486.0,304495.0
2014-06-12,78157.0,306877.0,69151.0,306877.0,46463.0,306877.0
2014-06-13,70236.0,304172.0,73298.0,304172.0,45548.0,304172.0
2014-06-16,64737.0,308838.0,80381.0,308838.0,45554.0,308838.0
2014-06-17,62842.0,315485.0,84707.0,315485.0,45140.0,315485.0
2014-06-18,57302.0,316285.0,90070.0,316285.0,45533.0,316285.0
2014-06-19,51898.0,323655.0,96373.0,323655.0,46786.0,323655.0
2014-06-20,46331.0,328033.0,100013.0,328033.0,46546.0,328033.0
2014-06-23,38480.0,328914.0,106353.0,328914.0,47635.0,328914.0
2014-06-24,30633.0,328257.0,110380.0,328257.0,47244.0,328257.0
2014-06-25,21648.0,324910.0,113331.0,324910.0,48528.0,324910.0
2014-06-26,18010.0,325146.0,114766.0,325146.0,49742.0,325146.0
2014-06-27,7724.0,324465.0,118919.0,324465.0,52846.0,324465.0
2014-06-30,1476.0,321229.0,118408.0,321229.0,53892.0,321229.0
2014-07-01,116493.0,321904.0,57155.0,321904.0,34029.0,321904.0
2014-07-02,117797.0,331891.0,60876.0,331891.0,36606.0,331891.0
2014-07-03,116897.0,331302.0,62067.0,331302.0,34891.0,331302.0
2014-07-07,108105.0,331427.0,67785.0,331427.0,35945.0,331427.0
2014-07-08,102465.0,335708.0,74523.0,335708.0,38955.0,335708.0
2014-07-09,92569.0,328561.0,77937.0,328561.0,39757.0,328561.0
2014-07-10,81140.0,323057.0,86667.0,323057.0,38374.0,323057.0
2014-07-11,75334.0,324082.0,90472.0,324082.0,41700.0,324082.0
2014-07-14,70110.0,318513.0,91768.0,318513.0,41175.0,318513.0
2014-07-15,63690.0,318613.0,97132.0,318613.0,43274.0,318613.0
2014-07-16,59463.0,317739.0,99256.0,317739.0,41946.0,317739.0
2014-07-17,54919.0,307178.0,95319.0,307178.0,43515.0,307178.0
2014-07-18,52102.0,304730.0,95875.0,304730.0,43919.0,304730.0
2014-07-21,47007.0,300045.0,100146.0,300045.0,44322.0,300045.0
2014-07-22,41516.0,296711.0,102174.0,296711.0,44799.0,296711.0
2014-07-23,34082.0,296811.0,106952.0,296811.0,46774.0,296811.0
2014-07-24,29701.0,288566.0,104061.0,288566.0,46169.0,288566.0
2014-07-25,25166.0,286912.0,102310.0,286912.0,48361.0,286912.0
2014-07-28,18805.0,284239.0,102453.0,284239.0,50612.0,284239.0
2014-07-29,13112.0,277990.0,101842.0,277990.0,51575.0,277990.0
2014-07-30,5114.0,274325.0,103900.0,274325.0,53772.0,274325.0
2014-07-31,685.0,272163.0,104482.0,272163.0,55724.0,272163.0
2014-08-01,100961.0,271338.0,56686.0,271338.0,32019.0,271338.0
2014-08-04,97424.0,272739.0,57985.0,272739.0,31265.0,272739.0
2014-08-05,94312.0,274427.0,60206.0,274427.0,33152.0,274427.0
2014-08-06,90105.0,275468.0,63481.0,275468.0,34060.0,275468.0
2014-08-07,77354.0,272170.0,73877.0,272170.0,34964.0,272170.0
2014-08-08,73795.0,276469.0,76709.0,276469.0,38126.0,276469.0
2014-08-11,66540.0,279368.0,81522.0,279368.0,40350.0,279368.0
2014-08-12,60774.0,279979.0,83310.0,279979.0,43583.0,279979.0
2014-08-13,57135.0,281853.0,86063.0,281853.0,46000.0,281853.0
2014-08-14,52881.0,285382.0,88636.0,285382.0,47511.0,285382.0
2014-08-15,49612.0,287065.0,93628.0,287065.0,48475.0,287065.0
2014-08-18,44263.0,287710.0,97095.0,287710.0,48760.0,287710.0
2014-08-19,39860.0,283137.0,95582.0,283137.0,46509.0,283137.0
2014-08-20,37856.0,279300.0,95419.0,279300.0,45526.0,279300.0
2014-08-21,32329.0,274308.0,96019.0,274308.0,44764.0,274308.0
2014-08-22,26909.0,270530.0,96022.0,270530.0,45721.0,270530.0
2014-08-25,24404.0,272338.0,95898.0,272338.0,48591.0,272338.0
2014-08-26,18133.0,268156.0,98540.0,268156.0,46627.0,268156.0
2014-08-27,12031.0,266557.0,98537.0,266557.0,50006.0,266557.0
2014-08-28,3676.0,257208.0,97559.0,257208.0,49922.0,257208.0
2014-08-29,,259553.0,100161.0,259553.0,51522.0,259553.0
2014-09-02,95518.0,258694.0,52406.0,258694.0,32153.0,258694.0
2014-09-03,93168.0,259322.0,53384.0,259322.0,32621.0,259322.0
2014-09-04,89161.0,264576.0,57583.0,264576.0,34613.0,264576.0
2014-09-05,87553.0,268187.0,58653.0,268187.0,35665.0,268187.0
2014-09-08,80151.0,275660.0,67734.0,275660.0,36740.0,275660.0
2014-09-09,75007.0,279379.0,73743.0,279379.0,37191.0,279379.0
2014-09-10,69443.0,285999.0,78025.0,285999.0,37957.0,285999.0
2014-09-11,61248.0,285044.0,80863.0,285044.0,39655.0,285044.0
2014-09-12,57832.0,286885.0,83175.0,286885.0,40473.0,286885.0
2014-09-15,51201.0,283883.0,85443.0,283883.0,40766.0,283883.0
2014-09-16,52256.0,294528.0,92016.0,294528.0,41443.0,294528.0
2014-09-17,48189.0,292730.0,93032.0,292730.0,41038.0,292730.0
2014-09-18,41981.0,291753.0,92518.0,291753.0,41536.0,291753.0
2014-09-19,35771.0,290748.0,91939.0,290748.0,44191.0,290748.0
2014-09-22,28323.0,286906.0,94754.0,286906.0,42903.0,286906.0
2014-09-23,23799.0,291477.0,97483.0,291477.0,45522.0,291477.0
2014-09-24,19779.0,295095.0,98659.0,295095.0,49831.0,295095.0
2014-09-25,14917.0,294533.0,100753.0,294533.0,52009.0,294533.0
2014-09-26,9910.0,291832.0,101023.0,291832.0,52561.0,291832.0
2014-09-29,4162.0,285417.0,100229.0,285417.0,53440.0,285417.0
2014-09-30,1026.0,285698.0,100631.0,285698.0,55333.0,285698.0
2014-10-01,97520.0,286073.0,58997.0,286073.0,30897.0,286073.0
2014-10-02,93244.0,284231.0,59590.0,284231.0,31456.0,284231.0
2014-10-03,95371.0,288882.0,63076.0,288882.0,32033.0,288882.0
2014-10-06,92191.0,288175.0,65652.0,288175.0,33419.0,288175.0
2014-10-07,87643.0,291126.0,68911.0,291126.0,35032.0,291126.0
2014-10-08,84181.0,293055.0,71515.0,293055.0,34628.0,293055.0
2014-10-09,78885.0,298157.0,75936.0,298157.0,38642.0,298157.0
2014-10-10,73215.0,299275.0,80209.0,299275.0,38557.0,299275.0
2014-10-13,69647.0,308968.0,87044.0,308968.0,40662.0,308968.0
2014-10-14,62738.0,313593.0,94247.0,313593.0,41617.0,313593.0
2014-10-15,58273.0,315071.0,96532.0,315071.0,43077.0,315071.0
2014-10-16,54666.0,317710.0,100325.0,317710.0,44410.0,317710.0
2014-10-17,48172.0,319614.0,107313.0,319614.0,43947.0,319614.0
2014-10-20,45309.0,321182.0,109960.0,321182.0,44291.0,321182.0
2014-10-21,41851.0,324155.0,113491.0,324155.0,45423.0,324155.0
2014-10-22,37160.0,325256.0,114542.0,325256.0,48327.0,325256.0
2014-10-23,35156.0,329520.0,118759.0,329520.0,49352.0,329520.0
2014-10-24,30478.0,324830.0,118105.0,324830.0,48296.0,324830.0
2014-10-27,24121.0,323665.0,120443.0,323665.0,48948.0,323665.0
2014-10-28,17945.0,321111.0,121147.0,321111.0,50814.0,321111.0
2014-10-29,11016.0,322821.0,125328.0,322821.0,53701.0,322821.0
2014-10-30,4534.0,318347.0,124512.0,318347.0,54046.0,318347.0
2014-10-31,241.0,317756.0,123988.0,317756.0,57040.0,317756.0
2014-11-03,120617.0,320400.0,60980.0,320400.0,17776.0,320400.0
2014-11-04,117909.0,324880.0,63706.0,324880.0,18343.0,324880.0
2014-11-05,115324.0,332411.0,68517.0,332411.0,19750.0,332411.0
2014-11-06,106471.0,329800.0,71338.0,329800.0,20191.0,329800.0
2014-11-07,92575.0,326785.0,79009.0,326785.0,22271.0,326785.0
2014-11-10,84120.0,330282.0,88743.0,330282.0,23653.0,330282.0
2014-11-11,79568.0,335420.0,94550.0,335420.0,26059.0,335420.0
2014-11-12,70038.0,343261.0,108783.0,343261.0,27786.0,343261.0
2014-11-13,65440.0,350982.0,118412.0,350982.0,29315.0,350982.0
2014-11-14,59229.0,353077.0,123068.0,353077.0,30153.0,353077.0
2014-11-17,51945.0,349725.0,127307.0,349725.0,30301.0,349725.0
2014-11-18,46601.0,351788.0,131607.0,351788.0,31941.0,351788.0
2014-11-19,41820.0,346494.0,132369.0,346494.0,31121.0,346494.0
2014-11-20,33936.0,339365.0,134030.0,339365.0,29959.0,339365.0
2014-11-21,26864.0,333722.0,133571.0,333722.0,30629.0,333722.0
2014-11-24,20065.0,329401.0,131967.0,329401.0,30728.0,329401.0
2014-11-25,10403.0,320414.0,128406.0,320414.0,31189.0,320414.0
2014-11-26,2952.0,312164.0,124005.0,312164.0,34372.0,312164.0
2014-11-28,535.0,312942.0,122961.0,312942.0,36841.0,312942.0
2014-12-01,121182.0,319281.0,39628.0,319281.0,38312.0,319281.0
2014-12-02,118309.0,325747.0,41200.0,325747.0,39540.0,325747.0
2014-12-03,116334.0,328446.0,43194.0,328446.0,39043.0,328446.0
2014-12-04,115595.0,336989.0,45069.0,336989.0,41387.0,336989.0
2014-12-05,108907.0,339029.0,49107.0,339029.0,43632.0,339029.0
2014-12-08,101376.0,345110.0,54369.0,345110.0,44641.0,345110.0
2014-12-09,96213.0,348871.0,58363.0,348871.0,47879.0,348871.0
2014-12-10,84668.0,352322.0,63003.0,352322.0,49013.0,352322.0
2014-12-11,81826.0,362708.0,69128.0,362708.0,52519.0,362708.0
2014-12-12,76481.0,361108.0,72816.0,361108.0,53044.0,361108.0
2014-12-15,72860.0,363987.0,76904.0,363987.0,54795.0,363987.0
2014-12-16,69277.0,367893.0,79106.0,367893.0,55292.0,367893.0
2014-12-17,62813.0,366295.0,83271.0,366295.0,54343.0,366295.0
2014-12-18,54518.0,366466.0,88365.0,366466.0,54561.0,366466.0
2014-12-19,47867.0,366015.0,91507.0,366015.0,54078.0,366015.0
2014-12-22,39239.0,362880.0,94625.0,362880.0,53459.0,362880.0
2014-12-23,31242.0,360455.0,98029.0,360455.0,53547.0,360455.0
2014-12-24,23958.0,355829.0,99616.0,355829.0,52367.0,355829.0
2014-12-26,19605.0,352546.0,99914.0,352546.0,52550.0,352546.0
2014-12-29,13569.0,345040.0,97879.0,345040.0,52400.0,345040.0
2014-12-30,3496.0,333093.0,98873.0,333093.0,49599.0,333093.0
2014-12-31,,331633.0,98045.0,331633.0,50653.0,331633.0
2015-01-02,92307.0,326439.0,51188.0,326439.0,37812.0,326439.0
2015-01-05,90924.0,326910.0,51006.0,326910.0,38511.0,326910.0
2015-01-06,91902.0,334036.0,54325.0,334036.0,38815.0,334036.0
2015-01-07,90827.0,338218.0,56222.0,338218.0,39394.0,338218.0
2015-01-08,86064.0,348075.0,66007.0,348075.0,41717.0,348075.0
2015-01-09,78425.0,363287.0,77543.0,363287.0,48161.0,363287.0
2015-01-12,74825.0,370433.0,85186.0,370433.0,50572.0,370433.0
2015-01-13,70357.0,377019.0,92394.0,377019.0,50861.0,377019.0
2015-01-14,66464.0,376458.0,96061.0,376458.0,48874.0,376458.0
2015-01-15,56279.0,374461.0,101439.0,374461.0,48750.0,374461.0
2015-01-16,49098.0,380968.0,110091.0,380968.0,49308.0,380968.0
2015-01-20,43039.0,381786.0,114138.0,381786.0,49569.0,381786.0
2015-01-21,35811.0,383327.0,121775.0,383327.0,48002.0,383327.0
2015-01-22,33160.0,385456.0,125067.0,385456.0,48488.0,385456.0
2015-01-23,28517.0,384713.0,127875.0,384713.0,48124.0,384713.0
2015-01-26,22799.0,378722.0,126685.0,378722.0,47952.0,378722.0
2015-01-27,17317.0,376283.0,128189.0,376283.0,50432.0,376283.0
2015-01-28,10810.0,377317.0,130508.0,377317.0,53356.0,377317.0
2015-01-29,4616.0,376432.0,130766.0,376432.0,55693.0,376432.0
2015-01-30,1455.0,375938.0,130257.0,375938.0,57752.0,375938.0
2015-02-02,127867.0,371979.0,57898.0,371979.0,42399.0,371979.0
2015-02-03,126173.0,377406.0,61588.0,377406.0,43091.0,377406.0
2015-02-04,121057.0,376120.0,62146.0,376120.0,44198.0,376120.0
2015-02-05,117596.0,377672.0,65278.0,377672.0,45709.0,377672.0
2015-02-06,108318.0,378570.0,73151.0,378570.0,47454.0,378570.0
2015-02-09,97694.0,372966.0,76592.0,372966.0,47647.0,372966.0
2015-02-10,88293.0,372959.0,80984.0,372959.0,51022.0,372959.0
2015-02-11,75854.0,365233.0,82321.0,365233.0,53702.0,365233.0
2015-02-12,64605.0,366587.0,86968.0,366587.0,58247.0,366587.0
2015-02-13,54937.0,362037.0,94025.0,362037.0,58922.0,362037.0
2015-02-17,47610.0,358267.0,94585.0,358267.0,58197.0,358267.0
2015-02-18,38188.0,357806.0,103287.0,357806.0,56541.0,357806.0
2015-02-19,30974.0,346204.0,103025.0,346204.0,52262.0,346204.0
2015-02-20,26712.0,348292.0,105357.0,348292.0,53614.0,348292.0
2015-02-23,23825.0,351434.0,107660.0,351434.0,56354.0,351434.0
2015-02-24,16978.0,347643.0,107789.0,347643.0,55676.0,347643.0
2015-02-25,11034.0,347758.0,108235.0,347758.0,54890.0,347758.0
2015-02-26,3712.0,351190.0,106763.0,351190.0,58727.0,351190.0
2015-02-27,835.0,352350.0,104816.0,352350.0,60433.0,352350.0
2015-03-02,100929.0,355068.0,60246.0,355068.0,47466.0,355068.0
2015-03-03,97760.0,352478.0,59545.0,352478.0,45675.0,352478.0
2015-03-04,92713.0,357350.0,63835.0,357350.0,47941.0,357350.0
2015-03-05,90690.0,360150.0,63927.0,360150.0,48987.0,360150.0
2015-03-06,86950.0,364375.0,66194.0,364375.0,49730.0,364375.0
2015-03-09,80574.0,365699.0,70398.0,365699.0,49466.0,365699.0
2015-03-10,75821.0,367556.0,72928.0,367556.0,50610.0,367556.0
2015-03-11,70382.0,368398.0,74301.0,368398.0,50754.0,368398.0
2015-03-12,65370.0,365111.0,75991.0,365111.0,50151.0,365111.0
2015-03-13,60642.0,368025.0,78104.0,368025.0,51533.0,368025.0
2015-03-16,53770.0,368573.0,80589.0,368573.0,53505.0,368573.0
2015-03-17,47480.0,369149.0,86250.0,369149.0,53185.0,369149.0
2015-03-18,42629.0,370840.0,90526.0,370840.0,52821.0,370840.0
2015-03-19,38780.0,374113.0,99002.0,374113.0,53251.0,374113.0
2015-03-20,36347.0,373481.0,99919.0,373481.0,52492.0,373481.0
2015-03-23,31938.0,375267.0,104785.0,375267.0,52973.0,375267.0
2015-03-24,25567.0,377166.0,110926.0,377166.0,52897.0,377166.0
2015-03-25,21106.0,391087.0,119718.0,391087.0,56700.0,391087.0
2015-03-26,16553.0,389989.0,119346.0,389989.0,57084.0,389989.0
2015-03-27,11633.0,392262.0,122019.0,392262.0,59299.0,392262.0
2015-03-30,4660.0,389258.0,122117.0,389258.0,61057.0,389258.0
2015-03-31,509.0,389410.0,123578.0,389410.0,63847.0,389410.0
2015-04-01,120914.0,390117.0,66263.0,390117.0,40866.0,390117.0
2015-04-02,116088.0,383238.0,63224.0,383238.0,38794.0,383238.0
2015-04-06,112493.0,381416.0,64236.0,381416.0,39309.0,381416.0
2015-04-07,109132.0,381195.0,66474.0,381195.0,39303.0,381195.0
2015-04-08,100126.0,387348.0,73170.0,387348.0,43605.0,387348.0
2015-04-09,93504.0,387683.0,74847.0,387683.0,46317.0,387683.0
2015-04-10,86150.0,380650.0,74812.0,380650.0,47713.0,380650.0
2015-04-13,80276.0,385800.0,79705.0,385800.0,50503.0,385800.0
2015-04-14,71574.0,385868.0,84107.0,385868.0,53399.0,385868.0
2015-04-15,65987.0,387385.0,87751.0,387385.0,55592.0,387385.0
2015-04-16,57018.0,387024.0,92722.0,387024.0,57885.0,387024.0
2015-04-17,51792.0,382434.0,93011.0,382434.0,58226.0,382434.0
2015-04-20,44927.0,379691.0,96293.0,379691.0,57994.0,379691.0
2015-04-21,39412.0,378444.0,100330.0,378444.0,58565.0,378444.0
2015-04-22,34788.0,385282.0,106829.0,385282.0,60135.0,385282.0
2015-04-23,25482.0,388212.0,115133.0,388212.0,60126.0,388212.0
2015-04-24,20944.0,386182.0,117012.0,386182.0,60433.0,386182.0
2015-04-27,15621.0,384660.0,119414.0,384660.0,60478.0,384660.0
2015-04-28,11515.0,383472.0,120606.0,383472.0,61831.0,383472.0
2015-04-29,4283.0,376810.0,121316.0,376810.0,61902.0,376810.0
2015-04-30,1738.0,376622.0,121915.0,376622.0,62613.0,376622.0
2015-05-01,121827.0,377044.0,64883.0,377044.0,34731.0,377044.0
2015-05-04,121823.0,379418.0,65792.0,379418.0,35091.0,379418.0
2015-05-05,122101.0,387231.0,69541.0,387231.0,35268.0,387231.0
2015-05-06,116848.0,388709.0,73380.0,388709.0,34102.0,388709.0
2015-05-07,114611.0,392945.0,81784.0,392945.0,34701.0,392945.0
2015-05-08,110638.0,388612.0,81894.0,388612.0,35842.0,388612.0
2015-05-11,106313.0,388418.0,83557.0,388418.0,36347.0,388418.0
2015-05-12,102665.0,392482.0,89010.0,392482.0,38476.0,392482.0
2015-05-13,91678.0,393621.0,95465.0,393621.0,43910.0,393621.0
2015-05-14,83247.0,390250.0,99390.0,390250.0,44801.0,390250.0
2015-05-15,79538.0,391901.0,103845.0,391901.0,46204.0,391901.0
2015-05-18,70714.0,388003.0,108366.0,388003.0,46543.0,388003.0
2015-05-19,62534.0,390332.0,113938.0,390332.0,47664.0,390332.0
2015-05-20,52628.0,390286.0,119899.0,390286.0,50240.0,390286.0
2015-05-21,44675.0,387984.0,124322.0,387984.0,51184.0,387984.0
2015-05-22,35528.0,383421.0,123128.0,383421.0,51886.0,383421.0
2015-05-26,22565.0,373339.0,125617.0,373339.0,51494.0,373339.0
